input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,tls_expired,tls_subject_org_,tls_mismatched,final_url,csp_domains_,location,tls_self_signed
tchosted.comcast.com,,200,348,tchosted.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=t.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",t.xfinity.com,xtv.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c2c1b72e5faa38ade3bfba850bdd60c,6bf9960fdca2efd19bc7a96ff3eb7a409eeead7fd4c372e756872d522f8787b6,ctls,tchosted.comcast.com,443,https://tchosted.comcast.com:443,https,AkamaiNetStorage,text/html,GET,2.16.33.97,/,1864250944,2a02:26f0:480:993::20b,,10,False,,,,,Comcast Corporation,,,,,
tchosted.stg.comcast.com,,200,348,tchosted.stg.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=t.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",t.xfinity.com,xtv.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c2c1b72e5faa38ade3bfba850bdd60c,6bf9960fdca2efd19bc7a96ff3eb7a409eeead7fd4c372e756872d522f8787b6,ctls,tchosted.stg.comcast.com,443,https://tchosted.stg.comcast.com:443,https,AkamaiNetStorage,text/html,GET,2.16.33.97,/,1864250944,2a02:26f0:480:993::20b,,10,False,,,,,Comcast Corporation,,,,,
techspot.comcast.com,Service Portal - TechSpot,200,160361,techspot.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-29T08:29:34Z,2023-09-27T08:29:33Z,CN=techspot.comcast.com,techspot.comcast.com,techspot.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,03886b86fd80fc9c96378d2247bf5197,7c2290f7ecd2da0830c2e666c7b10cf34e52b0fb9a97965075207df5a3f5fddf,ctls,techspot.comcast.com,443,https://techspot.comcast.com:443,https,snow_adc,text/html,GET,149.96.43.239,/,1701804003,149.96.43.239,Java,798,False,,,,,,,https://techspot.comcast.com/techspot,,,
telesales-reg-content-int.np.digital.business.comcast.com,,200,14,telesales-reg-content-int.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-24T23:59:59Z,CN=telesales-reg-content-int.np.digital.business.comcast.com,telesales-reg-content-int.np.digital.business.comcast.com,*.or.telesales-reg-content-int.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8e91494e1af9f45f63d1bbe563a1efc4,6ab4c5bbbf7011718537db1323b057f039d298dd197e37db9084530d93aa780b,ctls,telesales-reg-content-int.np.digital.business.comcast.com,80,http://telesales-reg-content-int.np.digital.business.comcast.com:80,http,AmazonS3,text/html,GET,18.66.147.82,/,-1341942583,18.66.147.2,Amazon Web Services,1,False,True,cloudfront,True,,,,https://telesales-reg-content-int.np.digital.business.comcast.com/,,,
telesales-reg-content-qa.np.digital.business.comcast.com,,200,14,telesales-reg-content-qa.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-24T23:59:59Z,CN=telesales-reg-content-qa.np.digital.business.comcast.com,telesales-reg-content-qa.np.digital.business.comcast.com,*.telesales-reg-content-qa.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8c4b21c9a86a644c7980091a5803248a,e7a1e01745506212117789a860adc45810b5f23e1310d00b50ef6e36ff316ef1,ctls,telesales-reg-content-qa.np.digital.business.comcast.com,443,https://telesales-reg-content-qa.np.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,108.138.7.118,/,-1341942583,108.138.7.70,Amazon Web Services,1,False,True,cloudfront,True,,,,,,,
test-cra-test.digital.business.comcast.com,React App,200,3024,test-cra-test.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-22T23:59:59Z,CN=test-cra-test.digital.business.comcast.com,test-cra-test.digital.business.comcast.com,*.test-cra-test.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2e209e085eca83df5a557605c1bda8e5,bc26f5650e25699b286ec19c3e083af5ca1008546bc0488dd4ab1c92a1b962fe,ctls,test-cra-test.digital.business.comcast.com,443,https://test-cra-test.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,18.66.112.68,/,-2009722838,18.66.112.78,React,1,False,True,cloudfront,True,,,,,,,
test-ui-cra-app-pqa.np.digital.business.comcast.com,,404,301,test-ui-cra-app-pqa.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-22T23:59:59Z,CN=test-ui-cra-app-pqa.np.digital.business.comcast.com,test-ui-cra-app-pqa.np.digital.business.comcast.com,*.test-ui-cra-app-pqa.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d7bf98170bf74d33f83d22cfde2dea29,bd49fe4632f727ea1d21ee32399f8747ad7faf1b703894848bdee6635c2c7d9b,ctls,test-ui-cra-app-pqa.np.digital.business.comcast.com,443,https://test-ui-cra-app-pqa.np.digital.business.comcast.com:443,https,AmazonS3,application/xml,GET,18.66.97.115,/,-880144380,18.66.97.77,Amazon Web Services,2,False,True,cloudfront,True,,,,,,,
test-ui-cra-app-stg-va.np.digital.business.comcast.com,,404,304,test-ui-cra-app-stg-va.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-22T23:59:59Z,CN=test-ui-cra-app-stg-va.np.digital.business.comcast.com,test-ui-cra-app-stg-va.np.digital.business.comcast.com,*.or.test-ui-cra-app-stg-va.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8b9b0fb5438f26a415bbda7c2e019ce2,0ae76390f8c6ba13f4ea996ed517594a5fcc30ec2d79065cf6eaabe3275696a7,ctls,test-ui-cra-app-stg-va.np.digital.business.comcast.com,443,https://test-ui-cra-app-stg-va.np.digital.business.comcast.com:443,https,AmazonS3,application/xml,GET,65.9.66.109,/,767108713,65.9.66.113,Amazon Web Services,2,False,True,cloudfront,True,,,,,,,
testing.janus.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://testing.janus.comcast.com:80,http,istio-envoy,,GET,52.207.92.76,/,-1840324437,2600:1f18:62d1:fb05:40e1:fc2b:c444:b89d,,1,False,,,,,,,,,,
thegap.xd.comcast.com,Sign in to your account,200,39156,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://thegap.xd.comcast.com:443,https,,text/html,GET,23.185.0.2,/,-1189409784,23.185.0.2,HSTS,95,False,,,,,Microsoft Corporation,,https://login.microsoftonline.com/906aefe9-76a7-4f65-b82d-5ec20775d5aa/oauth2/v2.0/authorize?response_type=code&scope=email%20profile%20openid&client_id=b2650987-cddf-471c-97a5-e88d81caf1d7&state=9bcb8714df71320cdbe4bfa28cabca31&redirect_uri=https%3A%2F%2Fthegap.xd.comcast.com%2Fopenid-connect-authorize,,,
thor-activation-prod.ra.comcast.com,,404,281,thor-activation-prod.ra.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=thor-activation-prod.ra.comcast.com,thor-activation-prod.ra.comcast.com,thor-activation-prod.ra.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,62d76e1e8da49da26ff19f9c5c94c7d4,f9346c513f9fb0091397852dee945178c1ad3123930ddf8f25a8d7c360b57045,ctls,thor-activation-prod.ra.comcast.com,443,https://thor-activation-prod.ra.comcast.com:443,https,AmazonS3,application/xml,GET,18.66.147.37,/,379877071,2600:9000:225e:8800:7:e2e2:a600:93a1,Amazon Web Services,2,False,,cloudfront,True,,,,,,,
thor-activation-stg.ra.comcast.com,,404,281,thor-activation-stg.ra.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-05-01T23:59:59Z,CN=thor-activation-stg.ra.comcast.com,thor-activation-stg.ra.comcast.com,thor-activation-stg.ra.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,263dfa3ca07221923a49f6225a012c49,f0fe13bfb60f942becde5199aafbc2fe820d1bbffc4fce9a46aa4c80a9344939,ctls,thor-activation-stg.ra.comcast.com,443,https://thor-activation-stg.ra.comcast.com:443,https,AmazonS3,application/xml,GET,13.225.78.15,/,1972851261,2600:9000:21f3:3800:a:1498:1ec0:93a1,Amazon Web Services,2,False,,cloudfront,True,,,,,,,
thor-permission-reports.svc-dev.thor.comcast.com,401 Unauthorized,401,381,thor-permission-reports.svc-dev.thor.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-01-27T22:38:30Z,2020-04-26T22:38:30Z,"CN=thor-permission-reports.svc-dev.thor.comcast.com, O=cert-manager",thor-permission-reports.svc-dev.thor.comcast.com,thor-permission-reports.svc-dev.thor.comcast.com,"CN=cert-manager.local, O=cert-manager",cert-manager.local,cert-manager,c46609e4c4b160d9debfc92bfb040c56,0e6b32d26d5a032040717ea63d6dc99815cba904f8042e408fe2577acd7fbe60,ctls,thor-permission-reports.svc-dev.thor.comcast.com,443,https://thor-permission-reports.svc-dev.thor.comcast.com:443,https,istio-envoy,text/html,GET,34.233.31.34,/,-392200610,2406:da00:ff00::22e9:1f22,Envoy,13,False,,,,True,cert-manager,,,,,True
thor-permission-reports.svc-qa.thor.comcast.com,401 Unauthorized,401,381,thor-permission-reports.svc-qa.thor.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-25T14:50:29Z,2023-09-23T14:50:28Z,CN=thor-permission-reports.svc-qa.thor.comcast.com,thor-permission-reports.svc-qa.thor.comcast.com,thor-permission-reports.svc-qa.thor.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,54f93499c22ff36e5743c62d772e378d,7a1190b689110c7dd59c06cbf58582dbc20e380ff76680112cf7fe51e3d523d3,ctls,thor-permission-reports.svc-qa.thor.comcast.com,443,https://thor-permission-reports.svc-qa.thor.comcast.com:443,https,istio-envoy,text/html,GET,35.153.146.124,/,-392200610,2600:1f18:62d1:fb04:cfe0:e120:335e:d8c1,Envoy,13,False,,,,,,,,,,
thor-permission.svc.thor.comcast.com,,415,40,thor-permission.svc.thor.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T13:46:41Z,2023-08-18T13:46:40Z,CN=thor-permission.svc.thor.comcast.com,thor-permission.svc.thor.comcast.com,thor-permission.svc.thor.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b67893840e3537eab93885bcd08ce14,f0ac15eead56433ff17e97798992ba648fde63375bb114a03a999cba623e966c,ctls,thor-permission.svc.thor.comcast.com,80,http://thor-permission.svc.thor.comcast.com:80,http,istio-envoy,text/plain,GET,34.234.183.61,/,-160903034,2600:1f18:62d1:fb03:b2b1:5f4b:db39:b728,Envoy,1,False,,,,,,,https://thor-permission.svc.thor.comcast.com/,,,
thor-shell.svc-dev.thor.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://thor-shell.svc-dev.thor.comcast.com:80,http,istio-envoy,,GET,34.233.31.34,/,-1840324437,2406:da00:ff00::22e9:1f22,,1,False,,,,,,,,,,
thortv-observability-prod-tracing.svc.thor.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://thortv-observability-prod-tracing.svc.thor.comcast.com:80,http,istio-envoy,,GET,54.234.48.138,/,-1840324437,2406:da00:ff00::36e1:944c,,1,False,,,,,,,,,,
thortv-observability-qa.svc-dev.thor.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://thortv-observability-qa.svc-dev.thor.comcast.com:80,http,istio-envoy,,GET,35.153.146.124,/,-1840324437,2600:1f18:62d1:fb03:77ff:bc82:6fb8:f3f9,,1,False,,,,,,,,,,
tnpsqa.555.comcast.com,,404,19,tnpsqa.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,tnpsqa.555.comcast.com,443,https://tnpsqa.555.comcast.com:443,https,,text/plain,GET,96.117.82.255,/,-138391155,2001:558:fc0a:b:f816:3eff:fe6a:4f94,,2,False,True,,,,Comcast Corporation,,,,,
tpi.merlin.comcast.com,,403,114,tpi.merlin.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=tpi.merlin.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",tpi.merlin.comcast.com,www.tpi.merlin.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,bf8c06412a9d7d3120178a48bf25ab6d,847ba37814609ef9a96b5d5d568836e828fdd45b0b750511cbefc7d796e29436,ctls,tpi.merlin.comcast.com,443,https://tpi.merlin.comcast.com:443,https,Jetty(9.4.9.v20180320),application/json,GET,96.113.28.212,/,-576679052,96.113.28.212,Jetty:9.4.9,1,False,,,,,Comcast Corporation,,,,,
tpic-qa.merlin.comcast.com,,200,1840,tpic-qa.merlin.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=tpi-dev.merlin.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",tpi-dev.merlin.comcast.com,www.tpi-dev.merlin.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2938d971b7e6f5b941974f0bc2f7f21a,e65a713d1844f3ddf05a4a2e6eba3efa3034297b3ddb1f9d9287f51a565476f9,ctls,tpic-qa.merlin.comcast.com,443,https://tpic-qa.merlin.comcast.com:443,https,Jetty(9.4.9.v20180320),text/html,GET,96.113.21.133,/,-2132043759,96.113.21.133,Jetty:9.4.9,1,False,,,,,Comcast Corporation,True,,,,
tpic.merlin.comcast.com,,200,1840,tpic.merlin.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=tpi.merlin.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",tpi.merlin.comcast.com,www.tpi.merlin.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,bf8c06412a9d7d3120178a48bf25ab6d,847ba37814609ef9a96b5d5d568836e828fdd45b0b750511cbefc7d796e29436,ctls,tpic.merlin.comcast.com,443,https://tpic.merlin.comcast.com:443,https,Jetty(9.4.9.v20180320),text/html,GET,96.113.28.235,/,-2132043759,96.113.28.235,Jetty:9.4.9,1,False,,,,,Comcast Corporation,,,,,
tpis.merlin.comcast.com,,403,114,tpis.merlin.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=tpi.merlin.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",tpi.merlin.comcast.com,www.tpi.merlin.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,bf8c06412a9d7d3120178a48bf25ab6d,847ba37814609ef9a96b5d5d568836e828fdd45b0b750511cbefc7d796e29436,ctls,tpis.merlin.comcast.com,443,https://tpis.merlin.comcast.com:443,https,Jetty(9.4.9.v20180320),application/json,GET,96.113.28.212,/,-576679052,96.113.28.212,Jetty:9.4.9,1,False,,,,,Comcast Corporation,,,,,
tracking.business.comcast.com,,200,615,tracking.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-04-20T23:59:59Z,"CN=tracking.business.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",tracking.business.comcast.com,tracking.business.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1ea195b84c67f26a241bdfafe863b782,782b91a0c04b0de5ec4d319a810cf1c89ba5e1350c76adaee07f0470a51ad9e4,ctls,tracking.business.comcast.com,443,https://tracking.business.comcast.com:443,https,,text/html,GET,147.154.54.172,/,-1270699277,147.154.54.172,HSTS,8,False,,oracle,True,,Comcast Corporation,,,url=http://business.comcast.com,,
tradingpartners.comcast.com,,401,,tradingpartners.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=tradingpartners.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",tradingpartners.comcast.com,tradingpartners.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2688f2d7f63bc52cc0765d87a0116934,ddd2f9f234a7afbecdda23be5a86674f90d71b577c5ac700daa5134f53929a8d,ctls,tradingpartners.comcast.com,443,https://tradingpartners.comcast.com:443,https,,,GET,69.252.194.151,/,-1851491385,69.252.194.151,Java,1,False,,,,,Comcast Corporation,,,,,
translate.google.com,Google Translate,200,1054346,translate.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,translate.google.com,443,https://translate.google.com:443,https,ESF,text/html,GET,142.250.185.142,/,-246964991,2a00:1450:4001:829::200e,HTTP/3,277,False,True,,,,,,https://translate.google.com/?ucbcb=1,,,
trident-pqa.np.digital.business.comcast.com,,404,300,trident-pqa.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-20T23:59:59Z,CN=trident-pqa.np.digital.business.comcast.com,trident-pqa.np.digital.business.comcast.com,*.or.trident-pqa.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,82e92337680914787ae9bfcbb11e1807,7b1d4b0821d9ae263bab49c74c296d26270350c60f01f9dfc6fbc98cd362e98d,ctls,trident-pqa.np.digital.business.comcast.com,80,http://trident-pqa.np.digital.business.comcast.com:80,http,AmazonS3,application/xml,GET,18.66.147.25,/,-289637437,18.66.147.10,Amazon Web Services,2,False,True,cloudfront,True,,,,https://trident-pqa.np.digital.business.comcast.com/,,,
trident-prod.digital.business.comcast.com,,404,301,trident-prod.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=trident-prod.digital.business.comcast.com,trident-prod.digital.business.comcast.com,*.va.trident-prod.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8a6c9f02a04bde8d1767f5c2470e762b,6b18a0e5e687e9428c65144f258befef470971c139a4bc1ade519b296efacfe1,ctls,trident-prod.digital.business.comcast.com,443,https://trident-prod.digital.business.comcast.com:443,https,AmazonS3,application/xml,GET,18.66.97.114,/,-956223094,18.66.97.81,Amazon Web Services,2,False,True,cloudfront,True,,,,,,,
trident-qa.np.digital.business.comcast.com,,404,299,trident-qa.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=trident-qa.np.digital.business.comcast.com,trident-qa.np.digital.business.comcast.com,*.va.trident-qa.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b6fc929782a11d1b110b3c90bf4aa1b,ee174a184670ff4d9dddc814ef53d9503c9316e25b6f67024bb5c251f68a0dbc,ctls,trident-qa.np.digital.business.comcast.com,443,https://trident-qa.np.digital.business.comcast.com:443,https,AmazonS3,application/xml,GET,13.32.121.10,/,827842211,13.32.121.70,Amazon Web Services,2,False,True,cloudfront,True,,,,,,,
tvxlanf-c1-d00001-b.ch.tvx.comcast.com,400 No required SSL certificate was sent,400,230,tvxlanf-c1-d00001-b.ch.tvx.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-12-05T12:00:00Z,2025-12-31T12:00:00Z,"CN=tvxlanf-c1-d00001-b.ch.tvx.comcast.com, OU=LnF Certificate Authority, O=Lost and Found, ST=PA, C=US",tvxlanf-c1-d00001-b.ch.tvx.comcast.com,,"CN=LnF Cloud Server Intermediate CA, OU=LnF Certificate Authority, O=Lost and Found, ST=PA, C=US",LnF Cloud Server Intermediate CA,Lost and Found,00521402ffa68c849b21371c49a1ec6f,9079398021277b547160b5964c645953ffd1f01550eb9650901ddaf374cb088f,ctls,tvxlanf-c1-d00001-b.ch.tvx.comcast.com,443,https://tvxlanf-c1-d00001-b.ch.tvx.comcast.com:443,https,nginx,text/html,GET,96.117.7.153,/,272330885,2001:558:fc11:9:f816:3eff:fe6f:c957,Nginx,9,False,,,,,Lost and Found,,,,,
ui.prod.ibis.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://ui.prod.ibis.comcast.com:80,http,istio-envoy,,GET,54.234.48.138,/,-1840324437,2406:da00:ff00::3658:6adf,,1,False,,,,,,,,,,
umd-cablehelp.comcast.com,UMD CAS - Central Authentication Service - Stale Request,200,3444,shib.idm.umd.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=idp.umd.edu, O=University of Maryland, ST=Maryland, C=US",idp.umd.edu,shib.idm.umd.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e6b1cdd7cfef7a456fd3e75217dbd6e8,38af6d8c0aa0d064bf6f69812f51886b7a57798a89c5a7fc691a047a014aa4ea,ctls,shib.idm.umd.edu,80,http://umd-cablehelp.comcast.com:80,http,Apache/2.4.37 (Red Hat Enterprise Linux),text/html,GET,40.70.147.4,/,1772087922,40.70.147.4,Red Hat,35,False,,azure,True,,University of Maryland,,https://shib.idm.umd.edu/shibboleth-idp/profile/SAML2/Redirect/SSO?execution=e1s1,,,
upware.comcast.com,Comcast Business Cloud Solutions | Comcast Business,200,183670,cloudsolutions.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=cloudsolutions.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",cloudsolutions.comcast.com,cloudsolutions.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,49a0182139050ac48d755255690312b9,b4293f80055d7b6ca1d174be63e06231886736c6503997621e71aa6788871608,ctls,cloudsolutions.comcast.com,443,https://upware.comcast.com:443,https,cloudflare,text/html,GET,104.17.172.194,/,-1270699277,104.17.173.194,Node.js,637,False,,cloudflare,True,,Comcast Corporation,,https://cloudsolutions.comcast.com/en-US/home,,,
user-directory.stg-va.np.api-business.comcast.com,,404,,user-directory.stg-va.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-28T23:59:59Z,CN=user-directory.stg-va.np.api-business.comcast.com,user-directory.stg-va.np.api-business.comcast.com,user-directory.stg-va.np.api-business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8491c6a5f15a413952a5b0381a72d32b,86b8708f86b71f157048d9d55f45b4328ab2f232d2a2eea07ca7cba8514c02d3,ctls,user-directory.stg-va.np.api-business.comcast.com,443,https://user-directory.stg-va.np.api-business.comcast.com:443,https,,,GET,35.173.143.191,/,-1840324437,44.206.214.239,,1,False,,,,,,,,,,
user-invite.int.np.api-business.comcast.com,,404,,user-invite.int.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-20T23:59:59Z,CN=user-invite.int.np.api-business.comcast.com,user-invite.int.np.api-business.comcast.com,user-invite.int.np.api-business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a016c4d816e61a265865a40f3bbf087,f38b989ca380690d38ed374551af2eb146867ab7e3cead4ec0b9091e75057fc1,ctls,user-invite.int.np.api-business.comcast.com,443,https://user-invite.int.np.api-business.comcast.com:443,https,,,GET,44.209.159.114,/,-1840324437,18.215.35.104,,1,False,,,,,,,,,,
