input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,final_url
registry-australiaeast-release-a.citrixworkspacesapi.net,Swagger UI,200,4735,registry-australiaeast-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,registry-australiaeast-release-a.citrixworkspacesapi.net,443,https://registry-australiaeast-release-a.citrixworkspacesapi.net:443,https,text/html,GET,20.193.35.89,/,-463302660,20.193.35.89,,118,False,azure,,True,,https://registry-australiaeast-release-a.citrixworkspacesapi.net/index.html
registry-australiaeast-release-b.citrixworkspacesapi.net,Swagger UI,200,4735,registry-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,registry-australiaeast-release-b.citrixworkspacesapi.net,443,https://registry-australiaeast-release-b.citrixworkspacesapi.net:443,https,text/html,GET,20.40.120.179,/,-463302660,20.40.120.179,,118,False,azure,,True,,https://registry-australiaeast-release-b.citrixworkspacesapi.net/index.html
registry-eastus-release-b.citrixworkspacesapi.net,Swagger UI,200,4735,registry-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,registry-eastus-release-b.citrixworkspacesapi.net,443,https://registry-eastus-release-b.citrixworkspacesapi.net:443,https,text/html,GET,20.185.104.211,/,-463302660,20.185.104.211,,118,False,azure,,True,,https://registry-eastus-release-b.citrixworkspacesapi.net/index.html
registry-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,4735,registry-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,registry-westeurope-release-a.citrixworkspacesapi.net,443,https://registry-westeurope-release-a.citrixworkspacesapi.net:443,https,text/html,GET,40.114.186.118,/,-463302660,40.114.186.118,,118,False,azure,,True,,https://registry-westeurope-release-a.citrixworkspacesapi.net/index.html
registry-westeurope-release-b.citrixworkspacesapi.net,Swagger UI,200,4735,registry-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,registry-westeurope-release-b.citrixworkspacesapi.net,443,https://registry-westeurope-release-b.citrixworkspacesapi.net:443,https,text/html,GET,40.119.159.134,/,-463302660,40.119.159.134,,118,False,azure,,True,,https://registry-westeurope-release-b.citrixworkspacesapi.net/index.html
registry.citrixworkspacesapi.net,Swagger UI,200,4735,registry.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,registry.citrixworkspacesapi.net,443,https://registry.citrixworkspacesapi.net:443,https,text/html,GET,20.103.12.34,/,-463302660,20.103.12.34,HSTS,118,False,,,,,https://registry.citrixworkspacesapi.net/index.html
resourceproviders-ap-s.citrixworkspacesapi.net,Swagger UI,200,6732,resourceproviders-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,resourceproviders-australiaeast-release-b.citrixworkspacesapi.net,443,https://resourceproviders-ap-s.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://resourceproviders-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index
resourceproviders-australiaeast-release-b.citrixworkspacesapi.net,Swagger UI,200,6732,resourceproviders-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,resourceproviders-australiaeast-release-b.citrixworkspacesapi.net,443,https://resourceproviders-australiaeast-release-b.citrixworkspacesapi.net:443,https,text/html,GET,20.53.76.94,/,-1840324437,20.53.76.94,HSTS,156,False,azure,,True,,https://resourceproviders-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index
resourceproviders-eastus-release-b.citrixworkspacesapi.net,Swagger UI,200,6725,resourceproviders-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,resourceproviders-eastus-release-b.citrixworkspacesapi.net,443,https://resourceproviders-eastus-release-b.citrixworkspacesapi.net:443,https,text/html,GET,52.150.40.95,/,-1840324437,52.150.40.95,HSTS,156,False,azure,,True,,https://resourceproviders-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
resourceproviders-eu.citrixworkspacesapi.net,Swagger UI,200,6729,resourceproviders-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,resourceproviders-westeurope-release-b.citrixworkspacesapi.net,443,https://resourceproviders-eu.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://resourceproviders-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
resourceproviders-us.citrixworkspacesapi.net,Swagger UI,200,6725,resourceproviders-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,resourceproviders-eastus-release-b.citrixworkspacesapi.net,443,https://resourceproviders-us.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://resourceproviders-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
resourceproviders.citrixworkspacesapi.net,Swagger UI,200,6725,resourceproviders-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,resourceproviders-eastus-release-b.citrixworkspacesapi.net,443,https://resourceproviders.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://resourceproviders-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
rp-release-b.browser.cloud.com,,404,,rp-release-b.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,Citrix Systems Inc,browser.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f9e7f43a6d19af4713f28a5aa3317639,acc1b5354c5949c5aa58ce7f36f3c6b7de755b33ace648cb0599e041f4adbb6c,True,ctls,rp-release-b.browser.cloud.com,443,https://rp-release-b.browser.cloud.com:443,https,,GET,13.81.173.134,/,-1840324437,13.81.173.134,Microsoft HTTPAPI:2.0,1,False,azure,Microsoft-HTTPAPI/2.0,True,,
rp.browser.cloud.com,,404,,rp.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,Citrix Systems Inc,browser.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f9e7f43a6d19af4713f28a5aa3317639,acc1b5354c5949c5aa58ce7f36f3c6b7de755b33ace648cb0599e041f4adbb6c,True,ctls,rp.browser.cloud.com,443,https://rp.browser.cloud.com:443,https,,GET,13.81.173.134,/,-1840324437,13.81.173.134,Microsoft HTTPAPI:2.0,1,False,azure,Microsoft-HTTPAPI/2.0,True,,
scheduler.citrixworkspacesapi.net,Swagger UI,200,6704,scheduler-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,scheduler-eastus-release-b.citrixworkspacesapi.net,443,https://scheduler.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,156,False,,,,,https://scheduler-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
session-release-b.browser.cloud.com,,404,,session-release-b.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,Citrix Systems Inc,browser.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f9e7f43a6d19af4713f28a5aa3317639,acc1b5354c5949c5aa58ce7f36f3c6b7de755b33ace648cb0599e041f4adbb6c,True,ctls,session-release-b.browser.cloud.com,443,https://session-release-b.browser.cloud.com:443,https,,GET,13.81.173.134,/,-1840324437,13.81.173.134,Microsoft HTTPAPI:2.0,1,False,azure,Microsoft-HTTPAPI/2.0,True,,
session.browser.cloud.com,,404,,session.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,Citrix Systems Inc,browser.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f9e7f43a6d19af4713f28a5aa3317639,acc1b5354c5949c5aa58ce7f36f3c6b7de755b33ace648cb0599e041f4adbb6c,True,ctls,session.browser.cloud.com,443,https://session.browser.cloud.com:443,https,,GET,13.81.173.134,/,-1840324437,13.81.173.134,Microsoft HTTPAPI:2.0,1,False,azure,Microsoft-HTTPAPI/2.0,True,,
storefrontconfiguration-ap-s.citrixworkspacesapi.net,Swagger UI,200,6740,storefrontconfiguration-australiaeast-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,97c10d624521dcd3d1250f75d20c3749,987ef761630d2c6144a018cac39366215218f94e91201b2b87056efe3678e7db,True,ctls,storefrontconfiguration-australiaeast-release-b.citrixworkspacesapi.net,443,https://storefrontconfiguration-ap-s.citrixworkspacesapi.net:443,https,text/html,GET,40.82.217.223,/,-1840324437,40.82.217.223,HSTS,156,False,azure,,True,,https://storefrontconfiguration-australiaeast-release-b.citrixworkspacesapi.net/swagger/ui/index
storefrontconfiguration-eu.citrixworkspacesapi.net,Swagger UI,200,6737,storefrontconfiguration-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,storefrontconfiguration-westeurope-release-b.citrixworkspacesapi.net,443,https://storefrontconfiguration-eu.citrixworkspacesapi.net:443,https,text/html,GET,40.74.35.115,/,-1840324437,40.74.35.115,HSTS,156,False,azure,,True,,https://storefrontconfiguration-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
storefrontconfiguration-westeurope-release-a.citrixworkspacesapi.net,Swagger UI,200,6737,storefrontconfiguration-westeurope-release-a.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,storefrontconfiguration-westeurope-release-a.citrixworkspacesapi.net,443,https://storefrontconfiguration-westeurope-release-a.citrixworkspacesapi.net:443,https,text/html,GET,40.114.187.109,/,-1840324437,40.114.187.109,HSTS,156,False,azure,,True,,https://storefrontconfiguration-westeurope-release-a.citrixworkspacesapi.net/swagger/ui/index
ticketing.citrixworkspacesapi.net,Swagger UI,200,4735,ticketing.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,ticketing.citrixworkspacesapi.net,443,https://ticketing.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-463302660,2620:1ec:46::45,HSTS,118,False,,,,,https://ticketing.citrixworkspacesapi.net/index.html
trust-westeurope-release-b.citrixworkspacesapi.net,Swagger UI,200,6705,trust-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,trust-westeurope-release-b.citrixworkspacesapi.net,443,https://trust-westeurope-release-b.citrixworkspacesapi.net:443,https,text/html,GET,52.157.228.124,/,-1840324437,52.157.228.124,Microsoft HTTPAPI:2.0,156,False,azure,Microsoft-HTTPAPI/2.0,True,,https://trust-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
trust.citrixworkspacesapi.net,Swagger UI,200,6705,trust-westeurope-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,557df63a0d68ce1d2040e9ce70723a3d,5b274093ec6bc535dc44a6810d3ac9408b33dd332ce4da28fafe083889e4999a,True,ctls,trust-westeurope-release-b.citrixworkspacesapi.net,443,https://trust.citrixworkspacesapi.net:443,https,text/html,GET,40.74.35.115,/,-1840324437,40.74.35.115,Microsoft HTTPAPI:2.0,156,False,azure,Microsoft-HTTPAPI/2.0,True,,https://trust-westeurope-release-b.citrixworkspacesapi.net/swagger/ui/index
us.cloud.com,Citrix Secure Sign In,200,3949,accounts.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=accounts.cloud.com, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",accounts.cloud.com,"Citrix Systems, Inc.",ctxathp-sharefileweb-tm-westeu.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ece6abda86c8a50c0082711778e0453e,9b91235d67bb57d3e3fc8de70f7086e96d1b0e165beea6c73e02d1b9256a68db,,ctls,accounts.cloud.com,443,https://us.cloud.com:443,https,text/html,GET,40.88.49.69,/,1280769659,40.88.49.69,HSTS,21,False,azure,,True,https://www.gstatic.com/recaptcha/,https://accounts.cloud.com/core/login?ReturnUrl=%2Fcore%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3DRtmydVjvjLZBbU3qU3b8eQ%253D%253D%26redirect_uri%3Dhttps%253A%252F%252Fcitrix.cloud.com%252Foauth%26response_type%3Dcode%26scope%3Dopenid%2520email%2520profile%2520ctx_principal_aliases%2520offline_access%2520ctx_universal%2520ctx_adoid%2520allow_compressed_groups%26state%3Dhttps%253A%252F%252Fcitrix.cloud.com%252Foauth.5a07c54a-3745-4e4e-b2cd-2d25fa2785e8
webrelay.citrixworkspacesapi.net,Swagger UI,200,6633,webrelay-eastus-release-b.citrixworkspacesapi.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-24T00:00:00Z,2024-05-24T23:59:59Z,"CN=*.citrixworkspacesapi.net, O=Citrix Systems\, Inc., L=Fort Lauderdale, ST=Florida, C=US",*.citrixworkspacesapi.net,"Citrix Systems, Inc.",citrixworkspacesapi.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f2af26167e62cbfca0b419e6e99f1f3,8356048d10fa1a1ed2096981acbb174f9ba3401eb0e358c3231ee165f74e2241,True,ctls,webrelay-eastus-release-b.citrixworkspacesapi.net,443,https://webrelay.citrixworkspacesapi.net:443,https,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,Microsoft HTTPAPI:2.0,156,False,,Microsoft-HTTPAPI/2.0,,,https://webrelay-eastus-release-b.citrixworkspacesapi.net/swagger/ui/index
xml.browser.cloud.com,,404,,xml.browser.cloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-23T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.browser.cloud.com, O=Citrix Systems Inc, L=Fort Lauderdale, ST=Florida, C=US",*.browser.cloud.com,Citrix Systems Inc,browser.cloud.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f9e7f43a6d19af4713f28a5aa3317639,acc1b5354c5949c5aa58ce7f36f3c6b7de755b33ace648cb0599e041f4adbb6c,True,ctls,xml.browser.cloud.com,443,https://xml.browser.cloud.com:443,https,,GET,13.81.173.134,/,-1840324437,13.81.173.134,Microsoft HTTPAPI:2.0,1,False,azure,Microsoft-HTTPAPI/2.0,True,,
