input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,webserver,final_url,tls_mismatched,cdn_name,cdn,tls_expired,tls_self_signed,location
sspsmall.test.att.com,Network Error,504,868,sspsmall.test.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-05-13T23:59:59Z,"CN=sspsmall.test.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",sspsmall.test.att.com,"AT&T Services, Inc.",sspsmall.test.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1984b55bdd5ad2d137722bd92602f51b,c7332f70bc9deaeb67cc2bd412cad8a5035937b447821be5663fe1cae95dc326,,ctls,sspsmall.test.att.com,443,https://sspsmall.test.att.com:443,https,text/html,GET,144.160.233.139,/,-1416342005,144.160.233.139,,43,False,,,,,,,,,
st.teleconference.att.com,Network Error,504,868,st.teleconference.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-18T00:00:00Z,2023-07-19T23:59:59Z,"CN=st.teleconference.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",st.teleconference.att.com,"AT&T Services, Inc.",st.teleconference.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ceb2ebe1ea6256b7621055be0dc3fe58,4ac4232dddbf8056e85133b2be42d748ad0a9980dc421bf45c50db071e54ce83,,ctls,st.teleconference.att.com,443,https://st.teleconference.att.com:443,https,text/html,GET,144.160.233.65,/,1921421544,144.160.233.65,,43,False,,,,,,,,,
stacm.ccgwsl-st.teleconference.att.com,Access Denied,403,772,stacm.ccgwsl-st.teleconference.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-02T23:59:59Z,"CN=stacm.teleconference.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",stacm.teleconference.att.com,"AT&T Services, Inc.",stacm.teleconference.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b61ad1005bc98fc7ffada8bf28266035,64bcb7db84322de2cbc4148bd41b0c5d178ca91e48aea40070a118d012b96ba8,,ctls,stacm.ccgwsl-st.teleconference.att.com,443,https://stacm.ccgwsl-st.teleconference.att.com:443,https,text/html,GET,144.160.233.61,/,-989810270,144.160.233.61,,43,False,,,,True,,,,,
stacm.teleconference.att.com,Network Error,504,868,stacm.teleconference.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-02T23:59:59Z,"CN=stacm.teleconference.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",stacm.teleconference.att.com,"AT&T Services, Inc.",stacm.teleconference.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b61ad1005bc98fc7ffada8bf28266035,64bcb7db84322de2cbc4148bd41b0c5d178ca91e48aea40070a118d012b96ba8,,ctls,stacm.teleconference.att.com,443,https://stacm.teleconference.att.com:443,https,text/html,GET,144.160.233.61,/,-865523026,144.160.233.61,,43,False,,,,,,,,,
stage-cybersecuritysolutions.att.com,ATT Login Redirect,200,2429,saml.stage.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=saml.stage.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",saml.stage.att.com,"AT&T Services, Inc.",saml.stage.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f17fc5c1d09ccc78087e5dc540a90546,2213c048e9a1214302c85d1c973afe097c14ce586d3eb299bedd3305ae31c5c4,,ctls,saml.stage.att.com,443,https://stage-cybersecuritysolutions.att.com:443,https,text/html,GET,149.96.45.254,/,1701804003,149.96.45.254,HSTS,81,False,,,https://saml.stage.att.com/isam/sps/auth?PartnerId=https%3A%2F%2Fstage-cybersecuritysolutions.att.com,,,,,,
stage-digitaldesign.att.com,AT&T Digital Design System,200,3803,stage-digitaldesign.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,stage-digitaldesign.att.com,443,https://stage-digitaldesign.att.com:443,https,text/html,GET,72.246.169.113,/,1864250944,2a02:26f0:1700:381::2db1,React,1,False,,AkamaiNetStorage,,,,,,,
stage-skills.att.com,Site Not Configured | 404 Not Found,404,5891,stage-skills.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,stage-skills.att.com,443,https://stage-skills.att.com:443,https,text/html,GET,2.23.197.91,/,965054014,2a02:26f0:480:986::2db1,Nginx,98,False,,nginx,,,,,,,
stage-solutions.firstnet.att.com,,200,6858,stage-solutions.firstnet.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-21T23:59:59Z,"CN=*.firstnet.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.firstnet.att.com,"AT&T Services, Inc.",*.firstnet.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,90a8f4f7d286ca4133d9e36af6e2226f,5d5834aca75b72cdc4312584cf2ef7a0c557becf0cb9e56e2ae81478dd023f3a,True,ctls,stage-solutions.firstnet.att.com,443,https://stage-solutions.firstnet.att.com:443,https,text/html,GET,184.86.251.5,/,2059598739,2a02:26f0:3500:1b::1724:a39c,HSTS,58,False,*.firstnet.com,,,,,,,,
stage-tvpromise.att.com,404 Not Found,404,262176,stage-tvpromise.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,stage-tvpromise.att.com,443,https://stage-tvpromise.att.com:443,https,text/html,GET,72.246.169.113,/,,2a02:26f0:1700:381::2db1,Nginx,527,False,,nginx,,,,,,,
stage-wireless.firstnet.att.com,,200,2424,stage-wireless.firstnet.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-21T23:59:59Z,"CN=*.firstnet.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.firstnet.att.com,"AT&T Services, Inc.",*.firstnet.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,90a8f4f7d286ca4133d9e36af6e2226f,5d5834aca75b72cdc4312584cf2ef7a0c557becf0cb9e56e2ae81478dd023f3a,True,ctls,stage-wireless.firstnet.att.com,443,https://stage-wireless.firstnet.att.com:443,https,text/html,GET,2.16.241.150,/,-838529372,2a02:26f0:3400::1703:5811,HSTS,71,False,*.att.com,,,,,,,,
stage-www.wireless.att.com,"Shop the Latest Phones, Devices, Phone Plans and Accessories | AT&T",200,1514064,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://stage-www.wireless.att.com:443,https,text/html,GET,23.201.250.19,/,-1321617880,23.201.250.19,Java,679,False,,,https://www.att.com/wireless/,,,,,,
stagingbootstrap.dm.iot.att.com,Sign in to Coiote DM,200,6681,stagingbootstrap.dm.iot.att.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-26T00:00:00Z,2023-08-16T23:59:59Z,"CN=StagingBootstrap.dm.iot.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",StagingBootstrap.dm.iot.att.com,"AT&T Services, Inc.",StagingBootstrap.dm.iot.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,68c8cda735a743a61607fa48a53a129f,b1ff864934cfdc670eefddb650d0479fbacd24e46853e346562dbdec9850191a,,ctls,stagingbootstrap.dm.iot.att.com,443,https://stagingbootstrap.dm.iot.att.com:443,https,text/html,GET,35.202.173.86,/,864099987,35.202.173.86,HSTS,121,False,,,https://stagingbootstrap.dm.iot.att.com/iam/realms/cdm-us-mng/protocol/openid-connect/auth?response_type=code&client_id=coiote-dm&state=b1383146-cbff-4bff-bfe0-c57607c2cdfb&login=true&scope=openid&redirect_uri=https%3A%2F%2Fstagingbootstrap.dm.iot.att.com%2F,,google,True,,,
staginglwm2m.dm.iot.att.com,Sign in to Coiote DM,200,7523,staginglwm2m.dm.iot.att.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-26T00:00:00Z,2023-08-16T23:59:59Z,"CN=StagingLWM2M.dm.iot.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",StagingLWM2M.dm.iot.att.com,"AT&T Services, Inc.",StagingLWM2M.dm.iot.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5660f4d5e37ce8edc329e8c2bc47a74c,c6d76bf4b7e556d9935455c1e9aaceeeffb959bf048646875c18cd80dfcbfa20,,ctls,staginglwm2m.dm.iot.att.com,443,https://staginglwm2m.dm.iot.att.com:443,https,text/html,GET,35.202.173.86,/,-72733601,35.202.173.86,HSTS,132,False,,,https://staginglwm2m.dm.iot.att.com/iam/realms/cdm-us-mng/protocol/openid-connect/auth?response_type=code&client_id=coiote-dm&state=542fc64a-3ac0-4a27-b4f7-ebea95a4b5b7&login=true&scope=openid&redirect_uri=https%3A%2F%2Fstaginglwm2m.dm.iot.att.com%2F,,google,True,,,
starterkit.att.com,AT&T IoT Marketplace,200,4994,marketplace.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=marketplace.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",marketplace.att.com,"AT&T Services, Inc.",marketplace.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3d2a925fc4ce89a64e75012bdccf0989,ce152cbea1e784d8223ebe74bda79c3c07e9a74390af79784587d097fdcc14c8,,ctls,marketplace.att.com,443,https://starterkit.att.com:443,https,text/html,GET,54.219.150.150,/,-40200491,52.53.100.101,HSTS,104,False,cert-hp.evosnap.com,,https://marketplace.att.com/,,,,,,
state-territory.firstnet.att.com,State Plan Portal,200,9195,state-territory.firstnet.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=firstnet.attssl.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",firstnet.attssl.com,"AT&T Services, Inc.",cjis.test.flogin.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c415184a3b4320ff371c4281ea6b8cb8,991b23531fae52e1fdc6d9331c01b3c0aff86a69891f5fa8ec4b250c95701d7c,,ctls,state-territory.firstnet.att.com,443,https://state-territory.firstnet.att.com:443,https,text/html,GET,23.201.244.3,/,422062480,2a02:26f0:1700:390::1799,HSTS,152,False,,,,,,,,,
static-attdashboard.wireless.att.com,,404,10,static-attdashboard.wireless.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=*.wireless.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.wireless.att.com,"AT&T Services, Inc.",*.wireless.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e49ff2bea7a01b0855e38336f8998528,79c9be3c4f78444492f96d81fa04f2dc247a618c466a14dac55756aa82e8f34d,True,ctls,static-attdashboard.wireless.att.com,443,https://static-attdashboard.wireless.att.com:443,https,,GET,23.201.250.19,/,1864250944,23.201.250.19,,2,False,,AkamaiNetStorage,,,,,,,
static-js-al-econtent.att.com,,400,,static-js-al-econtent.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d44b5b40bb953d40b2213d9eeff18f19,5f598d91b9097dc5667ebbaafbcb04e3f30cf130064d1135ccbb8dc3109480e4,True,ctls,static-js-al-econtent.att.com,443,https://static-js-al-econtent.att.com:443,https,text/html,GET,144.161.106.122,/,-1840324437,2001:1890:1c00:6222::4:1009,HSTS,1,False,,,,,,,,,
static-js-bcontent.att.com,,400,,static-js-bcontent.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d44b5b40bb953d40b2213d9eeff18f19,5f598d91b9097dc5667ebbaafbcb04e3f30cf130064d1135ccbb8dc3109480e4,True,ctls,static-js-bcontent.att.com,443,https://static-js-bcontent.att.com:443,https,text/plain,GET,144.160.125.225,/,-1840324437,144.160.125.225,HSTS,1,False,,,,,,,,,
static-js-fcontent.att.com,,400,,static-js-fcontent.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d44b5b40bb953d40b2213d9eeff18f19,5f598d91b9097dc5667ebbaafbcb04e3f30cf130064d1135ccbb8dc3109480e4,True,ctls,static-js-fcontent.att.com,443,https://static-js-fcontent.att.com:443,https,text/plain,GET,144.161.168.26,/,-1840324437,2001:1890:1c00:5247::4:1005,HSTS,1,False,,,,,,,,,
static-js-ff-econtent.att.com,,400,,static-js-ff-econtent.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d44b5b40bb953d40b2213d9eeff18f19,5f598d91b9097dc5667ebbaafbcb04e3f30cf130064d1135ccbb8dc3109480e4,True,ctls,static-js-ff-econtent.att.com,443,https://static-js-ff-econtent.att.com:443,https,text/html,GET,144.161.77.204,/,-1840324437,2001:1890:1c00:3411::4:1005,HSTS,1,False,,,,,,,,,
status-firstnetcontrolcenter.att.com,Control Center Status Page CC19 Status,200,39653,cc19.status.jasper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T17:43:57Z,2023-09-20T17:43:56Z,CN=cc19.status.jasper.com,cc19.status.jasper.com,,status.wise.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,75f7003201a5ea911b5c956153cbcc14,948945b0ecf2e2471d44152b5db969c6ba120563cb6eb6d6a5fa4c2552a10bc6,,ctls,cc19.status.jasper.com,443,https://status-firstnetcontrolcenter.att.com:443,https,text/html,GET,204.16.69.45,/,,204.16.68.45,HSTS,966,False,,AtlassianEdge,https://cc19.status.jasper.com,,,,,,
status-m2x.att.com,Statuspage | Atlassian,200,155025,www.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.atlassian.com,*.atlassian.com,,atlassian.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d108e7df55a1caa415c89896a41bfeac,dd646b67998aed6aed177bf42b1ac71f93f66e264a495b76cba43c3d16be2775,True,ctls,www.atlassian.com,443,https://status-m2x.att.com:443,https,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,5,False,,AtlassianEdge,https://www.atlassian.com/software/statuspage,,,,,,
status-officeathand.att.com,Office At Hand Service Status Dashboard,200,2797,status-officeathand.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,status-officeathand.att.com,443,https://status-officeathand.att.com:443,https,text/html,GET,23.192.153.80,/,87212129,2a02:26f0:480:991::2db1,Nginx,57,False,,nginx,,,,,,,
status-simcontrolcenter.wireless.att.com,Control Center Status Page CC1 Status,200,40998,status.jasper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T14:43:50Z,2023-09-20T14:43:49Z,CN=bare-metal-servers.status-ovhcloud.com,bare-metal-servers.status-ovhcloud.com,,www.swapcardstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,71cb9a82174fad59d11047fe8baccd94,524f3ffdbdd0430a5c2161285d96d6c9636f7c84aba835cdf369a2618fd6096f,,ctls,status.jasper.com,443,https://status-simcontrolcenter.wireless.att.com:443,https,text/html,GET,204.16.69.45,/,,204.16.68.45,HSTS,994,False,,AtlassianEdge,https://status.jasper.com,,,,,,
status-simmanagement.att.com,Control Center Status Page CC11 Status,200,39653,cc11.status.jasper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-22T18:44:19Z,2023-09-20T18:44:18Z,CN=api.line-status.info,api.line-status.info,,www.ekmstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9f59ed90502c075e83246a188854f1d,951b531c8418249d938cab4a6d0fd55e01ec5864d39440172f1067340b26ec4c,,ctls,cc11.status.jasper.com,443,https://status-simmanagement.att.com:443,https,text/html,GET,204.16.68.45,/,,204.16.69.45,HSTS,966,False,,AtlassianEdge,https://cc11.status.jasper.com,,,,,,
stayintouch.att.com,AT&T HR Access,200,5014,hraccess.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,hraccess.att.com,443,https://stayintouch.att.com:443,https,text/html,GET,2.23.197.91,/,-1255347784,2a02:26f0:480:991::2db1,HSTS,23,False,,,https://hraccess.att.com/,,,,,,
stg-developer.att.com,Access Denied,403,275,stg-developer.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,stg-developer.att.com,443,https://stg-developer.att.com:443,https,text/html,GET,23.192.153.80,/,-2141801834,2a02:26f0:480:991::2db1,HSTS,10,False,,AkamaiGHost,,,,,,,
stg-shape.att.com,Service Unavailable,503,268,stg-shape.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,stg-shape.att.com,443,https://stg-shape.att.com:443,https,text/html,GET,72.246.169.113,/,708753031,2a02:26f0:1700:381::2db1,HSTS,9,False,,AkamaiGHost,,,,,,,
storeuat3.att.com,502 Bad Gateway,502,232,storeuat3.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-05-10T23:59:59Z,"CN=scm-nprd-dmz-lb.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",scm-nprd-dmz-lb.att.com,"AT&T Services, Inc.",storeuat6.it.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e9f6ce6d37c99c771ebfb64791e35600,a7ef670cec14eb19e7e8ebc9a2fcb543fb4ea009fd4d1571cd77ed72f0fca49f,,ctls,storeuat3.att.com,443,https://storeuat3.att.com:443,https,text/html,GET,144.161.77.170,/,-1522384196,144.161.77.170,,10,False,,,,,,,,,
subaruiotgw.att.com,403 Forbidden,403,179,subaruiotgw.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-07-05T23:59:59Z,"CN=subaruiotgw.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",subaruiotgw.att.com,"AT&T Services, Inc.",subaruiotgw.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,510eff5cf0958c9532025ef179c46f3f,09de47926af2176124cdf6db248ee0ab2797049a0dc2bad8ef59705fa757b84a,,ctls,subaruiotgw.att.com,443,https://subaruiotgw.att.com:443,https,text/html,GET,20.96.163.125,/,1525958878,20.96.163.125,,8,False,,Microsoft-Azure-Application-Gateway/v2,,,,,,,
suppliers.att.com,AT&T Suppliers Portal,200,10158,attsuppliers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-12-29T00:00:00Z,2024-01-29T23:59:59Z,"CN=attsuppliers.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",attsuppliers.com,"AT&T Services, Inc.",www.attsuppliers.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c605608010328c507f9ce84d5f20810,f04c64de5e73bfb9e8d5bf25ba5a3e80385eae55bb9902518d0094e910978a36,,ctls,attsuppliers.com,443,https://suppliers.att.com:443,https,text/html,GET,2.23.197.91,/,1631801191,2a02:26f0:480:991::2db1,Windows Server,198,False,,Microsoft-IIS/8.5,https://attsuppliers.com,,,,,,
supplychain-aldc-origin.att.com,Network Error,504,868,supplychain-aldc-origin.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-09-18T23:59:59Z,"CN=supplychain.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",supplychain.att.com,"AT&T Services, Inc.",supplychain-ffdc-origin.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0352b96dc6a761bced719af1b9ed5080,709be8cae5764472c7a739090e7255fcc62f797dafeebff5d906c3bd667e72df,,ctls,supplychain-aldc-origin.att.com,443,https://supplychain-aldc-origin.att.com:443,https,text/html,GET,144.160.233.110,/,-1138369007,144.160.233.110,,43,False,,,,,,,,,
