new,host,a,soa,status_code,caa,cname,txt,has_internal_ips,internal_ips,aaaa,ns,cdn,cdn-name,mx
,ml-platform-prod-us-east-2-1-6-1.prod.ml.rbx.com,"10.102.210.242, 10.102.210.220","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=kubeflow-prod-use2-1-6-1,external-dns/resource=ingress/default/kubernetes-tokenrequest-ingress",True,"10.102.210.242, 10.102.210.220",,,,,
,ml-platform-prod-use1-1-5-3-serving.prod.ml.rbx.com,"10.102.248.111, 10.102.248.78, 10.102.248.82, 10.102.248.102, 10.102.248.75, 10.102.248.118","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-prod-use1-1-5-3,external-dns/resource=ingress/default/kubernetes-tokenrequest-ingress-serving",True,"10.102.248.111, 10.102.248.78, 10.102.248.82, 10.102.248.102, 10.102.248.75, 10.102.248.118",,,,,
,ml-platform-prod-use2-1-5-3-serving.prod.ml.rbx.com,"10.102.210.196, 10.102.210.241","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-prod-use2-1-5-3,external-dns/resource=ingress/default/kubernetes-tokenrequest-ingress-serving",True,"10.102.210.196, 10.102.210.241",,"ns-121.awsdns-15.com, ns-1212.awsdns-23.org, ns-1908.awsdns-46.co.uk, ns-620.awsdns-13.net",,,
,ml-platform-prod-use2-1-5-3.prod.ml.rbx.com,"10.102.210.229, 10.102.210.211","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-prod-use2-1-5-3,external-dns/resource=ingress/istio-system/istio-ingress",True,"10.102.210.229, 10.102.210.211",,,,,
,ml-platform-stage-us-east-1-1-6-1-serving.prod.ml.rbx.com,,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=kubeflow-stage-use1-1-6-1-serving,external-dns/resource=ingress/default/kubernetes-tokenrequest-ingress-serving",,,,,,,
,ml-platform-stage-us-east-1-1-6-1.prod.ml.rbx.com,,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=kubeflow-stage-use1-1-6-1-serving,external-dns/resource=ingress/istio-system/ingress-dashboard",,,,,,,
,ml-platform-stage-use1-1-5-3-serving.prod.ml.rbx.com,"10.102.248.126, 10.102.248.84","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-stage-use1-1-5-3,external-dns/resource=ingress/default/kubernetes-tokenrequest-ingress-serving",True,"10.102.248.126, 10.102.248.84",,,,,
,ml-platform-stage-use1-1-5-3.prod.ml.rbx.com,"10.102.248.112, 10.102.248.83","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-stage-use1-1-5-3,external-dns/resource=ingress/istio-system/istio-ingress",True,"10.102.248.112, 10.102.248.83",,,,,
,ml-platform-stage-use2-1-5-3-serving.prod.ml.rbx.com,"10.102.210.239, 10.102.210.215","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-stage-use2-1-5-3,external-dns/resource=ingress/default/kubernetes-tokenrequest-ingress-serving",True,"10.102.210.239, 10.102.210.215",,,,,
,ml-platform-stage-use2-1-5-3.prod.ml.rbx.com,"10.102.210.209, 10.102.210.240","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=arrikto-stage-use2-1-5-3,external-dns/resource=ingress/istio-system/istio-ingress",True,"10.102.210.209, 10.102.210.240",,,,,
,ml.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,ml.rbx.com,,"ns-27.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1740.awsdns-25.co.uk, ns-1525.awsdns-62.org, ns-743.awsdns-28.net, ns-27.awsdns-03.com",,,
,moderation.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,,,,
,moderation.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"amazonaws.com, godaddy.com, pki.goog, sectigo.com, mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com",,,,,,,,,
,mssql.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,"ns-1030.awsdns-00.org, ns-1793.awsdns-32.co.uk, ns-231.awsdns-28.com, ns-609.awsdns-12.net",,,
,nascar-internal-lb.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,nascar.rbx.com,,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-nascar-lb-490505728.us-west-1.elb.amazonaws.com,,,,,,,,
,nautilus.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,"ns-1030.awsdns-00.org, ns-1793.awsdns-32.co.uk, ns-231.awsdns-28.com, ns-609.awsdns-12.net",,,
,ncs.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,news.roblox.com,"18.188.15.15, 3.21.14.171, 3.132.167.50","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,http-redirector-758142263.us-east-2.elb.amazonaws.com,,,,,,,,
,nl.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"www.roblox.com, gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,nomad-demo.rbx.com,10.102.225.165,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-nomad-demo-1842316639.us-west-1.elb.amazonaws.com,,True,10.102.225.165,,,,,
,nomad-dev2.rbx.com,10.102.211.204,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-alb-nomad-dev2-1672931927.us-west-1.elb.amazonaws.com,,True,10.102.211.204,,,,,
,noteable.ml.rbx.com,,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1425.awsdns-50.org, ns-1921.awsdns-48.co.uk, ns-22.awsdns-02.com, ns-519.awsdns-00.net",,,
,notifications.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,nrt-gw.vpn.cn.roblox.com,103.142.221.2,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,nrt1-128-116-120-3.roblox.com,128.116.120.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,nrt2-128-116-120-3.roblox.com,128.116.120.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o1.email.roblox.com,168.245.101.88,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o1.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,o3.email.roblox.com,168.245.101.88,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o4.email.marketing.roblox.com,168.245.69.127,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o5.em8221.devforum.roblox.com,168.245.24.58,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o6.systemevents.roblox.com,149.72.138.172,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,office-dev.rbx.com,"54.175.157.172, 34.199.175.229","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros-dev.rbx.com, a0653043a126e4bd1b6c855d682a2110-1318229580.us-east-1.elb.amazonaws.com",,,,,,,,
,office-stg.rbx.com,"52.3.13.204, 34.236.200.224","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros-stg.rbx.com, afda96ebb8a2f4e6d983351a7b6eac5d-1558571828.us-east-1.elb.amazonaws.com",,,,,,,,
,office.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,"ns-1030.awsdns-00.org, ns-1793.awsdns-32.co.uk, ns-231.awsdns-28.com, ns-609.awsdns-12.net",,,
,office.rbx.com,"54.221.156.81, 34.236.207.169","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros.rbx.com, a3e3ad27d8825488e87d889c21b63bb4-1128712488.us-east-1.elb.amazonaws.com",,,,,,,,
,old-legacy-url.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"amazontrust.com, amazon.com, sectigo.com, mailto:caa-violations@roblox.com, amazonaws.com, awstrust.com, godaddy.com, pki.goog",,,,,,,,,
,ord-full-gw.vpn.rbx.com,204.13.169.3,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,ord-gw.vpn.rbx.com,204.13.169.2,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,ord2-128-116-101-3.roblox.com,128.116.101.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,orwell.rbx.com,"10.102.228.158, 10.102.224.82","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-orwell-lb-413120611.us-west-1.elb.amazonaws.com,,True,"10.102.228.158, 10.102.224.82",,,,,
,p4-art.rbx.com,52.45.32.130,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,p4.roblox.com,208.185.173.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,util4.ra.roblox.com,,,,,,,,
,partners.roblox.com,8.42.96.86,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,perforce.roblox.com,208.185.173.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,util4.ra.roblox.com,,,,,,,,
,pl.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,,,,
,platinum.roblox.com,128.116.121.4,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,points.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"titanium.roblox.com, us-central-bd2.roblox.com",,,,,,,,
,premiumfeatures.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,presence.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,preview.ros-dev.rbx.com,"18.160.46.93, 18.160.46.92, 18.160.46.56, 18.160.46.75, 205.251.192.95, 205.251.194.72, 205.251.196.79, 205.251.198.199","ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,d3rfwsx18q81l9.cloudfront.net,,,,,"ns-584.awsdns-09.net, ns-1735.awsdns-24.co.uk, ns-95.awsdns-11.com, ns-1103.awsdns-09.org",True,cloudfront,
,privatemessages.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,prod.docsiteassets.roblox.com,"13.32.121.99, 13.32.121.3, 13.32.121.70, 13.32.121.93","ns-1011.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,dnmsmj2uful95.cloudfront.net,,,,"2600:9000:236e:2e00:8:9613:8640:93a1, 2600:9000:2240:e600:8:9613:8640:93a1, 2600:9000:2240:a200:8:9613:8640:93a1, 2600:9000:236e:200:8:9613:8640:93a1, 2600:9000:236e:6e00:8:9613:8640:93a1, 2600:9000:236e:c400:8:9613:8640:93a1, 2600:9000:2240:5800:8:9613:8640:93a1, 2600:9000:2240:f200:8:9613:8640:93a1","ns-1011.awsdns-62.net, ns-1485.awsdns-57.org, ns-1852.awsdns-39.co.uk, ns-417.awsdns-52.com",True,cloudfront,
,prod.ml.rbx.com,,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-121.awsdns-15.com, ns-620.awsdns-13.net, ns-1212.awsdns-23.org, ns-1908.awsdns-46.co.uk",,,
,prometheus.astro-dev.di.rbx.com,"10.102.56.173, 10.102.53.227, 10.102.49.44","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,abdbc7e5691e1433384e0f1f26e97935-4e2025cd68f2f67a.elb.us-east-1.amazonaws.com,,True,"10.102.56.173, 10.102.53.227, 10.102.49.44",,,,,
,promotion.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,pt.roblox.com,"18.188.15.15, 3.21.14.171, 3.132.167.50","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,http-redirector-758142263.us-east-2.elb.amazonaws.com,,,,,,,,
,public.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
,publish.roblox.com,128.116.123.4,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"titanium.roblox.com, us-central-bd2.roblox.com",,,,,,,,
,pulsar.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,punishments.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,pveinfluxdb.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,questions.rbx.com,198.252.206.23,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,rblx.stackenterprise.co,,,,,,,,
,ra-fw11.roblox.com,208.185.173.12,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,rap.rbx.com,23.173.192.147,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,rblxcdn.roblox.com,128.116.117.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,rbx.com,"18.66.122.49, 18.66.122.84, 18.66.122.127, 18.66.122.78","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"digicert.com, sectigo.com, amazon.com, mailto:certs@roblox.com",,"v=spf1 ip4:149.72.129.174 v=spf1 include:spf.protection.outlook.com -all, 2vcg3rh96d5e1ha54voe887vjp, 5z540dxzcsyy76zcyfpv59sllmllkhjk, MS=ms69229893, 1od16oetmed8170egj2cgn0qsd, ZOOM_verify_y0TGvE-6TLizcxlhCyvyqg, n13qk0joo7q68j4ctrd9mbavmd, 4gqpq32a3rl44uja7d7491pki8, spycloud-domain-verification=18b0f206-5ac9-49c6-907d-d5dee4276686",,,"2600:9000:2204:8a00:3:66ef:d540:93a1, 2600:9000:2204:1000:3:66ef:d540:93a1, 2600:9000:2204:bc00:3:66ef:d540:93a1, 2600:9000:2204:6800:3:66ef:d540:93a1, 2600:9000:2204:1400:3:66ef:d540:93a1, 2600:9000:2204:f000:3:66ef:d540:93a1, 2600:9000:2204:2000:3:66ef:d540:93a1, 2600:9000:2204:6c00:3:66ef:d540:93a1","dns1.p07.nsone.net, dns2.p07.nsone.net, dns3.p07.nsone.net, dns4.p07.nsone.net, ns01.rbxinfra.net, ns02.rbxinfra.net, ns03.rbxinfra.net, ns04.rbxinfra.net",True,cloudfront,rbx-com.mail.protection.outlook.com
,rbx.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,,,,
,rbx4187.roblox.com,,,NOERROR,,,,,,,,,,
,rcity.rbx.com,"99.83.133.196, 75.2.74.128","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,rcs.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,"godaddy.com, mailto:caa-violations@roblox.com",,,,,,,,,
,realtime.roblox.com,128.116.114.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,registry.astro-dev.di.rbx.com,"10.102.49.44, 10.102.56.173, 10.102.53.227","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,abdbc7e5691e1433384e0f1f26e97935-4e2025cd68f2f67a.elb.us-east-1.amazonaws.com,,True,"10.102.49.44, 10.102.56.173, 10.102.53.227",,,,,
,report-proxy-test.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"sectigo.com, amazontrust.com, amazon.com, amazonaws.com, pki.goog, godaddy.com, awstrust.com, mailto:caa-violations@roblox.com",,,,,,,,,
,report.rbx.com,"10.102.110.71, 10.102.110.114","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,internal-report-proxy-prod-alb-internal-1894838206.us-west-1.elb.amazonaws.com,,True,"10.102.110.71, 10.102.110.114",,,,,
,research.roblox.com,184.30.20.179,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"research.roblox.com.edgekey.net, e6850.b.akamaiedge.net",,,,,,,,
,rjobs.roblox.com,"13.227.219.95, 13.227.219.108, 13.227.219.123, 13.227.219.113","ns-1122.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,"jobs.roblox.com, roblox.eightfold.ai, d2opaj3jvgzq1a.cloudfront.net",,,,"2600:9000:21c7:6c00:19:c052:a380:93a1, 2600:9000:21c7:ec00:19:c052:a380:93a1, 2600:9000:21c7:2800:19:c052:a380:93a1, 2600:9000:21c7:dc00:19:c052:a380:93a1, 2600:9000:21c7:9200:19:c052:a380:93a1, 2600:9000:21c7:ac00:19:c052:a380:93a1, 2600:9000:21c7:d000:19:c052:a380:93a1, 2600:9000:21c7:1800:19:c052:a380:93a1","ns-2043.awsdns-63.co.uk, ns-8.awsdns-01.com, ns-958.awsdns-55.net, ns-1122.awsdns-12.org",True,cloudfront,
,rlb-private-bd1-chi3.roblox.com,10.2.255.208,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.2.255.208,,,,,
,rlb-public-bedev1-ash1.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,rlb-public-bedev1-sitetest1-snc2.roblox.com,10.136.240.43,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,rlb-public-bedev1-sitetest1-snc2.robloxlabs.com,,True,10.136.240.43,,,,,
,rlb-public-bedev1-sitetest1-snc3.roblox.com,10.22.240.43,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.22.240.43,,,,,
,rlb-public-bedev1-sitetest1.roblox.com,10.136.240.43,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,"rlb-public-bedev1-sitetest1-snc2.roblox.com, rlb-public-bedev1-sitetest1-snc2.robloxlabs.com",,True,10.136.240.43,,,,,
,rlb-public-bedev2-ash1.roblox.com,10.130.240.16,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.130.240.16,,,,,
,rlb-public-bedev2-sitetest1-snc3.roblox.com,10.22.240.44,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.22.240.44,,,,,
,rlb-public-bedev2-sitetest1.roblox.com,10.136.240.44,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,"rlb-public-bedev2-sitetest1-snc2.roblox.com, rlb-public-bedev2-sitetest1-snc2.robloxlabs.com",,True,10.136.240.44,,,,,
,roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,"digicert.com, sectigo.com, amazon.com, mailto:certs@roblox.com",,"MS=ms35973480, google-site-verification=BfkEEZ1dsSAEJIS1yV2prCFgO8zboMYioG1c9VITB5Y, v=spf1 include:_spf.google.com ip4:50.232.73.154/32 ip4:64.124.125.0/26 ip4:208.185.173.0/24 ip4:208.185.116.0/25 ip4:64.125.149.0/24 ip4:8.42.96.0/24 ip4:216.200.230.0/24 ip4:8.42.100.0/24 include:_spf_20190122.roblox.com include:mail.zendesk.com -all, dropbox-domain-verification=ek74bxiun7me, zendeskverification.roblox.com, docusign=87e6c56c-d05e-49fb-b9e4-44e893597e5a, atlassian-domain-verification=TRNSmfCcYn22IqU1Q7y4OOU8BMHhZJru/qaj1RRP09wybG/vli6QA/GlDy5DiHlC, wrike-verification=Mzc5OTIyMTo2MjJkODg0ODc4ZGMzODM1OWUzZWY4NmNkZjRmN2JkNWQwMjQ3MjliYmQ5MjIyMGI2ZDBmY2E3NzJlNzdhMDE5, apple-domain-verification=2K2yyRHWOTtsNXj8, ZOOM_verify_lMeKFSo1Tq22CpfWknKT3A, rpaii9qhgu8k5o721gogq8h4b7, docker-verification=c4c1f9b2-ec67-4e81-932a-d0901bfe3ec8, spycloud-domain-verification=92156356-5b94-4b1a-8346-16360c74b060, slack-domain-verification=tOXc1vdAStyaHLdFO66ghB9rtuFbMcMXaT3RviGB",,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, dns3.p06.nsone.net, dns4.p06.nsone.net, ns01.rbxinfra.net, ns02.rbxinfra.net, ns03.rbxinfra.net, ns04.rbxinfra.net",,,
,ros-dev.rbx.com,"143.204.89.101, 143.204.89.21, 143.204.89.54, 143.204.89.26","ns-600.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,dzldjm4p9y3p3.cloudfront.net,,,,,"ns-151.awsdns-18.com, ns-1094.awsdns-08.org, ns-1800.awsdns-33.co.uk, ns-600.awsdns-11.net",True,cloudfront,
,ros-snap.rbx.com,"34.236.200.224, 52.3.13.204","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"api.ros-stg.rbx.com, afda96ebb8a2f4e6d983351a7b6eac5d-1558571828.us-east-1.elb.amazonaws.com",,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,
,ros-stg.rbx.com,"108.138.7.55, 108.138.7.68, 108.138.7.76, 108.138.7.10","ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,,d2spgvkgsq03lj.cloudfront.net,,,,,,True,cloudfront,
,ros.rbx.com,"108.156.60.120, 108.156.60.106, 108.156.60.48, 108.156.60.97","ns-396.awsdns-49.com, awsdns-hostmaster.amazon.com",NOERROR,,dmlmqyrzlplfj.cloudfront.net,,,,,"ns-1433.awsdns-51.org, ns-1799.awsdns-32.co.uk, ns-396.awsdns-49.com, ns-523.awsdns-01.net",True,cloudfront,
,rstudio.di.rbx.com,10.102.59.196,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,internal-rstudio-lb-524058279.us-east-1.elb.amazonaws.com,,True,10.102.59.196,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1013.awsdns-62.net, ns-11.awsdns-01.com, ns-1186.awsdns-20.org, ns-1655.awsdns-14.co.uk",,,
,sam-landing.artifactory-edge1.rbx.com,"13.56.67.11, 54.183.163.125","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
,scim.rbx.com,35.227.159.151,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,True,google,
,sea-gw.vpn.rbx.com,204.13.171.2,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,sea1-128-116-100-3.roblox.com,128.116.100.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,sea1-128-116-115-3.roblox.com,128.116.115.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,search-comparison.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,search.roblox.com,128.116.99.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"misc.roblox.com, gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
,setup-cf.roblox.com,"18.66.107.92, 18.66.107.231, 18.66.107.118, 18.66.107.152","ns-80.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,d27qknr4rwc572.cloudfront.net,,,,,"ns-1218.awsdns-24.org, ns-2033.awsdns-62.co.uk, ns-80.awsdns-10.com, ns-845.awsdns-41.net",True,cloudfront,
,setup.roblox.com,"52.216.39.72, 52.216.54.16, 52.217.18.94, 52.216.57.128, 52.217.191.16, 52.216.213.104, 52.217.91.110, 52.217.139.32","ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,s3.amazonaws.com,c0979eacb5be1fee817b1513a28ff974,,,,"ns-1300.awsdns-34.org, ns-1579.awsdns-05.co.uk, ns-63.awsdns-07.com, ns-771.awsdns-32.net",,,
,sg.rbx.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,u9546762.wl013.sendgrid.net,v=spf1 ip4:149.72.129.174 -all,,,,,,,mx.sendgrid.net
,sgmodule.rbx.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"mailto:caa-violations@roblox.com, amazon.com, amazontrust.com, awstrust.com, amazonaws.com, godaddy.com, pki.goog, sectigo.com",,,,,,,,,
,share.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
