new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,ns,has_internal_ips,internal_ips,caa,ptr
,jabber.binance.com,,,,"ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,jabber.comcast.com,"69.252.76.77, 69.252.208.147",,,"dns101.comcast.net, domregtech.comcastonline.com",NOERROR,,,v=spf1 ip4:148.163.145.77 ip4:148.163.141.77 ~all,"mxa-00143702.gslb.pphosted.com, mxb-00143702.gslb.pphosted.com",,,,,
,jabber.dcsg.com,199.30.195.11,,,"dns1.cscdns.net, hostmaster.melbourneitcbs.com",NOERROR,,,,,,,,,
,jabber.eff.org,,,,"ns1.eff.org, hostmaster.eff.org",NOERROR,,,v=spf1 a -all,,,,,,
,jabber.netflix.com,,,,"ns-81.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,,v=spf1 include:_spf_ipv4.netflix.com include:_spf.google.com include:amazonses.com -all,,,,,,
,jabber.prod.cloud.netflix.com,"54.217.35.13, 54.195.169.127, 99.81.251.69","2a05:d018:76c:b683:f2b4:678:af0b:b3f4, 2a05:d018:76c:b682:6560:afed:29a7:594a, 2a05:d018:76c:b681:8d27:70e6:e74b:796e","prod.cloud.dradis.netflix.com, prod.cloud.eu-west-1.internal.dradis.netflix.com, apiproxy-device-prod-nlb-2-76887c7bbd7a4697.elb.eu-west-1.amazonaws.com, apiproxy-device-prod-nlb-3-d601e17f0cb54f72.elb.eu-west-1.amazonaws.com, apiproxy-device-prod-nlb-1-4d12762d4ba53e45.elb.eu-west-1.amazonaws.com, apiproxy-device-prod-nlb-4-f1dce6fa09ac5989.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,jabber.statuspage.io,52.215.192.133,,elb-status-us.statuspage.io,"ns-951.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,jabber.takealot.com,41.164.240.169,,,"gordon.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jabber.us.binance.com,"52.69.120.135, 3.114.2.175, 52.192.247.79",,,"ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,dobbmei4jnjlh.cloudfront.net,,"ns-1319.awsdns-36.org, ns-1701.awsdns-20.co.uk, ns-234.awsdns-29.com, ns-735.awsdns-27.net",,,,
,jabber2.beta.bluehost.in,10.0.82.212,,,"andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,True,10.0.82.212,,
,jabber2.bluehost.com,67.20.126.151,,,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jabberc.cisco.com,128.107.86.81,,sjc-jabberc-ext.cisco.com,"ns1.cisco.com, postmaster.cisco.com",NOERROR,,,,,,,,,
,jabberclab.att.com,,,,"ns0.attdns.com, eiss-dns.att.com",NOERROR,,,,,,,,,
,jabberclab.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,jabbercuritiba.alpha0-36.www-0-78.accountkit.com,157.240.252.10,2a03:2880:f084:a:face:b00c:0:2,star.c10r.facebook.com,"a.ns.c10r.facebook.com, dns.facebook.com",NOERROR,,,,smtpin.vvv.facebook.com,,,,,
,jabberguest.cisco.com,128.107.86.81,,sjc-jabberc-ext.cisco.com,"ns1.cisco.com, postmaster.cisco.com",NOERROR,,,,,,,,,
,jabbermra1.usaa.com,167.24.103.170,,,"a1-88.akam.net, hostmaster.usaa.com",NOERROR,,,,,,,,,
,jabbermra2.usaa.com,,,,"a1-88.akam.net, hostmaster.usaa.com",NOERROR,,,,,,,,,
,jefe-test-rabbitboxcar-bslocum-webapp.assessments.indeed.tech,"10.116.99.124, 10.116.163.141, 10.116.32.79",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.99.124, 10.116.163.141, 10.116.32.79",,
,jefe-test-rabbitboxcar-g-prom.assessments.indeed.tech,"10.116.163.141, 10.116.32.79, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.163.141, 10.116.32.79, 10.116.99.124",,
,jefe-test-rabbitboxcar-greg-test.assessments.indeed.tech,"10.116.32.79, 10.116.163.141, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.163.141, 10.116.99.124",,
,jefe-test-rabbitboxcar-greg-test2.assessments.indeed.tech,"10.116.163.141, 10.116.32.79, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.163.141, 10.116.32.79, 10.116.99.124",,
,jefe-test-rabbitboxcar-greg.assessments.indeed.tech,,,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,jefe-test-rabbitboxcar-mike2.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,jefe-test-rabbitmq-g-prom.assessments.indeed.tech,"10.116.32.79, 10.116.99.124, 10.116.163.141",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1352.awsdns-41.org, ns-1909.awsdns-46.co.uk, ns-368.awsdns-46.com, ns-742.awsdns-28.net",True,"10.116.32.79, 10.116.99.124, 10.116.163.141",,
,jefe-test-rabbitmq-g.assessments.indeed.tech,"10.116.32.79, 10.116.163.141, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.163.141, 10.116.99.124",,
,jefe-test-rabbitmq-greg-test.assessments.indeed.tech,"10.116.32.79, 10.116.163.141, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.163.141, 10.116.99.124",,
,jefe-test-rabbitmq-greg-test2.assessments.indeed.tech,"10.116.32.79, 10.116.163.141, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.163.141, 10.116.99.124",,
,jefe-test-rabbitmq-greg-two-dash.assessments.indeed.tech,"10.116.32.79, 10.116.99.124, 10.116.163.141",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.99.124, 10.116.163.141",,
,jefe-test-rabbitmq-mike1.assessments.indeed.tech,"10.116.99.124, 10.116.32.79, 10.116.163.141",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.99.124, 10.116.32.79, 10.116.163.141",,
,jefe-test-rabbitmq-mslocum-tests.assessments.indeed.tech,,,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,jefe-test-rabbitmq-mslocum-tests.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,jefe-test-rabbitmq-mslocum.assessments.indeed.tech,,,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,jefe-test-rabbitmq-mslocum1.assessments.indeed.tech,"10.116.32.79, 10.116.163.141, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.163.141, 10.116.99.124",,
,jilbabbinal.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,jjfabbsy.base.org,,,,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,kabba-.urbanup.com,35.245.144.113,,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,,
,kalliope-acc.abb.vlaanderen.be,5.134.0.36,,,"ns1.vlaanderen.be, dnsmaster.vlaanderen.be",NOERROR,,,,,,,,,
,kalliope-test.abb.vlaanderen.be,5.134.0.36,,,"ns1.vlaanderen.be, dnsmaster.vlaanderen.be",NOERROR,,,,,,,,,
,kalliope.abb.vlaanderen.be,5.134.0.36,,,"ns1.vlaanderen.be, dnsmaster.vlaanderen.be",NOERROR,,,,,,,,,
,kellyabbott.quora.com,,,quora.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,labbc01.aol.in,212.82.100.150,,"rc.yahoo.com, src.g03.yahoodns.net","yf1.a1.b.yahoo.net, hostmaster.yahoo-inc.com",NOERROR,,,,,,,,,
,labbeta-host63wc39887561kxglpj3c-heytsmrygy3dmnc.otoplus.com,"104.110.240.113, 104.110.240.91","2a02:26f0:fe00::686e:f038, 2a02:26f0:fe00::686e:f011","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,labbeta.access.upgrade.com,"44.239.201.247, 34.210.201.112, 44.239.151.238",,teleport-alb-1827295755.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,labbeta.api.zynga.com,"35.81.22.94, 54.149.61.178, 52.25.126.167, 52.27.44.23, 35.165.47.11, 52.26.181.104, 54.70.190.145, 44.226.103.52",,api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,,,
,labbeta.blog.remitano.com,"104.18.29.12, 104.18.28.12","2606:4700::6812:1d0c, 2606:4700::6812:1c0c",remitano.com,"amy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"amazonses:ghH8ou/5ZLyGnATg734ON922y7ysGRA2AuUP6gPqYOE=, facebook-domain-verification=k9p06rf4em6a6fq4y5bn524otfa0bu, google-site-verification=86IoZofNP1ODCxrSU_fQCcYzFufU94QYX9NJOb051og, google-site-verification=GxYN54ESxglB6moxiBXgiMv6k0uZGN3mEdaMZmU25FU, google-site-verification=TG9G7nKp15nTFgUrGqIbp1JCQ5M9V1H2ZNuYKjftXg0, google-site-verification=fwJCZTSN4F0rMxV4c2vvtYiTBAKCYSCp1vJGlllfsLw, google-site-verification=qUtwAkMBusugLFFv2RSOj9mLzeM2VyhToaS2BO2e3_k, pinterest-site-verification=88a0ce3f05e404ab96c37d55d5495379, v=spf1 include:_spf.google.com include:amazonses.com include:sendgrid.net include:trustpilotservice.com -all, 3oqmKKqgUinhoQlZc77lmFj5DKgVnR1m","alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, inbound-smtp.us-east-1.amazonaws.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","gabe.ns.cloudflare.com, amy.ns.cloudflare.com",,,,
,labbeta.cw-dev.ecobee.com,10.90.152.3,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.90.152.3,,
,labbeta.ouigo-acc.sqills.com,"18.158.147.225, 3.69.57.190",,api.ouigo-acc.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,labbeta.press.tomorrowland.com,,,customers.prezly.com,,NOERROR,True,cloudflare,,,,,,"letsencrypt.org, sectigo.com, mailto:admin@prezly.com, amazon.com, entrust.net, globalsign.com, pki.goog, digicert.com, comodoca.com",
,labbeta.prod.sqills.com,,,ext-135.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,labbeta.sg.larksuite.com,"95.100.104.19, 95.100.104.32",,"wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,labbeta.shopmanager.rakuten.com,209.67.181.142,,,,NOERROR,,,,,,,,,
,labbeta.stage.twilio.com,"13.32.99.99, 13.32.99.111, 13.32.99.92, 13.32.99.43",,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,,
,labbeta.stage2.bitdiscovery.com,"52.22.131.127, 18.204.193.99",,379d40d7-bd-bdingresspubli-a24d-1970181518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,labbeta.test.odoo.com,35.187.65.6,,,"testns.odoo.com, admin.odoo.com",NOERROR,True,google,,test.odoo.com,,,,,
,labbeta.tianma-prd-in.vivo.com,129.227.254.190,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,labbeta.unified.seek.com,"104.18.22.53, 104.18.23.53",,wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,lapcabby-1873344.hs-sites.com,"104.16.131.186, 104.16.134.186, 104.16.133.186, 104.16.132.186, 104.16.135.186","2606:4700::6810:83ba, 2606:4700::6810:87ba, 2606:4700::6810:85ba, 2606:4700::6810:84ba, 2606:4700::6810:86ba",,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,m.updates.nabbroker.com.au,"52.64.213.20, 54.252.77.125",,"m.updates.nabbroker.com.au.cname.campaign.adobe.com, nabltd-mid-prod4-eqtou-1809756975.ap-southeast-2.elb.amazonaws.com","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,madrabbitxvi.ya.ru,213.180.204.242,2a02:6b8::242,any.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,not-for-mail.yandex.net,,,,,
,mahmoodalabbas.wistia.com,"3.231.101.209, 54.227.158.38, 34.200.91.151, 34.234.89.134, 52.22.118.120, 54.158.204.170",,cname-wistia-app-production.wistia.com,"ns-55.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=webservices-prod-2",,,,,,
,mattjabbar.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,monkeyrabby.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,mta.campaigns.nabbroker.com.au,136.147.184.192,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,mta.e.nabbroker.com.au,136.147.184.196,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,muhabbetkusu-tr.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,muhabbetshop.assessments.indeed.tech,"10.116.99.124, 10.116.32.79, 10.116.163.141",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.99.124, 10.116.32.79, 10.116.163.141",,
,muhabbetshop.blog.remitano.com,"104.18.29.12, 104.18.28.12","2606:4700::6812:1d0c, 2606:4700::6812:1c0c",remitano.com,"amy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"v=spf1 include:_spf.google.com include:amazonses.com include:sendgrid.net include:trustpilotservice.com -all, 3oqmKKqgUinhoQlZc77lmFj5DKgVnR1m, amazonses:ghH8ou/5ZLyGnATg734ON922y7ysGRA2AuUP6gPqYOE=, facebook-domain-verification=k9p06rf4em6a6fq4y5bn524otfa0bu, google-site-verification=86IoZofNP1ODCxrSU_fQCcYzFufU94QYX9NJOb051og, google-site-verification=GxYN54ESxglB6moxiBXgiMv6k0uZGN3mEdaMZmU25FU, google-site-verification=TG9G7nKp15nTFgUrGqIbp1JCQ5M9V1H2ZNuYKjftXg0, google-site-verification=fwJCZTSN4F0rMxV4c2vvtYiTBAKCYSCp1vJGlllfsLw, google-site-verification=qUtwAkMBusugLFFv2RSOj9mLzeM2VyhToaS2BO2e3_k, pinterest-site-verification=88a0ce3f05e404ab96c37d55d5495379","inbound-smtp.us-east-1.amazonaws.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","gabe.ns.cloudflare.com, amy.ns.cloudflare.com",,,,
,muhabbetshop.media.muslimpro.com,,2607:f8b0:4004:c17::79,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
,muhabbetshop.nl-centralafrica.deezer.com,208.91.197.27,,,"ns1327.ztomy.com, abuse.opticaljungle.com",NOERROR,,,v=spf1 a -all,,"ns1327.ztomy.com, ns2327.ztomy.com",,,,ns1327.ztomy.com
,muhabbetshop.prod.sqills.com,84.241.158.135,,ext-135.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,muhabbetshop.smtpmail.didichuxing.com,"123.207.209.17, 123.207.209.16, 123.207.209.134, 123.207.209.133",,gz01.router.public.diditaxi.com.cn,"ns1.didiwuxian.com, sys.didiwuxian.com",NOERROR,,,,,,,,,
,muhabbetshop.stage.twilio.com,"13.32.99.111, 13.32.99.43, 13.32.99.92, 13.32.99.99",,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-111.awsdns-13.com, ns-616.awsdns-13.net, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk",,,,
,muhabbetshop.test.sketch.com,"3.217.176.91, 184.73.192.152, 18.214.11.65",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,muhabbetshop.test.sqills.com,84.241.158.137,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,muhabbetshop.unified.seek.com,"104.18.23.53, 104.18.22.53",,wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,my82abby.standvirtual.com,"18.66.97.62, 18.66.97.7, 18.66.97.110, 18.66.97.92",,d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-364.awsdns-45.com, ns-1869.awsdns-41.co.uk, ns-1447.awsdns-52.org, ns-611.awsdns-12.net",,,,
,myed6-labb.wellsfargo.com,,2620:160:e322::d7b6,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
,na-abb.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,nabbroker-dev-preview.nonprod.nabbroker.com.au,23.212.207.191,,"nonprod.nabbroker.com.au.edgekey.net, e7288.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,nabbroker-prod-publish.prod.nabbroker.com.au,,,"prod.nabbroker.com.au.edgekey.net, e7288.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,nabbroker-stage-preview.prod.nabbroker.com.au,23.196.72.184,,"prod.nabbroker.com.au.edgekey.net, e7288.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,nabbroker-uat-preview.nonprod.nabbroker.com.au,184.51.230.123,,"nonprod.nabbroker.com.au.edgekey.net, e7288.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,nabbroker-uat-publish.nonprod.nabbroker.com.au,23.37.35.147,,"nonprod.nabbroker.com.au.edgekey.net, e7288.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,nc6-rabbit-amqp.apple.com,,,,"usmsc2-extxfr-001.dns.apple.com, hostmaster.apple.com",NOERROR,,,,,,,,,
,ndc-prdfe-ejabberd-f5.ual.com,161.215.211.57,,,"vndcdf-fs0000-gma3-vip.ual.com, ualipconfig.united.com",NOERROR,,,,,,,,,
,nikkishabbychic.etsy.com,35.190.25.237,,,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,True,google,v=spf1 -all,,,,,,
,norm-zabbix.prd.inet.telenet.be,,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,
,ns1.nabbroker.com.au,162.159.0.247,,,"ns1.nabbroker.com.au, hostmaster.national.com.au",NOERROR,True,cloudflare,,,,,,,
,organisaties.abb.vlaanderen.be,88.99.124.245,,,"ns1.vlaanderen.be, dnsmaster.vlaanderen.be",NOERROR,,,,,,,,,
,pages.campaigns.nabbroker.com.au,,,pages.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,pages.e.nabbroker.com.au,13.111.147.245,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
,pdx-sdaabb.api-gateway.ls.hereapi.com,,,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/sdaabb-prd-1639662657586-sentry",,,,,,
,peterkrabbe.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,phabby.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,primmr-zfkrlxiwgwabbcit.kpo-kz.zoomonprem.com,10.117.8.230,,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1164.awsdns-17.org, ns-1774.awsdns-29.co.uk, ns-391.awsdns-48.com, ns-774.awsdns-32.net",True,10.117.8.230,,
,private-labbigip01.api.zynga.com,"54.218.149.120, 54.218.212.249, 54.148.71.252, 34.214.149.87, 54.70.221.166, 54.149.61.178, 54.244.200.153, 34.215.10.7",,api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,private-labbigip01.blog.remitano.com,"104.18.28.12, 104.18.29.12","2606:4700::6812:1d0c, 2606:4700::6812:1c0c",remitano.com,"amy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"3oqmKKqgUinhoQlZc77lmFj5DKgVnR1m, amazonses:ghH8ou/5ZLyGnATg734ON922y7ysGRA2AuUP6gPqYOE=, facebook-domain-verification=k9p06rf4em6a6fq4y5bn524otfa0bu, google-site-verification=86IoZofNP1ODCxrSU_fQCcYzFufU94QYX9NJOb051og, google-site-verification=GxYN54ESxglB6moxiBXgiMv6k0uZGN3mEdaMZmU25FU, google-site-verification=TG9G7nKp15nTFgUrGqIbp1JCQ5M9V1H2ZNuYKjftXg0, google-site-verification=fwJCZTSN4F0rMxV4c2vvtYiTBAKCYSCp1vJGlllfsLw, google-site-verification=qUtwAkMBusugLFFv2RSOj9mLzeM2VyhToaS2BO2e3_k, pinterest-site-verification=88a0ce3f05e404ab96c37d55d5495379, v=spf1 include:_spf.google.com include:amazonses.com include:sendgrid.net include:trustpilotservice.com -all","aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, inbound-smtp.us-east-1.amazonaws.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","amy.ns.cloudflare.com, gabe.ns.cloudflare.com",,,,
,private-labbigip01.cw-dev.ecobee.com,10.90.152.3,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.90.152.3,,
,private-labbigip01.host120.udemy.com,"104.18.160.90, 104.16.226.91","2606:4700::6810:e25b, 2606:4700::6812:a05a",,"anna.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,v=spf1 include:spf-default.udemy.com -all,,,,,,
,private-labbigip01.ouigo-acc.sqills.com,"18.158.147.225, 3.69.57.190",,api.ouigo-acc.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1352.awsdns-41.org, ns-2025.awsdns-61.co.uk, ns-300.awsdns-37.com, ns-926.awsdns-51.net",,,,
,private-labbigip01.shopmanager.rakuten.com,209.67.181.142,,,,NOERROR,,,,,,,,,
,private-labbigip01.stage.twilio.com,"13.249.9.85, 13.249.9.84, 13.249.9.82, 13.249.9.86",,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,,
,private-labbigip01.stage2.bitdiscovery.com,"18.204.193.99, 52.22.131.127",,379d40d7-bd-bdingresspubli-a24d-1970181518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,private-labbigip01.test-ns-signed.internet.nl,62.204.66.10,2a00:d00:ff:162:62:204:66:10,,"ns.test-ns-signed.internet.nl, ralph.nlnetlabs.nl",NOERROR,,,,,,,,,
,private-labbigip01.test.sqills.com,84.241.158.137,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,private-labbigip01.testing.pinterest.com,104.75.88.209,,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,,,
,private-labbigip01.unified.seek.com,"104.18.23.53, 104.18.22.53",,wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,prn-rabbitprd01.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,prod.rabbitmq.airmap.com,40.64.77.243,,prod.internal.airmap.com,"ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,,
,pte.nabbroker.com.au,23.37.38.196,,"pte.nabbroker.com.au.edgekey.net, e8072.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,qttabbar.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,rabbit.dds.mil,,,d11ptq4vqipn50.cloudfront.net,,NOERROR,True,cloudfront,,,"ns-1461.awsdns-54.org, ns-2006.awsdns-58.co.uk, ns-279.awsdns-34.com, ns-819.awsdns-38.net",,,,
,rabbit.shipt.com,54.164.13.186,,,"ns-1659.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitboxcar.assessments.indeed.tech,"10.116.99.124, 10.116.32.79, 10.116.163.141",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.99.124, 10.116.32.79, 10.116.163.141",,
