new,host,ttl,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt,caa
[x],support.moneytree.jp,300,"104.22.26.204, 172.67.40.204, 104.22.27.204",,"{'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
[x],transactional.getmoneytree.com,300,,u1709930.wl181.sendgrid.net,"{'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,mx.sendgrid.net,v=spf1 ip4:50.31.59.221 -all,
[x],transactional.moneytree.jp,300,,u1709930.wl181.sendgrid.net,"{'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'wl181.sendgrid.net', 'ns': 'aisha.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354477294, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,mx.sendgrid.net,v=spf1 ip4:50.31.59.221 -all,
[x],vault-develop.getmoneytree.com,300,,d3k4is6vf7uyb5.cloudfront.net,"{'name': 'd3k4is6vf7uyb5.cloudfront.net', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3k4is6vf7uyb5.cloudfront.net', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3k4is6vf7uyb5.cloudfront.net', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3k4is6vf7uyb5.cloudfront.net', 'ns': 'ns-397.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2450:b800:14:855f:c40:93a1, 2600:9000:2450:9200:14:855f:c40:93a1, 2600:9000:2450:ca00:14:855f:c40:93a1, 2600:9000:2450:aa00:14:855f:c40:93a1, 2600:9000:2450:7800:14:855f:c40:93a1, 2600:9000:2450:e800:14:855f:c40:93a1, 2600:9000:2450:b400:14:855f:c40:93a1, 2600:9000:2450:200:14:855f:c40:93a1",,True,cloudfront,,,
[x],vault-staging.getmoneytree.com,300,"108.138.26.100, 108.138.26.117, 108.138.26.7, 108.138.26.101",d1ilhjla24m8t8.cloudfront.net,"{'name': 'd1ilhjla24m8t8.cloudfront.net', 'ns': 'ns-873.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1ilhjla24m8t8.cloudfront.net', 'ns': 'ns-873.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1ilhjla24m8t8.cloudfront.net', 'ns': 'ns-873.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2491:b800:14:9920:8700:93a1, 2600:9000:2491:9400:14:9920:8700:93a1, 2600:9000:2491:e600:14:9920:8700:93a1, 2600:9000:2491:8000:14:9920:8700:93a1, 2600:9000:2491:5400:14:9920:8700:93a1, 2600:9000:2491:a00:14:9920:8700:93a1, 2600:9000:2491:ba00:14:9920:8700:93a1, 2600:9000:2491:aa00:14:9920:8700:93a1",,True,cloudfront,,,
[x],vault.getmoneytree.com,300,,d2dnol6eer5v36.cloudfront.net,"{'name': 'd2dnol6eer5v36.cloudfront.net', 'ns': 'ns-1264.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2dnol6eer5v36.cloudfront.net', 'ns': 'ns-1264.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2dnol6eer5v36.cloudfront.net', 'ns': 'ns-1264.awsdns-30.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-842.awsdns-41.net, ns-2019.awsdns-60.co.uk, ns-1264.awsdns-30.org, ns-466.awsdns-58.com",True,cloudfront,,,
[x],work-staging.moneytree.jp,300,"172.67.40.204, 104.22.26.204, 104.22.27.204",,"{'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700:10::6816:1bcc, 2606:4700:10::6816:1acc, 2606:4700:10::ac43:28cc",,,,,,
[x],work.moneytree.jp,300,"104.22.27.204, 172.67.40.204, 104.22.26.204",,"{'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'moneytree.jp', 'ns': 'pat.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2354260133, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700:10::6816:1bcc, 2606:4700:10::6816:1acc, 2606:4700:10::ac43:28cc",,,,,,
[x],www.getmoneytree.com,300,"18.102.16.191, 35.152.119.144, 35.152.104.113","proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","{'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'webflow.com', 'ns': 'ns-1078.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,
[x],www.moneytree.jp,300,"18.239.18.49, 18.239.18.86, 18.239.18.126, 18.239.18.101",d2qt695ta5gbs6.cloudfront.net,"{'name': 'd2qt695ta5gbs6.cloudfront.net', 'ns': 'ns-290.awsdns-36.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2qt695ta5gbs6.cloudfront.net', 'ns': 'ns-290.awsdns-36.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2491:8800:7:40cf:2980:93a1, 2600:9000:2491:2400:7:40cf:2980:93a1, 2600:9000:2491:e000:7:40cf:2980:93a1, 2600:9000:2491:fe00:7:40cf:2980:93a1, 2600:9000:2491:6c00:7:40cf:2980:93a1, 2600:9000:2491:fa00:7:40cf:2980:93a1, 2600:9000:2491:c800:7:40cf:2980:93a1, 2600:9000:2491:d000:7:40cf:2980:93a1",,True,cloudfront,,,
[x],wwws-staging.moneytree.jp,300,,dywx8s5fdpq4x.cloudfront.net,"{'name': 'dywx8s5fdpq4x.cloudfront.net', 'ns': 'ns-1287.awsdns-32.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dywx8s5fdpq4x.cloudfront.net', 'ns': 'ns-1287.awsdns-32.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dywx8s5fdpq4x.cloudfront.net', 'ns': 'ns-1287.awsdns-32.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:218d:c400:e:a95a:6440:93a1, 2600:9000:218d:5e00:e:a95a:6440:93a1, 2600:9000:218d:de00:e:a95a:6440:93a1, 2600:9000:218d:7a00:e:a95a:6440:93a1, 2600:9000:218d:8400:e:a95a:6440:93a1, 2600:9000:218d:6c00:e:a95a:6440:93a1, 2600:9000:218d:3000:e:a95a:6440:93a1, 2600:9000:218d:a400:e:a95a:6440:93a1","ns-716.awsdns-25.net, ns-81.awsdns-10.com, ns-1287.awsdns-32.org, ns-2030.awsdns-61.co.uk",True,cloudfront,,,
