input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_,tls_expired
fusionwebsecureconnect-qa.trellix.com,Oracle HTTP Server 12c,200,8893,fusionwebsecureconnect-qa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=fusionexterintegrations.externalzones.com, O=Musarubra US LLC, ST=California, C=US",fusionexterintegrations.externalzones.com,Musarubra US LLC,sffusionwebsecureconnect.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d68be73eceb7cf3ba0d99c8d581b6362,7b46eed0e630c26576b7e4f751f958ecb2e88681ac508f8f73a3ca9ab29d45b9,ctls,fusionwebsecureconnect-qa.trellix.com,,443,https://fusionwebsecureconnect-qa.trellix.com:443,https,Oracle-HTTP-Server,text/html,GET,136.179.57.105,/,-366337701,136.179.57.105,Oracle HTTP Server,184,False,,,,,,
fusionwebsecureconnect.trellix.com,Oracle HTTP Server 12c,200,8893,fusionwebsecureconnect.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=fusionexterintegrations.externalzones.com, O=Musarubra US LLC, ST=California, C=US",fusionexterintegrations.externalzones.com,Musarubra US LLC,sffusionwebsecureconnect.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d68be73eceb7cf3ba0d99c8d581b6362,7b46eed0e630c26576b7e4f751f958ecb2e88681ac508f8f73a3ca9ab29d45b9,ctls,fusionwebsecureconnect.trellix.com,,443,https://fusionwebsecureconnect.trellix.com:443,https,Oracle-HTTP-Server,text/html,GET,136.179.57.112,/,-366337701,136.179.57.112,Oracle HTTP Server,184,False,,,,,,
gamma.xconsole.trellix.com,ERROR: The request could not be satisfied,403,919,gamma.xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=gamma.xconsole.trellix.com,gamma.xconsole.trellix.com,,*.gamma.xconsole.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4a4fcc8217cccf8f1a609a7e7ea37f9d,b4744db4a40d48c5bcde482be9bc830776b4f3bf03ee688316b7d0cf7f58770c,ctls,gamma.xconsole.trellix.com,cloudfront,443,https://gamma.xconsole.trellix.com:443,https,CloudFront,text/html,GET,143.204.215.115,/,-1160522188,143.204.215.100,Amazon Web Services,20,False,True,True,,,,
gcpapi.manage.trellix.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://gcpapi.manage.trellix.com:80,http,CloudFront,text/html,GET,18.66.112.49,/,-804238283,18.66.112.123,Amazon Web Services,20,False,True,,,,,
getclean.trellix.com,IIS Windows Server,200,703,getclean.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=getclean.trellix.com, O=Musarubra US LLC, ST=California, C=US",getclean.trellix.com,Musarubra US LLC,www.getclean.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,28cb49aefc627df99f5ae57e6b0aca82,b7d2f16514e9f69db2f273ee0ef06979c3d126e7336f1096a0cbfcd11ee5bd25,ctls,getclean.trellix.com,,443,https://getclean.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.56.81,/,1631801191,136.179.56.81,Windows Server,32,False,,,,,,
happrd2.xdr.trellix.com,Trellix IAM,200,7844,console.us.fireeye.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=fireeye.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fireeye.com,"Cloudflare, Inc.",*.etp.eu.fireeye.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",19e3a90ee0967fb5824ccc63988cd5dc,f396c5c349859157108cb7fcab6df053757ccc0c865aa5bf5f1adfc779332e45,ctls,console.us.fireeye.com,,443,https://happrd2.xdr.trellix.com:443,https,cloudflare,text/html,GET,52.40.1.40,/,-1835844041,44.241.132.8,HSTS,194,False,,True,True,https://console.us.fireeye.com:443/,,
hapstg2.staging.xdr.trellix.com,,403,16,console-iam-stg.fireeye.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=fireeye.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fireeye.com,"Cloudflare, Inc.",*.etp.eu.fireeye.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",19e3a90ee0967fb5824ccc63988cd5dc,f396c5c349859157108cb7fcab6df053757ccc0c865aa5bf5f1adfc779332e45,ctls,console-iam-stg.fireeye.com,,443,https://hapstg2.staging.xdr.trellix.com:443,https,cloudflare,text/plain,GET,54.148.169.238,/,1826386983,52.37.193.111,Cloudflare,1,False,,True,,https://console-iam-stg.fireeye.com:443/,,
hax.trellix.com,Service Not Available,404,913,hax.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-05T21:22:49Z,2023-10-07T21:22:48Z,CN=*.ctfd.io,*.ctfd.io,,ctfd.io,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,a77a13464b62e48fe4acb2d88bb32da6,5ad3d53b6f7f2b3af2a4c8f3890fdb22e2cbc979e72d504804da7f555e4ef97f,ctls,hax.trellix.com,,443,https://hax.trellix.com:443,https,,text/html,GET,165.227.251.182,/,-168988408,165.227.251.183,,40,False,,True,True,,,
healthwatch.trellix.com,Trellix Health Watch,200,9069,healthwatch.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=healthwatch.trellix.com, O=Musarubra US LLC, ST=California, C=US",healthwatch.trellix.com,Musarubra US LLC,www.healthwatch.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d77a5d000a4339fd09d4743b876eff9d,b4d5ce1c6f2afd4c1c96eceac7ffd4e819d9b1019208c8da0b2a4e2537303ebb,ctls,healthwatch.trellix.com,,443,https://healthwatch.trellix.com:443,https,nginx,text/html,GET,52.40.144.141,/,1434449668,52.88.20.220,Nginx,19,False,,,,,,
hoot.trellix.com,TRELLIX - Sign In,200,24133,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,trellix.okta.com,,443,https://hoot.trellix.com:443,https,nginx,text/html,GET,136.179.57.107,/,-800638677,136.179.57.107,Nginx,504,False,,True,,https://trellix.okta.com/app/trellix_hoot_1/exk1w7yha4xk4Yry9697/sso/saml?SAMLRequest=jZJRa8IwFIXfB%2FsPIe82bW1tG6wgykBwY%2Bg22F4k1jsstkmXezvrv1%2FrFOeL7PXkfvfknGSIqiz8So5r2uoFfNWAxJqy0Ch%2FT1JeWy2NwhylViWgpEwux49z6TuurKwhk5mC%2F2VuIwoRLOVGczabpjzf%2BBBmcZJ54Sbyg3UcxjF4QT901%2BvYG%2FTdAWdvYLEFUt7yLYVYw0wjKU2t5Pr9nhv1%2FOTF9WXfk0H4wdm0jZFrRUdqS1ShFIIsFEXeOGZHyslMKVRVncXV1hhaeQKanbePDlsVNLvg3R6SQRIJRCO6ZJyNz5efGI11CXYJ9jvP4HUxv%2Fh0q5yzWefTlXsaRDHOkI%2Fu7xgbHsuSxzh29C94KK6Yy5ZKPrVFz6bPpsizA3swtlR0%2Bx06Jd%2F0Po%2BjsuoqRgJNbciiMPuJBUWQcrI1cCZar5P59V8Z%2FQA%3D&RelayState=fHas__VnG2cCqpx1p6h9P402fXQIAR2BkivEauonSu812i8x5rBj1G4o,http://localhost:65131,
insights.trellix.com,McAfee: Insights,200,804,insights.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",insights.trellix.com,Musarubra US LLC,www.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5a1aab19d73ed43e34556a888e531121,09832b7f38fd4e09a431b584d4d20896a7b5392794370e8c8d1f8dec6cd30856,ctls,insights.trellix.com,cloudfront,443,https://insights.trellix.com:443,https,AmazonS3,text/html,GET,13.225.78.22,/,-247491902,2600:9000:21f3:9e00:1b:f447:8a00:93a1,Amazon Web Services,23,False,True,,,,,
kbim.trellix.com,Service Portal - Login,200,13558,550g.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=550g.trellix.com, O=Musarubra US LLC, ST=California, C=US",550g.trellix.com,Musarubra US LLC,www.550g.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,970c354ecf0436e3044968f9402cc70a,12a8c89064f72f4dc98244c62e2b2238e0e51601b0f60282e70a7692857a0a88,ctls,550g.trellix.com,,443,https://kbim.trellix.com:443,https,,text/html,GET,38.109.230.122,/,1783389733,38.109.230.122,Oracle Dynamic Monitoring Service,279,False,,,,https://550g.trellix.com/McfIAM/loginInquira.jsp?env=PROD&bmctx=A7FB41DA1C5A0FC63BE33D3BE39DFCC6E1F84AB57074448BA7CCA174228A26FD&password=secure_string&contextType=external&contextValue=%2Foam&ssoCookie=Secure%3Bhttponly&username=string&challenge_url=https%3A%2F%2F550g.trellix.com%2FMcfIAM%2FloginInquira.jsp%3Fenv%3DPROD&request_id=-5827067537056639903&authn_try_count=0&locale=en_US&resource_url=https%253A%252F%252Fkbim.trellix.com%252F,,
kbm.trellix.com,McAfee,200,229,kbm.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-07-06T00:00:00Z,2024-07-05T23:59:59Z,"CN=agentm.trellix.com, O=Musarubra US LLC, ST=California, C=US",agentm.trellix.com,Musarubra US LLC,kcm.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,871dc350e8840ee1a3c43e57bb3f2fd1,139911332ae2872daa5d165323f404d922b61d022dde926d1f60e210800abb77,ctls,kbm.trellix.com,,443,https://kbm.trellix.com:443,https,,text/html,GET,38.109.230.121,/,1283798503,38.109.230.121,,9,False,,,,,https://agentm.trellix.com/AgentPortal/faces/knowledgecenter,
kcm.trellix.com,Trellix,200,4754,kcm.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-07-06T00:00:00Z,2024-07-05T23:59:59Z,"CN=agentm.trellix.com, O=Musarubra US LLC, ST=California, C=US",agentm.trellix.com,Musarubra US LLC,kcm.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,871dc350e8840ee1a3c43e57bb3f2fd1,139911332ae2872daa5d165323f404d922b61d022dde926d1f60e210800abb77,ctls,kcm.trellix.com,,443,https://kcm.trellix.com:443,https,,text/html,GET,38.109.230.120,/,-736763389,38.109.230.120,,197,False,,,,,,
keycloak.preprod.auth.trellix.com,404 Not Found,404,146,keycloak.preprod.auth.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-03-17T23:59:59Z,CN=keycloak.preprod.auth.trellix.com,keycloak.preprod.auth.trellix.com,,keycloak.preprod.auth.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,71150b25fb088a4a0e3270e629cf18ef,804dff8c479f1156662d9e0009e0259ab20116e9385a74d5403026ca2f8e75a8,ctls,keycloak.preprod.auth.trellix.com,,443,https://keycloak.preprod.auth.trellix.com:443,https,,text/html,GET,35.155.0.3,/,1494302000,44.225.221.23,,8,False,,,,,,
lc.trellix.com,403 - Forbidden: Access is denied.,403,1233,lc.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T00:00:00Z,2023-10-19T23:59:59Z,"CN=lc.trellix.com, O=Musarubra US LLC, ST=California, C=US",lc.trellix.com,Musarubra US LLC,lc.mcafee.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,783946882f681a875df7aceb59e56b20,ff7ea74f9af45c5464738aae57a7cdcfdf3693c7cf32382e9b21e72e7799509d,ctls,lc.trellix.com,,443,https://lc.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.57.115,/,1631801191,136.179.57.115,Windows Server,30,False,,,,,,
liquidfiles.foundstone.trellix.com,Home | Trellix Foundstone,200,13382,liquidfiles.foundstone.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-14T00:00:00Z,2024-07-13T23:59:59Z,"CN=liquidfiles.foundstone.trellix.com, O=Musarubra US LLC, ST=California, C=US",liquidfiles.foundstone.trellix.com,Musarubra US LLC,www.liquidfiles.foundstone.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bd1b0ac4ded205c78e3884a7cc5e8d2d,b166d481edbc83afe87482df80507690da7d995fe6684966b13b1b94cb4c0139,ctls,liquidfiles.foundstone.trellix.com,,443,https://liquidfiles.foundstone.trellix.com:443,https,Webserver,text/html,GET,54.200.215.108,/,-1321696397,35.82.252.185,Ruby on Rails,304,False,,,,,,
login-internal.beta.manage.trellix.com,403 Forbidden,403,118,login-internal.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,Musarubra US LLC,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,ctls,login-internal.beta.manage.trellix.com,,443,https://login-internal.beta.manage.trellix.com:443,https,awselb/2.0,text/html,GET,52.89.116.19,/,1344368402,52.42.202.78,,7,False,,,,,,
login.auth.ui.trellix.com,Trellix - Sign In,200,18130,login.auth.ui.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=login.auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.auth.ui.trellix.com,Musarubra US LLC,www.login.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,771907525850d8c3df46309fbdf0592a,29f9bf85c9f2022fa317ca2cec3e65fc635bb6dd6130ad118ce246b6f73a8683,ctls,login.auth.ui.trellix.com,,443,https://login.auth.ui.trellix.com:443,https,nginx,text/html,GET,99.83.241.219,/,-599803935,75.2.106.85,Nginx,475,False,,,,,,
login.preprod.auth.ui.trellix.com,Trellix (PreProd) - Sign In,200,18766,login.preprod.auth.ui.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=login.preprod.auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.preprod.auth.ui.trellix.com,Musarubra US LLC,www.login.preprod.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9b98d3819dc6aea2482b08b5a51d04c2,9eef9c8d801ea44b7e2bf1913cee679bd6741d40cdd60037838919f29e26dee8,ctls,login.preprod.auth.ui.trellix.com,,443,https://login.preprod.auth.ui.trellix.com:443,https,nginx,text/html,GET,13.248.236.251,/,-599803935,76.223.106.183,Nginx,493,False,,,,,,
login.staging.auth.ui.trellix.com,McAfee - Sign In,200,18743,login.staging.auth.ui.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=login.staging.auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.staging.auth.ui.trellix.com,Musarubra US LLC,www.login.staging.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c1674353b2359baaea7346d2a5d5c643,2c1462a738447fb7a79d298db07e29445cfd7a70451a0ae0575beeffe0c3dd73,ctls,login.staging.auth.ui.trellix.com,,443,https://login.staging.auth.ui.trellix.com:443,https,nginx,text/html,GET,76.223.106.183,/,-599803935,13.248.236.251,Nginx,495,False,,,,,,
login.trellix.com,My Apps Dashboard | Trellix,200,10669,login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=login.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.trellix.com,Musarubra US LLC,login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9481bfaac834fd1baca29433a9b80ebb,1d53d7431895348e5d22a2119dd58bc2b9a9157e8e32cb119d32b7b2f265d697,ctls,login.trellix.com,,443,https://login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://login.trellix.com/app/UserHome?iss=https%3A%2F%2Flogin.trellix.com&session_hint=AUTHENTICATED,https://oktacsp.report-uri.com/r/t/csp/reportOnly,
lvsvpn2.trellix.com,,200,315,lvsvpn2.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-03T00:00:00Z,2023-03-03T23:59:59Z,"CN=vpn.trellix.com, OU=IT, O=Musarubra US LLC, ST=California, C=US",vpn.trellix.com,Musarubra US LLC,tokvpn1.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d01de78bd0cf4469750ec00ce10a8888,f515fdf65df87f3bc0d4ca734ad4093b4a785a61ea432617df8dce48e20ab7c7,ctls,lvsvpn2.trellix.com,,443,https://lvsvpn2.trellix.com:443,https,,text/html,GET,136.179.57.149,/,-1840324437,136.179.57.149,HSTS,9,False,,,,,,True
malwarebarn.trellix.com,,409,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://malwarebarn.trellix.com:80,http,cloudflare,text/plain,GET,162.159.246.125,/,1000520165,162.159.246.125,Cloudflare,1,False,True,,,,,
manage.trellix.com,,200,5021,auth.ui.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",auth.ui.trellix.com,Musarubra US LLC,www.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1ce0cd98014ab1a482f4057e6fb42e3,cf999fa6d69d764590d2fcb81efff5f3424479831290c8da8cd0b47470e165c4,ctls,auth.ui.trellix.com,cloudfront,443,https://manage.trellix.com:443,https,AmazonS3,text/html,GET,18.66.97.98,/,768769774,18.66.97.110,Amazon Web Services,3,False,True,,,https://auth.ui.trellix.com?redirect_uri=https%3A%2F%2Fmanage.trellix.com,,
marketplace.manage.trellix.com,Trellix Marketplace,200,1428,marketplace.manage.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-12-09T23:59:59Z,CN=*.manage.trellix.com,*.manage.trellix.com,,*.mvision.mcafee.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7b3b4ce4b51a39a1fc8dce48a25ea37e,099b8e565874f7148ec71fa7635cfcdf2ff9412f09b15925aec0d940f305bb4a,ctls,marketplace.manage.trellix.com,cloudfront,443,https://marketplace.manage.trellix.com:443,https,AmazonS3,text/html,GET,143.204.215.2,/,1283798503,143.204.215.126,Amazon Web Services,26,False,True,True,,,,
measurements.csupp.gtiservice.trellix.com,,403,23,measurements.csupp.gtiservice.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=csupp.gtiservice.trellix.com, O=Musarubra US LLC, ST=California, C=US",csupp.gtiservice.trellix.com,Musarubra US LLC,measurements.csupp.gtiservice.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,84828c6e96c568f8e0e43bf94a24d49f,f0f784fb93544878b86c94b3d3a0f802eecce6a3d8874c20cfc0ecbca5291756,ctls,measurements.csupp.gtiservice.trellix.com,cloudfront,443,https://measurements.csupp.gtiservice.trellix.com:443,https,,application/json,GET,13.225.78.99,/,968070783,13.225.78.51,Amazon Web Services,1,False,True,,,,,
mepo.provisioning.staging.insights.trellix.com,,403,42,mepo.provisioning.staging.insights.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=mepo.provisioning.staging.insights.trellix.com, O=Musarubra US LLC, ST=California, C=US",mepo.provisioning.staging.insights.trellix.com,Musarubra US LLC,www.mepo.provisioning.staging.insights.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,42898e3036833a6381210d2e2cd124ae,53d79643b7b02ffb8fa50b1361e3a506909b7f1f445c3151f4c075848e83353c,ctls,mepo.provisioning.staging.insights.trellix.com,,443,https://mepo.provisioning.staging.insights.trellix.com:443,https,,application/json,GET,52.26.195.168,/,768769774,52.35.11.199,,1,False,,,,,,
mobile-support-stg.trellix.com,403 - Forbidden: Access is denied.,403,1233,mobile-support-stg.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=mobile-support-stg.trellix.com, O=Musarubra US LLC, ST=California, C=US",mobile-support-stg.trellix.com,Musarubra US LLC,www.mobile-support-stg.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4449da4952c6677f2735dbca91267baf,d0ddc7670799a3eb89cc41af8a6237faa2be598a93ecc3a44e5514be18b084eb,ctls,mobile-support-stg.trellix.com,,443,https://mobile-support-stg.trellix.com:443,https,,text/html,GET,136.179.56.165,/,1631801191,136.179.56.165,,30,False,,,,,,
mobileservices.trellix.com,404 Not Found,404,196,mobileservices.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-11-18T23:59:59Z,"CN=mobileservices.trellix.com, O=Musarubra US LLC, ST=California, C=US",mobileservices.trellix.com,Musarubra US LLC,www.mobileservices.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1fc8c24016d0b85e0d323927b1e8272c,c574ced1260545f4901a420418294486723e7a9438666b047325921f34f887cf,ctls,mobileservices.trellix.com,,443,https://mobileservices.trellix.com:443,https,,text/html,GET,38.109.230.146,/,-780928015,38.109.230.146,,8,False,,,,,,
nativepushapi-qa01-blue.us.etp.trellix.com,,404,17,nativepushapi-qa01-blue.us.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-23T05:27:29Z,2023-10-21T05:27:28Z,CN=nativepushapi-qa01-blue.us.etp.trellix.com,nativepushapi-qa01-blue.us.etp.trellix.com,,nativepushapi-qa01-blue.us.etp.trellix.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,873d02b123f2d0e680d7a489f8fe9a86,d41cccf2796cda6f48257e2c05bb886bbee9794d3db08f86d3dca2b377a9ad34,ctls,nativepushapi-qa01-blue.us.etp.trellix.com,cloudflare,443,https://nativepushapi-qa01-blue.us.etp.trellix.com:443,https,cloudflare,text/html,GET,104.18.15.213,/,501968437,2606:4700::6812:ed5,Cloudflare,2,False,True,,,,,
notifications.manage.trellix.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://notifications.manage.trellix.com:80,http,CloudFront,text/html,GET,52.222.236.88,/,-1793757381,52.222.236.37,Amazon Web Services,20,False,True,,,,,
