new,host,ttl,a,soa,status_code,cname,mx,ns,txt,aaaa,has_internal_ips,internal_ips
,swiss.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,tha.privateinternetaccess.com,245,"188.114.98.229, 188.114.99.229","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,tr.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,tur.privateinternetaccess.com,300,"104.18.23.75, 104.18.22.75","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,turkey.privateinternetaccess.com,932,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,ua.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,uk-london.http-proxy.privateinternetaccess.com,3600,"138.199.30.210, 138.199.30.211, 138.199.30.212, 138.199.30.213, 138.199.30.214, 212.102.53.130, 212.102.53.131, 212.102.53.132, 212.102.53.133, 212.102.53.134, 212.102.53.135, 212.102.53.136, 212.102.53.137, 212.102.53.138, 212.102.53.139","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,uk-london.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,uk-manchester.http-proxy.privateinternetaccess.com,1130,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,uk-manchester.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,uk-southampton.http-proxy.privateinternetaccess.com,3600,"138.199.28.17, 138.199.28.159, 138.199.28.160, 138.199.28.16, 138.199.28.18, 138.199.28.157, 138.199.28.14, 138.199.28.161, 138.199.28.15, 138.199.28.158","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,uk-southampton.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,url3351.offers.privateinternetaccess.com,300,,"{'name': 'sendgrid.net', 'ns': 'ns10.dnsmadeeasy.com', 'mailbox': 'dns.dnsmadeeasy.com', 'serial': 2011273556, 'refresh': 14400, 'retry': 600, 'expire': 1728000, 'minttl': 180}",NOERROR,sendgrid.net,"mx.sendgrid.net, mx2.sendgrid.net","ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns13.dnsmadeeasy.com","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, i52uk89q4nfe1mpgqv5qsmsj3j",,,
,us-atlanta.http-proxy.privateinternetaccess.com,3600,"156.146.47.7, 156.146.47.8, 156.146.47.9, 156.146.47.10, 156.146.47.4, 156.146.47.1, 156.146.47.3, 156.146.47.6, 156.146.47.5, 156.146.47.2","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-atlanta.privateinternetaccess.com,1783,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-california.http-proxy.privateinternetaccess.com,3517,"146.70.49.190, 146.70.49.194, 146.70.49.195, 146.70.49.196, 146.70.49.197, 146.70.49.198, 146.70.49.186, 146.70.49.187, 146.70.49.188, 146.70.49.189","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-california.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-chicago.http-proxy.privateinternetaccess.com,3600,"143.244.60.143, 143.244.60.147, 143.244.60.148, 143.244.60.142, 143.244.60.145, 143.244.60.141, 143.244.60.146, 143.244.60.144, 143.244.60.149, 143.244.60.150","{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-chicago.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-connecticut-pf.http-proxy.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-dal.privateinternetaccess.com,300,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,us-denver.http-proxy.privateinternetaccess.com,1800,,"{'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'privateinternetaccess.com', 'ns': 'gene.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349654709, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
