input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,webserver,tls_wildcard_certificate,tls_expired,tls_self_signed,csp_domains_,final_url
track.mail1.creditkarma.com,,404,19,track.mail1.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail1.creditkarma.com,,443,https://track.mail1.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail10.creditkarma.com,,404,19,track.mail10.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail10.creditkarma.com,,443,https://track.mail10.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail11.creditkarma.com,,404,19,track.mail11.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail11.creditkarma.com,,443,https://track.mail11.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail12.creditkarma.com,,404,19,track.mail12.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail12.creditkarma.com,,443,https://track.mail12.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail13.creditkarma.com,,404,19,track.mail13.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail13.creditkarma.com,,443,https://track.mail13.creditkarma.com:443,https,text/plain,GET,23.197.140.175,/,-138391155,23.197.140.175,,2,False,,,Credit Karma LLC,,,,,,
track.mail14.creditkarma.com,,404,19,track.mail14.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail14.creditkarma.com,,443,https://track.mail14.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail17.creditkarma.com,,404,19,track.mail17.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail17.creditkarma.com,,443,https://track.mail17.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail18.creditkarma.com,,404,19,track.mail18.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail18.creditkarma.com,,443,https://track.mail18.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail19.creditkarma.com,,404,19,track.mail19.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail19.creditkarma.com,,443,https://track.mail19.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail2.creditkarma.com,,404,19,track.mail2.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail2.creditkarma.com,,443,https://track.mail2.creditkarma.com:443,https,text/plain,GET,23.197.140.175,/,-138391155,23.197.140.175,,2,False,,,Credit Karma LLC,,,,,,
track.mail3.creditkarma.com,,404,19,track.mail3.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail3.creditkarma.com,,443,https://track.mail3.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.mail7.creditkarma.com,,404,19,track.mail7.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.mail7.creditkarma.com,,443,https://track.mail7.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications.creditkarma.com,,404,19,track.notifications.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications.creditkarma.com,,443,https://track.notifications.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications1.creditkarma.com,,404,19,track.notifications1.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications1.creditkarma.com,,443,https://track.notifications1.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications10.creditkarma.com,,404,19,track.notifications10.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications10.creditkarma.com,,443,https://track.notifications10.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications3.creditkarma.com,,404,19,track.notifications3.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications3.creditkarma.com,,443,https://track.notifications3.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications4.creditkarma.com,,404,19,track.notifications4.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications4.creditkarma.com,,443,https://track.notifications4.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications5.creditkarma.com,,404,19,track.notifications5.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications5.creditkarma.com,,443,https://track.notifications5.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications7.creditkarma.com,,404,19,track.notifications7.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications7.creditkarma.com,,443,https://track.notifications7.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.notifications9.creditkarma.com,,404,19,track.notifications9.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.notifications9.creditkarma.com,,443,https://track.notifications9.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.reminder1.creditkarma.com,,404,19,track.reminder1.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.reminder1.creditkarma.com,,443,https://track.reminder1.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.reminder4.creditkarma.com,,404,19,track.reminder4.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.reminder4.creditkarma.com,,443,https://track.reminder4.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.reminder5.creditkarma.com,,404,19,track.reminder5.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.reminder5.creditkarma.com,,443,https://track.reminder5.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.reminder6.creditkarma.com,,404,19,track.reminder6.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.reminder6.creditkarma.com,,443,https://track.reminder6.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.reminder7.creditkarma.com,,404,19,track.reminder7.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.reminder7.creditkarma.com,,443,https://track.reminder7.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.reminder8.creditkarma.com,,404,19,track.reminder8.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.reminder8.creditkarma.com,,443,https://track.reminder8.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.savings1.creditkarma.com,,404,19,track.savings1.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.savings1.creditkarma.com,,443,https://track.savings1.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.savings2.creditkarma.com,,404,19,track.savings2.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.savings2.creditkarma.com,,443,https://track.savings2.creditkarma.com:443,https,text/plain,GET,23.197.140.175,/,-138391155,23.197.140.175,,2,False,,,Credit Karma LLC,,,,,,
track.savings3.creditkarma.com,,404,19,track.savings3.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.savings3.creditkarma.com,,443,https://track.savings3.creditkarma.com:443,https,text/plain,GET,23.197.140.175,/,-138391155,23.197.140.175,,2,False,,,Credit Karma LLC,,,,,,
track.savings4.creditkarma.com,,404,19,track.savings4.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.savings4.creditkarma.com,,443,https://track.savings4.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.savings7.creditkarma.com,,404,19,track.savings7.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.savings7.creditkarma.com,,443,https://track.savings7.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
track.savings9.creditkarma.com,,404,19,track.savings9.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-21T00:00:00Z,2024-07-12T23:59:59Z,"CN=track.creditkarma.com, O=Credit Karma LLC, L=Oakland, ST=California, C=US",track.creditkarma.com,track.creditkarma.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17fba8f463f30629b01cac0296187982,2344d5c033afa769df1cc5530cd55ee9f5490b7a1ac86dc208bffb1c611cf3ba,ctls,track.savings9.creditkarma.com,,443,https://track.savings9.creditkarma.com:443,https,text/plain,GET,92.122.107.27,/,-138391155,92.122.107.27,,2,False,,,Credit Karma LLC,,,,,,
tt.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,tt.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,tt.apply.creditkarma.com,,443,https://tt.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://adservice.google.com,
ue.apply.creditkarma.com,Error | Intuit Credit Karma,400,98174,ue.apply.creditkarma.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-01T23:59:59Z,"CN=*.apply.creditkarma.com, O=Credit Karma\, LLC, L=Oakland, ST=California, C=US",*.apply.creditkarma.com,apply.creditkarma.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,17ad9ea3c8650ce169939bb899aad4d7,5679036387eb42b7cc54a308396295129b155a534ec116252ad9428b49bc2e1f,ctls,ue.apply.creditkarma.com,,443,https://ue.apply.creditkarma.com:443,https,text/html,GET,84.53.167.204,/,-2136863442,84.53.167.204,React,115,False,,,"Credit Karma, LLC",CK-FG-server,True,,,https://www.creditkarma.com,
