new,host,a,soa,status_code,ns,cdn,cdn-name,aaaa,cname,caa,mx,txt
[x],cust43.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust44.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],cust45.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust46.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust46.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust48.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust49.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust49.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust51.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],cust52.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust52.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust53.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust54.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust54.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust55.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust56.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust59.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust6.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust6.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust60.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust60.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust61.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust62.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],cust64.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust65.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust66.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust67.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust69.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust7.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust73.pr.dev.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust74.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust75.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust77.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust79.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust81.auth-ns.staging.vivy.com,"18.196.163.78, 3.121.175.76, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust8112.auth-ns.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust82.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust83.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust85.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust86.auth-ns.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust86.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust87.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust91.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust95.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust95.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust96.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust96.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust97.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust98.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],customer-invoice.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],customer.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cvs.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cx.auth-ns.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cx.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cy.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],d.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dallas.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],danieldeadieurope.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],danneli.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],darjusz.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dashboard.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],data.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database01.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database02.auth-ns.staging.vivy.com,"18.196.163.78, 3.121.175.76, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database02.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database02.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database02app.auth-ns.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database1.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],datos.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],davey-dns.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],db0.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dcadmin.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],de.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dealers.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dec.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],def.staging.vivy.com,"18.196.163.78, 3.74.193.56, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],delaware.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],delaware.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],delta.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],delta1.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],delta19.staging.vivy.com,"3.121.175.76, 3.74.193.56, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demo.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demofaq-en.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],depot.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],des.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],desaccouneed-clientesb0.cpay.air-france.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],desarrollo.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],descargas.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],designer.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],desktop.pr.dev.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],detroit.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-bitcoinbasecirclesupport.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-data.vaccines.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-germany.proxy.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-stage1.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev.alpha.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev.stwww10ge.stwww10ging.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev0.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev01.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev01.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev1.staging.vivy.com,"3.121.175.76, 18.196.163.78, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devel.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],develop.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],develop.staging.vivy.com,"3.74.193.56, 18.196.163.78, 3.121.175.76","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],developer.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],developers.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],device2372040-11262af2-local.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devserver.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],devsql.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dhcp.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dialup-67.myapps.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],digital.auth-ns.staging.vivy.com,"3.121.175.76, 18.196.163.78, 3.74.193.56","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],digital.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dilbert.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dimbfn2kifs.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],direct.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],disc.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],disc.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],discovery.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],discussion.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],discussion.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],discussions.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],disney.pr.dev.vivy.com,,"ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],disney.staging.vivy.com,"3.74.193.56, 3.121.175.76, 18.196.163.78","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],distributer.pr.dev.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dk.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dmail.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dmail.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dnews.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns0.pr.dev.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],dns0.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns1.vivy.com,"18.198.139.143, 52.59.116.42, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns2.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns2.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],do.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],doktar.com.tr.cdn.portal.vivy.com,"143.204.98.98, 143.204.98.128, 143.204.98.125, 143.204.98.71","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,
[x],domino.pr.dev.vivy.com,"18.184.229.143, 18.198.139.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],domino.vivy.com,"52.59.116.42, 18.198.139.143, 18.184.229.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dominoweb.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],downloads.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],drjohn-ilmi.pr.dev.vivy.com,"18.198.139.143, 18.184.229.143, 52.59.116.42","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],duluthadmin-bulletins.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1123.awsdns-12.org, ns-2006.awsdns-58.co.uk, ns-508.awsdns-63.com, ns-960.awsdns-56.net",,,,,,,
[x],dynamic.pr.dev.vivy.com,"52.59.116.42, 18.184.229.143, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dz.pr.dev.vivy.com,"18.184.229.143, 52.59.116.42, 18.198.139.143","ns-960.awsdns-56.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
