new,host,a,soa,status_code,cdn,cdn-name,cname,txt,aaaa,ns,mx,caa,has_internal_ips,internal_ips,ptr
[x],rpss.facilities.health.mil,198.137.240.1,"max.gov, maxsupport.max.gov",NOERROR,,,rpss.facilities.health.mil.max.gov,v=spf1 -all,2620:10f:b000:2::1,,,"letsencrypt.org; accounturi=https://acme-v02.api.letsencrypt.org/acme/acct/73686272, mailto:DL.OMB.MAXExtCerts@omb.eop.gov, letsencrypt.org; accounturi=https://acme-v02.api.letsencrypt.org/acme/acct/73686273, ;",,,
[x],rpt.gcat.nel.navy.mil,205.85.84.22,"dns.training.navy.mil, netc_dns.at.navy.mil",NOERROR,,,,,,,,,,,
[x],rpt.nel.navy.mil,205.85.84.17,"dns.training.navy.mil, netc_dns.at.navy.mil",NOERROR,,,,,,,,,,,
[x],rq.cnrc.navy.mil,140.19.36.77,"ns1.chs.navy.mil, DC2HS_CEDC_HOSTMASTER.navy.mil",NOERROR,,,,,,,,,,,
[x],rram.navsup.navy.mil,205.85.1.244,"ns1.csd.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],rramdev.navsisa.navy.mil,163.249.32.17,"ns1.csd.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],rreview.nctamspac.nmci.navy.mil,138.163.146.58,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],rrto-node1.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rrto-node2.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rrto-prod-node4.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rrto-stg-node1.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,,,,,,,,
[x],rrto-stg.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rrto-stga.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rrto.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rs.mceits.usmc.mil,205.110.196.100,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],rs9.erp.navy.mil,140.18.208.121,"ns1-pax.navair.navy.mil, hostmaster.navair.navy.mil",NOERROR,,,,,,,,,,,
[x],rsa1az1.mgt.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,,,,,,,,
[x],rsec1a.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,,,,,,,,
[x],rsec2a.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],rsgis.erdc.dren.mil,144.3.144.75,"ns1.erdc.dren.mil, root.erdc.dren.mil",NOERROR,,,,,2001:480:590:144::75,,,,,,
[x],rsl-ap.dmdc.osd.mil,214.16.192.199,"d118001.dmdc.osd.mil, admin.d118001.dmdc.osd.mil",NOERROR,,,,,,,,,,,
[x],rsl-cp.dmdc.osd.mil,214.16.194.199,"d118001.dmdc.osd.mil, admin.d118001.dmdc.osd.mil",NOERROR,,,,,,,,,,,
[x],rsl-dp.dmdc.osd.mil,214.16.195.199,"d118001.dmdc.osd.mil, admin.d118001.dmdc.osd.mil",NOERROR,,,,,,,,,,,
[x],rsl-pki-ap.dmdc.osd.mil,214.16.192.200,"d118001.dmdc.osd.mil, admin.d118001.dmdc.osd.mil",NOERROR,,,,,,,,,,,
[x],rso2.my.af.mil,23.78.198.155,"n0dscna.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"rso2.my.af.mil.edgekey.net, e4102.dscna.akamaiedge.net",,"2600:1400:11:19d::1006, 2600:1400:11:1b4::1006",,,,,,
[x],rsoleave.jbsa.af.mil,129.48.119.62,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],rsoleave.kadena.af.mil,129.48.119.124,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],rsoleave.usafa.af.mil,129.48.119.76,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],rsp.army.pentagon.mil,141.116.202.15,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],rsstage.mceits.usmc.mil,205.110.60.100,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],rt.cto.mil,13.72.15.89,"ns1-02.azuregov-dns.us, msnhst.microsoft.com",NOERROR,,,f5ve0.usgovvirginia.cloudapp.usgovcloudapi.net,,,,,,,,
[x],rtam.tecom.usmc.mil,192.156.75.219,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],rtam2.tecom.usmc.mil,192.156.75.145,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],rtamms.mceits.usmc.mil,205.110.196.31,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],rtammscognos.mceits.usmc.mil,205.110.196.34,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],rtar.navyreserve.navy.mil,205.85.24.100,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],rtartest.sscno.nmci.navy.mil,205.85.28.216,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],rtc.nmci.navy.mil,138.162.114.230,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],rtchq.socom.mil,209.22.227.15,"ns1.socom.mil, hostmaster.socom.mil",NOERROR,,,,,,,,,,,
[x],rtpospots2.dma.mil,155.7.192.138,"shepherd.dma.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],rushmore.centcom.mil,199.112.39.135,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],russell.dma.mil,155.7.208.112,"shepherd.dma.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],rvdgfw-aceit.erdc.dren.mil,134.164.50.73,"ns1.erdc.dren.mil, root.erdc.dren.mil",NOERROR,,,,,,,,,,,
[x],rvdgfw.erdc.dren.mil,134.164.50.89,"ns1.erdc.dren.mil, root.erdc.dren.mil",NOERROR,,,,,2001:480:51:50::89,,,,,,
[x],rvrbed-bsh1.socom.mil,209.22.231.41,"ns1.socom.mil, hostmaster.socom.mil",NOERROR,,,,,,,,,,,
[x],rws.dha.health.mil,214.1.113.69,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.dnsad.health.mil",NOERROR,,,rws1.dha.health.mil,,,,,,,,
[x],rywebpub.afrl.hpc.mil,140.31.150.110,"ns1.afrl.hpc.mil, hostmaster.afrl.hpc.mil",NOERROR,,,,,2001:480:90:150::110,,,,,,
[x],rywebtst.afrl.hpc.mil,"140.31.150.112, 140.31.150.13, 140.31.150.14","ns1.afrl.hpc.mil, hostmaster.afrl.hpc.mil",NOERROR,,,,,"2001:480:90:150::13, 2001:480:90:150::14, 2001:480:90:150::112","auth-west.dren.mil, ns2.afrl.hpc.mil, ns1.arl.hpc.mil, auth-east.dren.mil, ns1.afrl.hpc.mil",,,,,
[x],s1amp.marinenet.usmc.mil,140.16.57.101,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=zGgWY0eVF3MwVRf7MfUwSM5erjJv9mQm3qsRMFQYw2P/,,,,,,,
[x],s1assessment.marinenet.usmc.mil,140.16.57.111,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s1cc.marinenet.usmc.mil,140.16.57.141,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=YKhZffe6WIStq/0Gw3jS7Lvro2TnFYaHHxqYAtSduZDT,,,,,,,
[x],s1communities.marinenet.usmc.mil,140.16.57.121,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=ShXYFdP6xDGxezUTAjOpDwkgfd87tsKsepf649rcCFCj,,,,,,,
[x],s1elearning.marinenet.usmc.mil,140.16.57.71,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s1lrs.marinenet.usmc.mil,140.16.57.131,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=EAeqrba0/c1e1TrVIL3PE12cLpyKJ263zYYqZ8MJaDHU,,,,,,,
[x],s1manage.marinenet.usmc.mil,140.16.57.91,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s2amp.marinenet.usmc.mil,140.16.57.102,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=NaAs0jWQR4fvKI8o2l6saDcyp4Z+uZijuWZ71tylONil,,,,,,,
[x],s2assessment.marinenet.usmc.mil,140.16.57.112,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s2communities.marinenet.usmc.mil,140.16.57.122,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=nI02XgKU7F4UpGCeUQ1YzcRkE0PBV+3lnMUSFrhPrg15,,,,,,,
[x],s2elearning.marinenet.usmc.mil,140.16.57.72,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s2lrs.marinenet.usmc.mil,140.16.57.132,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=pH6E4PsNvI+hB2rGT5+UBqA3BW6iGzIJi260D6x1OwXz,,,,,,,
[x],s2meeting.marinenet.usmc.mil,,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s2portal.marinenet.usmc.mil,140.16.57.82,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s3.usafa.af.mil,128.236.214.175,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],s3assessment.marinenet.usmc.mil,140.16.57.113,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s3cc.marinenet.usmc.mil,140.16.57.143,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s3communities.marinenet.usmc.mil,,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=gYAd/h5C4qxMTdSW3PO6QB8nyPOo6Owf/NKHwtUiGHwk,,,,,,,
[x],s3elearning.marinenet.usmc.mil,140.16.57.73,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],s3lrs.marinenet.usmc.mil,140.16.57.133,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,identrust_validation=xMyVbNdnBHfV5Sg0lFLxCxw+M/TA7QR5zKsxxbLrfGah,,,,,,,
[x],s3portal.marinenet.usmc.mil,140.16.57.83,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],sa.beaufort.health.mil,214.2.209.44,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.csd.disa.mil,,"cols-gtm.csd.disa.mil, hostmaster.cols-gtm.csd.disa.mil",NOERROR,,,,,,"satx-gtm.csd.disa.mil, cols-gtm.csd.disa.mil, ogdn-gtm.csd.disa.mil",,,,,
[x],sa.disa.mil,,,NOERROR,,,sa.csd.disa.mil,,,,,,,,
[x],sa.greatlakes.med.navy.mil,214.1.96.135,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.groton.med.navy.mil,214.1.5.135,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.gtmo.med.navy.mil,214.1.41.135,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.hawaii.med.navy.mil,,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.lejeune.health.mil,214.2.209.41,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.lejeune.med.navy.mil,214.1.26.7,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.mesoc.med.osd.mil,214.2.210.41,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.naples.med.navy.mil,214.2.213.39,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.nhbrem.med.navy.mil,214.2.211.43,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.nhcne.health.mil,214.2.208.44,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.nhgl.health.mil,214.2.211.42,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.nhjax.health.mil,214.2.209.42,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.nhlem.med.navy.mil,214.2.211.44,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.okinawa.med.navy.mil,,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.pensacola.health.mil,,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.pensacola.med.navy.mil,214.1.64.135,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.portsmouth.health.mil,214.2.208.40,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.portsmouth.med.navy.mil,214.1.26.134,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.rota.med.navy.mil,214.2.213.40,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.sandiego.med.navy.mil,214.2.212.39,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.sig.med.navy.mil,214.1.249.10,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.sigonella.med.navy.mil,214.2.213.41,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],sa.wrnmmc.health.mil,214.2.208.43,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],saar.usmc.mil,205.110.218.139,"ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],sab.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],sabar.sscno.nmci.navy.mil,205.85.25.22,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],sabre.nrl.navy.mil,132.250.51.140,"ns1.nrl.navy.mil, hostmaster.nrl.navy.mil",NOERROR,,,,,,,,,,,
[x],sabrs-sat.stl.disa.mil,144.251.210.25,"ns1.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],saccp.whs.mil,140.185.76.18,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],saccpweb.whs.mil,140.185.76.194,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],sadie.nmci.navy.mil,205.85.60.67,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],sadie2.nmci.navy.mil,138.162.114.178,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],sadieloginsrv.nmci.navy.mil,138.162.114.179,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,c27sadienrfk199c.nmci.navy.mil,,,,,,,,
[x],sadms.pentagon.mil,199.114.46.147,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],sadmsdemo.pentagon.mil,199.114.46.151,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],sae.health.mil,214.1.19.22,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],safe.apps.mil,156.112.111.56,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],safe.okc-pp.apps.mil,156.112.111.55,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],safety.af.mil,,"gnt-i-gdnsm-000.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,"amazonses:yIMncHhPTUAt7DrTMndrdn/L+6jgnezWUBm+5GGNKM0=, v=spf1 mx include:_spf.eemsg.mail.mil -all",,"gunter-ns2.afnoc.af.mil, yokota-ns10.afnoc.af.mil, lackland-ns2.afnoc.af.mil, ramstein-ns2.afnoc.af.mil, osan-ns10.afnoc.af.mil, hickam-ns2.afnoc.af.mil",,,,,
[x],safety.navy.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],safety.usmc.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],saffm.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],safia.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],safie.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],safmedia.hq.af.mil,137.9.117.15,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],sagecoop.northcom.mil,164.236.0.77,"ncnd.northcom.mil, n-nc.peterson.n-ncj6.mbx.sysad-omb.mail.mil",NOERROR,,,,,,,,,,,
[x],sageearth.northcom.mil,,"ncnd.northcom.mil, n-nc.peterson.n-ncj6.mbx.sysad-omb.mail.mil",NOERROR,,,,,,,,,,,
[x],sagewind.northcom.mil,164.236.160.79,"ncnd.northcom.mil, n-nc.peterson.n-ncj6.mbx.sysad-omb.mail.mil",NOERROR,,,,,,,,,,,
[x],sailor.dc3n.navy.mil,164.190.65.150,"ns1.chs.navy.mil, DC2HS_CEDC_HOSTMASTER.navy.mil",NOERROR,,,,,,,,,,,
[x],sailor.navy.mil,164.190.65.150,"ns1.csd.disa.mil, hostmaster.navy.mil",NOERROR,,,,,,,,,,,
[x],sailor.nmci.navy.mil,164.190.65.150,"ns1.csd.disa.mil, hostmaster.navy.mil",NOERROR,,,sailor.navy.mil,,,,,,,,
[x],sailordemo.nmci.navy.mil,138.163.17.114,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],saisfeeds.uscg.mil,152.121.188.110,"ns1.uscg.mil, hostmaster.uscg.mil",NOERROR,,,,,,,,,,,
[x],saj.usace.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],sajpo.aetc.af.mil,216.69.244.43,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],sales-order.apistage.gw.daas.dla.mil,140.17.80.122,"eagleib1.ad.dla.mil, gregory\.weaver.dla.mil",NOERROR,,,,,,,,,,,
[x],sales.dla.mil,,"eagleib1.ad.dla.mil, gregory\.weaver.dla.mil",NOERROR,,,,,,,,,,,
[x],samhs.health.us.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"tmgwildcard.af.mil.apps.gcds.disa.mil, gcdsaf12.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1093.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],samm.dsca.mil,"108.138.17.29, 108.138.17.19, 108.138.17.90, 108.138.17.74","ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,dhofkgu2e5ane.cloudfront.net,,,"ns-399.awsdns-49.com, ns-1695.awsdns-19.co.uk, ns-1392.awsdns-46.org, ns-967.awsdns-56.net",,,,,
[x],samm.sscno.nmci.navy.mil,205.85.26.107,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],sams.med.navy.mil,131.158.50.63,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],samurai.yokota.af.mil,131.36.172.66,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],san.dsca.mil,,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],sandbox.cms-preview.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.cms.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.experience-live-preview.crmforce.mil,"140.17.239.22, 140.17.239.23, 140.17.239.54, 140.17.239.55","ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,"ns6.salesforce.mil, ns5.salesforce.mil, ns8.salesforce.mil, ns7.salesforce.mil",,,,,
[x],sandbox.experience-preview.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,"ns5.salesforce.mil, ns6.salesforce.mil, ns7.salesforce.mil, ns8.salesforce.mil",,,,,
[x],sandbox.experience.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,"ns7.salesforce.mil, ns8.salesforce.mil, ns5.salesforce.mil, ns6.salesforce.mil",,,,,
[x],sandbox.file-user-content.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.lightning.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,"ns6.salesforce.mil, ns7.salesforce.mil, ns8.salesforce.mil, ns5.salesforce.mil",,,,,
[x],sandbox.location.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.mailapp.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.realtime.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.service.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.user-content.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandbox.vdl.afrl.af.mil,,"gunter-ns1.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],sandbox.vf.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,"ns7.salesforce.mil, ns8.salesforce.mil, ns6.salesforce.mil, ns5.salesforce.mil",,,,,
[x],sandbox.waveconnector.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,,,,,,,,,
[x],sandia.dowding.cuas.dds.mil,3.32.46.119,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
