new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,cdn,cdn-name,aaaa,caa,mx,txt
,api-backend.app.sbb.ch,"52.58.120.231, 18.193.0.74, 18.195.142.222","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,,,,,
,api-corp-database-officebackups-domain.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-inspirasimengecat.event.sbb.ch,,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,api-int.control01d.otc-dev.sbb.ch,10.106.71.242,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.71.242,,,,,,,
,api-int.control01i.otc.sbb.ch,10.106.106.95,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.106.95,,,,,,,
,api-int.db05p.otc.sbb.ch,10.106.120.84,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.120.84,,,,,,,
,api-int.db05t.otc-test.sbb.ch,10.106.88.14,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.88.14,,,,,,,
,api-int.kafka02p.otc.sbb.ch,10.106.113.29,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.113.29,,,,,,,
,api-int.kafka03t.otc-test.sbb.ch,10.106.79.157,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.79.157,,,,,,,
,api-int.miraculix.otc.sbb.ch,10.106.107.168,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.107.168,,,,,,,
,api-int.nokia01t.otc-test.sbb.ch,10.106.95.175,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.95.175,,,,,,,
,api-int.nova01p.otc.sbb.ch,10.106.124.215,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.124.215,,,,,,,
,api-int.nova01t.otc-test.sbb.ch,10.106.93.82,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.93.82,,,,,,,
,api-int.sc01d.otc-dev.sbb.ch,10.106.71.55,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.71.55,,,,,,,
,api-ipv6.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns2.eurodns.com, ns1.eurodns.com, ns3.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,api-management-dev.sbb.ch,193.203.120.34,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,api-management-int.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-management-int.sbb.ch,193.203.120.96,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,api-management.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api.sbb.ch,,"ns-1785.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1353.awsdns-41.org, ns-1785.awsdns-31.co.uk, ns-417.awsdns-52.com, ns-602.awsdns-11.net",,,,,,,,,
,apim-int.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,apim-int.sbb.ch,193.203.120.99,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,apim.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,apim.info.sbb.ch,,,NOERROR,"ns1.domains.inxserver.com, ns2.domains.inxserver.com, ns3.domains.inxserver.com, ns4.domains.inxserver.com",,,,,,,,,
,apip4.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,app.rismobile-test.sbb.ch,193.203.120.55,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,app.sbb.ch,"205.251.192.233, 205.251.194.138, 205.251.197.24, 205.251.198.96","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-650.awsdns-17.net, ns-233.awsdns-29.com, ns-1632.awsdns-12.co.uk, ns-1304.awsdns-35.org",,,,,,,,,
,apps.bps01p.otc.sbb.ch,10.106.125.69,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.125.69,,,,,,,
,apps.control01d.otc-dev.sbb.ch,10.106.71.169,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.71.169,,,,,,,
,apps.control01i.otc.sbb.ch,10.106.106.8,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.106.8,,,,,,,
,apps.control01p.otc.sbb.ch,10.106.107.131,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.107.131,,,,,,,
,apps.db05p.otc.sbb.ch,10.106.121.78,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.121.78,,,,,,,
,apps.kafka03t.otc-test.sbb.ch,10.106.79.209,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.79.209,,,,,,,
,apps.nokia01p.otc.sbb.ch,10.106.127.69,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.127.69,,,,,,,
,apps.nova01p.otc.sbb.ch,10.106.124.13,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.124.13,,,,,,,
,apps.nova01t.otc-test.sbb.ch,10.106.93.126,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.93.126,,,,,,,
,apps.sc01t.otc-test.sbb.ch,10.106.71.42,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.71.42,,,,,,,
,apps.sputnix.otc.sbb.ch,10.106.106.174,"ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.106.106.174,,,,,,,
,apu-p-paq-i.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,apu-p-pgv-ams.sbb.ch,157.133.205.229,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,apu-p-qgate4-d.sbb.ch,157.133.205.185,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,apu-p-qgate4.sbb.ch,157.133.205.180,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ash2-userpolicy-a2.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,asset-alias.app.sbb.ch,"18.193.0.74, 18.195.142.222, 52.58.120.231","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,assetbank.bin-ext.sbb.ch,"18.156.205.46, 18.159.239.113, 18.198.186.199","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2, 2a00:4bc0:2103:2:412f:4837:2217:54a0, 2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9",,,
,assets-sphilosophy.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,assetsosmail.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns3.eurodns.com, ns4.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,atg.event.sbb.ch,,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,,,
,atl-prd-infkubminha-01b.bin-ext.sbb.ch,"18.156.205.46, 18.198.186.199, 18.159.239.113","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9, 2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2, 2a00:4bc0:2103:2:412f:4837:2217:54a0",,,
,atl-prd-sa-at.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,atla-xps-ag01.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,atlas.app.sbb.ch,,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ato-ts-ss126-int.app.sbb.ch,"3.72.204.151, 3.65.82.147, 3.126.74.122","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,,nodeport-extern.trs01t.sbb-aws-test.net,,,,,,
,ato-ts-ss126.app.sbb.ch,"18.196.36.163, 3.73.217.22, 3.124.64.42","ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,nodeport-extern.trs01p.sbb-aws.net,,,,,,
,ato-ts-tcp-poc.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,att-tbm-oac-sit.bin-ext.sbb.ch,"18.156.205.46, 18.198.186.199, 18.159.239.113","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2, 2a00:4bc0:2103:2:412f:4837:2217:54a0, 2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9",,,
,auth-ingress-domain.event.sbb.ch,,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,auth-stats.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,auth.sbb.ch,194.150.245.39,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,authint.sbb.ch,193.203.121.65,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,authtest.sbb.ch,194.150.245.65,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,autodiscover.swisspass.ch,"40.99.150.24, 40.99.150.40, 52.97.135.104, 52.98.152.200","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,"2603:1026:c0d:82b::8, 2603:1026:c0d:82c::8, 2603:1026:c0d:c1e::8, 2603:1026:c0d:c2b::8",,,
,automaten.sbb.ch,194.150.244.133,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,automatenint.sbb.ch,194.150.244.212,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,automatentest.sbb.ch,194.150.244.165,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,automation-ng-dev.kafka.sbb.ch,"10.241.29.112, 10.241.28.210, 10.241.29.23","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.29.112, 10.241.28.210, 10.241.29.23",router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,automation-ng.kafka.sbb.ch,"10.241.25.102, 10.241.24.234","ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.25.102, 10.241.24.234",router-default.apps.lisa.sbb-aws.net,,,,,,
,automation.kafka.sbb.ch,"10.241.25.102, 10.241.24.234","ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.25.102, 10.241.24.234",lb.apps.lisa.sbb-aws.net,,,,,,
,awana.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,awsalpha-auth-antiviruspre.event.sbb.ch,,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,azsvdse01.bin-ext.sbb.ch,"18.156.205.46, 18.198.186.199, 18.159.239.113","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9, 2a00:4bc0:2103:2:412f:4837:2217:54a0, 2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2",,,
,b2p-int.app.sbb.ch,"18.192.238.22, 18.192.241.121, 3.72.208.109","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,b2p.app.sbb.ch,"18.197.177.158, 52.57.29.156, 3.69.99.62","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,backup-ftp-apiproduction.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,backup-office-databasevpn.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,backuporigin.event.sbb.ch,"34.65.78.110, 199.167.66.107, 104.37.178.107, 199.167.66.108, 104.37.178.108","ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,"2610:1c8:b002::107, 2610:1c8:b001::107, 2610:1c8:b002::108, 2610:1c8:b001::108","sectigo.com, pki.goog",,
,backupsauth-antiviruspre.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bahninfrastruktur.sbb.ch,193.203.120.162,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,bahntechnikhaegendorf2.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,benning-150-226-96-53.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,besichtigungbahntechnikhaegendorf.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,besichtigunghaegendorf.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns4.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns1.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,besichtigunghaegendorf1.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns1.eurodns.com, ns4.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,bestellportal-sprachdienst-int.sbb.ch,217.148.9.78,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,beta-private-prod-auth-wwwmcorp.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bfbflp.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,bid457f.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bid46af.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,bid46av.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bid46b9.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bid46dg.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bid46re.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bid47e6.app.sbb.ch,"18.192.203.152, 18.185.7.179, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bid47y9.app.sbb.ch,"18.192.203.152, 54.93.146.106, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1304.awsdns-35.org, ns-1632.awsdns-12.co.uk, ns-233.awsdns-29.com, ns-650.awsdns-17.net",,,,,,,,,
,bid47zz.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bigband-nandlstadt.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,billing-dev-sc.kafka.sbb.ch,"10.241.28.210, 10.241.29.23, 10.241.29.112","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.28.210, 10.241.29.23, 10.241.29.112",router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,billing-sc.kafka.sbb.ch,"10.241.25.102, 10.241.24.234","ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.241.25.102, 10.241.24.234",router-default.apps.lisa.sbb-aws.net,,,,,,
,bimchange.sbb.ch,"193.203.120.161, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,,,,2a00:4bc0:130:333::1000,,,
,bin-ext-i.sbb.ch,"18.157.54.50, 35.157.142.150, 18.197.82.217","ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-909.awsdns-49.net, ns-2042.awsdns-63.co.uk, ns-1243.awsdns-27.org, ns-443.awsdns-55.com",,,,,,"2a00:4bc0:2104:1:4206:927e:d64a:be84, 2a00:4bc0:2104:0:c190:633a:a364:29bf, 2a00:4bc0:2104:2:38f1:acc2:fed7:d695",,,
,bin-ext-t.sbb.ch,,"ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bin-ext.sbb.ch,"18.198.186.199, 18.156.205.46, 18.159.239.113","ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-810.awsdns-37.net, ns-1864.awsdns-41.co.uk, ns-274.awsdns-34.com, ns-1333.awsdns-38.org",,,,,,"2a00:4bc0:2103:0:ef14:5e43:1b26:7ca9, 2a00:4bc0:2103:2:412f:4837:2217:54a0, 2a00:4bc0:2103:1:a38d:4cf6:4958:2fa2",,,
,bin.sbb.ch,"10.241.16.150, 10.241.16.240, 10.241.17.5","ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-437.awsdns-54.com, ns-893.awsdns-47.net, ns-1178.awsdns-19.org, ns-1955.awsdns-52.co.uk",True,"10.241.16.150, 10.241.16.240, 10.241.17.5",,,,"2a00:4bc0:2103:4:a003:9a37:1d07:2d3, 2a00:4bc0:2103:5:f558:2d48:9ae8:3d16, 2a00:4bc0:2103:3:2ffb:b3b:9796:d4b6",,,
,bivlf19082023.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,blog.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,bonuspass-intern.app.sbb.ch,"3.122.26.130, 3.65.214.138, 18.184.212.76","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bonuspass.app.sbb.ch,"18.184.212.76, 3.122.26.130, 3.65.214.138","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bonuspass.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,boxenstopp.sbb.ch,194.209.222.161,"dns3.swisscom.com, admin\.dns.swisscom.com",NOERROR,,,,"boxenstopp.sbb.zoon.ch, scapp.swisscom.com",,,,,"mail.swisscom.com, mail10.swisscom.com, mail20.swisscom.com",v=spf1 include:spf.swisscom.com include:servers.mcsv.net include:stspg-customer.com ~all
,brand.sbb.ch,"52.59.101.245, 18.159.140.188, 18.184.44.55","ns-1322.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,c-1e1302f70c289e14b9510e31fa190c7f.frontify.com,,,,,,
,bsa-int-training.sbb.ch,193.203.120.124,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,bsa-int.sbb.ch,193.203.120.117,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,bsa-test.sbb.ch,193.203.121.44,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,bsa.sbb.ch,193.203.120.182,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,bucket-temp-vpnminervabeta-clients-git.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bucketvpn.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,business.sbb.ch,193.203.120.165,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,bwc-jssd.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com",,,evenito.site,True,google,,"pki.goog, sectigo.com",,
,c25.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cache-a172-224-180-58.app.sbb.ch,"18.185.7.179, 54.93.146.106, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cache-customers-vipeuropelog-b2bsystem.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cache-engineering-ww0.app.sbb.ch,"54.93.146.106, 18.185.7.179, 18.192.203.152","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cache-systemdemo-wikicustomersstatus.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cachealphaalpha.app.sbb.ch,"18.185.7.179, 18.192.203.152, 54.93.146.106","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cacheprivateusers.app.sbb.ch,"54.93.146.106, 18.192.203.152, 18.185.7.179","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cachev2-ams01.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com",,,evenito.site,True,google,,"sectigo.com, pki.goog",,
,capaworkunit.pas.tms-int.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,tms-int.sbb.ch,,,,,,
,capre-int.sbb.ch,193.203.120.79,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,capre-test.sbb.ch,193.203.120.19,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,capre.sbb.ch,193.203.120.143,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,capri-cloud-int-alias.app.sbb.ch,"18.195.45.163, 18.193.243.116, 18.192.148.137","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,capri-int-ws.sbb.ch,193.203.120.81,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,carbon-int.sbb.ch,193.203.121.119,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,carbon-test.sbb.ch,"193.203.121.49, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,,,,2a00:4bc0:130:333::1000,,,
,carbon.sbb.ch,193.203.121.169,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,carosi.sbb.ch,52.57.160.8,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,catalog.sbb.ch,92.42.191.35,"bop-corens.seiler-vision.com, infrastructure-support.b-op.com",NOERROR,,,,realmstage.coloc-03.b-op.com,,,,,,
,cbc-int.sbb.ch,194.150.244.244,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
