new,host,a,aaaa,soa,status_code,cdn,cdn-name,txt,ns,cname,has_internal_ips,internal_ips,mx,caa,ptr
[x],remote.prometheus.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],remoter01.gsa.gov,159.142.10.40,,"dns.gsa.gov, hostmaster.gsa.gov",NOERROR,,,,,,,,,,
[x],reporthub.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],reporting1-production1-or2.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],requests.18f.gov,"108.138.7.91, 108.138.7.63, 108.138.7.12, 108.138.7.32","2600:9000:2490:c400:5:c21e:de80:93a1, 2600:9000:2490:1800:5:c21e:de80:93a1, 2600:9000:2490:3a00:5:c21e:de80:93a1, 2600:9000:2490:2600:5:c21e:de80:93a1, 2600:9000:2490:d400:5:c21e:de80:93a1, 2600:9000:2490:1600:5:c21e:de80:93a1, 2600:9000:2490:9800:5:c21e:de80:93a1, 2600:9000:2490:f200:5:c21e:de80:93a1","ns-1007.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1007.awsdns-61.net, ns-1331.awsdns-38.org, ns-16.awsdns-02.com, ns-1801.awsdns-33.co.uk",d2ukxgg8kqcdx6.cloudfront.net,,,,,
[x],reset.gsa.gov,,,"dns.gsa.gov, hostmaster.gsa.gov",NOERROR,,,,,,,,,,
[x],resources.data.gov,"143.204.215.3, 143.204.215.85, 143.204.215.72, 143.204.215.51","2600:9000:214f:2e00:5:bd91:b080:93a1, 2600:9000:214f:ee00:5:bd91:b080:93a1, 2600:9000:214f:c000:5:bd91:b080:93a1, 2600:9000:214f:9200:5:bd91:b080:93a1, 2600:9000:214f:1200:5:bd91:b080:93a1, 2600:9000:214f:6000:5:bd91:b080:93a1, 2600:9000:214f:fc00:5:bd91:b080:93a1, 2600:9000:214f:6600:5:bd91:b080:93a1","ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1551.awsdns-01.co.uk, ns-442.awsdns-55.com, ns-931.awsdns-52.net, ns-1241.awsdns-27.org",d9v2xy0mx1ayq.cloudfront.net,,,,,
[x],ret-3-1-1.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ret-4-1-2.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ret.gsa.gov,"52.61.134.43, 52.61.132.195, 52.61.133.209",,"ns1-hio.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,"ret.gsa.gov.00d80000000pn58eag.live.siteforce.com, na107.inst.siteforce.com, na107-hio.inst.siteforce.com, na107-hio.hio.r.inst.siteforce.com",,,,,
[x],retail.account.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.admin.fr.cloud.gov,,"2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.api.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.dashboard.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.diagrams.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.login.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.logs-platform.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.nessus.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],retail.prometheus.fr.cloud.gov,,"2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rets.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],reverseauctions.gsa.gov,,,"dns.gsa.gov, hostmaster.gsa.gov",NOERROR,,,"v=spf1 -all, v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov",,,,,,,
[x],revevol-dev.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],revsys.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rewards-qa.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rhinofec-stage-proxy.app.cloud.gov,"3.32.106.131, 15.205.11.151","2600:1f12:18a:7d00:6382:82e2:5031:5a89, 2600:1f12:18a:7d01:824e:517:fe84:322","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rimon.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rith-dev.fss19-dev.fcs.gsa.gov,"10.185.135.218, 10.185.134.203",,"ns-975.awsdns-57.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.185.135.218, 10.185.134.203",,,
[x],rith-prod.fss19-prod.fcs.gsa.gov,"10.185.185.35, 10.185.184.242, 10.185.186.189",,"ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.185.185.35, 10.185.184.242, 10.185.186.189",,,
[x],rnps.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],roadmap-d.fdic.gov.external-domains-production.cloud.gov,"3.32.160.182, 3.32.64.97","2600:1f12:18a:7d01:f0f0:33:13ca:bd4f, 2600:1f12:18a:7d00:7030:e9da:d0d4:a2a2","ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],roadmap-q.fdic.gov.external-domains-production.cloud.gov,"15.205.230.59, 52.222.61.251","2600:1f12:18a:7d01:1941:83db:b039:3817, 2600:1f12:18a:7d00:f99d:539d:b944:90bc","ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],roadmap-s.fdic.gov.external-domains-production.cloud.gov,"3.32.126.118, 52.222.28.123","2600:1f12:18a:7d00:41c2:ea17:8feb:bc7c, 2600:1f12:18a:7d01:10b:c593:a072:9a10","ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],roadmap.fdic.gov.external-domains-production.cloud.gov,"3.30.132.247, 3.32.247.191","2600:1f12:18a:7d00:9df8:ed43:abed:21aa, 2600:1f12:18a:7d01:a2a8:5559:20c6:72bd","ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rochester.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rock.fr.cloud.gov,"160.1.93.218, 15.205.11.215",,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1211.awsdns-23.org, ns-137.awsdns-17.com, ns-2002.awsdns-58.co.uk, ns-731.awsdns-27.net",,,,,,
[x],rodonline.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.account.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.api.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.ci.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.logs-platform.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.logs.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.nessus.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],root.opslogin.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rostov.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp-dev.login.gov,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp-qa.login.gov,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp.demo.login.gov,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp.dev.login.gov,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp.qa.login.gov,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp.tf.login.gov,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rp4etsmibx.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsg.fr.cloud.gov,,"2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1211.awsdns-23.org, ns-137.awsdns-17.com, ns-2002.awsdns-58.co.uk, ns-731.awsdns-27.net",,,,,,
[x],rsw1-1-labs.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw1-1-yst.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw125-1-apg.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw147-6-prd.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw153-6-prd.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw16-2-cld.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw19.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw22.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw25-1-rtm.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw26.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw28-1-flk.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw3-2-prd.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw35-2-flk.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw35.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw43-1-cld.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw46-1-cld.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw66-1-prd.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw69-1-prd.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac",,NOERROR,,,,"ns-1211.awsdns-23.org, ns-137.awsdns-17.com, ns-2002.awsdns-58.co.uk, ns-731.awsdns-27.net",,,,,,
[x],rsw7-2-flk.fr.cloud.gov,,,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw7-3-apg.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw85-2-prd.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw86-2-prd.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw9-2-flk.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rsw9.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rt-bt-1-be-5.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rt-bt-2-po-5.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1211.awsdns-23.org, ns-137.awsdns-17.com, ns-2002.awsdns-58.co.uk, ns-731.awsdns-27.net",,,,,,
[x],rtc-logger.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rtpe-uswest2-04.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rtpintfw-h.fr.cloud.gov,"160.1.93.218, 15.205.11.215",,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rtsp-east.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ru-alabama.fr.cloud.gov,,"2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ru-hdmilink.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ru-mg42.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ru-postcrossing.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ruci-mall.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rugbyfs-intake-staging.app.cloud.gov,"3.32.106.131, 15.205.11.151","2600:1f12:18a:7d01:824e:517:fe84:322, 2600:1f12:18a:7d00:6382:82e2:5031:5a89","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rupload-del1-1.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rupload-maa2-2.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rupload-msp.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rupload-nrt1-2.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rupload-otp1-1.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rural.data.gov,34.193.244.109,,"ns-1114.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,nsp-ocsit.net.helix.gsa.gov,,,,,
[x],rx.account.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d01:f27c:9787:253b:82ac, 2600:1f12:18a:7d00:2329:5200:62d9:20bb","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1211.awsdns-23.org, ns-137.awsdns-17.com, ns-2002.awsdns-58.co.uk, ns-731.awsdns-27.net",,,,,,
[x],rx.alertmanager.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rx.ci.fr.cloud.gov,"15.205.11.215, 160.1.93.218","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rx.dashboard-beta.fr.cloud.gov,"160.1.93.218, 15.205.11.215","2600:1f12:18a:7d00:2329:5200:62d9:20bb, 2600:1f12:18a:7d01:f27c:9787:253b:82ac","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
