input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,csp_domains_,tls_expired,final_url,tls_self_signed,location,tls_emails_
pivot.bwh.harvard.edu,PIVOT Center – Brigham and Women's Hospital,200,49784,pivot.bwh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=*.bwh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.bwh.harvard.edu,President and Fellows of Harvard College,*.bwh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fe8cba1816237917e6eb35b49e44e6f0,3dfc4781dbfce74d86e9355d74fc1f8753f63336e4910d4360341ac6aef605c1,True,ctls,pivot.bwh.harvard.edu,443,https://pivot.bwh.harvard.edu:443,https,Apache,text/html,GET,170.223.178.101,/,-1533868578,170.223.178.101,WordPress,379,False,,,,,,,,,
pjil.law.harvard.edu,Julis-Rabinowitz Program on Jewish and Israeli Law – Jewish and Israeli Law,200,34955,pjil.law.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-14T23:59:59Z,"CN=pjil.law.harvard.edu, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pjil.law.harvard.edu,"Cloudflare, Inc.",pjil.law.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",06d3d6ae69983aaa77dad2fed39f8afb,60a1bab71904b5ec92bbeafc27e772ee650bcda56a8e1b7be7a9cb6944215951,,ctls,pjil.law.harvard.edu,443,https://pjil.law.harvard.edu:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,WordPress,259,False,,,,,,,,,
pki.law.harvard.edu,IIS Windows Server,200,703,pki.law.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T18:58:28Z,2028-03-19T18:58:28Z,,,,wpki1.law.harvard.edu,"CN=law-WSUBCA1-CA, DC=law, DC=harvard, DC=edu, DC=law, DC=harvard, DC=edu",law-WSUBCA1-CA,,6cf25c2ed853f62969025ad7230ea269,f5db44ae0fe2a86d915e24f29625619dc75dff43bb7041e07dcc201394c84ad0,,ctls,pki.law.harvard.edu,443,https://pki.law.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,140.247.203.50,/,1631801191,140.247.203.50,Windows Server,32,False,True,,,,,,,,
pl-gic-dev.childrens.harvard.edu,,403,847,pl-gic-dev.childrens.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T21:06:23Z,2023-10-29T21:06:23Z,CN=imperva.com,imperva.com,,*.medfordpedi.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,be8a9ecece0cc07ce74d4cb14ffd69b0,bad1953100f9b0ebd39d4265a81f6798c1ceafe8df0eed15e38938ff82885d8d,True,ctls,pl-gic-dev.childrens.harvard.edu,443,https://pl-gic-dev.childrens.harvard.edu:443,https,,text/html,GET,45.60.76.21,/,697813447,45.60.76.21,Imperva,1,False,True,incapsula,True,,,,,,
pl-hci-seminar.seas.harvard.edu,Harvard PL/HCI Graduate Seminar | Harvard PL/HCI Graduate Seminar,200,17259,pl-hci-seminar.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-04T03:39:06Z,2023-09-02T03:39:05Z,CN=pl-hci-seminar.seas.harvard.edu,pl-hci-seminar.seas.harvard.edu,,pl-hci-seminar.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b7901280a5960bdafe6ae1dcdce1fa28,269cfc221b7afcfcf57b5ceb0162cd7540ff8c150d5eaac477bc558c8854743c,,ctls,pl-hci-seminar.seas.harvard.edu,443,https://pl-hci-seminar.seas.harvard.edu:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1181440715,2606:50c0:8003::153,Varnish,353,False,,,,,,,,,
pl-semantics-seminar.seas.harvard.edu,Advanced Semantics of Programming Languages,200,21721,pl-semantics-seminar.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T18:47:12Z,2023-09-01T18:47:11Z,CN=pl-semantics-seminar.seas.harvard.edu,pl-semantics-seminar.seas.harvard.edu,,pl-semantics-seminar.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9c8c329303d5f4f4af7aa582b80e1ab,e7cc264211b31ccfab19c6276908521c49f9a467fb23053cd64cb36effad726d,,ctls,pl-semantics-seminar.seas.harvard.edu,443,https://pl-semantics-seminar.seas.harvard.edu:443,https,,text/html,GET,23.32.238.211,/,-1693278374,23.32.238.203,Red Hat Gluster,168,False,,,,,,,,,
pl.seas.harvard.edu,Programming Languages at Harvard,200,7962,pl.seas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-16T00:00:00Z,2024-07-16T23:59:59Z,"CN=*.seas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.seas.harvard.edu,President and Fellows of Harvard College,*.seas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a66072aff233dc6c514048d290668284,a5820fa64c58c5590759671bca838d754bbcd2c6be6dd22f2b56e359279cc454,True,ctls,pl.seas.harvard.edu,443,https://pl.seas.harvard.edu:443,https,Apache/2.4.6 (CentOS),text/html,GET,54.172.197.41,/,848041302,54.172.197.41,CentOS,179,False,,,,,,,,,
placement.fas.harvard.edu,Web Site Not Found,404,970,placement.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,True,ctls,placement.fas.harvard.edu,443,https://placement.fas.harvard.edu:443,https,,text/html,GET,23.32.238.211,/,-1883206912,23.32.238.203,HSTS,27,False,,,,,,,,,
planning.fas.harvard.edu,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,planning.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-18T23:59:59Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,98b8672be38a8e9026090e0a7733c960,d1c3cdd213802e6b63a3f35a358900db72b9d7d880730b91aa0ce436599ad5d5,True,ctls,planning.fas.harvard.edu,443,https://planning.fas.harvard.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips,text/html,GET,52.72.20.174,/,-366337701,52.87.140.206,Red Hat,124,False,,,,,,,,,
planning.hms.harvard.edu,404 | Harvard Medical School,404,44140,hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T18:14:21Z,2023-12-01T18:14:21Z,CN=imperva.com,imperva.com,,*.synergytitlemo.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,60b57c60817101fc5a00bb83e0b61d28,a242eaeea09adfea14c1775449397aa4582bf8b01c4c61cee88b17a5edc56f7d,True,ctls,hms.harvard.edu,443,https://planning.hms.harvard.edu:443,https,nginx,text/html,GET,134.174.149.198,/,1769995952,134.174.149.198,jQuery,758,False,True,,,,,https://hms.harvard.edu/content/campus-planning-and-facilities,,,
planning.seas.harvard.edu,Course Planner,200,286,planning.seas.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-07-16T23:59:59Z,"CN=*.seas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.seas.harvard.edu,President and Fellows of Harvard College,*.seas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a66072aff233dc6c514048d290668284,a5820fa64c58c5590759671bca838d754bbcd2c6be6dd22f2b56e359279cc454,True,ctls,planning.seas.harvard.edu,443,https://planning.seas.harvard.edu:443,https,AmazonS3,text/html,GET,18.66.112.63,/,-1292767097,2600:9000:223f:a000:16:d6a2:6980:93a1,Amazon Web Services,9,False,,cloudfront,True,,,,,,
planningoffice.harvard.edu,Harvard University Planning and Design,200,84726,hupad.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-06T10:03:37Z,2023-08-04T10:03:36Z,CN=hupad.harvard.edu,hupad.harvard.edu,,www.hupad.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d2adc32399e09adbf4d35098c7681ee4,88430a86fe39dc54e6f7010b4c75b41257d634a2f35b240c0d678e3339a12b1c,,ctls,hupad.harvard.edu,443,https://planningoffice.harvard.edu:443,https,openresty,text/html,GET,3.229.171.192,/,-1179026472,34.203.63.51,WordPress,1296,False,,,,,,https://hupad.harvard.edu/,,,
plasticsurgeryresidency.hms.harvard.edu,Harvard Plastic Surgery Residency Program,200,437743,www.plasticsurgeryresidency.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-28T03:17:54Z,2023-08-26T03:17:53Z,CN=plasticsurgeryresidency.hms.harvard.edu,plasticsurgeryresidency.hms.harvard.edu,,www.plasticsurgeryresidency.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aedf78972b02f89709563908a0779967,37248d1682d86709b48277cf672eaa3d403a8b41bd891836c2baa4018631af6f,,ctls,www.plasticsurgeryresidency.hms.harvard.edu,443,https://plasticsurgeryresidency.hms.harvard.edu:443,https,Pepyaka/1.19.10,text/html,GET,23.236.62.147,/,1010985170,23.236.62.147,Wix,729,False,,google,True,,,https://www.plasticsurgeryresidency.hms.harvard.edu/,,,
platform.hbsp.harvard.edu,,404,131,platform.hbsp.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=hbsp.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hbsp.harvard.edu,President and Fellows of Harvard College,*.hbsp.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fcfa8df4101172903d653ef6aac9512c,79fc7c15e3ab2b487ad715c8063317684ef2ca989a71f9c814d3bc65ced4ba68,True,ctls,platform.hbsp.harvard.edu,443,https://platform.hbsp.harvard.edu:443,https,nginx,application/json,GET,107.22.231.199,/,-1840324437,18.213.129.10,Nginx,1,False,,,,,,,,,
plato.chs.harvard.edu,Plato Similes: A Compendium of 500 Similes in 35 Dialogues,200,1010,plato.chs.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.chs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.chs.harvard.edu,President and Fellows of Harvard College,*.chs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2be436e57c1ce1a73440d6f10850c021,09254adcfe4cf944892d45b29c111af910f6f67d951666629f2e869476788d53,True,ctls,plato.chs.harvard.edu,443,https://plato.chs.harvard.edu:443,https,nginx/1.4.6 (Ubuntu),text/html,GET,216.151.39.137,/,-1840324437,216.151.39.137,Ubuntu,20,False,,,,,,,,,
play.developingchild.harvard.edu,Groups – Community of Practice on Play,200,34222,play.developingchild.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-08-26T00:00:00Z,2022-08-26T23:59:59Z,"CN=play.developingchild.harvard.edu, OU=Graduate School of Education, O=President and Fellows of Harvard College, L=Cambridge, ST=Massachusetts, C=US",play.developingchild.harvard.edu,President and Fellows of Harvard College,play.developingchild.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,fbd111a3c659442bd93e6e0291cc8106,b2f8158f0ac32fb76bad0f34fe1bed3ad8b8c554c9d2c060189bf74d6ac7cbcf,,ctls,play.developingchild.harvard.edu,443,https://play.developingchild.harvard.edu:443,https,nginx,text/html,GET,104.199.127.254,/,-1727442691,104.199.127.254,WordPress,394,False,,google,True,,True,,,,
pll.harvard.edu,Professional and Lifelong Learning | Harvard University,200,153326,pll.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T18:21:45Z,2023-08-23T18:21:44Z,CN=lifelong-learning.harvard.edu,lifelong-learning.harvard.edu,,professional-lifelong-learning.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55ea000f5558ee0a4e28fc50e7715ced,7cdd52242029047beee926f8ae13d5f934951cc93e228cf18a1b0054cd589fa0,,ctls,pll.harvard.edu,443,https://pll.harvard.edu:443,https,nginx,text/html,GET,23.185.0.2,/,-1658853969,2620:12a:8000::2,Varnish,2330,False,,,,,,,,,
pls.law.harvard.edu,Program on Law & Society in the Muslim World | Harvard Law School,200,54888,plsmw.law.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-20T00:00:00Z,2024-06-18T23:59:59Z,"CN=plsmw.law.harvard.edu, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",plsmw.law.harvard.edu,"Cloudflare, Inc.",plsmw.law.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",afb710b90c425acd1ea0e543bc77c43d,8dbb26586bf28cfbf44ff752cb3d9558693e87a5e74875ee0b0b916de801d091,,ctls,plsmw.law.harvard.edu,443,https://pls.law.harvard.edu:443,https,cloudflare,text/html,GET,141.193.213.20,/,386476446,141.193.213.21,WordPress,487,False,,,,,,https://plsmw.law.harvard.edu/,,,
pm-bounces.rmf.harvard.edu,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,,,80,http://pm-bounces.rmf.harvard.edu:80,http,AmazonS3,text/html,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,,,,,,,
pm.bidmc.harvard.edu,,503,62,pm.bidmc.harvard.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-06-22T00:00:00Z,2023-06-22T23:59:59Z,"CN=*.caregroup.org, O=Beth Israel Lahey Health\, Inc, L=Cambridge, ST=Massachusetts, C=US",*.caregroup.org,"Beth Israel Lahey Health, Inc",caregroup.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,952c2f29ab99afd8d089f446eec02b5e,9ed248527101510bd09529c184e81b34062d29ee565220d0ead4eca9c8d9be4a,True,ctls,pm.bidmc.harvard.edu,443,https://pm.bidmc.harvard.edu:443,https,,,GET,134.174.104.229,/,107704025,134.174.104.229,,1,False,True,,,,,,,,
pmo.huit.harvard.edu,HUIT Enterprise Project Management Office,200,37424,pmo.huit.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:22:10Z,2023-08-04T19:22:09Z,CN=*.huit.harvard.edu,*.huit.harvard.edu,,*.huit.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50fe35e37e7c750d7c7d0d61135c4fbd,e21b7ed7e2e1e61920491c523509588c84cb46b89eb6c4997ce40b073cef0915,True,ctls,pmo.huit.harvard.edu,443,https://pmo.huit.harvard.edu:443,https,,text/html,GET,23.32.238.203,/,556162359,23.32.238.211,Red Hat Gluster,589,False,,,,,,,,,
po.hms.harvard.edu,401 - Unauthorized: Access is denied due to invalid credentials.,401,1293,po.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.hms.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.hms.harvard.edu,President and Fellows of Harvard College,*.hms.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,360abd81f76e5f6bd8ea9917e61f9f19,b6231ca061e66ec78eb1caf9bb05f54e0197ddbadf824c21a94b964cd88abed2,True,ctls,po.hms.harvard.edu,443,https://po.hms.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,134.174.149.198,/,-2017930255,134.174.149.198,Windows Server,30,False,,,,,,,,,
poetry.harvard.edu,Poetry at Harvard,200,30392,poetry.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-27T17:12:17Z,2023-08-25T17:12:16Z,CN=poetry.harvard.edu,poetry.harvard.edu,,poetry.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b5f107f14c93324c7421a6f2f6e1288e,848995a6c5cd37243a94b60748fb997f3f69de206b8a7775050851234788ac4f,,ctls,poetry.harvard.edu,443,https://poetry.harvard.edu:443,https,,text/html,GET,2.16.238.150,/,76016203,2.16.238.139,Red Hat Gluster,256,False,,,,,,,,,
policies.hms.harvard.edu,403 Forbidden,403,359,devshop.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-03T23:20:27Z,2023-08-01T23:20:26Z,CN=devshop.hms.harvard.edu,devshop.hms.harvard.edu,,devshop.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,150b97468c124f4c320f20365d00141e,9ce14aeea369ac8d21df96345d0214942ae332d913551398c95d31cc5a8d1327,,ctls,devshop.hms.harvard.edu,443,https://policies.hms.harvard.edu:443,https,Apache/2.4.33 (Ubuntu),text/html,GET,134.174.153.11,/,394835572,134.174.153.11,Ubuntu,12,False,,,,,,https://devshop.hms.harvard.edu/hosting/disabled/policies.production.devshop.hms.harvard.edu,,,
policies.production.devshop.hms.harvard.edu,403 Forbidden,403,359,devshop.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-03T23:20:27Z,2023-08-01T23:20:26Z,CN=devshop.hms.harvard.edu,devshop.hms.harvard.edu,,devshop.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,150b97468c124f4c320f20365d00141e,9ce14aeea369ac8d21df96345d0214942ae332d913551398c95d31cc5a8d1327,,ctls,devshop.hms.harvard.edu,443,https://policies.production.devshop.hms.harvard.edu:443,https,Apache/2.4.33 (Ubuntu),text/html,GET,134.174.153.11,/,394835572,134.174.153.11,Ubuntu,12,False,,,,,,https://devshop.hms.harvard.edu/hosting/disabled/policies.production.devshop.hms.harvard.edu,,,
polleverywhere.harvard.edu,HarvardKey - Error,200,3905,key-idp.iam.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=hk20-key-idp.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-idp.iam.harvard.edu,President and Fellows of Harvard College,key-idp2.iam.harvard.edu,"CN=InCommon RSA Server CA 2, O=Internet2, C=US",InCommon RSA Server CA 2,Internet2,9b02b0896f4fd39da7bb1856c5a10816,ef09cac63b3d6708e06b766c0ef63bd6add0d2602edb32b4e34964a912aa0afd,,ctls,key-idp.iam.harvard.edu,443,https://polleverywhere.harvard.edu:443,https,,text/html,GET,34.197.79.125,/,-824892206,3.232.198.157,Java,69,False,,,,IE=11.0000,,https://key-idp.iam.harvard.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,,
polyaklab.dfci.harvard.edu,,404,2963,polyaklab.dfci.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T06:11:27Z,2023-08-07T06:11:26Z,CN=polyaklab.dfci.harvard.edu,polyaklab.dfci.harvard.edu,,www.polyaklab.dfci.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebfe6307624cd615562bc497b5be6d5,8281f123a2ee884200b614ad790ca07b455c55d06bd80b838d50dfa9a9924b40,,ctls,polyaklab.dfci.harvard.edu,443,https://polyaklab.dfci.harvard.edu:443,https,,text/html,GET,23.236.62.147,/,1010985170,23.236.62.147,Wix,63,False,,google,True,,,,,,
pon.harvard.edu,PON - Program on Negotiation at Harvard Law School,200,101712,www.pon.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2024-04-07T23:59:59Z,CN=pon.harvard.edu,pon.harvard.edu,,*.pon.harvard.edu,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,140086b090f49926d94a742391a1017d,2249110be6fec990d186e7d99bf88ad8564bdc662fc4ce34e288f305909d3f03,True,ctls,www.pon.harvard.edu,443,https://pon.harvard.edu:443,https,Sucuri/Cloudproxy,text/html,GET,192.124.249.56,/,-474074804,192.124.249.56,ZURB Foundation,1427,False,,,,,,https://www.pon.harvard.edu/,,,
pop.med.harvard.edu,Outlook Web App,200,82840,pop.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=email.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",email.med.harvard.edu,President and Fellows of Harvard College,newemail.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e277e34252bbad988db361a18f1a1138,bcb89177fa07ed896592ba2ca19efe1e279ca8abe29220db3076df6828780a6b,,ctls,pop.med.harvard.edu,443,https://pop.med.harvard.edu:443,https,Microsoft-IIS/8.5,text/html,GET,134.174.153.19,/,1055875026,134.174.153.19,Windows Server,1419,False,True,,,,,https://pop.med.harvard.edu/owa/auth/logon.aspx?url=https%3a%2f%2fpop.med.harvard.edu%2fowa%2f&reason=0,,,
portal.aws.dbmi-dev.hms.harvard.edu,DBMI Portal,200,17651,portal.aws.dbmi-dev.hms.harvard.edu,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=authentication.aws.dbmi-dev.hms.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",authentication.aws.dbmi-dev.hms.harvard.edu,President and Fellows of Harvard College,registration.aws.dbmi-dev.hms.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,24ee9cfa720540ef5150b6a21d359ccb,6ab79e041348d277d809588c5eb78b6500e4313bcdea6cebd90236d4cfb91952,,ctls,portal.aws.dbmi-dev.hms.harvard.edu,443,https://portal.aws.dbmi-dev.hms.harvard.edu:443,https,nginx/1.21.6,text/html,GET,3.221.4.158,/,-2130839555,44.212.151.162,Nginx:1.21.6,312,False,,,,,,,,,
portal.dbmi.hms.harvard.edu,DBMI Portal,200,17633,portal.dbmi.hms.harvard.edu,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=authentication.dbmi.hms.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",authentication.dbmi.hms.harvard.edu,President and Fellows of Harvard College,registration.dbmi.hms.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,4bf4e6df76b9f66db00b60985332d28f,86bdc5aa14af3880e3db6cdc071b744ab0265e83fc7528cb69314e88949e41e6,,ctls,portal.dbmi.hms.harvard.edu,443,https://portal.dbmi.hms.harvard.edu:443,https,nginx/1.21.6,text/html,GET,34.205.165.115,/,-2130839555,3.213.142.21,Nginx:1.21.6,312,False,,,,,,,,,
portal.hfc.harvard.edu,403 - Forbidden: Access is denied.,403,1233,portal.hfc.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=*.ungerboeck.com, O=Ungerboeck Systems International\, LLC, L=O'Fallon, ST=Missouri, C=US",*.ungerboeck.com,"Ungerboeck Systems International, LLC",*.ungerboeck.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c80c26a2e9dbf193cec9d6dc501dc576,9be401359e5552855dc397dad037266b650bc027208ae84484dba678840dc40a,True,ctls,portal.hfc.harvard.edu,443,https://portal.hfc.harvard.edu:443,https,,text/html,GET,52.4.214.101,/,1631801191,107.20.76.91,Microsoft ASP.NET,30,False,True,,,,,,,,
portal.hks.harvard.edu,,200,92,portal.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=hks.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hks.harvard.edu,President and Fellows of Harvard College,knet.hks.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1f1b75651660421c6ff875bfd947ac91,16619bf750e48c077dc0f5f9c4361f765604b9e7a3b647fb4022179891c05206,True,ctls,portal.hks.harvard.edu,443,https://portal.hks.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,20.75.233.61,/,1631801191,20.75.233.61,Windows Server,3,False,True,,,,,,,,
