new,host,a,cname,soa,has_internal_ips,internal_ips,status_code,cdn,cdn-name,mx,aaaa,ns,txt,caa,ptr
,sfp-128-103-220-220.harvard.edu,128.103.220.220,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-220-30.harvard.edu,128.103.220.30,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-10.harvard.edu,128.103.221.10,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-110.harvard.edu,128.103.221.110,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-120.harvard.edu,128.103.221.120,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-20.harvard.edu,128.103.221.20,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-200.harvard.edu,128.103.221.200,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-210.harvard.edu,128.103.221.210,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-221-30.harvard.edu,128.103.221.30,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-222-100.harvard.edu,128.103.222.100,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-222-120.harvard.edu,128.103.222.120,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-222-200.harvard.edu,128.103.222.200,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-222-210.harvard.edu,128.103.222.210,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-222-220.harvard.edu,128.103.222.220,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-222-30.harvard.edu,128.103.222.30,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-223-10.harvard.edu,128.103.223.10,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-223-100.harvard.edu,128.103.223.100,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-223-120.harvard.edu,128.103.223.120,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-223-200.harvard.edu,128.103.223.200,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfp-128-103-223-220.harvard.edu,128.103.223.220,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfs.law.harvard.edu,140.247.200.84,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sfsportal.harvard.edu,128.103.69.238,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sft.seas.harvard.edu,40.87.10.171,filetransfer.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,True,azure,,,,,,
,sftp-test.law.harvard.edu,140.247.200.95,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sftp.dce.harvard.edu,140.247.198.66,dcehbgw.dce.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sftp.hrapps.harvard.edu,10.137.137.231,"peoplesoft-scheduler.hrapps.harvard.edu, prcs1.prod.hrapps.harvard.edu","ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.137.231,NOERROR,,,,,,,,
,sftp.med.harvard.edu,134.174.149.194,itwvwebcp02.med.harvard.edu,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
,sftp.meei.harvard.edu,205.166.145.83,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,sftp.rmf.harvard.edu,52.86.191.212,,"barbara.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
,sg01.childrens.harvard.edu,,u1495396.wl147.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,mx.sendgrid.net,,,v=spf1 include:sendgrid.net ~all,,
,shadow.bwh.harvard.edu,134.174.248.175,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shafieelab.bwh.harvard.edu,170.223.191.141,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shanghai.mgh.harvard.edu,132.183.43.151,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,share.library.harvard.edu,147.135.81.23,harvard1.reclaimhosting.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,harvard1.reclaimhosting.com,,,v=spf1 a mx ip4:147.135.81.23 ~all,,
,share.med.harvard.edu,134.174.150.50,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,"gate5.med.harvard.edu, gate6.med.harvard.edu",,,,,
,share.medlab.harvard.edu,134.174.150.18,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,"gate5.med.harvard.edu, gate6.med.harvard.edu",,,,,
,share.rmf.harvard.edu,"104.18.97.81, 104.18.98.81",,"barbara.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,True,cloudflare,,,,,,
,sharefile.hsl.harvard.edu,128.103.138.107,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sharehost.hms.harvard.edu,134.174.159.103,dmzlb-vip.rc.hms.harvard.edu,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
,sharepoint.hms.harvard.edu,134.174.145.200,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
,sharepoint.med.harvard.edu,134.174.149.155,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,"gate6.med.harvard.edu, gate5.med.harvard.edu",,,,,
,sharepoint2.fas.harvard.edu,140.247.111.218,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sharepointapps.med.harvard.edu,134.174.149.155,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,"cdns1.med.harvard.edu, cdns2.med.harvard.edu, edns1.med.harvard.edu, edns2.med.harvard.edu",,,
,sharepointdev.mgh.harvard.edu,,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,sharepointtest.med.harvard.edu,134.174.149.182,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,sharp.bidmc.harvard.edu,134.174.104.228,,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,,,,,,,,
,shasta.cfa.harvard.edu,131.142.156.242,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,shaw.bwh.harvard.edu,134.174.9.111,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shawn.huit.harvard.edu,128.103.62.254,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sheep.bwh.harvard.edu,"134.174.53.86, 155.52.208.156",,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shell.dfci.harvard.edu,155.52.48.100,fizgig.dfci.harvard.edu,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shelley.harvard.edu,128.103.105.193,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,shelley.mgh.harvard.edu,185.166.146.203,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,sherman.mgh.harvard.edu,132.183.110.30,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shield.hms.harvard.edu,134.174.159.103,dmzlb-vip.rc.hms.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,shift.hks.harvard.edu,23.185.0.4,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,shine.sph.harvard.edu,23.185.0.3,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8000::3, 2620:12a:8001::3",,,,
,shirley.harvard.edu,128.103.105.120,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,shoestring.college.harvard.edu,,harvardpublisher-prod.modolabs.net,"ns-81.awsdns-10.com, hostmaster.modolabs.com",,,NOERROR,,,,,,,,
,shrine.catalyst.harvard.edu,134.174.150.56,orchestraweb.catalyst.harvard.edu,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,shrine.dfci.harvard.edu,155.52.48.198,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,shrine.hms.harvard.edu,134.174.145.119,itwwebh.med.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,shuttle.harvard.edu,"23.21.161.187, 108.162.194.219, 162.159.38.219, 172.64.34.219, 108.162.193.238, 172.64.33.238, 173.245.59.238","harvard.passiogo.com, passiogo.com","clara.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,"2606:4700:50::a29f:26db, 2803:f800:50::6ca2:c2db, 2a06:98c1:50::ac40:22db, 2606:4700:58::adf5:3bee, 2803:f800:50::6ca2:c1ee, 2a06:98c1:50::ac40:21ee","thomas.ns.cloudflare.com, clara.ns.cloudflare.com",,,
,sia.harvard.edu,"3.223.16.19, 52.20.205.111, 34.199.200.233",ess-prod.prod.diprod.huit.harvard.edu,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,sibelius.bwh.harvard.edu,172.22.231.184,,"ecorexns1.partners.org, domainadmin.partners.org",True,172.22.231.184,NOERROR,,,,,,,,
,sibelius.harvard.edu,128.103.92.77,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sici.hks.harvard.edu,23.185.0.3,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,"2620:12a:8001::3, 2620:12a:8000::3",,,,
,sid.dfci.harvard.edu,155.52.47.18,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,w0021387w.dfci.harvard.edu,,,,,
,sid.harvard.edu,140.247.115.104,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,"a1-171.akam.net, a10-66.akam.net, a11-67.akam.net, a6-66.akam.net, a7-65.akam.net, a16-64.akam.net",,,
,sid.hmdc.harvard.edu,,,"ns-89.awsdns-11.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,"mxb.mailgun.org, mxa.mailgun.org",,"ns-1400.awsdns-47.org, ns-1895.awsdns-44.co.uk, ns-89.awsdns-11.com, ns-991.awsdns-59.net",v=spf1 include:mailgun.org ~all,,
,side.tch.harvard.edu,10.1.102.37,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.1.102.37,NOERROR,,,,,,,,
,sierra.harvard.edu,128.103.105.147,sger12.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,signage.med.harvard.edu,134.174.149.140,itwvaxisp01.med.harvard.edu,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
,signin.hbsp.harvard.edu,"18.161.97.12, 18.161.97.120, 18.161.97.3, 18.161.97.83",hbsp.harvard.edu,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",,,NOERROR,True,cloudfront,"mxa-00044a01.gslb.pphosted.com, mxb-00044a01.gslb.pphosted.com",,"ns-1356.awsdns-41.org, ns-1948.awsdns-51.co.uk, ns-201.awsdns-25.com, ns-620.awsdns-13.net","Iqejb5kvxVrzGk81/iZO54H3WuBWyTo/uD7B6TAkl1pr33mcOmK0O2xb1x5b9T2Nl22BssU/UsCRaabNb8hWlQ==, MS=ms20977590, atlassian-domain-verification=5VnB9cXf8cZ+rqMksjlq1KyEzUSjGsBJ5irmtvOZtpwtq6AsKSs+jGHcKUhotODA, ciscocidomainverification=75b307d4f78eb3ac14919fc1bf12257c686ab87161ff290160875b778581546, docusign=a1f0c81a-468c-411b-9870-e7fb0da5c82f, knowbe4-site-verification=e721c2a6c466f042dd1005ba69a57c09, m699vbpan7kdoitobogsq38e1k, mhhfqp2etccbqmbu7pkoq08u0n, onetrust-domain-verification=656a103f7da1496283549d12c9656fdb, seh3q1rpvadu98fpk213q7htq2, smartsheet-site-validation=USA87y0CzxuTSUCWZ-QzRd6cTIPKz2ZN, ulbvk2dgm0qa1l42psr19bhvmc, v=spf1 ip4:74.125.148.0/22 ip4:52.20.29.3 include:spf.protection.outlook.com include:mail.zendesk.com include:mktomail.com ~all, webexdomainverification.4C675B8B1892B136E053AB06FC0A3F65=0d523378-22ea-4f16-8e01-2b7b333134aa","mailto:hostmaster@harvardbusiness.org, sectigo.com",
,signoff.dev.fas.harvard.edu,140.247.34.38,departments.dev.fas.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,signup.carra.childrens.harvard.edu,18.219.85.175,,"ndcnetnse1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,signup.carraqc.childrens.harvard.edu,18.219.50.227,,"ndcnetnse1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
,signup.gse.harvard.edu,"3.126.202.50, 3.69.136.55, 205.251.197.185",unbouncepages.com,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-1575.awsdns-04.co.uk, ns-1465.awsdns-55.org, ns-362.awsdns-45.com, ns-748.awsdns-29.net",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"comodoca.com, letsencrypt.org, amazon.com, globalsign.com",
,sigs.harvard.edu,207.171.2.237,harvard.omnimagnet.com,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",,,NOERROR,,,,,,,,
,silver.med.harvard.edu,"198.49.23.144, 198.49.23.145, 198.185.159.144, 198.185.159.145",ext-cust.squarespace.com,"dns1.p06.nsone.net, dns-admin.squarespace.com",,,NOERROR,,,,,,,,
,silver.tch.harvard.edu,10.32.88.204,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.32.88.204,NOERROR,,,,,,,,
,simbad.harvard.edu,131.142.198.215,slimbad.cfa.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,simon.lib.harvard.edu,128.103.147.140,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,simulation.hms.harvard.edu,134.174.159.103,dmzlb-vip.rc.hms.harvard.edu,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
,simulations.hbsp.harvard.edu,"13.32.27.114, 13.32.27.110, 13.32.27.91, 13.32.27.92",hbsp.harvard.edu,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",,,NOERROR,True,cloudfront,"mxa-00044a01.gslb.pphosted.com, mxb-00044a01.gslb.pphosted.com",,"ns-1356.awsdns-41.org, ns-1948.awsdns-51.co.uk, ns-201.awsdns-25.com, ns-620.awsdns-13.net","Iqejb5kvxVrzGk81/iZO54H3WuBWyTo/uD7B6TAkl1pr33mcOmK0O2xb1x5b9T2Nl22BssU/UsCRaabNb8hWlQ==, MS=ms20977590, atlassian-domain-verification=5VnB9cXf8cZ+rqMksjlq1KyEzUSjGsBJ5irmtvOZtpwtq6AsKSs+jGHcKUhotODA, ciscocidomainverification=75b307d4f78eb3ac14919fc1bf12257c686ab87161ff290160875b778581546, docusign=a1f0c81a-468c-411b-9870-e7fb0da5c82f, knowbe4-site-verification=e721c2a6c466f042dd1005ba69a57c09, m699vbpan7kdoitobogsq38e1k, mhhfqp2etccbqmbu7pkoq08u0n, onetrust-domain-verification=656a103f7da1496283549d12c9656fdb, seh3q1rpvadu98fpk213q7htq2, smartsheet-site-validation=USA87y0CzxuTSUCWZ-QzRd6cTIPKz2ZN, ulbvk2dgm0qa1l42psr19bhvmc, v=spf1 ip4:74.125.148.0/22 ip4:52.20.29.3 include:spf.protection.outlook.com include:mail.zendesk.com include:mktomail.com ~all, webexdomainverification.4C675B8B1892B136E053AB06FC0A3F65=0d523378-22ea-4f16-8e01-2b7b333134aa","mailto:hostmaster@harvardbusiness.org, sectigo.com",
,singapore.mgh.harvard.edu,132.183.55.180,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,sip.bwh.harvard.edu,52.112.196.46,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,,,,,
,sip.dfci.harvard.edu,,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:2::b,,,,
,sip.gsd.harvard.edu,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.gse.harvard.edu,52.112.196.46,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:2::b,,,,
,sip.hbsp.harvard.edu,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,
,sip.hms.harvard.edu,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.hsdm.harvard.edu,52.112.192.139,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.hsph.harvard.edu,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:3::b,,,,
,sip.itatti.harvard.edu,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.law.harvard.edu,,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,
,sip.mcb.harvard.edu,52.112.65.75,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,"2603:1037:0:7::b, 2603:1037:0:c::f, 2603:1037:0:15::c, 2603:1037::b, 2603:1037:0:5::b, 2603:1037:0:a::b, 2603:1037:0:b::b, 2603:1037:0:2::b",,,,
,sip.med.harvard.edu,52.112.192.11,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.mgh.harvard.edu,52.112.192.139,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.rmf.harvard.edu,52.112.196.46,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.seas.harvard.edu,52.112.193.13,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,2603:1027:0:48::20,,,,
,sip.university.harvard.edu,128.103.95.51,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sip.wjh.harvard.edu,52.112.67.51,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,"2603:1037:0:a::b, 2603:1037:0:2::b, 2603:1037:0:7::b, 2603:1037::b, 2603:1037:0:c::f, 2603:1037:0:5::b, 2603:1037:0:15::c, 2603:1037:0:d::f",,,,
,sip.wyss.harvard.edu,52.112.64.140,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,"2603:1037:0:c::f, 2603:1037::b, 2603:1037:0:7::b, 2603:1037:0:2::b, 2603:1037:0:5::b, 2603:1037:0:a::b, 2603:1037:0:15::c, 2603:1037:0:6::b",,,,
,siren.fas.harvard.edu,140.247.195.212,siren.unix.fas.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sis.ws.ats.cloud.huit.harvard.edu,"10.137.51.47, 10.137.50.153",,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",True,"10.137.51.47, 10.137.50.153",NOERROR,,,,,,,,
,sis.ws.dev.ats.cloud.huit.harvard.edu,"10.138.34.49, 10.138.35.216",,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",True,"10.138.34.49, 10.138.35.216",NOERROR,,,,,,,,
,sis.ws.test.ats.cloud.huit.harvard.edu,"10.138.34.88, 10.138.35.47",,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",True,"10.138.34.88, 10.138.35.47",NOERROR,,,,,,,,
,sites.gsd.harvard.edu,"141.193.213.20, 141.193.213.21",i5isj37lqwiv.wpeproxy.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
,sites.gse.harvard.edu,128.103.247.151,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sites.harvard.edu,"52.202.246.166, 3.215.150.64","c14694.campuspress.com, cloudflare-resolve-to.c14694.campuspress.com, harvard.us-east-1.lb.campuspress.com, produ-loadb-uqhly5yu8f4z-a3663446a8cdb9c0.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,sites.hks.harvard.edu,20.75.233.62,"redirect.hks.harvard.edu, redirect.hks.azure.huit.harvard.edu","ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,,,,,,,,
,sites.itatti.harvard.edu,54.246.86.253,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sjc.cfa.harvard.edu,131.142.156.91,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,skopeo.cfa.harvard.edu,131.142.56.162,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,skrifa.mcz.harvard.edu,140.247.151.193,skrifa.rc.fas.harvard.edu,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,skynet.itsec.harvard.edu,140.247.65.27,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,skywalker.mgh.harvard.edu,132.183.55.105,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,slag.cadm.harvard.edu,128.103.60.104,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,slash.law.harvard.edu,128.103.64.75,anya.law.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,slavic.fas.harvard.edu,"84.53.177.19, 92.123.101.210","edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,,,,,,,,
,sloth.harvard.edu,140.247.28.30,sloth.stat.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,slsmac10.harvard.edu,128.103.99.120,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,slsiris.harvard.edu,,,,,
,slsmac20.harvard.edu,128.103.99.140,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,sm.mgh.harvard.edu,170.223.178.102,erisweb2.partners.org,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,smallmoleculelims1.rc.fas.harvard.edu,140.247.151.187,,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
,smart.fas.harvard.edu,"44.216.28.13, 3.225.151.27",smart-lb-pub-prod.ats.cloud.huit.harvard.edu,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
,smartsheet.hks.harvard.edu,"3.233.195.235, 107.20.24.173, 3.228.48.97",sso.smartsheet.com,"ns-919.awsdns-50.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,"ns-919.awsdns-50.net, ns-1242.awsdns-27.org, ns-1588.awsdns-06.co.uk, ns-490.awsdns-61.com",,,
,smeagol.cfa.harvard.edu,131.142.15.249,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smetrics.hbsp.harvard.edu,"63.140.62.160, 63.140.62.164, 63.140.62.135",hbsp.harvard.edu.ssl.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",,,NOERROR,,,,,"ns204.adobe.net, ns206.adobe.net, ns401.adobe.net, ns402.adobe.net, ns403.adobe.net, ns404.adobe.net, ns203.adobe.net, ns202.adobe.net, ns201.adobe.net, ns205.adobe.net",,digicert.com,
,smithpavilioncms.campusservices.harvard.edu,"10.39.130.50, 10.39.131.62, 10.39.130.175",internal-wwallprod-prod-app-cms-alb-655927815.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.39.130.50, 10.39.131.62, 10.39.130.175",NOERROR,,,,,,,,
,smithpavilionmgmt.campusservices.harvard.edu,"10.39.130.110, 10.39.131.83, 10.39.130.169",internal-wwallprod-prod-mgt-mgt-alb-914147773.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.39.130.110, 10.39.131.83, 10.39.130.169",NOERROR,,,,,,,,
,smtp-mx01.jbcc.harvard.edu,134.174.10.25,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,v=spf1 a mx ip4:134.174.10.25 -all,,
,smtp-outbound.seas.harvard.edu,140.247.173.55,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smtp.arp.harvard.edu,140.247.179.71,endymion.arp.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smtp.bwh.harvard.edu,134.174.9.75,maildrop.bwh.harvard.edu,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
,smtp.cfa.harvard.edu,131.142.21.50,saturn.cfa.harvard.edu,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smtp.cyber.harvard.edu,128.103.64.104,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smtp.fas.harvard.edu,128.103.26.13,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smtp.gsd.harvard.edu,128.103.174.15,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
,smtp.hcs.harvard.edu,3.211.240.151,mail.hcs.harvard.edu,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,2600:1f18:4055::10,,,,
,smtp.hks.harvard.edu,128.103.253.49,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
