new,host,ttl,a,cname,soa,status_code,ns,txt,cdn,cdn-name,aaaa,mx
,imdb-ui-resume.dev.imdb.com,900,"52.208.237.102, 52.214.16.67, 52.31.85.19","midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com, midway-gateway-4-us-east-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns1.amzndns.org, ns1.amzndns.co.uk, ns2.amzndns.net, ns1.amzndns.net, ns2.amzndns.co.uk, ns2.amzndns.org, ns1.amzndns.com, ns2.amzndns.com",,,,,
,imdb-ui-resume.imdb.com,900,"52.204.134.94, 52.22.48.52, 35.169.193.12","midway-gateway-1.aea.amazon.com, midway-gateway-1-us-east-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,indie.imdb.com,10800,52.94.237.74,"vacobranding.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,insights.imdb.com,689,,,"{'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,
,insights.preprod.imdb.com,900,,,"{'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,
,italian.imdb.com,10800,"52.94.237.74, 205.251.193.108, 205.251.195.202, 205.251.197.152, 205.251.198.135","vacobranding.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1432.awsdns-51.org, ns-1671.awsdns-16.co.uk, ns-364.awsdns-45.com, ns-970.awsdns-57.net",52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,italy.imdb.com,9219,52.94.225.248,"italian.imdb.com, vacobranding.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1432.awsdns-51.org, ns-1671.awsdns-16.co.uk, ns-364.awsdns-45.com, ns-970.awsdns-57.net",52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,kids.imdb.com,10800,"52.94.228.167, 205.251.193.108, 205.251.195.202, 205.251.197.152, 205.251.198.135","us.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1432.awsdns-51.org, ns-1671.awsdns-16.co.uk, ns-364.awsdns-45.com, ns-970.awsdns-57.net",52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,labs.imdb.com,900,"52.94.228.167, 205.251.193.108, 205.251.198.135",us.dd.imdb.com,"{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1432.awsdns-51.org, ns-970.awsdns-57.net, ns-364.awsdns-45.com, ns-1671.awsdns-16.co.uk",,,,2600:9000:5306:8700::1,
,m.imdb.com,725,143.204.97.73,"tp.3fadf2433-frontier.imdb.com, d3gjquesl1z4gy.cloudfront.net","{'name': 'd3gjquesl1z4gy.cloudfront.net', 'ns': 'ns-2007.awsdns-58.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3gjquesl1z4gy.cloudfront.net', 'ns': 'ns-2007.awsdns-58.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3gjquesl1z4gy.cloudfront.net', 'ns': 'ns-2007.awsdns-58.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3gjquesl1z4gy.cloudfront.net', 'ns': 'ns-2007.awsdns-58.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1417.awsdns-49.org, ns-2007.awsdns-58.co.uk, ns-563.awsdns-06.net, ns-72.awsdns-09.com",,True,cloudfront,,
,maguire-beta.imdb.com,900,,"midway-gateway-2-1.aea.amazon.com, midway-gateway-2-1.eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,maguire.imdb.com,900,"52.51.14.109, 54.171.28.3, 52.31.121.0","midway-gateway-2-3.aea.amazon.com, midway-gateway-2-3.eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,mexico.imdb.com,10800,52.94.237.74,"us.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-364.awsdns-45.com, ns-970.awsdns-57.net, ns-1432.awsdns-51.org, ns-1671.awsdns-16.co.uk",52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,mgm.imdb.com,10800,52.94.228.167,"us.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns1.amzndns.org, ns1.amzndns.co.uk, ns2.amzndns.net, ns1.amzndns.net, ns2.amzndns.co.uk, ns2.amzndns.org, ns1.amzndns.com, ns2.amzndns.com, ns-364.awsdns-45.com, ns-970.awsdns-57.net, ns-1432.awsdns-51.org, ns-1671.awsdns-16.co.uk",52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,movielink.imdb.com,3600,52.94.225.248,"us.imdb.com, us.dd.imdb.com","{'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us.dd.imdb.com', 'ns': 'ns-1671.awsdns-16.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1432.awsdns-51.org, ns-1671.awsdns-16.co.uk, ns-364.awsdns-45.com, ns-970.awsdns-57.net",52.94.228.167c33e1 52.94.237.74c33e1 52.94.225.248c33e1 n1,,,,
,mta.news.imdb.com,900,,,"{'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,
,news.imdb.com,691,,,"{'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,"spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,,,reply-mx.s4.exacttarget.com
,newsdesk-admin-beta.imdb.com,900,"52.49.134.185, 52.208.221.150, 52.49.152.239","midway-gateway-2-1.aea.amazon.com, midway-gateway-2-1.eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,ns-2.imdb.com,900,,,"{'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'imdb.com', 'ns': 'dns-external-master.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 200910339, 'refresh': 600, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,
,odm-beta-spof.imdb.com,900,,"midway-gateway-2-4.aea.amazon.com, midway-gateway-2-4.eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,odm-beta.imdb.com,900,"52.31.121.0, 54.171.28.3, 52.51.14.109","midway-gateway-2-3.aea.amazon.com, midway-gateway-2-3.eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,odm-spof.imdb.com,900,"34.251.240.101, 52.210.234.226, 54.171.172.128","midway-gateway-2-4.aea.amazon.com, midway-gateway-2-4.eu-west-1.aea.amazon.com, midway-gateway-2-4.us-east-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,odm.imdb.com,900,"52.208.221.150, 52.49.152.239, 52.49.134.185","midway-gateway-2-1.aea.amazon.com, midway-gateway-2-1.eu-west-1.aea.amazon.com","{'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'aea.amazon.com', 'ns': 'ns-1117.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,
,opf-m.imdb.com,60,52.94.228.187,,"{'name': 'opf-m.imdb.com', 'ns': 'ns-923.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 1728991978, 'refresh': 3600, 'retry': 900, 'expire': 7776000, 'minttl': 60}, {'name': 'opf-m.imdb.com', 'ns': 'ns-923.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 1728991978, 'refresh': 3600, 'retry': 900, 'expire': 7776000, 'minttl': 60}, {'name': 'opf-m.imdb.com', 'ns': 'ns-931.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 1728991946, 'refresh': 3600, 'retry': 900, 'expire': 7776000, 'minttl': 60}, {'name': 'opf-m.imdb.com', 'ns': 'ns-911.amazon.com', 'mailbox': 'root.amazon.com', 'serial': 1728991955, 'refresh': 3600, 'retry': 900, 'expire': 7776000, 'minttl': 60}",NOERROR,ns-911.amazon.com,,,,,
,origin-help.imdb.com,180,"54.239.17.255, 52.94.238.188, 52.94.235.171",,"{'name': 'origin-help.imdb.com', 'ns': 'ns-1675.awsdns-17.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'origin-help.imdb.com', 'ns': 'ns-1675.awsdns-17.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'origin-help.imdb.com', 'ns': 'ns-1675.awsdns-17.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1485.awsdns-57.org, ns-62.awsdns-07.com, ns-1675.awsdns-17.co.uk, ns-683.awsdns-21.net",,,,,
