input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_expired,tech_,cdn_name,cdn,final_url,csp_domains_,tls_wildcard_certificate
stage.dv.ptt.walmart.com,Request Rejected,444,247,stage.dv.ptt.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,stage.dv.ptt.walmart.com,443,https://stage.dv.ptt.walmart.com:443,https,cloudflare,text/html,GET,104.18.37.104,/,-1880936843,172.64.150.152,1,False,,Cloudflare Bot Management,cloudflare,True,,,
stage.vaccine-manager.walmart.com,Error,503,174,stage.vaccine-manager.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,stage.vaccine-manager.walmart.com,443,https://stage.vaccine-manager.walmart.com:443,https,AkamaiGHost,text/html,GET,2.16.187.9,/,301174005,2.16.187.115,5,False,,,,,,,
stamps.walmart.com,Walmart.com | Save Money. Live Better,200,163181,www.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T18:32:20Z,2024-04-02T18:32:19Z,"CN=www.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",www.walmart.com,Walmart Inc.,walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,2d3680c6dcc7e5be90c4f983c7e585de,345494c2c039706df849df11e108619f0ea1597c85643f27cc060c0891ebfb0f,ctls,www.walmart.com,80,http://stamps.walmart.com:80,http,,text/html,GET,85.31.0.49,/,12003995,85.31.0.49,1,False,,React,,,https://www.walmart.com,adclick.g.doubleclick.net,
status.walmart.com,,200,1330,dws.workspaceoneaccess.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.workspaceoneaccess.com, O=VMware\, Inc., L=Palo Alto, ST=California, C=US",*.workspaceoneaccess.com,"VMware, Inc.",workspaceoneaccess.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2c3d7bd7f3391cf7de47afea4cde7d6b,2cd39e7a7c2199b4a2d0808bc7e6a551d7bbb3555d375e501fb628321de220eb,ctls,dws.workspaceoneaccess.com,443,https://status.walmart.com:443,https,http,text/html,GET,172.64.150.152,/,-1840324437,104.18.37.104,28,False,,HSTS,cloudflare,True,https://dws.workspaceoneaccess.com/SAAS/auth/login?dest=https://dws.workspaceoneaccess.com/SAAS/API/1.0/GET/apps/launch/app/6f58601f-ca88-4148-a02f-f3095e8c93c3?appLaunchId=_7da2456bd90ef3e2a18dc2a7ff141b4f&resourceUuid=6f58601f-ca88-4148-a02f-f3095e8c93c3&returnFailureResponse=true,https:,True
stg-status.walmart.com,,526,,stg-status.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,stg-status.walmart.com,443,https://stg-status.walmart.com:443,https,cloudflare,,GET,172.64.150.152,/,-1840324437,104.18.37.104,1,False,,Cloudflare Bot Management,cloudflare,True,,,
stg.deliverytracking.walmart.com,Delivery Tracking,200,34569,stg.deliverytracking.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,stg.deliverytracking.walmart.com,80,http://stg.deliverytracking.walmart.com:80,http,cloudflare,text/html,GET,104.18.37.104,/,251727553,172.64.150.152,2,False,,Envoy,cloudflare,True,https://stg.deliverytracking.walmart.com/,,
stg.mp-dispute.catdev.walmart.com,Request Rejected,444,381,stg.mp-dispute.catdev.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-16T05:54:15Z,2024-06-16T05:54:14Z,"CN=stg.mp-dispute.catdev.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",stg.mp-dispute.catdev.walmart.com,Walmart Inc.,app-server.stg.mp-dispute.catdev.prod.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,13092914b850fd55f0b5fde882931c4d,c1c75228385c559e60396e4d6140ca492e5a49619acfcb98b80f3dfba3187b2d,ctls,stg.mp-dispute.catdev.walmart.com,443,https://stg.mp-dispute.catdev.walmart.com:443,https,,,GET,161.165.150.249,/,292484651,161.165.150.249,12,False,,,,,,,
stg.mpmantle.catdev.walmart.com,Request Rejected,444,381,stg.mpmantle.catdev.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-05T16:40:55Z,2023-11-06T16:40:54Z,"CN=stg.mpmantle.catdev.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",stg.mpmantle.catdev.walmart.com,Walmart Inc.,stg.mpmantle.catdev.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,654aa08c35f52a62c13d933d0f39b24a,ca2038118af49db282c3aaa5d9761fdb7aea9176b2b106a7ced96c29bcab50c5,ctls,stg.mpmantle.catdev.walmart.com,443,https://stg.mpmantle.catdev.walmart.com:443,https,,,GET,161.165.150.195,/,292484651,161.165.150.195,12,False,,,,,,,
stg.stride.walmart.com,GSCOPE,200,3032,stg.stride.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T17:12:58Z,2024-08-12T17:12:57Z,"CN=fa-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-nonprod.walmart.com,Walmart Inc.,edu-stage.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e99c24712e50be347a5aacaf1070bfa,80d9a38863f3ccc30d64a6854371b7a7898d2e99adef380087d8307fa49992bc,ctls,stg.stride.walmart.com,443,https://stg.stride.walmart.com:443,https,,text/html,GET,151.101.2.132,/,1070748564,151.101.194.132,4,False,,Varnish,fastly,True,,,
stg.uno.walmart.com,Error,503,174,stg.uno.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-03T08:48:02Z,2024-03-06T08:48:01Z,"CN=nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",nonprod.walmart.com,Walmart Inc.,www-teflon.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1fa8295498fd2b223e4bdc70e7750e43,3b495b5bf0bddf3c33c9948b1b736730c0ab68b874f684d182dfb43a9957bd86,ctls,stg.uno.walmart.com,443,https://stg.uno.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.131.110,/,506352909,23.197.131.110,5,False,,,,,,,
stg.wmfedaccess.walmart.com,Error,503,174,stg.wmfedaccess.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,stg.wmfedaccess.walmart.com,443,https://stg.wmfedaccess.walmart.com:443,https,AkamaiGHost,text/html,GET,2.16.187.9,/,373411776,2.16.187.115,5,False,,,,,,,
stg2.mpmantle.catdev.walmart.com,Request Rejected,444,381,stg2.mpmantle.catdev.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-11T16:01:27Z,2023-09-12T16:01:26Z,"CN=stg2.mpmantle.catdev.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",stg2.mpmantle.catdev.walmart.com,Walmart Inc.,stg2.mpmantle.catdev.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4bbb06167c26ce9183389d3bdd4ead18,d243ae59d93c446f2243e1355ce680c250be1a8e61d9d9d4f2fe52b01ce30c63,ctls,stg2.mpmantle.catdev.walmart.com,443,https://stg2.mpmantle.catdev.walmart.com:443,https,,,GET,161.170.230.208,/,292484651,161.170.230.208,12,False,,,,,,,
stories.walmart.com,404 ~ Page Not Found,404,458,stories.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-18T00:00:00Z,2024-08-15T23:59:59Z,CN=*.ugc.bazaarvoice.com,*.ugc.bazaarvoice.com,,*.reviews.bazaarvoice.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d7aeaf5fa8307a3f9bee79211ad74b72,2701c98708a65c9664a806f012bd7a1613cbeabab438ef9b28d621b39e48d676,ctls,stories.walmart.com,443,https://stories.walmart.com:443,https,nginx,text/html,GET,18.66.147.35,/,619682541,2600:9000:225e:6c00:14:ce38:2780:93a1,20,False,,Nginx,cloudfront,True,,,True
stride.walmart.com,GSCOPE,200,2131,stride.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-16T09:11:40Z,2024-07-17T09:11:39Z,"CN=ak-prod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod3.walmart.com,Walmart Inc.,et.prod.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,26963ac783645ac212751e642756af0e,812b502b0d3bf683f6f45e10b69e251ee6156801c9f5f10bd5375b7dfb376a88,ctls,stride.walmart.com,443,https://stride.walmart.com:443,https,,text/html,GET,2.23.209.175,/,-310325844,2.23.209.161,4,False,,Envoy,,,,,
supplier.walmart.com,Walmart Supplier Center,200,55826,supplier.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,supplier.walmart.com,443,https://supplier.walmart.com:443,https,,text/html,GET,23.197.132.23,/,12003995,23.197.132.23,2,False,,HSTS,,,,fonts.googleapis.com,
supplierhelp.walmart.com,Partner Help,200,145621,supplierhelp.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-28T05:06:01Z,2023-12-30T05:06:00Z,"CN=supplierhelp.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",supplierhelp.walmart.com,Walmart Inc.,supplierhelp.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8ee380113ce5636e03d62153b113cb5c,f54acad38df61a69bedb51fad49ba743544353302ac4cf0590b685d810eba041,ctls,supplierhelp.walmart.com,80,http://supplierhelp.walmart.com:80,http,sfdcedge,text/html,GET,85.222.140.13,/,1433417005,85.222.140.11,404,False,,HSTS,,,https://supplierhelp.walmart.com/s/,,
survey.walmart.com,Survey,200,50318,survey.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-27T17:11:43Z,2024-04-27T17:11:42Z,"CN=survey.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",survey.walmart.com,Walmart Inc.,www.entry.survey.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,809e56dd912d6616a221e1f58693ddd4,780a32e0a5c94c70575c6b50ff8910353e4bb6b1eb441fff613d26dadd69c82c,ctls,survey.walmart.com,443,https://survey.walmart.com:443,https,,text/html,GET,199.102.178.208,/,-160425702,199.102.178.208,131,False,,,,,https://survey.walmart.com/?walmart-store&list=1,,
surveysays.walmart.com,,526,,surveysays.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-05T19:42:27Z,2024-05-06T19:42:26Z,"CN=cf-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-prod.walmart.com,Walmart Inc.,deliverytracking.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3b0cebb4cd88bc747be4e1cefd34a882,017a39a7a0f71fdaec8b4151971d8b443ca827e7813c2caa5f0fd9853bf6e8a7,ctls,surveysays.walmart.com,80,http://surveysays.walmart.com:80,http,cloudflare,,GET,104.18.37.104,/,-1840324437,172.64.150.152,1,False,,Cloudflare Bot Management,cloudflare,True,https://surveysays.walmart.com/,,
svipreg.walmart.com,Sign in,200,8323,pfedprod.wal-mart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T14:03:13Z,2023-10-22T14:03:12Z,"CN=pfedprod.wal-mart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",pfedprod.wal-mart.com,Walmart Inc.,pfedprod.mywalmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9b6528c066dbc70a770bf2b5efb763ef,67e3b49184a5f085aa5aba1521a33209fe004578d64cbb1073e0e212c4230498,ctls,pfedprod.wal-mart.com,443,https://svipreg.walmart.com:443,https,,text/html,GET,172.64.150.152,/,-1840324437,104.18.37.104,235,False,,,cloudflare,True,https://pfedprod.wal-mart.com/as/authorization.oauth2?response_type=code&code_challenge=_Ti7P4HuZYFcGxCUvi3PIyps0FfWxrLqufE8aiNBogI&code_challenge_method=S256&client_id=PA_RIFSVIP&redirect_uri=https%3A%2F%2Fsvipreg.walmart.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiX3p4TzUtZXlHV1F6M29NYWdpcURFcDRMLWprIiwic3VmZml4IjoiMjY4OEdaLjE2ODk5MTExMjIifQ..q3q7Ye4QS2E6nbYx0TE8pw.Dx6ixN6sLcTQLut2eNnmFJqiPiv0cpxSUZwKugBWshUO8COgsxaWCYqMghRl6QRGDq27uXABngV52CqW654CeuDBSKKrRiFtAf1mJI1hO64YTNeQIE85Ausl6ZIGQpHiTYk6ic6u_eEJejINsNw3dA.xuaPXdwsxJhClEyDbcR8Yg&nonce=rqxUvmBhvsfduN9AgzimpoHz912DixEmCFx7rZHspCM&scope=openid%20profile%20address%20email%20phone&vnd_pi_requested_resource=https%3A%2F%2Fsvipreg.walmart.com%2F&vnd_pi_application_name=F5+-+Svipreg+External,,
swift.walmart.com,,403,41,swift.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-01T20:16:09Z,2024-03-04T20:16:08Z,"CN=ak-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod.walmart.com,Walmart Inc.,a.polymorph.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8239b4d69d71ea6b5146890509b174c3,43dc0b84006a61a93dbda1543ae765ade4230ecbcede24fbdf31f626b52b2dab,ctls,swift.walmart.com,443,https://swift.walmart.com:443,https,,text/plain,GET,23.197.134.90,/,1390603384,23.197.134.90,1,False,,,,,,,
tap.walmart.com,Access Denied,403,264,tap.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,tap.walmart.com,443,https://tap.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.132.23,/,600490539,23.197.132.23,10,False,,,,,,,
tasks.walmart.com,,526,,tasks.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-20T18:27:20Z,2024-08-20T18:27:19Z,"CN=cf-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-prod2.walmart.com,Walmart Inc.,comunidadspark.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c14d75ce99c8861304471c9d00fd941,5e326ac41814c435edc5f642f13c64a0a9239ac5e4cb1635ce43de5802e0fd86,ctls,tasks.walmart.com,443,https://tasks.walmart.com:443,https,cloudflare,,GET,172.64.150.152,/,-1840324437,104.18.37.104,1,False,,Cloudflare Bot Management,cloudflare,True,,,
tech.walmart.com,Reimagining retail solutions - Walmart Global Tech,200,95077,tech.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-21T20:04:58Z,2024-07-22T20:04:57Z,"CN=ak-one.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-one.walmart.com,Walmart Inc.,www.walmartmexico.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3609523d59f6172b71044cc839ce5c27,6b6ef3e23db9a90bd45b41ee87d5742bfa4d2e3cd0a07b02bde8efd296c04a1d,ctls,tech.walmart.com,443,https://tech.walmart.com:443,https,,text/html,GET,23.56.206.208,/,-668217184,23.56.206.208,707,False,,ZURB Foundation,,,https://tech.walmart.com/content/walmart-global-tech/en_us.html,,
testmobile.walmart.com,Invalid URL,400,209,testmobile.walmart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,2022-10-26T14:14:50Z,2023-11-27T14:14:49Z,"CN=mobile.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",mobile.walmart.com,Walmart Inc.,dfw-search-stg2.mobile.walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,f68fe77128f89ed81dbbcf3c467838b3,bdd3e5144b5f47a1e36efafdaf6274d1c1cc5e81fb06b770cd0c1d336fa31d07,ctls,testmobile.walmart.com,443,https://testmobile.walmart.com:443,https,AkamaiGHost,text/html,GET,104.122.36.245,/,1910987704,104.122.36.245,8,False,,,,,,,
tlstest.walmart.com,Error,503,176,tlstest.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-13T19:58:42Z,2024-07-14T19:58:41Z,"CN=nonprod.wal.co, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",nonprod.wal.co,Walmart Inc.,zy.cdnlog.qa.wal.co,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2e469f02e88af36bd00b5b12343b6033,864ecbca69351461fe842e6064c5461b06f0e9774a8340804296248a0ade2cdf,ctls,tlstest.walmart.com,443,https://tlstest.walmart.com:443,https,AkamaiGHost,text/html,GET,23.67.143.240,/,-972847793,23.67.143.240,5,False,,,,,,,
tracking.walmart.com,Error Page,404,9034,tracking.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-23T21:10:16Z,2023-12-25T21:10:15Z,"CN=ak-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod2.walmart.com,Walmart Inc.,abss.supplier.wal-mart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c6fbcf30b95e8e36edfed4ebeb0859a,4f0ad27b92eae041023b452576fdd85b58457667a4e9e08ee39d3fd06d98880e,ctls,tracking.walmart.com,443,https://tracking.walmart.com:443,https,,text/html,GET,104.73.226.133,/,2005955360,104.73.226.133,6,False,,Envoy,,,,,
transition.walmart.com,401 Not Authorized,401,6416,transition.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-23T21:10:16Z,2023-12-25T21:10:15Z,"CN=ak-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod2.walmart.com,Walmart Inc.,abss.supplier.wal-mart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c6fbcf30b95e8e36edfed4ebeb0859a,4f0ad27b92eae041023b452576fdd85b58457667a4e9e08ee39d3fd06d98880e,ctls,transition.walmart.com,443,https://transition.walmart.com:443,https,,text/html,GET,104.73.226.133,/,656572468,104.73.226.133,37,False,,ZURB Foundation,,,https://transition.walmart.com/content/usone/en_us/next.html,,
ulearn-int.stg.walmart.com,,200,6,ulearn-int.stg.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-03T17:39:14Z,2023-11-04T17:39:13Z,"CN=ak-nonprod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod2.walmart.com,Walmart Inc.,stage.walmarthealth.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3465d0d56c14df6bb948e171830b524a,0d951c09e3e05b57612ce1e4b51c0283defe1fb06a913dfa27a38d3cd6206212,ctls,ulearn-int.stg.walmart.com,443,https://ulearn-int.stg.walmart.com:443,https,,text/html,GET,23.197.137.149,/,-289837669,23.197.137.149,1,False,,,,,,,
vendor.cca.uno.walmart.com,Error: 521,521,188,vendor.cca.uno.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,vendor.cca.uno.walmart.com,443,https://vendor.cca.uno.walmart.com:443,https,,text/html,GET,23.197.132.23,/,675039601,2a02:26f0:480:98c::1d4f,2,False,,,,,,,
view.comms.walmart.com,Error,200,932,view.comms.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-31T00:00:00Z,2024-06-30T23:59:59Z,"CN=view.comms.walmart.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",view.comms.walmart.com,"Salesforce.com, Inc.",view.comms.walmart.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,973092dcc9d709529549f8bc8e96e1f0,cc37e93c40c03cdb7029fbb73daa1bb259fa8bd5106428dcf39ba47696a1bfb0,ctls,view.comms.walmart.com,443,https://view.comms.walmart.com:443,https,,text/html,GET,13.111.152.219,/,1631801191,13.111.152.219,28,False,,HSTS,,,https://view.comms.walmart.com/Error.aspx,,
visit-api-qa.walmart.com,Your Azure Function App is up and running.,200,144909,visit-api-qa.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,visit-api-qa.walmart.com,443,https://visit-api-qa.walmart.com:443,https,cloudflare,text/html,GET,172.64.150.152,/,-1840324437,104.18.37.104,27,False,,Envoy,cloudflare,True,,,
