new,host,ttl,a,cname,soa,status_code,mx,ns,txt,caa,aaaa,cdn,cdn-name
,use-devtesting1.duckduckgo.com,300,,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting10.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting11.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting12.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting13.duckduckgo.com,161,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting14.duckduckgo.com,300,,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting15.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting16.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting17.duckduckgo.com,201,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting18.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting19.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting2.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting20.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting21.duckduckgo.com,238,,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting22.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting23.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting24.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting25.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting26.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting27.duckduckgo.com,300,,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting3.duckduckgo.com,300,,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
,use-devtesting4.duckduckgo.com,300,40.88.50.215,"use-login.duckduckgo.com, use-dng1.duckduckgo.com","{'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'duckduckgo.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655203370, 'refresh': 7200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,,,,,,,
