new,host,a,soa,status_code,ns,aaaa,cname,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
,profile.monster.at,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.be,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.co.uk,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.com,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.de,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.es,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.it,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.lu,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monster.se,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monsterboard.nl,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,profile.monsterpolska.pl,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,profils.aol.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,promo.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,promotion.monster.ca,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,promotion.monster.ca.gslb.monster.com,,,,,,,
,promotion.monster.ca.gslb.monster.com,208.71.199.103,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,promotion.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"www2.eu.monster.com, redirector.gslb.monster.com",,,,,,,
,promotion.monster.com,208.71.193.194,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,www.gslb.monster.com,,,,,,,
,promotions.fr.monster.ch,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"www2.eu.monster.com, redirector.gslb.monster.com",,,,,,,
,promotions.monster.de,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"redirector.monster.com, redirector.gslb.monster.com",,,,,,,
,promotions.monster.ie,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,prsx.monster.com,208.71.199.173,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,lvs.gslb.monster.com,,,,,,,
,psx.monster.com,208.71.199.173,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,lvs.gslb.monster.com,,,,,,,
,psychometrics.monster.ca,207.253.225.30,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,pt.monster.be,127.0.0.1,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,True,127.0.0.1
,public.monster.co.uk,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"www2.eu.monster.com, redirector.gslb.monster.com",,,,,,,
,public.monster.fr,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,publisher.gslb.monster.com,208.71.193.101,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,publisher.monster.com,208.71.193.101,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,publisher.gslb.monster.com,,,,,,,
,pw.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,qa-sso.monster.com,208.71.197.153,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,qa-www.monster.co.uk,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,"www.awsqaus.monster.co.uk, dbce9m6jjena2.cloudfront.net",,,,,,,
,qa-www.monster.com,"143.204.89.108, 143.204.89.4, 143.204.89.35, 143.204.89.29","ns-1710.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1413.awsdns-48.org, ns-1710.awsdns-21.co.uk, ns-411.awsdns-51.com, ns-949.awsdns-54.net",,"www.awsqaus.mwwaws.com, d2j72zcdcpbdll.cloudfront.net",,,,True,cloudfront,,
,qacrmservice.bizapps.monster.com,208.71.197.28,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns1.tmpw.net, ns2.tmpw.net",,,,,,,,,
,qaemployerapi.monster.com,208.71.197.148,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,qamatchingapp-salesforce.monster.com,208.71.197.139,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,qasso.monster.com,208.71.197.153,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,qausermgmtim101.ma.monster.com,62.112.170.164,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,randstadprs.monster.com,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,ratgeber.monster.de,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"redirector.monster.com, redirector.gslb.monster.com",,,,,,,
,recherche.adp.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jsearch.monster.com, redirector.gslb.monster.com",,,,,,,
,recherche.aol.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recherche.biotech.monster.ch,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recherche.bostonpizza.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recherche.branchez-vous.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jsearch.monster.com, redirector.gslb.monster.com",,,,,,,
,recherche.cara.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recherche.century21canada.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recherche.communication.monster.ch,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recherche.informatique.monster.ch,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recherche.ingenieurie.monster.ch,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,reclutamiento.empleo.monster.es,208.71.193.174,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring.monster.co.uk.gslb.monster.com,,,,,,,
,recruit.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recruiter.aol.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruiter.monster.be,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"recruiter.monster.com, redirector.gslb.monster.com",,,,,,,
,recruiter.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruiter.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"recruiter.monster.com, redirector.gslb.monster.com",,,,,,,
,recruiter.monster.co.uk,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruiter.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruiter.monster.ie,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruiter.monster.no,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruiter.monster.se,208.71.199.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,recruiter.monsterpolska.pl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"hiring.monsterpolska.pl, redirector.gslb.monster.com",,,,,,,
,recruiting.monster.com,"54.82.94.141, 52.1.10.65, 54.204.178.190","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,"d42509df-4b6b-478d-b61a-c16adf5ffd3c.outrch.com, app2a.outrch.com",,,letsencrypt.org,,,,
,recruitment.monster.co.uk,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,recruitment.monster.lu,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruter.kelly.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruter.monster.ca,208.71.193.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,recruter.offres-emploi.monster.fr,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,recruter.rhi.monster.ca,208.71.193.183,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,sslhiring.monster.com.gslb.monster.com,,,,,,,
,recweb.be.monster.com,208.71.195.111,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,redirect.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,redirector.gslb.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,redirector.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reg.monster.hu,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,regina.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jsearch.monster.com, redirector.gslb.monster.com",,,,,,,
,regional.monster.be,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,register.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,rekrutierung.monster.de,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,rekrytera.monster.se,208.71.193.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,remotemsvdi.monster.com,208.71.197.76,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,reply.candidate.monster.com,169.55.61.17,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,reply.candidate.monster.com,v=spf1 a ip4:129.33.243.32 ip4:129.33.243.93 ip4:129.33.243.94 ip4:129.33.243.95 ip4:129.33.243.96 -all,,,,,
,reply.ei1.email.military.com,15.223.145.38,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,reply.ei1.email.military.com,v=spf1 a ip4:129.33.243.170 ip4:129.33.243.231 ip4:129.33.243.236 ip4:129.33.243.237 ip4:129.33.243.238 ip4:129.33.243.239 ip4:129.33.243.243 ip4:129.33.243.244 ip4:129.33.243.245 -all,,,,,
,reporting.gslb.monster.com,208.71.193.104,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,reporting.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reporting.monster.ie,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reporting.monster.it,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reporting.monster.lu,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reporting.monsterboard.nl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reporting.monsterpolska.pl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reporting.washington.monster.com,208.71.197.59,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,reporting.youthopps.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,reports.monster.com,208.160.11.229,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,mercury.monster.com,,,,,,,
,request.monster.co.uk,195.33.1.57,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,resourcecenter.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resources.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,resources.monster.co.uk,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resources.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,ressources.monster.fr,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resume.aol.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resume.aolca.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resume.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resumes.monster.at,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,resumes.monster.com,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,resumes.monster.fr,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,resumes.monster.hu,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resumes.monster.se,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,resumes.monsterpolska.pl,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,resumeview.monster.ca,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,resumeview.monster.co.uk,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,resumeview.monster.de,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,resumeview.monster.fr,208.71.193.177,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,partneratslogin.gslb.monster.com,,,,,,,
,resumewriting.monster.ca,"52.87.101.100, 3.215.211.164","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"resumewriting.monstercareerservices.ca, apps-na1.risesmartapps.com, alb-us-workload-prod-2010984769.us-east-1.elb.amazonaws.com",,,,,,,
,resumewriting.monster.com,"52.87.101.100, 3.215.211.164","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"resumewriting.monsterresumewriting.com, alb-us-workload-prod-2010984769.us-east-1.elb.amazonaws.com",,,,,,,
,retail.monster.ca,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,retail.monster.ie,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,rh.aol.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,rh.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,rh.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,rhapsody.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,rhodeisland.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,ri.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,rm.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,rm.monster.de,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,rm.monster.se,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,rpnginx.gslb.monster.com,208.71.199.195,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,rsx.gslb.monster.com,208.71.199.181,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,sales.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,sales.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,sales.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,sales.monster.ie,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,sales.monster.it,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,saleshq.monster.com,"208.71.199.63, 208.71.193.234, 208.71.199.234","ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns2.tmpw.net, ns1.tmpw.net, ns3.tmpw.net",,,"mailsorter.sb.monster.com, mailsorter.ash.monster.com",v=spf1 include:spf.affinitylabs.com -all,,,,,
,sante.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,sante.monster.lu,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,sc.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,scholarship.military.com,"50.112.192.19, 35.155.252.60, 70.224.197.91","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-170.awsdns-21.com, ns-1091.awsdns-08.org, ns-1909.awsdns-46.co.uk, ns-919.awsdns-50.net",,military.com,"mxb-002e1001.gslb.pphosted.com, mxa-002e1001.gslb.pphosted.com",,,,,,
,sciences.monster.ch,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,screening.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,se11sa-x01.monster.no,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,search.military.com,"35.155.252.60, 70.224.197.91, 50.112.192.19","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1091.awsdns-08.org, ns-170.awsdns-21.com, ns-1909.awsdns-46.co.uk, ns-919.awsdns-50.net",,military.com,"mxb-002e1001.gslb.pphosted.com, mxa-002e1001.gslb.pphosted.com","fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com, v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all",,,,,
,search.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,search1.military.com,"50.112.192.19, 70.224.197.91, 35.155.252.60","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1909.awsdns-46.co.uk, ns-919.awsdns-50.net, ns-1091.awsdns-08.org, ns-170.awsdns-21.com",,military.com,"mxb-002e1001.gslb.pphosted.com, mxa-002e1001.gslb.pphosted.com","v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all, fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com",,,,,
,secure.fw.monster.com,208.71.196.90,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,secure.jdn.monster.at,"143.204.231.62, 143.204.231.69, 143.204.231.43, 143.204.231.126","ns-884.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-145.awsdns-18.com, ns-2015.awsdns-59.co.uk, ns-1063.awsdns-04.org, ns-884.awsdns-46.net",,"jdnmonsterat.awsprodus.mwwaws.com, d2bldao12vo555.cloudfront.net",,,,True,cloudfront,,
,secure.monster.co.uk,208.160.11.229,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,mercury.monster.com,,,,,,,
,securetransfer.monster.com,208.71.193.197,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,ftp.monster.com,,,,,,,
,seeker.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,seemore.monster.com,208.71.193.72,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,"mailsorter.ash.monster.com, mailsorter.sb.monster.com",v=spf1 include:spf.monster.com mx -all,,,,,
,selezione.monster.it,208.71.199.184,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,hiring2.all.gslb.monster.com,,,,,,,
,seminars.monster.co.uk,194.129.230.50,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,seminars.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,seoredirect.gslb.monster.com,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,services.lexus.monster.com,208.71.193.226,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,wildcardlexus.gslb.monster.com,,,,,,,
,sf.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,sftp.mgsapps.monster.com,69.25.33.28,"ns201.mgsapps.monster.com, mgs-sysops.monster.com",NOERROR,,,,,,,,,,
,shop.monster.at,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,shop.monster.de,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,sip.monster.at,52.112.66.139,"admin.nsatc.net, dns.level3.net",NOERROR,,2603:1037:0:2::b,sipdir.online.lync.com,,,,,,,
