input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,webserver,final_url,csp_domains_,tls_wildcard_certificate,tls_mismatched,tls_self_signed
secure-new.ocio.monash.edu,Monash University | Study at Monash Uni | Melbourne,200,914163,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,443,https://secure-new.ocio.monash.edu:443,https,text/html,GET,143.204.215.87,/,-366337701,143.204.215.11,Squiz Matrix,10499,False,True,,openresty,https://www.monash.edu,,,,
secure.monash.edu,Monash University | Study at Monash Uni | Melbourne,200,914163,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,443,https://secure.monash.edu:443,https,text/html,GET,143.204.215.11,/,-366337701,143.204.215.125,Squiz Matrix,10499,False,True,,openresty,https://www.monash.edu,,,,
secure.ocio.monash.edu,Monash University | Study at Monash Uni | Melbourne,200,914163,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,443,https://secure.ocio.monash.edu:443,https,text/html,GET,143.204.215.87,/,-366337701,143.204.215.125,Squiz Matrix,10499,False,True,,openresty,https://www.monash.edu,,,,
sef.monash.edu,,200,18,sef.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,sef.monash.edu,,443,https://sef.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,,,True,
service-status.monash.edu,Statuspage | Atlassian,200,153817,www.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.atlassian.com,*.atlassian.com,,atlassian.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d108e7df55a1caa415c89896a41bfeac,dd646b67998aed6aed177bf42b1ac71f93f66e264a495b76cba43c3d16be2775,ctls,www.atlassian.com,,443,https://service-status.monash.edu:443,https,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,HSTS,5,False,,,AtlassianEdge,https://www.atlassian.com/software/statuspage,,True,,
servicedeskonline.monash.edu,Redirecting...,200,145,servicedeskonline-myit.onbmc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-03-12T23:59:59Z,"CN=*.onbmc.com, O=BMC Software Inc, L=Houston, ST=Texas, C=US",*.onbmc.com,BMC Software Inc,onbmc.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,87f30e2d838c120b7bbccc311607f3c7,2156be79163654cdc342c78c8d83119ac2a7171afd33b2e8d75048df7a5e548d,ctls,servicedeskonline-myit.onbmc.com,,443,https://servicedeskonline.monash.edu:443,https,text/html,GET,130.194.11.126,/,-1106787596,2001:388:608c:88b::7e,,7,False,,,,https://servicedeskonline-myit.onbmc.com,,True,,
servicehub.monash.edu,Redirecting to Single Sign-On server for authentication,401,1626,servicedeskonline-smartit.onbmc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-03-12T23:59:59Z,"CN=*.onbmc.com, O=BMC Software Inc, L=Houston, ST=Texas, C=US",*.onbmc.com,BMC Software Inc,onbmc.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,87f30e2d838c120b7bbccc311607f3c7,2156be79163654cdc342c78c8d83119ac2a7171afd33b2e8d75048df7a5e548d,ctls,servicedeskonline-smartit.onbmc.com,,443,https://servicehub.monash.edu:443,https,text/html,GET,130.194.11.126,/,-2106717659,2001:388:608c:88b::7e,Java,1,False,,,,https://servicedeskonline-smartit.onbmc.com/smartit/,maps.googleapis.com,True,,
sftp.helix.monash.edu,HELIX SFTP,200,6434,sftp.helix.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=sftp.helix.monash.edu, O=Monash University, ST=Victoria, C=AU",sftp.helix.monash.edu,Monash University,www.sftp.helix.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,46a441e8a225aca8c10c12c57c6ac732,de23a837a558d763445b1b8767b5b1ec40933a3f6ac4c9157f7a4414ad0ca1b8,ctls,sftp.helix.monash.edu,,443,https://sftp.helix.monash.edu:443,https,text/html,GET,130.194.21.182,/,1631801191,130.194.21.182,Windows Server,144,False,,,Microsoft-IIS/10.0,,,,,
shadow.ocio.monash.edu,,200,83,shadow.ocio.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-06-06T23:59:59Z,"CN=www.csse.monash.edu, O=Monash University, ST=Victoria, C=AU",www.csse.monash.edu,Monash University,www.datamining.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,35e2ab9743245cb37704b73b411c59db,f8bfed85524ed420ad22379932b6518c43fd36433cd528cec307318af942b1c2,ctls,shadow.ocio.monash.edu,cloudfront,443,https://shadow.ocio.monash.edu:443,https,text/html,GET,108.138.7.115,/,-366337701,108.138.7.24,Red Hat,2,False,True,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16,,,,,
sharedsys.its.monash.edu,500 Internal Server Error,500,527,is-web21-v02.ocio.monash.edu.au,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=sharedsys.its.monash.edu, O=Monash University, ST=Victoria, C=AU",sharedsys.its.monash.edu,Monash University,unix.its.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa7074171299336b8b057d4579e10754,ded904230cef4577b9a244acf2d687dcc92e059d2f196587b4cb0fb492d7c3f5,ctls,is-web21-v02.ocio.monash.edu.au,,80,http://sharedsys.its.monash.edu:80,http,text/html,GET,130.194.20.128,/,-780928015,130.194.20.128,Red Hat,15,False,,,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,https://is-web21-v02.ocio.monash.edu.au/twiki/bin/view/SharedSystems/WebHome,,,,
shop.monash.edu,shop.monash,200,264681,shop.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-09T00:00:00Z,2024-06-08T23:59:59Z,"CN=shop.monash.edu, O=Monash University, ST=Victoria, C=AU",shop.monash.edu,Monash University,www.shop.monash.edu.my,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,624ceb6445caae5ada4e97fc7054b295,c027fccd0c4a078b1202e7da8b23b9f1134aca7f3730bf6c92433e6db3e34b97,ctls,shop.monash.edu,fastly,443,https://shop.monash.edu:443,https,text/html,GET,151.101.1.124,/,-1975616497,151.101.193.124,Platform.sh,1095,False,True,,,,www.google-analytics.com,,,
skands.physics.monash.edu,Peter Skands - Monash University,200,8392,skands.physics.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-30T00:00:00Z,2023-11-30T23:59:59Z,"CN=skands.physics.monash.edu, O=Monash University, ST=Victoria, C=AU",skands.physics.monash.edu,Monash University,skands.physics.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a4700d5bf989c20f0afd6c28ce008b13,b064f033fcd671f0841c1143754e97c6397799b92e1502a7e752adf8b949bce6,ctls,skands.physics.monash.edu,,443,https://skands.physics.monash.edu:443,https,text/html,GET,130.194.20.12,/,-780928015,130.194.20.12,Red Hat,207,False,,,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,,,,,
sms.monash.edu,,200,18,sms.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,sms.monash.edu,,443,https://sms.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,,,True,
sms.mti.monash.edu,Not Found,404,315,sms.mti.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=mti-sms.eng.monash.edu, O=Monash University, ST=Victoria, C=AU",mti-sms.eng.monash.edu,Monash University,sms.mti.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,356e8e9c232643e246b8b0b1a55ce908,db6ae90499cb78c14860537ebf4ccf646a611c8bbdd3abea760e4e32e77f59c3,ctls,sms.mti.monash.edu,,443,https://sms.mti.monash.edu:443,https,text/html,GET,130.194.20.212,/,225052475,2001:388:608c:8c1:250:56ff:feba:759c,Microsoft HTTPAPI:2.0,7,False,,,Microsoft-HTTPAPI/2.0,,,,,
spc.med.monash.edu,MBBS Yr 2 Student Project Cases,200,10573,spc.med.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-04-20T00:00:00Z,2023-04-20T23:59:59Z,"CN=spc.med.monash.edu, O=Monash University, ST=Victoria, C=AU",spc.med.monash.edu,Monash University,spc.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,94b064111ffc45456293ca5920d0e994,3ee5746e4b24de4944666b03fe2081d073bd42a94ddc47887f74988e85b31b8a,ctls,spc.med.monash.edu,cloudfront,443,https://spc.med.monash.edu:443,https,text/html,GET,108.138.17.115,/,-2023777713,2600:9000:2491:3800:10:acd8:5580:93a1,Red Hat,414,False,True,True,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
spheric7.monash.edu,User Web Pages,200,4613,spheric7.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=users.monash.edu, O=Monash University, ST=Victoria, C=AU",users.monash.edu,Monash University,users.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0539c59e09ed9cfcc857815f7ce4f1e1,7a5ba9c531aa70fef798528f29718dfd33773516b9905f543c6ec8a784f7ad64,ctls,spheric7.monash.edu,,443,https://spheric7.monash.edu:443,https,text/html,GET,130.194.20.146,/,1871369311,2001:388:608c:8c1:250:56ff:feb5:28bb,Red Hat,101,False,,,Apache/2.4.6 (Red Hat Enterprise Linux),,,,True,
sport.monash.edu,,200,18,sport.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,sport.monash.edu,,443,https://sport.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,,,True,
sra.lib.monash.edu,,200,1301,sra.lib.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2018-08-22T04:39:07Z,2020-08-22T04:47:00Z,"CN=sra.lib.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",sra.lib.monash.edu,Monash University,lib-web33-v20.ocio.monash.edu,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,3e867ab4f51900c6ba726864333a798e,58c59c9cbc905b13d3470a75b94162750eab0e6ceb7547c128240098dd967b2e,ctls,sra.lib.monash.edu,cloudfront,443,https://sra.lib.monash.edu:443,https,text/html,GET,13.225.78.60,/,8936816,2600:9000:21f3:1000:d:e6d9:1c40:93a1,Amazon Web Services,47,False,True,True,,,,,,
sres.biol.monash.edu,,200,1301,sres.biol.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-28T00:00:00Z,2023-10-28T23:59:59Z,"CN=sres.biol.monash.edu, O=Monash University, ST=Victoria, C=AU",sres.biol.monash.edu,Monash University,sres.biol.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d62597e3d53a30d8f051d25488af8e1a,d70381bdf1b634409c11360f232eac2052309da63e57bbdb24ea0bc29ff2617f,ctls,sres.biol.monash.edu,cloudfront,443,https://sres.biol.monash.edu:443,https,text/html,GET,18.66.112.109,/,-1824330320,18.66.112.20,Amazon Web Services,47,False,True,,,,,,,
sspr-qa.monash.edu,Identity portal,200,1567,identity.idmqat.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=identity.idmqat.monash.edu, O=Monash University, ST=Victoria, C=AU",identity.idmqat.monash.edu,Monash University,www.identity.idmqat.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6339d77af27588d42846bd3d94dd0b93,265d66a1a0dee39e17f0644bbb178f34413a573ec44837bd468d306914da3ec0,ctls,identity.idmqat.monash.edu,,443,https://sspr-qa.monash.edu:443,https,text/html,GET,13.107.246.45,/,-956853007,2620:1ec:46::45,Microsoft ASP.NET,16,False,,,,https://identity.idmqat.monash.edu/sspr,monashuniqa.oktapreview.com,,,
sspr-reg-qa.monash.edu,Identity portal,200,1567,identity.idmqat.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=identity.idmqat.monash.edu, O=Monash University, ST=Victoria, C=AU",identity.idmqat.monash.edu,Monash University,www.identity.idmqat.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6339d77af27588d42846bd3d94dd0b93,265d66a1a0dee39e17f0644bbb178f34413a573ec44837bd468d306914da3ec0,ctls,identity.idmqat.monash.edu,,443,https://sspr-reg-qa.monash.edu:443,https,text/html,GET,13.107.246.45,/,-1705767081,2620:1ec:46::45,Microsoft ASP.NET,16,False,,,,https://identity.idmqat.monash.edu/manage-sspr/registration,monashuniqa.oktapreview.com,,,
sspr.monash.edu,Identity portal,200,1567,identity.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=identity.monash.edu, O=Monash University, ST=Victoria, C=AU",identity.monash.edu,Monash University,www.identity.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d2ece12f7c8da29470f6c7f1ed811c7b,6262b9b2e7f5204f74d9e153929119bbe574deec29a69f961feb5f31ab7c2eb5,ctls,identity.monash.edu,,443,https://sspr.monash.edu:443,https,text/html,GET,13.107.246.45,/,-1585895706,2620:1ec:46::45,Microsoft ASP.NET,16,False,,,,https://identity.monash.edu/sspr,*.okta.com,,,
staging.helix.monash.edu,,403,729,staging.helix.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-08T23:59:59Z,"CN=staging.helix.monash.edu, O=Monash University, ST=Victoria, C=AU",staging.helix.monash.edu,Monash University,www.staging.helix.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5ef6190e0c775a5d229ca318e7e7446b,fa7ff4c3a59641dda25fe75c8e63e1b351af878f5f43ea8db593a4a6af21a57d,ctls,staging.helix.monash.edu,incapsula,443,https://staging.helix.monash.edu:443,https,text/html,GET,45.60.34.202,/,1432443228,45.60.34.202,Imperva,1,False,True,,,,,,,
step3.erc.monash.edu,"STEP3 | Home  
	 
	 
	 
	Page",200,25527,step3.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-09T23:59:59Z,"CN=step3.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",step3.erc.monash.edu,Monash University,step3.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1156a30ff80b4e668c3c035dc5392d6d,9e0d90aebcd8f7f4669c4abc065e5ecef97080ae6ea5f78511731c7808101ad4,ctls,step3.erc.monash.edu,incapsula,443,https://step3.erc.monash.edu:443,https,text/html,GET,45.60.34.202,/,-211097775,45.60.34.202,Java,253,False,True,,Apache,,,,,
stlab.eng.monash.edu,,200,269,stlab.eng.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-08-25T23:19:25Z,2022-08-25T23:29:00Z,"CN=stlab.eng.monash.edu, O=Monash University, L=Mulgrave, ST=Victoria, C=AU",stlab.eng.monash.edu,Monash University,eng-web95-v01.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,0e721e6febf20a356e3c496525ab47c9,e67a595a166cb6d0f169f704c39049787c545fa250cffca8abd034a7894963f6,ctls,stlab.eng.monash.edu,,443,https://stlab.eng.monash.edu:443,https,text/html,GET,130.194.21.11,/,-780928015,130.194.21.11,Red Hat,9,False,,True,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,,,,,
student-futures.monash.edu,UniHub Login,200,10919,careergateway.monash.edu.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=careergateway.monash.edu.au, O=Monash University, ST=Victoria, C=AU",careergateway.monash.edu.au,Monash University,www.careergateway.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,753ac7fc04d986992afaf741f0dffe16,eab6a288ad0fbea304fe0cf91528be1b6a74842439ed6049889ca6a0d64bd5b3,ctls,careergateway.monash.edu.au,,443,https://student-futures.monash.edu:443,https,text/html,GET,130.194.11.126,/,-1010194499,2001:388:608c:88b::7e,Bootstrap:3,278,False,,,,https://careergateway.monash.edu.au/students/login?ReturnUrl=%2f,,,,
studentplacements.monash.edu,,200,1392,studentplacements.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-30T00:00:00Z,2023-11-30T23:59:59Z,"CN=studentplacements.monash.edu, O=Monash University, ST=Victoria, C=AU",studentplacements.monash.edu,Monash University,studentplacements.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1f3e83e19529ded802471f28a09b16a3,a2f494a30f28ddb20aaefb4a87b62f6d0f90618666b1a78e35880b3ba498d3ef,ctls,studentplacements.monash.edu,azure,443,https://studentplacements.monash.edu:443,https,text/html,GET,40.127.71.104,/,1631801191,40.127.71.104,HSTS,38,False,True,,,,,,,
study-plan.apps.monash.edu,Study Plan | Monash University,200,2266,study-plan.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-02-25T03:59:40Z,2022-02-25T04:09:00Z,"CN=study-plan.apps.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",study-plan.apps.monash.edu,Monash University,study-plan.apps.monash.edu,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,a941724458088b2abddfbb49155a9c7a,9a8ec1e466a986d4b758a14094f9b653d2db7984b21d66bdb4463c7e34a92173,ctls,study-plan.apps.monash.edu,incapsula,443,https://study-plan.apps.monash.edu:443,https,text/html,GET,45.60.34.202,/,-1365441484,45.60.34.202,Imperva,1,False,True,True,Google Frontend,,,,,
study.abroad.monash.edu,Maintenance - Study Abroad,200,422967,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://study.abroad.monash.edu:443,https,text/html,GET,130.194.11.126,/,1506884840,2001:388:608c:88b::7e,Squiz Matrix,5492,False,,,openresty,https://www.monash.edu/study-abroad/maintenance,,,,
studyplanner.online.monash.edu,Page Not Found - Monash,404,2285103,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://studyplanner.online.monash.edu:443,https,text/html,GET,130.194.11.126,/,-309464442,2001:388:608c:88b::7e,Squiz Matrix,25341,False,,,openresty,https://www.monash.edu/study/courses/online-courses-archived/backup/online-courses-study-support,,,,
supervisorconnect.eng.monash.edu,Site under maintenance | Supervisor Connect,503,5690,supervisorconnect.eng.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2018-10-23T22:35:34Z,2020-10-23T22:45:00Z,"CN=supervisorconnect.eng.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",supervisorconnect.eng.monash.edu,Monash University,eng-web69-v20.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,ea413e574c064782257399077dfc92ed,c569ab69ca985d8afadb59f8d1b81085cccae2ba65e8e48f66f9f0edc0cf626f,ctls,supervisorconnect.eng.monash.edu,cloudfront,443,https://supervisorconnect.eng.monash.edu:443,https,text/html,GET,13.32.99.119,/,-1239233565,2600:9000:2251:0:10:6b08:ad40:93a1,Red Hat,68,False,True,True,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16,,,,,
