new,host,a,aaaa,soa,status_code,mx,ns,cname,has_internal_ips,internal_ips,cdn,cdn-name,caa,txt
,quarantine-a.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,quarantine2.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,recreavolleykortrijk.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,redirect.int.centrex.telenet.be,195.162.220.79,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,redirect.prd.centrex.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,redirect.prd.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctrdrvip.prd.telenet.be,,,,,,
,redirect.telenet.be,195.130.131.248,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,redirect.prod.telenet-ops.be,,,,,,
,redirect.uat.telenet.be,195.162.204.156,2a02:1800:1e1:6002::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctrdrvip.uat.telenet.be,,,,,,
,redirect2.centrex.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,redirect2.int.centrex.telenet.be,195.162.220.79,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,registration.int.digitalsecurity.telenet.be,"52.29.193.200, 52.29.122.110","2a05:d014:3af:9f01:5577:98f1:e2fd:e4d8, 2a05:d014:3af:9f03:1ec7:685c:3b59:3fe2","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.awseb-awseb-59ugt3tht4o1-2037516918.eu-central-1.elb.amazonaws.com,,,,,,
,registration.prd.digitalsecurity.telenet.be,"52.59.106.108, 3.68.58.15","2a05:d014:e42:c303:a21a:6bff:d73d:4338, 2a05:d014:e42:c302:5b96:bad9:e414:7641","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.awseb-awseb-13go8ey2as04o-705563825.eu-central-1.elb.amazonaws.com,,,,,,
,registry.tv.lab.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,rel.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,rel.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,relay2.base.be,217.72.230.130,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,repair.telenet.be,188.205.144.7,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,repairdashboard.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,repo.devtools.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,reputation.int.digitalsecurity.telenet.be,"3.67.45.81, 3.122.66.33","2a05:d014:3af:9f01:b1e8:4f61:4e66:db1d, 2a05:d014:3af:9f03:a292:23a1:f404:36d3","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.awseb-awseb-ewofigxexq54-1691799108.eu-central-1.elb.amazonaws.com,,,,,,
,reputation.prd.digitalsecurity.telenet.be,"18.194.57.142, 18.158.206.76","2a05:d014:e42:c302:27e2:2926:cf49:18e7, 2a05:d014:e42:c303:cbcd:bbe1:edc1:a64d","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.awseb-awseb-eva8dedpex8t-552369739.eu-central-1.elb.amazonaws.com,,,,,,
,reroutingmngr.int.telenet.be,195.130.147.7,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,tess.servicesint.telenet.be,,,,,,
,reroutingmngr.prd.telenet.be,195.130.147.38,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,tess.services.telenet.be,,,,,,
,reroutingmngr.telenet.be,195.130.147.38,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"reroutingmngr.prd.telenet.be, tess.services.telenet.be",,,,,,
,research.telenet.be,"18.155.129.26, 18.155.129.79, 18.155.129.121, 18.155.129.34","2600:9000:244f:9800:16:161a:fec0:93a1, 2600:9000:244f:b200:16:161a:fec0:93a1, 2600:9000:244f:ea00:16:161a:fec0:93a1, 2600:9000:244f:1c00:16:161a:fec0:93a1, 2600:9000:244f:3800:16:161a:fec0:93a1, 2600:9000:244f:2400:16:161a:fec0:93a1, 2600:9000:244f:5200:16:161a:fec0:93a1, 2600:9000:244f:7200:16:161a:fec0:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,inbound-smtp.eu-west-1.amazonaws.com,,researchtelenetbe.customdomain.chkmkt.com,,,True,cloudfront,amazonaws.com,"amazonses:5W6bsAyqu9ZqZFyNRjAEufY8UyjxJWoFDgDq6xoMHb0=, v=DMARC1; p=reject; rua=mailto:ipm2hga@ar.glockapps.com,mailto:dmarc@chkmkt.com; ruf=mailto:ipm2hga@fr.glockapps.com; fo=1; pct=100;, v=spf1 include:chkmkt.com -all"
,respirators.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,respiratory-care-sleep-medicine.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,resume.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,reveal.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,rivas.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,rnavirus.yelo.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,roaming.base.be,195.78.51.150,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,rootsweb.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,rrn-client.telenet.be,195.130.131.42,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,web-static-prd-vip.telenet-ops.be,,,,,,
,rspwd.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",unlockvip.prd.connect.telenet.be,,,,,,
,rspwd.prd.connect.telenet.be,212.123.29.176,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,unlockvip.prd.connect.telenet.be,,,,,,
,rumble.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,rune.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,s.base.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"s.prd.base.be, simvip.prd.telenet.be",,,,,,
,s.prd.base.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.prd.telenet.be,,,,,,
,s.uat.base.be,213.224.154.196,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.uat.telenet.be,,,,,,
,s.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,sa.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,saec-metrics.base.be,"63.140.36.104, 63.140.36.112, 63.140.36.139, 63.140.36.119, 63.140.36.148, 63.140.36.130, 63.140.36.197, 63.140.36.138, 63.140.36.14, 63.140.36.101",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,korep4fxb6.data.adobedc.net,,,,,,
,safespot.telenet.be,"3.69.136.55, 3.126.202.50",,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-748.awsdns-29.net, ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com","91a4821f3ee0477581166d8cb6ce77e2.unbouncepages.com, unbouncepages.com",,,,,"comodoca.com, globalsign.com, amazon.com, letsencrypt.org",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs
,safespotpro.telenet.be,195.130.131.32,2a02:1800:100:17::32,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,sales.telenet.be,212.123.29.170,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,salesuat.telenet.be,212.123.31.13,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,scheduledlocationservicetests.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,scmerp.connect.telenet.be,212.123.29.172,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,ofavip.prd.connect.telenet.be,,,,,,
,scmerp.prd.connect.telenet.be,212.123.29.172,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,ofavip.prd.connect.telenet.be,,,,,,
,sdcw.virus1.yelo.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,search.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,searchapi.dvp.telenet.be,195.162.204.91,2a02:1800:1e1:6001::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.dvp.telenet.be,,,,,,
,searchapi.edp.telenet.be,195.162.204.92,2a02:1800:1e1:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.edp.telenet.be,,,,,,
,searchapi.int.telenet.be,195.162.204.82,2a02:1800:1e1:6001::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.int.telenet.be,,,,,,
,searchapi.lat.telenet.be,195.162.204.85,2a02:1800:1e1:6001::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.lat.telenet.be,,,,,,
,searchapi.prd.telenet.be,195.162.197.117,2a02:1800:120:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.prd.telenet.be,,,,,,
,searchapi.sup.telenet.be,195.162.204.81,2a02:1800:1e1:6001::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.sup.telenet.be,,,,,,
,searchapi.telenet.be,195.162.197.117,2a02:1800:120:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"searchapi.prd.telenet.be, jbscrtvip.prd.telenet.be",,,,,,
,searchapi.trg.telenet.be,195.162.204.83,2a02:1800:1e1:6001::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.trg.telenet.be,,,,,,
,searchapi.uat.telenet.be,195.162.204.84,2a02:1800:1e1:6001::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.uat.telenet.be,,,,,,
,secure.dvp.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenetciam-dvp.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,secure.lat.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenetciam-lat.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,secure.sup.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenetciam-sup.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,secure.telenet.be,"76.223.112.12, 13.248.245.245",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"secure.prd.telenet.be, telenetciam-prd.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,
,secure.trg.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenetciam-trg.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,secure.uat.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenetciam-uat.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,securitymonitoring.telenet.be,84.199.64.206,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,securityportal.telenet.be,,,,,,
,securityportal.telenet.be,84.199.64.206,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,sedacta.com.web.cloud.telenet.be,185.35.53.8,2a01:498:8501:40b0::11:30,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,selfservice.telenet.be,195.130.136.107,,,NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,selfstarter.dvp.telenet.be,213.224.233.8,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccussafvip.dvp.telenet.be,,,,,,
,selfstarter.int.telenet.be,213.224.233.10,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccussafvip.int.telenet.be,,,,,,
,selfstarter.prd.telenet.be,213.224.232.2,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccussafvip.prd.telenet.be,,,,,,
,selfstarter.sup.telenet.be,213.224.233.9,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccussafvip.sup.telenet.be,,,,,,
,selfstarter.telenet.be,213.224.232.2,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"selfstarter.prd.telenet.be, adccussafvip.prd.telenet.be",,,,,,
,selfstarter.uat.telenet.be,213.224.233.130,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccussafvip.uat.telenet.be,,,,,,
,servicedesk.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,services.telenet.be,212.123.29.174,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,servicesdvp.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,servicesedp.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,servicesint.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,serviceslat.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,servicessup.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,servicestrg.telenet.be,195.130.147.72,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,servicesuat.telenet.be,195.130.147.72,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,sftp.cloud.telenet.be,,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,shake.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,sharon.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,shirley.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,shop.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"shop.prd.base.be, adccusvip.prd.telenet.be",,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,shop.dvp.telenet.be,195.162.204.157,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.dvp.telenet.be,,,,,,
,shop.edp.base.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,shop.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,shop.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,shop.lat.base.be,213.224.233.161,2a02:1800:1e0:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.lat.telenet.be,,,,,,
,shop.prd.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,shop.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.prd.telenet.be,,,,,,
,shop.sup.base.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.sup.telenet.be,,,,,,
,shop.sup.telenet.be,195.162.204.154,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.sup.telenet.be,,,,,,
,shop.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,shop.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,shortcodes.base.be,195.78.51.150,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.dvp.telenet.be,213.224.233.28,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.edp.telenet.be,213.224.233.29,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.lat.telenet.be,213.224.233.166,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.mre.telenet.be,213.224.233.30,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.prd.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.sup.telenet.be,213.224.233.32,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.trg.telenet.be,213.224.233.198,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth-4.uat.telenet.be,213.224.233.136,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth.edp.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth.int.telenet.be,213.224.233.31,2a02:1800:1e0:6003::2f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth.mre.telenet.be,213.224.233.30,2a02:1800:1e0:6003::2d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth.prd.telenet.be,213.224.232.8,2a02:1800:100:6000::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth.trg.telenet.be,213.224.233.198,2a02:1800:1e0:6000::9,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,silent-auth.uat.telenet.be,213.224.233.136,2a02:1800:1e0:6002::d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,sim.telenet.be,195.130.147.200,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,sim1.telenet.be,195.130.147.193,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,simcard.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,simplestorage.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,simvip.int.telenet.be,213.224.154.197,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,simvip.uat.telenet.be,213.224.154.196,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,singlesailandsun.be.web.cloud.telenet.be,185.35.53.8,2a01:498:8501:40b0::11:30,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,sis.telenet.be,212.123.29.185,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"vspapgvip.prd.connect.telenet.be, apgdmzvip.prd.connect.telenet.be",,,,,,
,sisedp.telenet.be,195.130.147.110,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"vspapgvip.edp.connect.telenet.be, apgdmzvip.edp.connect.telenet.be",,,,,,
,sisint.telenet.be,195.130.147.107,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"vspapgvip.int.connect.telenet.be, apgdmzvip.int.connect.telenet.be",,,,,,
,sislat.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"vspapgvip.lat.connect.telenet.be, apgdmzvip.lat.connect.telenet.be",,,,,,
,sismre.telenet.be,195.130.147.84,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"vspapgvip.mre.connect.telenet.be, apgdmzvip.mre.connect.telenet.be",,,,,,
,sissup.telenet.be,195.130.147.108,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"vspapgvip.sup.connect.telenet.be, apgdmzvip.sup.connect.telenet.be",,,,,,
,sitestaginstagilediscovidev.sa.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,skpvip.prd.connect.telenet.be,212.123.29.169,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,skyfire.base.be,213.224.232.10,2a02:1800:100:6000::15,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"www.base.be, adcbasevip.prd.telenet.be",,,,,,
,slovari.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,smartflow.telenet.be,195.162.223.218,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,smartphones.base.be,"18.200.188.201, 52.19.29.106, 54.154.227.160",,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,acsystems-prod-lb-2088210254.eu-west-1.elb.amazonaws.com,,,,,,
,smartvisitor.connect.telenet.be,40.68.35.112,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,True,azure,,
,smartwork.prd.telenet.be,195.162.223.198,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,smb.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,smet.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,smetrics.base.be,"63.140.38.113, 63.140.38.169, 63.140.38.178, 63.140.38.0, 63.140.38.226, 63.140.38.201, 63.140.38.104, 63.140.38.115, 63.140.38.12, 63.140.38.120",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,"smetrics.prd.base.be, base.be.ssl.sc.omtrdc.net",,,,,,
,smetrics.prd.base.be,"63.140.62.164, 63.140.62.135, 63.140.62.160",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,base.be.ssl.sc.omtrdc.net,,,,,,
,smetrics.prd.telenet.be,"63.140.62.160, 63.140.62.164, 63.140.62.135",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,telenet.be.ssl.sc.omtrdc.net,,,,,,
