new,host,ttl,a,soa,txt,status_code,ns,aaaa,cname,caa,cdn,cdn-name,mx,has_internal_ips,internal_ips
,website-clone-lb.api.mendix.com,60,"52.18.14.94, 52.49.29.145","{'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/service-layer/nginx-ingress-tenant-api-ingress-nginx-controller",NOERROR,,,,,,,,,
,website-clone-lb.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,websitedesignroom.home-test.mendix.com,60,"18.194.182.111, 3.67.240.76","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
,websiteuncover.home-test.mendix.com,60,"18.194.182.111, 3.67.240.76","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,webvpn-dr.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,wedata-studio-pre.home-test.mendix.com,60,"18.194.182.111, 3.67.240.76","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,wellington.api.mendix.com,900,,"{'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.mendix.com', 'ns': 'ns-1894.awsdns-44.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
,wenrui-test3.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,while.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,whm9uwmp6m.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,wiki.bdt.rnd.mendix.com,5,3.122.73.28,"{'name': 'bdt.rnd.mendix.com', 'ns': 'ns-394.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bdt.rnd.mendix.com', 'ns': 'ns-394.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bdt.rnd.mendix.com', 'ns': 'ns-394.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bdt.rnd.mendix.com', 'ns': 'ns-394.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bdt.rnd.mendix.com', 'ns': 'ns-394.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bdt.rnd.mendix.com', 'ns': 'ns-394.awsdns-49.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
,wiki.timeseries.com,4,3.122.73.28,"{'name': 'timeseries.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'timeseries.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'timeseries.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'timeseries.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'timeseries.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'timeseries.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
,will04.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,willyid1.home-test.mendix.com,300,,"{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,winmedia.home-test.mendix.com,900,,"{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,winter-status.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,wireexecutor-be-prd-lvdc.home-test.mendix.com,900,,"{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,wiresp-plugin-prd.home-test.mendix.com,60,"3.67.240.76, 18.194.182.111","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
,wk249-91.home-test.mendix.com,60,"18.194.182.111, 3.67.240.76","{'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'home-test.mendix.com', 'ns': 'ns-1387.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/service-layer/alb-ingress",NOERROR,,,,,,,,,
