new,host,ttl,soa,status_code,a,aaaa,cname,ns,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,ptr,caa
[x],sscbulk17.ssa.gov,3268,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"137.200.19.37, 137.200.43.8, 137.200.43.9, 137.200.4.30, 137.200.4.31","2001:1930:e09:2::25, 2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e03::d",,"dns1.ssa.gov, dns6.ssa.gov, dns5.ssa.gov, dns2.ssa.gov",,,,,,,,
[x],sscbulk18.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.38,2001:1930:e09:2::26,,,,,,,,,,
[x],sscbulk19.ssa.gov,2749,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.39,2001:1930:e09:2::27,,,,,,,,,,
[x],sscbulk2.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.22,,,,,,,,,,,
[x],sscbulk20.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"137.200.19.40, 137.200.43.8, 137.200.43.9, 137.200.4.30","2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e09:2::28",,"dns1.ssa.gov, dns6.ssa.gov, dns5.ssa.gov, dns2.ssa.gov",,,,,,,,
[x],sscbulk21.ssa.gov,2183,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.41,2001:1930:e09:2::29,,,,,,,,,,
[x],sscbulk22.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.42,2001:1930:e09:2::2a,,,,,,,,,,
[x],sscbulk23.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.43,2001:1930:e09:2::2b,,,,,,,,,,
[x],sscbulk24.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,,2001:1930:e09:2::2c,,,,,,,,,,
[x],sscbulk3.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.23,2001:1930:e09:2::17,,,,,,,,,,
[x],sscbulk4.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"137.200.19.24, 137.200.43.8, 137.200.43.9, 137.200.4.30","2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e09:2::18",,"dns6.ssa.gov, dns5.ssa.gov, dns1.ssa.gov, dns2.ssa.gov",,,,,,,,
[x],sscbulk5.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"137.200.19.25, 137.200.43.8, 137.200.43.9, 137.200.4.30, 137.200.4.31","2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e03::d, 2001:1930:e09:2::19",,"dns1.ssa.gov, dns5.ssa.gov, dns2.ssa.gov, dns6.ssa.gov",,,,,,,,
[x],sscbulk6.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,137.200.19.26,2001:1930:e09:2::1a,,,,,,,,,,
[x],sscbulk9.ssa.gov,3600,"{'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}, {'name': 'ssa.gov', 'ns': 'dns1.ssa.gov', 'mailbox': 'dnsfwadmin.ssa.gov', 'serial': 2022084868, 'refresh': 3600, 'retry': 600, 'expire': 1209600, 'minttl': 14400}",NOERROR,"137.200.19.29, 137.200.43.8, 137.200.43.9, 137.200.4.30, 137.200.4.31","2001:1930:e09:2::1d, 2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c, 2001:1930:e03::d",,"dns2.ssa.gov, dns5.ssa.gov, dns6.ssa.gov, dns1.ssa.gov",,,,,,,,
[x],submit.ssa.gov,60,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,149.96.188.61,,ssaextprod.servicenowservices.com,"aus1.akam.net, edns140.ultradns.biz, edns140.ultradns.com, edns140.ultradns.net, edns140.ultradns.org, eur6.akam.net, ns1-234.akam.net, ns1-98.akam.net, usc4.akam.net, use1.akam.net, use3.akam.net, usw1.akam.net",,,,,,,,
[x],submitdev-std.ssa.gov,2472,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,,,ssaextdev.servicenowservices.com,,,,,,,,,
[x],submitdev.ssa.gov,36000,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,149.96.188.61,,ssaextdev.servicenowservices.com,,,,,,,,,
[x],submitint-std.ssa.gov,36000,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,,,ssaextint.servicenowservices.com,,,,,,,,,
[x],submitint.ssa.gov,2386,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,"137.200.43.8, 137.200.43.9, 137.200.4.30","2001:1930:d07:1::8, 2001:1930:d07:1::9, 2001:1930:e03::c",ssaextint.servicenowservices.com,"dns6.ssa.gov, dns1.ssa.gov, dns2.ssa.gov, dns5.ssa.gov",,,,,,,,
[x],submitval-std.ssa.gov,889,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,149.96.188.61,,ssaexttest.servicenowservices.com,,,,,,,,,
[x],submitval.ssa.gov,28514,"{'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438035, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438035, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}, {'name': 'servicenowservices.com', 'ns': 'use1.akam.net', 'mailbox': 'root.service-now.com', 'serial': 438037, 'refresh': 900, 'retry': 1800, 'expire': 31536000, 'minttl': 60}",NOERROR,149.96.188.61,,ssaexttest.servicenowservices.com,,,,,,,,,
[x],support.srt.ssa.gov,30,"{'name': 'support.srt.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024072601, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'support.srt.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024072601, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'support.srt.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024072601, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'support.srt.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024072601, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'support.srt.ssa.gov', 'ns': 'gtmu1.ssa.gov', 'mailbox': 'hostmaster.gtmu1.ssa.gov', 'serial': 2024072601, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,137.200.47.7,,,,,,,,,,,
