new,host,status_code,a,soa,cdn,cdn-name,mx,txt,cname,aaaa,has_internal_ips,internal_ips,ns,caa,ptr
[x],gbohomecare.saas.nokia.com,NOERROR,"34.239.60.191, 34.194.72.239","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,homecare-alb-1593341292.us-east-1.elb.amazonaws.com,,,,,,
[x],gcprun.ext.net.nokia.com,NOERROR,142.250.186.51,"ns1.google.com, dns-admin.google.com",,,,,ghs.googlehosted.com,2a00:1450:4001:828::2013,,,,,
[x],gdclive.int.net.nokia.com,NOERROR,10.128.24.215,"ns7.nokia.com, dns.cloudflare.com",,,,,,,True,10.128.24.215,,,
[x],gdclive.nokia.com,NOERROR,13.71.23.29,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],gdcportal.net.nokia.com,NOERROR,52.166.166.192,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],geniustest.nokia.com,NOERROR,147.243.168.30,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],germany-ca.net.nokia.com,NOERROR,62.159.77.173,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],germany-ra.net.nokia.com,NOERROR,62.159.77.172,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],gerrit.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"gerrit-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],gerrite1.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"gerrite1-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],gf-ncpdev.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,sincpgdevweb01.apac.nokia.com,,,,,,
[x],gf-ncpqa1.nokia.com,NOERROR,147.243.197.11,"ns7.nokia.com, dns.cloudflare.com",,,,,gf-ncpvipwebqa.ext.nokia.com,,,,,,
[x],gim.net.nokia.com,NOERROR,131.228.3.237,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],git.eu.dac.nokia.com,NOERROR,87.108.35.9,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],gitea.aut-p8wpz-w2mlz.079879762765.aut.saas.nokia.com,NOERROR,,,,,,,,,,,,,
[x],gitea.aut-vvrtl-v494b.707078929101.aut.saas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],gitea.ecrg2-mqpf7-bps6h.079879762765.aut.saas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],gitea.gtea0626-vksg7-c2fg4.079879762765.aut.saas.nokia.com,NOERROR,,,,,,,,,,,,,
[x],gitlabe2.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"gitlabe2-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],global.nokia.com,NOERROR,147.243.3.94,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],gnocportal.ext.net.nokia.com,NOERROR,54.144.128.85,,,,,,nokiagsdtools.trafficmanager.net,,,,,,
[x],gnocportal.net.nokia.com,NOERROR,54.144.128.85,,,,,,"gnocportal.ext.net.nokia.com, nokiagsdtools.trafficmanager.net",,,,,,
[x],go.nokia.com,NOERROR,52.184.251.130,"ns1.marketo.com, ops.localhost",True,azure,,v=spf1 -all,mkto-sjl0269.com,,,,"ns2.mktdns.com, ns3.marketo.co.uk, ns1.marketo.com",,
[x],google.hc-acs.saas.nokia.com,NOERROR,52.71.241.204,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],google.hc.saas.nokia.com,NOERROR,"3.223.50.161, 54.235.244.45, 34.207.18.215","ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",,,,,us1.saas.nokia.com,,,,"ns-1999.awsdns-57.co.uk, ns-406.awsdns-50.com, ns-943.awsdns-53.net, ns-1203.awsdns-22.org",,
[x],goto.nokia.com,NOERROR,147.243.59.36,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],grafana.e25a5733.eu.dev.software.nokia.com,NOERROR,"18.195.23.21, 3.64.230.126","ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/btel/grafana",,,,,,,
[x],grafana.im4f73710z.preprod.us.dev.software.nokia.com,NOERROR,"3.74.116.7, 18.196.163.78","ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],grafana.imf5b9ecd3.gcp.eu.dev.software.nokia.com,NOERROR,34.110.188.244,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",True,google,,,,,,,,,
[x],grafana.mgmt-h148abc6.eu.dev.software.nokia.com,NOERROR,,"ns-1613.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],guest.nokia.com,NOERROR,10.113.1.11,"ns2.nokia.com, dns.cloudflare.com",,,,,,,True,10.113.1.11,,,
[x],gurlacap.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],harbc.dev24kg3-7tl28-42vlg.947226528740.ces.saas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],harbn.ecrg2-mqpf7-bps6h.079879762765.aut.saas.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],hc-qa.saas.nokia.com,NOERROR,,"ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,"ns-83.awsdns-10.com, ns-1534.awsdns-63.org, ns-1834.awsdns-37.co.uk, ns-770.awsdns-32.net",,
[x],hdmtestdm.eu.dev.software.nokia.com,NOERROR,"34.202.184.168, 54.146.194.120, 44.195.10.248","ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",,,,,,,,,"ns-1037.awsdns-01.org, ns-1797.awsdns-32.co.uk, ns-709.awsdns-24.net, ns-96.awsdns-12.com",,
[x],hdmtestmc.saas.nokia.com,NOERROR,"3.213.36.97, 54.225.180.37, 18.214.228.211","ns-889.awsdns-47.net, awsdns-hostmaster.amazon.com",,,,,hdmtestmc.eu.dev.software.nokia.com,,,,"ns-1725.awsdns-23.co.uk, ns-1524.awsdns-62.org, ns-375.awsdns-46.com, ns-889.awsdns-47.net",,
[x],hdra.ext.net.nokia.com,NOERROR,3.67.39.14,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],health.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,health-nokia-com.mail.protection.outlook.com,"_globalsign-domain-verification=FSlSaYMuHsffF-JRsSpJSonQOV0_jwrwl5kQGpFdtb, v=spf1 include:withings.net include:spf.braintreegateway.com include:mail.zendesk.com ip4:184.173.153.34 ip4:166.78.71.152 ~all",,,,,"ns8.nokia.com, ns7.nokia.com",,
[x],healthwallet.nokia.com,NOERROR,212.50.137.100,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],helmgate.net.nokia.com,NOERROR,93.183.25.67,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],help.dac.nokia.com,NOERROR,"104.16.53.111, 104.16.51.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",True,cloudflare,mail-pod-17.int.zendesk.com,"pod=17, v=spf1 include:mail.zendesk.com ~all",nokiada.zendesk.com,,,,,,
[x],help.nokia.com,NOERROR,40.85.139.101,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],helsinki-ca.net.nokia.com,NOERROR,131.228.3.210,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hera.ext.net.nokia.com,NOERROR,87.254.209.169,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],herasit.ext.net.nokia.com,NOERROR,87.254.209.181,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],herauat.ext.net.nokia.com,NOERROR,87.254.209.167,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hiro.nokia.com,NOERROR,147.243.41.21,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkagw01.ext.nokia.com,NOERROR,210.176.199.194,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkagw02.ext.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkapp02nmp.ext.nokia.com,NOERROR,210.176.199.198,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkfw01.ext.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkfw01a.ext.nokia.com,NOERROR,210.176.199.3,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkfw01o.ext.nokia.com,NOERROR,210.176.199.254,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkfw01ps-vrrp.ext.nokia.com,NOERROR,210.176.199.33,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkfw01ps.ext.nokia.com,NOERROR,210.176.199.46,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkprofshop-rtr.ext.nokia.com,NOERROR,210.176.199.38,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hksrv01.ext.nokia.com,NOERROR,210.176.199.199,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],hkwww02nok.ext.nokia.com,NOERROR,147.243.230.118,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],home.nokia.com,NOERROR,213.179.3.35,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],homecare.saas.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],homer.americas.nokia.com,NOERROR,134.24.38.210,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],homer.ext.nokia.com,NOERROR,65.200.17.38,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],homewifi.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],host162.nokia.com,NOERROR,,,,,,,,,,,,,
[x],hoysala-fo23fp1-ha.flowone.labs.cns.nokia.com,NOERROR,,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],hybrid.ext.on.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,MS=ms43917293,,,,,,,
[x],hybrid2.ext.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,MS=ms34045869,,,,,,,
[x],hzgerrit.ext.net.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"hzgerrit-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],i.mcms.nokia.com,NOERROR,147.243.14.147,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],i.mcms.qa.nokia.com,NOERROR,147.243.108.139,"ns2.nokia.com, dns.cloudflare.com",,,,,mcms.qa.nokia.com,,,,,,
[x],i.mcms.tr.nokia.com,NOERROR,147.243.109.135,"ns2.nokia.com, dns.cloudflare.com",,,,,mcms.tr.nokia.com,,,,,,
[x],i.prod.nokia.com,NOERROR,147.243.3.142,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],i.qa.nokia.com,NOERROR,147.243.0.193,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ickm.online.nokia.com,NOERROR,147.243.176.76,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],identity.cawemo-qa.ext.net.nokia.com,NOERROR,131.228.8.23,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],idmapps-emea.ext.net.nokia.com,NOERROR,34.159.128.205,"ns7.nokia.com, dns.cloudflare.com",True,google,,,,,,,,,
[x],idmapps-us.ext.net.nokia.com,NOERROR,34.86.226.37,"ns7.nokia.com, dns.cloudflare.com",True,google,,,,,,,,,
[x],idmapps.ext.net.nokia.com,NOERROR,34.86.226.37,"ns7.nokia.com, dns.cloudflare.com",True,google,,,"idmapps.trafficmanager.net, idmapps-us.ext.net.nokia.com",,,,,,
[x],il.networks.nokia.com,NOERROR,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,mc-405-978836690.us-east-1.elb.amazonaws.com,,,,,,
[x],im-outgoing1.sc2.messaging.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],im.aisthp.oie.messaging.nokia.com,NOERROR,64.88.182.210,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.aisthp.suw.ovi.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.clarobrp.oie.messaging.nokia.com,NOERROR,64.88.182.253,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.clarobrp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.110,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.ic102.bom.messaging.nokia.com,NOERROR,66.54.68.115,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.ic201.bom.messaging.nokia.com,NOERROR,66.54.68.116,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc101.atl.messaging.nokia.com,NOERROR,66.54.67.90,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc102.atl.messaging.nokia.com,NOERROR,66.54.67.91,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc2.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.171,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc201.atl.messaging.nokia.com,NOERROR,66.54.67.93,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc203.atl.messaging.nokia.com,NOERROR,66.54.67.95,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc301.atl.messaging.nokia.com,NOERROR,66.54.67.96,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.mc302.atl.messaging.nokia.com,NOERROR,66.54.67.97,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.movistarclp.suw.ovi.messaging.nokia.com,NOERROR,67.220.123.32,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.movistarmxp.oie.messaging.nokia.com,NOERROR,64.88.182.217,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.nokia.com,NOERROR,65.54.30.200,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie10.messaging.nokia.com,NOERROR,64.88.182.215,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie11.messaging.nokia.com,NOERROR,64.57.241.6,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie13.messaging.nokia.com,NOERROR,64.57.241.10,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie14.messaging.nokia.com,NOERROR,64.57.241.11,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie15.messaging.nokia.com,NOERROR,64.57.241.22,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie17.messaging.nokia.com,NOERROR,64.88.182.233,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie18.messaging.nokia.com,NOERROR,64.57.241.24,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie19.messaging.nokia.com,NOERROR,64.57.241.25,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie20.messaging.nokia.com,NOERROR,64.57.241.26,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie22.messaging.nokia.com,NOERROR,64.57.241.28,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie23.messaging.nokia.com,NOERROR,64.57.241.29,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie24.messaging.nokia.com,NOERROR,64.57.241.30,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.oie9.messaging.nokia.com,NOERROR,64.88.182.235,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.optusaup.oie.messaging.nokia.com,NOERROR,64.88.182.240,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.ovi.messaging.nokia.com,NOERROR,66.54.67.164,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.pannonhup.oie.messaging.nokia.com,NOERROR,64.88.182.212,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.pannonhup.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.103,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.portalnotif.ic1.bom.messaging.nokia.com,NOERROR,66.54.68.118,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.portalnotif.ic2.bom.messaging.nokia.com,NOERROR,66.54.85.20,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.premium2.oie.messaging.nokia.com,NOERROR,64.88.182.230,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.premium2.ovi.messaging.nokia.com,NOERROR,64.57.242.119,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.singtelsgp.oie.messaging.nokia.com,NOERROR,64.88.182.209,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.singtelsgp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.101,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.smartphp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.95,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.stg.mc102.atl.messaging.nokia.com,NOERROR,66.54.67.37,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.stg.mc103.atl.messaging.nokia.com,NOERROR,66.54.67.38,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.stg.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.44,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.telcelmxp.oie.messaging.nokia.com,NOERROR,64.57.241.31,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.telcelmxp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.105,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.telkomselidp.suw.ovi.messaging.nokia.com,NOERROR,67.220.123.53,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant106.ovi.messaging.nokia.com,NOERROR,66.54.67.169,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant201.ovi.messaging.nokia.com,NOERROR,64.88.165.5,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant306.ovi.messaging.nokia.com,NOERROR,64.57.242.112,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant308.ovi.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant309.ovi.messaging.nokia.com,NOERROR,66.54.67.160,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant401.ovi.messaging.nokia.com,NOERROR,66.54.67.161,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],im.tenant501.ovi.messaging.nokia.com,NOERROR,66.54.67.162,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],imagespace.nokia.com,NOERROR,192.103.18.171,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],imei-trg.fastrac.nokia.com,NOERROR,147.243.224.81,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],img.euro1.music.nokia.com,NOERROR,,,,,,,img.musicstore.glb.nokia.com,,,,,,
[x],img.euro1.music.pvw.nokia.com,NOERROR,,,,,,,img.pvw.musicstore.glb.nokia.com,,,,,,
[x],img.euro1.music.sro1.nokia.com,NOERROR,,,,,,,img.sro1.musicstore.glb.nokia.com,,,,,,
[x],imknowledge.online.nokia.com,NOERROR,147.243.176.77,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],impact.idc.nokia.com,NOERROR,"135.245.86.42, 135.245.86.45","ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],impactiot.saas.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],imt.int.nokia.com,NOERROR,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"imt-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],imtpreprod.int.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"imtpreprod-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],in.nokia.com,NOERROR,134.177.0.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],in.zina.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,zinapps-public.net.nokia.com,,,,,,
[x],inboundfed-qa.ext.net.nokia.com,NOERROR,93.183.13.58,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],inboundfed.ext.net.nokia.com,NOERROR,93.183.13.68,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],india.mobileshop.nokia.com,NOERROR,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net, ns1.dnsimple.com, admin.dnsimple.com",,,,,shops.myshopify.com,,,,,"digicert.com, globalsign.com, letsencrypt.org",
[x],industryanalyst.networks.nokia.com,NOERROR,"95.101.111.181, 95.101.111.140","n0dsca.akamaiedge.net, hostmaster.akamai.com",,,,,"industryanalyst.networks.nokia.com.edgekey.net, e68184.dsca.akamaiedge.net","2a02:26f0:c900:9::5f65:4a8a, 2a02:26f0:c900:9::5f65:4a87",,,,,
[x],industryanalyst.nokia.com,NOERROR,193.93.133.101,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],infocenter.knowledge.nokia.com,NOERROR,147.243.141.29,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],infocenter.nokia.com,NOERROR,135.109.238.67,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],infoproducts.nokia.com,NOERROR,135.109.238.69,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],infoview.app.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"infoview-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],innercircle.nokia.com,NOERROR,255.255.255.255,"ns2.nokia.com, dns.cloudflare.com",,,,,,,True,255.255.255.255,,,
[x],insight.nokia.com,NOERROR,,"n0a.akamaiedge.net, hostmaster.akamai.com",,,,,"insight.nokia.com.edgekey.net, e2759.a.akamaiedge.net",,,,,,
[x],insights360.ext.net.nokia.com,NOERROR,20.231.215.23,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],installation.dac.nokia.com,NOERROR,87.108.35.9,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],int.developer.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],int.europe.nokia.com,NOERROR,131.228.121.61,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],internal.preprod2.hc-qa.saas.nokia.com,NOERROR,,"ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],intfed-qa.ext.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],intra-online.networks.nokia.com,NOERROR,93.183.1.27,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],intra.producthelp.nokia.com,NOERROR,147.243.177.131,"ns7.nokia.com, dns.cloudflare.com",,,,,sagenp01.ext.nokia.com,,,,,,
[x],intranet.nokia.com,NOERROR,127.0.0.1,"ns7.nokia.com, dns.cloudflare.com",,,,,intranet.int.net.nokia.com,,True,127.0.0.1,,,
[x],inventorportal.nokia.com,NOERROR,95.131.216.228,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],inventwithnokia.nokia.com,NOERROR,178.250.51.69,"ns2.nokia.com, dns.cloudflare.com",,,mail.bandicoot.co.uk,v=spf1 a mx include:cmail1.com ?all,,,,,,,
[x],ioc-munich.ext.net.nokia.com,NOERROR,85.183.197.151,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],iot.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,"ns7.nokia.com, ns8.nokia.com",,
[x],iotnucleon.iot.nokia.com,NOERROR,135.92.6.232,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ipmnm-qa.ext.net.nokia.com,NOERROR,52.172.137.115,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],irbcast.nokia.com,NOERROR,131.228.38.2,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],iris.ext.nokia.com,NOERROR,203.18.118.69,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],irt.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],irt.qa.nokia.com,NOERROR,217.149.53.130,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],irvant.net.nokia.com,NOERROR,87.254.201.229,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],irvlacap.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
