new,host,ttl,a,aaaa,soa,status_code,cname,ns,txt,caa,cdn,cdn-name,mx
,scam-hitlist.ot.exodus.com,300,"104.18.41.57, 172.64.146.199","2606:4700:4400::ac40:92c7, 2606:4700:4400::6812:2939","{'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,scam.ot.exodus.com,1800,,,"{'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,schrodinger.a.exodus.io,300,"104.18.38.189, 172.64.149.67","2606:4700:4400::6812:26bd, 2606:4700:4400::ac40:9543","{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,security-handbook.ot.exodus.com,1800,,,"{'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,server.exodus.io,300,"104.19.231.100, 104.19.232.100","2606:4700::6813:e864, 2606:4700::6813:e764","{'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,simulation.a.exodus.io,300,,"2606:4700:4400::ac40:9543, 2606:4700:4400::6812:26bd","{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,slack-invite.exodus.com,300,,,"{'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,slack-invite.exodus.io,1800,,,"{'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,solana-qn-d.a.exodus.io,300,"172.64.149.67, 104.18.38.189","2606:4700:4400::6812:26bd, 2606:4700:4400::ac40:9543","{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,solana.a.exodus.io,300,"172.64.149.67, 104.18.38.189","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,sportx.a.exodus.io,1604,,,"{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,stage.aws.exodus.io,1800,,,"{'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,staking.a.exodus.io,300,"172.64.149.67, 104.18.38.189",,"{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,status.exodus.io,1800,,,"{'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,substrate-api-sidecar.a.exodus.io,95,"172.64.149.67, 104.18.38.189","2606:4700:4400::ac40:9543, 2606:4700:4400::6812:26bd","{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,sunflower.ot.exodus.com,300,"104.18.41.57, 172.64.146.199","2606:4700:4400::6812:2939, 2606:4700:4400::ac40:92c7","{'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ot.exodus.com', 'ns': 'bart.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352751305, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,support-helpers.a.exodus.io,300,"172.64.149.67, 104.18.38.189","2606:4700:4400::ac40:9543, 2606:4700:4400::6812:26bd","{'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'a.exodus.io', 'ns': 'alexa.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352766485, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,support-lt.exodus.com,300,"104.18.36.212, 172.64.151.44","2606:4700:4400::ac40:972c, 2606:4700:4400::6812:24d4","{'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,support-lt.exodus.io,300,,"2606:4700::6813:e864, 2606:4700::6813:e764","{'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.io', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352408982, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,support-test.exodus.com,1800,,,"{'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,support.exodus.com,300,"104.18.36.212, 172.64.151.44","2606:4700:4400::ac40:972c, 2606:4700:4400::6812:24d4","{'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'exodus.com', 'ns': 'frank.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352188181, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
