input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_
groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
h-135-207-136-12.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://h-135-207-136-12.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
h-135-207-58-38.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://h-135-207-58-38.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
harvuni.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://harvuni.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
http-m--internet--org-tokopedia-com0-9.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://http-m--internet--org-tokopedia-com0-9.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
http-m-wikihow-com-7.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://http-m-wikihow-com-7.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
https-ar-m-wikipedia-org-21.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://https-ar-m-wikipedia-org-21.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,172.217.18.106,/,-606046040,,2a00:1450:4001:827::200a,HTTP/3,1,False,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.184.195,/,302920777,,2a00:1450:4001:813::2003,HTTP/3,12,False,,,,
https://www.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://www.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,,104.196.201.1,WordPress,1477,False,True,,,
icds-e1-waa3-waa4-kvm.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://icds-e1-waa3-waa4-kvm.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
idp-repgateway-ffprod2.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://idp-repgateway-ffprod2.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
imap.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://imap.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
img.smtp2go.com,,403,10,,,,,,,,,,,,,,,,,,,,80,http://img.smtp2go.com:80,http,nginx,text/html,GET,18.235.60.202,/,1864250944,,34.204.121.96,Nginx,2,False,,,,
info.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://info.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
ip-4-3-201.dtp.i860.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://ip-4-3-201.dtp.i860.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
ipv4-c004-maa001-ix.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://ipv4-c004-maa001-ix.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
ipv4-c107-was001-ix.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://ipv4-c107-was001-ix.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
iwww.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://iwww.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
jrss-215-71-124-31.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://jrss-215-71-124-31.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
leez.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://leez.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
lenny.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://lenny.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
link.smtp2go.com,SMTP2GO,200,2322,link.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,link.smtp2go.com,,443,https://link.smtp2go.com:443,https,,text/html,GET,185.3.93.228,/,-429073533,,170.187.131.209,HSTS,85,False,,,,https://fonts.gstatic.com
lionsarizona.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://lionsarizona.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
lon3-collection2cassandra-a3.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://lon3-collection2cassandra-a3.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
lon3-user2-a6.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://lon3-user2-a6.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
mail-in23.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://mail-in23.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
members2keyademiddleeastsigma.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://members2keyademiddleeastsigma.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
mh-analyticsmailgw2-www.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://mh-analyticsmailgw2-www.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
observium.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://observium.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
pn-166-34.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://pn-166-34.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
pp.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://pp.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
pubmmr-ztbuq7odlneatnfs.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://pubmmr-ztbuq7odlneatnfs.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
qasp.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://qasp.groupmail.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
