input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,location
qa.telemetry.trellix.com,,403,42,qa.telemetry.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=qa.telemetry.trellix.com, O=Musarubra US LLC, ST=California, C=US",qa.telemetry.trellix.com,www.qa.telemetry.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,21467f26befd9801bd2e1135ac2d74bd,13b959d91a17d107a210c1d91cdc9bb69803d6ed6a85c0dcb9ccb8771c69a1de,,ctls,qa.telemetry.trellix.com,,443,https://qa.telemetry.trellix.com:443,https,,application/json,GET,35.83.181.124,/,768769774,100.21.170.80,,1,False,,Musarubra US LLC,,,,,
rebates.trellix.com,Rebates Home | Rebates Home | Home,200,7035,rebates.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=rebates.trellix.com, O=Musarubra US LLC, ST=California, C=US",rebates.trellix.com,www.rebates.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,85d0c3bfb96f4195de53f36376af7fab,2536080648f851ba91b7fa16d7a4db485cc0467c2c921220ddfbc8017ff53d27,,ctls,rebates.trellix.com,,443,https://rebates.trellix.com:443,https,Lotus-Domino,text/html,GET,178.33.40.80,/,728788645,178.33.40.80,Java,176,False,,Musarubra US LLC,,,,,
saaspartner.api.beta.manage.trellix.com,403 Forbidden,403,118,saaspartner.api.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,,ctls,saaspartner.api.beta.manage.trellix.com,,443,https://saaspartner.api.beta.manage.trellix.com:443,https,awselb/2.0,text/html,GET,34.209.35.127,/,1344368402,52.33.2.139,,7,False,,Musarubra US LLC,,,,,
sales-uat.trellix.com,404 Not Found,404,315,sales-uat.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=partners-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",partners-uat.trellix.com,www.partners-uat.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1259c42a57f86835527b380fac61888d,ad7ec4875ab3d0c23f9d7d423acaade48697606cf4cf0edde21cc87fdb695aba,,ctls,sales-uat.trellix.com,google,443,https://sales-uat.trellix.com:443,https,Apache,text/html,GET,34.111.35.32,/,2116877167,34.111.35.32,HTTP/3,10,False,True,Musarubra US LLC,True,,https://sales-uat.trellix.com/sales/home.html,,
sandbox.xconsole.trellix.com,XConsole,200,1676,sandbox.xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=sandbox.xconsole.trellix.com,sandbox.xconsole.trellix.com,*.sandbox.xconsole.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,026162a570d1da679bea69f69cd9c3c3,232b44d15e9fc1b5c008cf126a6cf5ae5fa71956812bf472511f440bab87434c,True,ctls,sandbox.xconsole.trellix.com,cloudfront,443,https://sandbox.xconsole.trellix.com:443,https,AmazonS3,text/html,GET,52.222.214.50,/,2116877167,52.222.214.71,Amazon Web Services,1,False,True,,,,,,
servicenow.trellix.com,TRELLIX - Sign In,200,24366,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,trellix.okta.com,,443,https://servicenow.trellix.com:443,https,nginx,text/html,GET,149.96.234.27,/,1701804003,149.96.234.27,Nginx,502,False,,"Okta, Inc.",,,https://trellix.okta.com/app/servicenow_ud/exk1cvexkmzCSgMcQ697/sso/saml?SAMLRequest=nVPBjtowEP2VyHeSkLBZahGkNKgq0u42BdpDL5XjDKy1jp16HKD79XUCLDl0kdqLDzNvZt57M54hq2XU0Ky1z2oFv1pA6x1rqZCeMilpjaKaoUCqWA1ILafr7PGBRn5IG6Ot5loSL0MEY4VWuVbY1mDWYPaCw7fVQ0qerW2QBgGeYkoffGtASnH0ua4DxfYN24FfaeItHAGhWNfpWncB6xfL%2BgrWNINmP9sqgOPLmO%2FdW7%2Fm690j%2F5p8uA8QddDJIN4nbTj0IlOyZRKBeMtFStZPObAkuis5n05inpQshITfRUlchlF5H5Vh7IBYMESxh2spYgtLhZYpm5IojOJRmIzG8SaM6Timk6k%2FTSY%2FiFec7fkoVCXU7raX5QmE9PNmU4yKL%2BtN32AvKjBPDv1PNn4Hg72FrjOZz%2Fpd0p62Ga73NiN22SmZ3x49C4YDzuMa2rFeLgotBf%2FtZVLqQ26AWafEmhb6pdTMvs9h7I%2F7iKhG2x5KoWZCZlVlAJEEb4POhwtVv2F3gRaO1st13TAjsLMBjozbNyOGsFw6mSvY%2FpctN2Gc8q63C3f3c9Cm6u4BuOO5MUxho429OPc3RvNz8h191%2FTw887%2FAA%3D%3D&RelayState=https%3A%2F%2Fservicenow.trellix.com%2Fnavpage.do,http://127.0.0.1:65151,
servicenowdev.trellix.com,TRELLIX - Sign In,200,24440,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,trellix.okta.com,,443,https://servicenowdev.trellix.com:443,https,nginx,text/html,GET,149.96.250.27,/,1701804003,149.96.250.27,Nginx,502,False,,"Okta, Inc.",,,https://trellix.okta.com/app/servicenow_ud/exk1axswbfdeDL86D697/sso/saml?SAMLRequest=nVNLj9owEP4rke%2FkBQSwCBIlqopEtwjSHnpZee3JrrWOnXocSP99kwALhy5V9%2Br5ZuZ7jOfIShVXdFm7F72DXzWg85pSaaSnSkpqq6lhKJFqVgJSx%2Bl%2B%2BXVDYz%2BklTXOcKOIt0QE66TRK6OxLsHuwR4kh%2B%2B7TUpenKuQBgGe3rQ5Cjj4zoJSsvG5KQPNDhV7Bl8Y4mUtB6lZN%2BzaegGbV8f6DlZVN%2FMeaxFA8xqxBo9PhYBsM02yZDYJEE3QKSHeZ2M59DpTUjCFQLx1lpL9w6qYcJhNoqGIwhEP%2BZTHRTKe8cl0nCQ8gbgF4pYhygNcWxFrWGt0TLuUxGE8HITJIBrm4ZBGQzqa%2BrPx6CfxtmeHPkktpH6%2Bb%2BfTCYT0S55vB9tv%2B7wfcJAC7EOL%2Fl8nf4DF3sV2OFnM%2B0Rpz9zehnyfFLskSxb%2F3D4PbnecN1a0477OtkZJ%2FttbKmWOKwvMtXqcraGPpmTufRqRH%2FUvUgyKHkqhZFIthbCASIK3RecLBtHn3J6ig8Z5K1NWzErsnICGcffmxS1spVqlOyg%2B5MxdGKe8m90%2Bd1d0NFZ0VwG85ZlbprEy1l2c%2Bxujxbn4jr5r%2BfYXL%2F4A&RelayState=https%3A%2F%2Fservicenowdev.trellix.com%2Fnavpage.do,data.pendo.io,
sffusionwebsecureconnect-qa.trellix.com,Oracle HTTP Server 12c,200,8893,sffusionwebsecureconnect-qa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,"CN=fusionexterintegrations.externalzones.com, O=Musarubra US LLC, ST=California, C=US",fusionexterintegrations.externalzones.com,sffusionwebsecureconnect.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f443a6c8e6cdd8b52937f6b641c909df,0b27facea479281769b273a98780e0a5b585c232f47f9dd629ad681a0167d087,,ctls,sffusionwebsecureconnect-qa.trellix.com,,443,https://sffusionwebsecureconnect-qa.trellix.com:443,https,Oracle-HTTP-Server,text/html,GET,136.179.57.109,/,-573042037,136.179.57.109,Oracle HTTP Server,184,False,,Musarubra US LLC,,,,,
sft.trellix.com,Server Login,200,5233,sft.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=sft.trellix.com, O=Musarubra US LLC, ST=California, C=US",sft.trellix.com,www.sft.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,613fec469af3b3e073c7796ab3868b51,e95056600ecea3649b7257d5d9a56b8c5ba6de11d2f8cb227b391feb9efc7413,,ctls,sft.trellix.com,,443,https://sft.trellix.com:443,https,,text/html,GET,136.179.57.100,/,-2000384200,136.179.57.100,HSTS,128,False,,Musarubra US LLC,,,https://sft.trellix.com/Web/Account/Login.htm,,
skyhighsecurity.com,Enterprise Cloud Data Protection - Skyhigh Security,200,118380,www.skyhighsecurity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T03:25:21Z,2023-07-07T03:25:20Z,CN=www.skyhighsecurity.com,www.skyhighsecurity.com,www.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,16aad485a8ef409493b0399c374b9254,e479fcf718b0bebec3dc88499780ff28d7fbf7f39a6e8680283f6f75eb08703a,,ctls,www.skyhighsecurity.com,,443,https://skyhighsecurity.com:443,https,nginx,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,Yoast SEO:20.3,962,False,,,,,https://www.skyhighsecurity.com/,,
smetrics.skyhighsecurity.com,,200,,smetrics.skyhighsecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-09T23:59:59Z,"CN=smetrics.skyhighsecurity.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.skyhighsecurity.com,smetrics.skyhighsecurity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c8a423b519c54402ec888336e6dce39f,ca4948a7fdf2692f66c24a184ae0b209aae5e078c93e89a7a41611f1047497cd,,ctls,smetrics.skyhighsecurity.com,,443,https://smetrics.skyhighsecurity.com:443,https,jag,,GET,63.140.62.135,/,1936786007,63.140.62.164,HSTS,1,False,,Adobe Systems Incorporated,,,,,
smetrics.trellix.com,,200,,smetrics.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=smetrics.trellix.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.trellix.com,smetrics.trellix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,008353a503469fb658895bf28e82996d,ae96356780a98e52fe453760fcc51187d089a1efa2511a4773d76d67f0473c55,,ctls,smetrics.trellix.com,,443,https://smetrics.trellix.com:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,HSTS,1,False,,Adobe Systems Incorporated,,,,,
sns.trellix.com,Living Security | Trellix,200,141511,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,,ctls,www.trellix.com,,443,https://sns.trellix.com:443,https,,text/html,GET,3.215.172.219,/,-1840324437,3.92.120.28,HSTS,1129,False,,Musarubra US LLC,,,https://www.trellix.com/en-us/index.html,,
soap.trellix.com,403 - Forbidden: Access is denied.,403,1233,soap.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=soap.trellix.com, O=Musarubra US LLC, ST=California, C=US",soap.trellix.com,orderops.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fe856e930ab94fafd02d7d7e7de55bf8,6cc37272e5d4e5b4727829480ae41b69c7d3f06e0c1684d52ab800107646418b,,ctls,soap.trellix.com,,443,https://soap.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.57.102,/,1631801191,136.179.57.102,Windows Server,30,False,,Musarubra US LLC,,,,,
sponsor.trellix.com,Validate access rights,200,1536,guest.trellix.com,8445,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=sponsor.trellix.com, O=Musarubra US LLC, ST=California, C=US",sponsor.trellix.com,guest.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d429c65b822c57fc7ea8b1d6f6d4f664,54b0cd2c184ab256c61c2bc31673ae5840f09fcb64aeafbd5ab9da3dd44861cc,,ctls,guest.trellix.com,,443,https://sponsor.trellix.com:443,https,server,text/html,GET,136.179.56.204,/,-311878947,136.179.56.204,HSTS,20,False,,Musarubra US LLC,,,https://guest.trellix.com:8445/sponsorportal/PortalSetup.action?portal=61b55ffe-d5aa-452f-b46d-9d498aef9363,http://www.cisco.com/,
sse-uat.skyhighsecurity.com,,415,,sse-uat.skyhighsecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T18:09:52Z,2023-08-04T18:09:51Z,CN=*.dev.starwatch.ai,*.dev.starwatch.ai,*.dev.starwatch.ai,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79de023dd793f202f104cd6b83e96ec2,8e2d89eb590d168969e8c5292e17e4347259e5560647cf5707940943b2475bc0,True,ctls,sse-uat.skyhighsecurity.com,google,443,https://sse-uat.skyhighsecurity.com:443,https,envoy,,GET,34.111.110.138,/,-1840324437,34.111.110.138,HTTP/3,1,False,True,,True,,,,
ssog.trellix.com,403 Forbidden,403,209,ssog.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-04T00:00:00Z,2023-07-04T23:59:59Z,"CN=ssog.trellix.com, OU=Engineering, O=Musarubra US LLC, ST=California, C=US",ssog.trellix.com,www.ssog.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a56e616b50f9ac2c18a1850ba47f74b6,effc31c857853663011a06fc32e278ed6ef9e324908c57f5bdab73e41f509ecf,,ctls,ssog.trellix.com,,443,https://ssog.trellix.com:443,https,,text/html,GET,161.69.38.141,/,-366337701,161.69.38.141,,10,False,,Musarubra US LLC,,,,,
ssoqa.trellix.com,Login - Oracle Access Management 12c,200,5906,ssoqa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=ssoqa.trellix.com, O=Musarubra US LLC, ST=California, C=US",ssoqa.trellix.com,www.ssoqa.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,362550dc9347d4fa594e9ba4cf362e89,2a929ca9d852dbe95e61f4b9880763f8da9f2094341da029a6ff77a5a49f80cb,,ctls,ssoqa.trellix.com,,443,https://ssoqa.trellix.com:443,https,,text/html,GET,136.179.56.32,/,-366337701,136.179.56.32,Oracle Dynamic Monitoring Service,174,False,,Musarubra US LLC,,,https://ssoqa.trellix.com:443/oam/server/obrareq.cgi?encquery%3D1teN2LtmtqsL80aq%2Bw0NvC04e%2FB2i6ZYcIJG7QujQ4fd6ANRtM%2Fk6eV%2Bqdvsz6rqiiXjD4uGvJFV6KI%2B07380Lr8%2FmpCvnJeZfx7epHoFOZyPID8mnHeRDPDtlPFKGOaOwVKe4x3hnTgfc%2FReMbjZL%2BBvqir0ufph8jhtkHIjrE7FmR1jTyTvFjwARgApnp%2FjqByLbOHOXFMPPnmHNotZVI%2FW%2FsD4ygbsJpD2IV2tawArTTWhVjAdRAHQjCYx4lRl68b5xVfCG2H26mNrn977T1SM5bdFgSO5zfnXVf%2Bu%2FgTBy%2BhPVL6qV%2FafYRVvSSt%20agentid%3DProxy12cOHS%20ver%3D1%20crmethod%3D2%26cksum%3D6d608ed1f46b21f8adb8f3c4a09ecabdfdba0642&ECID-Context=1.005zVcu9WUcB1FspsgWByX0004EP001J5k%3Bk%5EjE,,
stage-ap.etp.trellix.com,,403,16,stage-ap.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=us.etp.trellix.com, O=Musarubra US LLC, ST=California, C=US",us.etp.trellix.com,stage-us.etp.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9c32be903170935c4d9091e4d6c2cf09,0ae1fa4a9d66450dcff23f87e6419f8abca4db188316b1a04199db55f2a75e20,,ctls,stage-ap.etp.trellix.com,cloudflare,443,https://stage-ap.etp.trellix.com:443,https,cloudflare,text/plain,GET,104.18.34.211,/,1268003052,2606:4700:4400::ac40:992d,Cloudflare,1,False,True,Musarubra US LLC,,,,,
stage-us.etp.trellix.com,,403,16,stage-us.etp.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=us.etp.trellix.com, O=Musarubra US LLC, ST=California, C=US",us.etp.trellix.com,stage-us.etp.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9c32be903170935c4d9091e4d6c2cf09,0ae1fa4a9d66450dcff23f87e6419f8abca4db188316b1a04199db55f2a75e20,,ctls,stage-us.etp.trellix.com,cloudflare,443,https://stage-us.etp.trellix.com:443,https,cloudflare,text/plain,GET,104.18.34.211,/,1268003052,2606:4700:4400::ac40:992d,Cloudflare,1,False,True,Musarubra US LLC,,,,,
stage.telemetry.trellix.com,,403,42,stage.telemetry.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=stage.telemetry.trellix.com, O=Musarubra US LLC, ST=California, C=US",stage.telemetry.trellix.com,www.stage.telemetry.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,499241c85afdabf75434d4f525762a17,f19d36d771bd2acba3a3885590ecf66394ab0a07cf71da5a7b61f74d786da693,,ctls,stage.telemetry.trellix.com,,443,https://stage.telemetry.trellix.com:443,https,,application/json,GET,54.201.227.189,/,768769774,44.240.28.85,,1,False,,Musarubra US LLC,,,,,
staging.design.trellix.com,TRELLIX - Sign In,200,23761,trellix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,trellix.okta.com,cloudfront,443,https://staging.design.trellix.com:443,https,nginx,text/html,GET,143.204.98.101,/,-131811694,143.204.98.33,Nginx,502,False,True,"Okta, Inc.",,,https://trellix.okta.com/oauth2/v1/authorize?client_id=0oa4ci5q93GAMDIBp697&response_type=code&scope=openid%20email&redirect_uri=https%3A%2F%2Fstaging.design.trellix.com%2F_callback&nonce=46c0a5e6dbf49cc265d6e092069f59218543df9ab760d829faf0a7cf6b6c63da&state=%2F,cdn.pendo.io,
staging.uam.ui.trellix.com,,200,17261,staging.uam.ui.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=staging.uam.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",staging.uam.ui.trellix.com,www.staging.uam.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,20847c057e4ae8ac8a766449c6c6d159,99cfcb4b66cad2bae27033e488636b6f87b117530ad3c3885911ad7e5efc011f,,ctls,staging.uam.ui.trellix.com,cloudfront,443,https://staging.uam.ui.trellix.com:443,https,AmazonS3,text/html,GET,18.66.147.101,/,-2007756544,18.66.147.122,Amazon Web Services,225,False,True,Musarubra US LLC,,,,,
staging.xdr.trellix.com,,403,16,console-iam-stg.fireeye.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=fireeye.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",fireeye.com,*.etp.eu.fireeye.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",19e3a90ee0967fb5824ccc63988cd5dc,f396c5c349859157108cb7fcab6df053757ccc0c865aa5bf5f1adfc779332e45,True,ctls,console-iam-stg.fireeye.com,,443,https://staging.xdr.trellix.com:443,https,cloudflare,text/plain,GET,52.33.70.151,/,1826386983,35.83.91.247,Cloudflare,1,False,,"Cloudflare, Inc.",,,https://console-iam-stg.fireeye.com:443/,,
status.skyhighsecurity.com,Skyhigh Security Status,200,12441,status.skyhighsecurity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=status.skyhighsecurity.com, O=Musarubra US LLC, ST=California, C=US",status.skyhighsecurity.com,trust.skyhighsecurity.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d9f54920b3cec48863696674def53f73,0cf32c5d9c7ab41c9fc448298f82510c9581e09575760de8cf10623b1673b16d,,ctls,status.skyhighsecurity.com,,443,https://status.skyhighsecurity.com:443,https,Apache,text/html,GET,3.11.206.231,/,-2017946799,3.11.206.231,Font Awesome,172,False,,Musarubra US LLC,,,,,
status.trellix.com,Trellix Status,200,103919,status.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T14:44:34Z,2023-08-14T14:44:33Z,CN=23930d45.status.cleafy.cloud,23930d45.status.cleafy.cloud,www.sproutsocialstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,003f93a419d7f3de970879abdc3834ba,1b1d6c334c387245bcb3a7891f8b5009c99ffa8ec21c973f084b3a37c74bd02c,,ctls,status.trellix.com,,443,https://status.trellix.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,3506,False,,,,,,,
stg-login.trellix.com,Trellix STG - Sign In,200,8949,stg-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=stg-login.trellix.com, O=Musarubra US LLC, ST=California, C=US",stg-login.trellix.com,www.stg-login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8e1065be9f872b67e2c861e2458a12a3,93c11e6b922fcb8ee80057184b8d3f6338319bf9e517b13eb02592ae594a0355,,ctls,stg-login.trellix.com,,443,https://stg-login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,199,False,,Musarubra US LLC,,,,,
success.skyhighsecurity.com,Home - Skyhigh Security,200,52709,success.myshn.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=success.myshn.net,success.myshn.net,success.skyhighsecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,74f2f8bf447663b12f41f686a65908e4,49bf61811c50cbdfab3ef118e9b3caa3f1955a1f9049658c32454172f858e959,,ctls,success.myshn.net,cloudfront,443,https://success.skyhighsecurity.com:443,https,,text/html,GET,143.204.98.56,/,-780081377,2600:9000:2156:4400:8:1f9:bc80:93a1,HSTS,528,False,True,,,,https://success.myshn.net/,https:,
