input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,location,tls_emails_
rpic.retops.inter.ikea.com,400 No required SSL certificate was sent,400,263,rpic.retops.inter.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-23T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.retops.api.inter.ikea.com, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",*.retops.api.inter.ikea.com,Inter IKEA Systems B.V.,rpic.retops.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ec1ad3a8d0b095f426ef9d7665dc17b8,5206fd7d7c68c1133d69cadaa4d23828c69aae04fd42f7685d69eb5ff77d4f43,ctls,rpic.retops.inter.ikea.com,443,https://rpic.retops.inter.ikea.com:443,https,text/html,GET,20.126.42.37,/,1313065689,20.126.42.37,,9,False,,Microsoft-Azure-Application-Gateway/v2,,,,True,,,,
rs.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,80,http://rs.accounts.ikea.com:80,http,text/plain,GET,104.102.50.85,/,-738705486,2a02:26f0:480:9ac::3781,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
sandbox.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,80,http://sandbox.accounts.ikea.com:80,http,text/plain,GET,104.126.37.153,/,-738705486,2a02:26f0:3500:1b::1724:a38f,HSTS,1,False,,IKEA Server,,https://cdn.auth0.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
schedules.belgium.ikea.com,Sign in to your account,200,44460,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://schedules.belgium.ikea.com:443,https,text/html,GET,104.40.183.236,/,355325821,104.40.183.236,HSTS,95,False,azure,,True,,,,,https://login.microsoftonline.com/720b637a-655a-40cf-816a-f22f40755c2c/oauth2/authorize?client_id=7b3d6fe2-8585-4a44-820a-80ad9a216d31&redirect_uri=https%3A%2F%2Fschedules.belgium.ikea.com%2F&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DpGVSNQ0AT_ROA9a9BM62Bb9UfJrINrT_9lZqwXO5YsPAfLR2_2n0SgveDqO3vC5vFyTlv-QLwx67R4gzkyHEmWZG6jd1i1p0Z5LRoyZ2Kwfi_aYhFrdiRe0ssz1RqT3yoOK9NA1-YOWthogKNxZ45qHHsviKhal18JczSOCKiuoFSdsZeXTcL3LwA7AqCqcRUZB0ha9ePHQdWJbHbBt__L9OSGQ7Jf8WhPyqR-S2dUs&response_mode=form_post&nonce=638265069016195084.ZDgzMDJlZWYtZDgxYy00ZTcyLTlkYjMtMmRhMGVmMTI3M2NmYjRmNDQ4OTgtNjNkOC00MzFmLThhM2EtNjg1Njc1YmJjMTlm&x-client-SKU=ID_NET472&x-client-ver=6.18.0.0,,
scim1password.ikea.com,1Password SCIM bridge,200,559,scim1password.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-19T05:15:56Z,2023-10-17T05:15:55Z,CN=scim1password.ikea.com,scim1password.ikea.com,,scim1password.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8e096e3bfdbe06abcd0c1bcc4f90542a,635c7d6cf3f2fe9c0c52f170822515a08d0f1c78c892a302f72b01fc1a8455f3,ctls,scim1password.ikea.com,443,https://scim1password.ikea.com:443,https,text/html,GET,34.69.74.246,/,104012657,34.69.74.246,,1,False,google,,True,https://w3.org,,,,https://scim1password.ikea.com/app/,,
se.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,80,http://se.accounts.ikea.com:80,http,text/plain,GET,104.102.50.85,/,-738705486,2a02:26f0:480:9ac::3781,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
se.collect-food.ikea.com,IKEA,200,9311,se.collect-food.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-27T08:23:58Z,2023-09-25T08:23:57Z,CN=se.collect-food.ikea.com,se.collect-food.ikea.com,,se.collect-food.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5abc35692a6b5900f44caf0bddf962c8,378c5246050fe15b5be738e1d0e6bbb1f1321ac6d1dd7fa39946040415a7a330,ctls,se.collect-food.ikea.com,443,https://se.collect-food.ikea.com:443,https,text/html,GET,185.161.45.136,/,-1851491385,185.161.45.136,Nginx,20,False,,nginx,,,,,,,,
secure.services.ikea.com,Traemand Customer Portal Redirect,200,1404,secure.services.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T02:26:28Z,2023-09-13T02:26:27Z,CN=secure.services.ikea.com,secure.services.ikea.com,,secure.services.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,465156eb81bb14831f3a8cc1ef2526f0,b85ca9e65f0fecc751b8cf1c617bde8fcb4697794ba227fad42f60dac194a34f,ctls,secure.services.ikea.com,443,https://secure.services.ikea.com:443,https,text/html,GET,104.126.37.185,/,-1840324437,104.126.37.128,NetSuite,35,False,,,,,,,,,,
securem.ikea.com,Hej! Welcome to IKEA Global,200,118202,www.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=www.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",www.ikea.com,Inter IKEA Systems B.V.,www.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8096d2ab7d14817ba67ed490fb78974d,23297b5cf22e3ebcc59359c80da293fbbdc139bdcae492c72f3a991f432bfbdf,ctls,www.ikea.com,443,https://securem.ikea.com:443,https,text/html,GET,104.102.42.228,/,-1914338737,104.102.42.228,Sentry:7.53.1,3,False,,IKEA Server,,,,,,https://www.ikea.com/,,
securema.ikea.com,,404,10,securema.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,securema.ikea.com,443,https://securema.ikea.com:443,https,,GET,23.212.216.222,/,1864250944,23.212.216.222,HSTS,2,False,,AkamaiNetStorage,,,,,,,,
secureplanner.ikea.com,Error,503,176,secureplanner.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,secureplanner.ikea.com,443,https://secureplanner.ikea.com:443,https,text/html,GET,23.212.216.222,/,355325821,23.212.216.222,HSTS,5,False,,AkamaiGHost,,https://recaptcha.google.com/recaptcha/,,,,,,
service.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,80,http://service.accounts.ikea.com:80,http,text/plain,GET,104.102.50.85,/,-738705486,2a02:26f0:480:9ac::3781,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
services.ikea.com,,200,1323,services.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-27T22:53:04Z,2023-10-25T22:53:03Z,CN=prod.6.slot.cdn.salesforce-communities.com,prod.6.slot.cdn.salesforce-communities.com,,www.preview.neuca.pl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89031e642ffb992a4923895feb1e88df,af7a598a2ac8c72715fd7e3fe3983329e4e3c9495b5099edade5ea0bf4cb4964,ctls,services.ikea.com,443,https://services.ikea.com:443,https,text/html,GET,95.101.111.169,/,1433417005,2a02:26f0:480:d::210:f14d,HSTS,47,False,,,,,,,,https://services.ikea.com/s/,,
sgtm.ikea.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,80,http://sgtm.ikea.com:80,http,text/html,GET,172.217.16.211,/,302920777,2a00:1450:4001:802::2013,,12,False,,ghs,,,,,,,,
shop.api.ingka.ikea.com,,403,23,shop.api.ingka.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL, serialNumber=27232886, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ikea.com,Inter IKEA Systems B.V.,www.ikea.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,28cdf6742cf1636f2e0db50e57ad79c9,2f63dccac1b55767d42c8f953fd87863c93e7f7f3b86c46cd1297f59fff1b2ca,ctls,shop.api.ingka.ikea.com,443,https://shop.api.ingka.ikea.com:443,https,application/json,GET,23.212.216.205,/,968070783,2a02:26f0:1700:381::2eb6,HSTS,1,False,,IKEA Shoppable App,,,,,,,,
sip.ingka.ikea.com,,404,75,sip.ingka.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.ingka.ikea.com,443,https://sip.ingka.ikea.com:443,https,text/plain,GET,52.112.193.13,/,-1496766815,2603:1027:0:3::b,HSTS,4,False,,RTC/7.0,,,True,True,,,,
spartacus.apps.ikea.com,,200,106,spartacus.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,spartacus.apps.ikea.com,443,https://spartacus.apps.ikea.com:443,https,,GET,192.71.68.89,/,-980558980,192.71.68.89,,1,False,,iWAD v6.2.0,,url=//iwad-dc8.apps.ikea.com,,True,,,,
spi.apps.ikea.com,IKEA,400,2439,ingka-icow-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-prod.eu.auth0.com,443,https://spi.apps.ikea.com:443,https,text/html,GET,192.71.68.160,/,12023395,192.71.68.160,HTTP/3,62,False,,cloudflare,,,,True,,https://ingka-icow-prod.eu.auth0.com/u/login/identifier?state=hKFo2SBhSm9PWVVhaWMzZTFiS3hDQXh5alZGVVN0aGhBTkJlSqFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIDBsXy0xZlBxbW5GYkY5eERUbnRVNFJMOUtadHpzQmVCo2NpZNkgbWFmT3VpOTFjZXNLYWliamQ4czhHanhhNjNHTnJMdW8,,
sscm.inter.ikea.com,IvaluaSaml - SP initiated SSO,200,1295,sscm.inter.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T00:00:00Z,2024-02-08T23:59:59Z,"CN=sscm.inter.ikea.com, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",sscm.inter.ikea.com,Inter IKEA Systems B.V.,www.sscm.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,5de8877f1cabebe58d0a639c6b286026,5a7317d394a9b0e2b689ffc011539c4725f3db38b00d39be054aaff38fd8a54b,ctls,sscm.inter.ikea.com,443,https://sscm.inter.ikea.com:443,https,text/html,GET,185.14.247.212,/,-1840324437,185.14.247.212,HSTS,1,False,,,,https://media.rs-online.com,,,,https://sscm.inter.ikea.com/page.aspx/en/usr/login?ReturnUrl=%2fpage.aspx%2fen%2fbuy%2fhomepage,,
stage.appointmentbooking.ppe.ikea.com,IKEA | Bokning av planeringsservice,200,128083,stage.appointmentbooking.ppe.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-26T00:00:00Z,2024-01-03T23:59:59Z,"CN=ikeadt.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikeadt.com,Inter IKEA Systems B.V.,www.ppe.ikeadt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73a5910d2221c3195998fb88d0712fcd,0ee148cf0410339b375d2a772dd68c5b9296ba156052fd106b4f2c4a5891b50c,ctls,stage.appointmentbooking.ppe.ikea.com,443,https://stage.appointmentbooking.ppe.ikea.com:443,https,text/html,GET,23.212.215.33,/,-576969827,23.212.215.33,jQuery,2168,False,,IHP3 Server,,,,,,,,
static.homesmart.ikea.com,,403,243,static.homesmart.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-29T06:03:39Z,2023-09-27T06:03:38Z,CN=static.homesmart.ikea.com,static.homesmart.ikea.com,,static.homesmart.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2bb06a3bfb0435b879941c811be843f6,69d3464ff01134abd0366972fb5671c855c0b189045f842165f3aadbf2e10481,ctls,static.homesmart.ikea.com,443,https://static.homesmart.ikea.com:443,https,application/xml,GET,95.101.54.195,/,2136383928,95.101.54.107,HSTS,2,False,,,,,,,,,,
store-events.ocp.ingka.ikea.com,Error,503,176,store-events.ocp.ingka.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,*.accounts.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1009ebccb117d717e9566a02382a8dd0,c0e724ee26a628cb08476317ace7ff23a675681492b755adc0650ad8bb8eded8,ctls,store-events.ocp.ingka.ikea.com,443,https://store-events.ocp.ingka.ikea.com:443,https,text/html,GET,23.212.220.64,/,-1477997330,2a02:26f0:1700:381::3781,HTTP/3,5,False,,AkamaiGHost,,,True,True,,,,
sts.ikea.com,Not Found,404,315,sts.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=sts.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",sts.ikea.com,IKEA IT AB,www.sts.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,34085767d6678fb6de30a5f79b73adaa,85f958fb96869c8c089aef35724f05141aef312d04bdf045eb877051543a9401,ctls,sts.ikea.com,443,https://sts.ikea.com:443,https,text/html,GET,192.71.68.187,/,225052475,192.71.68.187,Microsoft HTTPAPI:2.0,7,False,,Microsoft-HTTPAPI/2.0,,,,,,,,
supplier-copp.inter.ikea.com,Login: Buyer ikea-caip,200,97052,supplier-copp.inter.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-02T00:00:00Z,2023-09-23T23:59:59Z,"CN=supplier-copp.inter.ikea.com, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",supplier-copp.inter.ikea.com,Inter IKEA Systems B.V.,www.supplier-copp.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,1af854bcef378ea5703063edff11a374,46d66127708cc74743d174b8e06941d5f06c848cc3d01e29af8ca638c1c4ded0,ctls,supplier-copp.inter.ikea.com,443,https://supplier-copp.inter.ikea.com:443,https,text/html,GET,185.14.247.143,/,-1840324437,185.14.247.143,Microsoft ASP.NET,1922,False,,,,https://project.ivalua.com,,,,https://supplier-copp.inter.ikea.com/page.aspx/en/usr/login?ReturnUrl=%2fpage.aspx%2fen%2fbuy%2fhomepage,,
supplierportal.ikea.com,IKEA suppliers – growing together,200,78955,about.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-11-16T23:59:59Z,"CN=about.ikea.com, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",about.ikea.com,Inter IKEA Systems B.V.,www.about.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,7ecd31967c3487e12b2895c5b3bd4bc2,b0d5264a5b46fe80b6cd896925586f0c2e04e21250f6816a167aa9df6198999b,ctls,about.ikea.com,443,https://supplierportal.ikea.com:443,https,text/html,GET,34.213.106.51,/,1543248259,54.68.182.72,Sitecore,803,False,,,,,,,,https://about.ikea.com/en/work-with-us/for-suppliers,,
support.home-design.ikea.com,Security check,403,6626,support.home-design.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-19T23:52:00Z,2023-10-17T23:51:59Z,CN=support.home-design.ikea.com,support.home-design.ikea.com,,support.home-design.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,34e2f339048e6cf84504993a3598d658,ddb26abd7e05b4b3c843e0cf62460cbdaff5df0872c4b429d81a91469190c2d3,ctls,support.home-design.ikea.com,443,https://support.home-design.ikea.com:443,https,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,32,False,cloudflare,cloudflare,True,,,,,https://support.home-design.ikea.com/hc/en-us,,
surveys.ikea.com,,400,90,surveys.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-15T17:52:21Z,2023-10-17T17:52:21Z,CN=*.alchemer.eu,*.alchemer.eu,,alchemer.eu,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",79d2db7352bf5e7ecff7ef4d881bad9e,3a9af80395487dda7922eb77ec7fbd0541e407efbad4378bb90d142ba7bbfc9b,ctls,surveys.ikea.com,443,https://surveys.ikea.com:443,https,text/html,GET,18.192.228.211,/,126819796,3.78.15.39,,4,False,,,,,True,True,,,,
sustainableliving.ikea.com,,403,,sustainableliving.ikea.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-06-01T22:33:08Z,2023-08-30T22:33:07Z,CN=wp16.gdadmin.org,wp16.gdadmin.org,,wp16.gdadmin.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,00d666bd40805d592df3dcb125191dbb,c94e786d1786b855059082ed5c0c9b7b5d5e75ca30684171761d6700ab42287f,ctls,sustainableliving.ikea.com,443,https://sustainableliving.ikea.com:443,https,text/html,GET,52.211.92.117,/,-780928015,52.210.185.207,HSTS,1,False,,Apache,,,True,,,,,
system.v2.config.homesmart.ikea.com,,403,42,system.v2.config.homesmart.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-09T23:59:59Z,CN=system.v2.config.homesmart.ikea.com,system.v2.config.homesmart.ikea.com,,system.v2.config.homesmart.ikea.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,abee3d92b8039587021985ba29a19ec2,5c201cdfccbfbb89f8b6a5d647321a31c70fc73bb2e0afbf018a595d795f94b9,ctls,system.v2.config.homesmart.ikea.com,443,https://system.v2.config.homesmart.ikea.com:443,https,application/json,GET,18.66.147.33,/,768769774,18.66.147.65,Amazon Web Services,1,False,cloudfront,,True,,,,,,,
test-commerce.ikea.com,,404,10,test-commerce.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,test-commerce.ikea.com,443,https://test-commerce.ikea.com:443,https,,GET,23.197.140.248,/,1864250944,2a02:26f0:480:987::3252,HSTS,2,False,,AkamaiNetStorage,,,,True,,,,
test-eguides.ikea.com,Wrong place,200,478,test-eguides.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.infocaption.com, O=InfoCaption AB, L=Stockholm, C=SE",*.infocaption.com,InfoCaption AB,infocaption.com,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,2ddb36f14f0d0d99176be4d8720edaca,fc65d8a87b4ad3e46ca2e4a712816901fd0608d9cce40efdaed1026f8d974003,ctls,test-eguides.ikea.com,443,https://test-eguides.ikea.com:443,https,text/html,GET,62.181.197.31,/,-1184189079,62.181.197.31,Java,23,False,,,,,True,True,,,,
test.equipment.ikea.com,IKEA,400,2439,ingka-icow-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-prod.eu.auth0.com,443,https://test.equipment.ikea.com:443,https,text/html,GET,104.17.14.37,/,-2140190029,2606:4700::6811:e25,HTTP/3,62,False,cloudflare,cloudflare,True,,,True,,https://ingka-icow-prod.eu.auth0.com/u/login/identifier?state=hKFo2SBKd1N5TXZkWnlRLS1UYzZtTGRVTlI2ejVhMS0tYnNvbaFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIG8wal9pQUhFME9MZ3ZYUGJCY2tCYUN3dXI3RFREZWMto2NpZNkgUE5LT0RYWUxENTg2TjI0WnNBMmo3blFISXV1R0I4WXA,,
