input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,location
building-stock-observatory.energy.ec.europa.eu,Microsoft Azure Web App - Error 404,404,2667,building-stock-observatory.energy.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,building-stock-observatory.energy.ec.europa.eu,443,https://building-stock-observatory.energy.ec.europa.eu:443,https,,text/html,GET,20.105.232.4,/,387302845,20.105.232.4,87,False,,,True,True,,,,,,
bulletin.cepol.europa.eu,European Law Enforcement Research Bulletin,200,30277,bulletin.cepol.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-20T00:00:00Z,2023-05-21T23:59:59Z,"CN=*.cepol.europa.eu, O=European Union Agency for Law Enforcement Training (CEPOL), L=Budapest, C=HU",*.cepol.europa.eu,European Union Agency for Law Enforcement Training (CEPOL),cepol.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,18d649146fedde9bf771bdf95361ae6a,7149abce89e46e6425625453c3088f7413170524c921f09c2b76283db54ff31e,ctls,bulletin.cepol.europa.eu,443,https://bulletin.cepol.europa.eu:443,https,Apache/2.4.10 (Debian),text/html,GET,193.68.54.234,/,996284891,193.68.54.234,1405,False,,PHP,True,,,,https://bulletin.cepol.europa.eu/index.php/bulletin,True,,
ca.cedefop.europa.eu,HARICA Public Key Infrastructure,200,8804,ca.cedefop.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T08:34:56Z,2024-04-02T08:34:56Z,"CN=ca.cedefop.europa.eu, O=European Centre for the Development of Vocational Training, L=Thessaloniki, C=GR",ca.cedefop.europa.eu,European Centre for the Development of Vocational Training,www.ca.cedefop.europa.eu,"CN=HARICA OV TLS RSA, O=Hellenic Academic and Research Institutions CA, C=GR",HARICA OV TLS RSA,Hellenic Academic and Research Institutions CA,a7d82b7fe89f03ef292f00894ad52144,e1759d988b224c121e368369d7c22f194b610ca4834200223d8df1deb0fa067c,ctls,ca.cedefop.europa.eu,443,https://ca.cedefop.europa.eu:443,https,Apache,text/html,GET,155.207.94.27,/,790561470,155.207.94.27,171,False,,PHP,,,,,,,,
cachet2.devel4cph.eea.europa.eu,SonarQube,200,1850,cachet2.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-23T13:41:49Z,2023-09-21T13:41:48Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acd06c0f6d83b1655951947f350ae555,c20571f1e7da6132d2bc59c0b0701ca44692807238f32023fc128de714703e72,ctls,cachet2.devel4cph.eea.europa.eu,443,https://cachet2.devel4cph.eea.europa.eu:443,https,,text/html,GET,87.54.7.180,/,1485257654,87.54.7.180,46,False,https:,SonarQubes,,,,,,,,
campaigns.efsa.europa.eu,The page you're looking for could not be found (404),404,3067,campaigns.efsa.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T22:21:07Z,2023-07-31T22:21:06Z,CN=campaigns.efsa.europa.eu,campaigns.efsa.europa.eu,,campaigns.efsa.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,793b5cdc3789f9fdf6935e7b0b2b0602,dedf0a76b79be6e4485878986c78cfce2eee45b92e82f908bd41cc627720008e,ctls,campaigns.efsa.europa.eu,443,https://campaigns.efsa.europa.eu:443,https,,text/html,GET,35.185.44.232,/,245966716,35.185.44.232,95,False,,,,,google,True,,,,
careers-tst.efsa.europa.eu,EFSA Careers - Jobs,200,43004,careers-tst.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-06-11T23:59:59Z,"CN=careers-tst.efsa.europa.eu, O=EUROPEAN FOOD SAFETY AUTHORITY (EFSA), L=Parma, ST=Emilia-Romagna, C=IT",careers-tst.efsa.europa.eu,EUROPEAN FOOD SAFETY AUTHORITY (EFSA),careers-tst.efsa.europa.eu,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,8b545fec34cf48811b397b44cdd241e0,1442a0d380ea3c760b363bc1baa0a4c8ad9d091b0a3bc587d02fa7e2f0b9606d,ctls,careers-tst.efsa.europa.eu,443,https://careers-tst.efsa.europa.eu:443,https,Taleo Web Server 8,text/html,GET,160.34.204.100,/,2054962016,160.34.204.100,1370,False,*.tbe.com,Java,,,,,,,,
careers.easa.europa.eu,EASA Careers,200,70350,careers.easa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T09:27:13Z,2024-04-10T09:27:12Z,"CN=careers.easa.europa.eu, O=European Union Aviation Safety Agency, L=Cologne, ST=North Rhine-Westphalia, C=DE",careers.easa.europa.eu,European Union Aviation Safety Agency,careers.easa.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3bfb76bea5d0dd41792c96e13be22c99,feaa431f5b6fc2adbecd06cd6a27b720374282e336def04f2b035ebbf7c12cd6,ctls,careers.easa.europa.eu,443,https://careers.easa.europa.eu:443,https,Apache,text/html,GET,130.214.193.81,/,-1270699277,130.214.193.81,994,False,,Java,,,,,,,,
careers.easo.europa.eu,European Union Agency For Asylum,200,26958,careers.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,careers.euaa.europa.eu,443,https://careers.easo.europa.eu:443,https,Microsoft-IIS/8.5,text/html,GET,52.169.73.236,/,-1832798063,52.169.73.236,463,False,,Windows Server,True,,azure,True,https://careers.euaa.europa.eu/,,,
careers.ema.europa.eu,Careers at EMA,200,36874,careers.ema.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=careers.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",careers.ema.europa.eu,European Medicines Agency,careers.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a4e49592fc789b7c6d0b631754afd4a5,67ddb4c0c1b6d734392e57d0d9e30cfa26dca27de064b7e4f3d5a23be621593a,ctls,careers.ema.europa.eu,443,https://careers.ema.europa.eu:443,https,Apache,text/html,GET,130.214.193.81,/,-1270699277,130.214.193.81,593,False,,Java,,,,,,,,
careers.euaa.europa.eu,European Union Agency For Asylum,200,26958,careers.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,careers.euaa.europa.eu,443,https://careers.euaa.europa.eu:443,https,Microsoft-IIS/8.5,text/html,GET,185.179.102.66,/,-1832798063,185.179.102.66,463,False,,Windows Server,True,,,,,,,
caselaw.easo.europa.eu,Pages - Home page,200,66763,caselaw.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,caselaw.euaa.europa.eu,443,https://caselaw.easo.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,52.169.73.236,/,-1840324437,52.169.73.236,820,False,,Windows Server,True,,azure,True,https://caselaw.euaa.europa.eu/Pages/default.aspx,,,
caselaw.euaa.europa.eu,Pages - Home page,200,66763,caselaw.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,caselaw.euaa.europa.eu,443,https://caselaw.euaa.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,185.179.102.71,/,-1840324437,185.179.102.71,820,False,,Windows Server,True,,,,https://caselaw.euaa.europa.eu/Pages/default.aspx,,,
catalogue.biodiversity.europa.eu,Catalogue,200,3797,catalogue.biodiversity.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-12T11:00:12Z,2023-08-10T11:00:11Z,CN=biodiversity.europa.eu,biodiversity.europa.eu,,catalogue.biodiversity.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8bc0c4359c74a5b00b07342dfafe7bb6,5186e84e5c74b48da2745b1585b78099fbc04fd21479e1dacd54c2932297c605,ctls,catalogue.biodiversity.europa.eu,443,https://catalogue.biodiversity.europa.eu:443,https,,text/html,GET,87.54.7.142,/,-1840324437,87.54.7.142,103,False,,Ruby on Rails,,,,,https://catalogue.biodiversity.europa.eu/users/sign_in,,,
cdn.ecdc.europa.eu,ECDC Content Delivery Network,200,3375,cdn.ecdc.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T07:55:44Z,2023-08-15T07:55:43Z,"CN=*.ecdc.europa.eu, O=ECDC, L=Solna, ST=Stockholm, C=SE",*.ecdc.europa.eu,ECDC,ecdc.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ae342ed86a110af9a2778f8a2badef66,b41c04381e9c23450651922bab837c63b90f475df8bdeb53c9daaaa744324024,ctls,cdn.ecdc.europa.eu,443,https://cdn.ecdc.europa.eu:443,https,,text/html,GET,88.131.255.84,/,730385389,88.131.255.84,71,False,*.ecdc.europa.eu,HSTS,True,,,,,,,
cdp.eda.europa.eu,Sign in to your account,200,41757,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://cdp.eda.europa.eu:443,https,,text/html,GET,20.52.182.15,/,-1819076422,20.52.182.15,95,False,,HSTS,,,azure,True,https://login.microsoftonline.com/50946f5f-4154-4b9a-8d77-68ee36d55467/oauth2/authorize?response_type=code&client_id=432f7660-5611-4964-8011-fe647b1886bf&scope=openid&nonce=7e27ffee-ffa1-4725-b2e0-b1caf5e5398a&redirect_uri=https%3a%2f%2fcdp.eda.europa.eu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcdp.eda.europa.eu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2250aeb725-e2ee-4257-b372-205a63950d3b%22%7d%23EndOfStateParam%23&client-request-id=50aeb725-e2ee-4257-b372-205a63950d3b,,,
cdp2.eda.europa.eu,,200,2684,cdp2.eda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T08:23:40Z,2024-01-06T08:23:39Z,CN=*.eda.europa.eu,*.eda.europa.eu,,eda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,ff7f3e1d1ac37b1bfb4e6470cc6038b2,d28527b25e5003ed014fa32b870d9bc22ea8fe61e5a524b17abf20f708199ced,ctls,cdp2.eda.europa.eu,443,https://cdp2.eda.europa.eu:443,https,,text/html,GET,20.76.43.238,/,844841671,20.76.43.238,63,False,https://our.umbraco.com/,ZURB Foundation,True,,,,https://cdp2.eda.europa.eu/Account,,,
cdrdev.eionet.europa.eu,CDR,200,26178,cdrdev.eionet.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-16T00:00:00Z,2023-10-17T23:59:59Z,CN=*.eionet.europa.eu,*.eionet.europa.eu,,eionet.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,8be984d9526462f43b77d767161b0b56,c0bc532a841be14c4e388470f4056a92a9ac4621e1ce078e1f3ea76c9d7d4f62,ctls,cdrdev.eionet.europa.eu,443,https://cdrdev.eionet.europa.eu:443,https,HTTPS,text/html,GET,87.54.7.219,/,654015595,87.54.7.219,675,False,https://fonts.gstatic.com/,Varnish,True,,,,,,,
cedefop.europa.eu,CEDEFOP | European Centre for the Development of Vocational Training,200,104687,www.cedefop.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-31T20:00:14Z,2023-08-29T20:00:13Z,CN=www.cedefop.europa.eu,www.cedefop.europa.eu,,www.cedefop.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0d836d7171cefeaea1e73d063b11a74,4f2b4ddd19e5816423b91d39c5c57fcf455b43a6c0efda265bfb06d0458a5b46,ctls,www.cedefop.europa.eu,443,https://cedefop.europa.eu:443,https,Apache,text/html,GET,95.217.98.75,/,-780928015,95.217.98.75,2285,False,,ZURB Foundation,,,,,https://www.cedefop.europa.eu/en,,,
cei.easo.europa.eu,EU Agency for Asylum,200,16328,cei.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,cei.euaa.europa.eu,443,https://cei.easo.europa.eu:443,https,Microsoft-IIS/8.5,text/html,GET,52.169.73.236,/,1631801191,52.169.73.236,333,False,,Windows Server,True,,azure,True,https://cei.euaa.europa.eu/,,,
cei.euaa.europa.eu,EU Agency for Asylum,200,16328,cei.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,cei.euaa.europa.eu,443,https://cei.euaa.europa.eu:443,https,Microsoft-IIS/8.5,text/html,GET,185.179.102.77,/,1631801191,185.179.102.77,333,False,,Windows Server,True,,,,,,,
cepol.europa.eu,Homepage<!-- --> | <!-- -->CEPOL,200,15028,www.cepol.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T20:00:10Z,2023-08-29T20:00:09Z,CN=www.cepol.europa.eu,www.cepol.europa.eu,,www.cepol.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,faa8e7ae177b150598e737346d2a9622,6d0327b39d515fea6d3beabc6f996817f7a160c62ee556e9405463ca3a371546,ctls,www.cepol.europa.eu,443,https://cepol.europa.eu:443,https,nginx,text/html,GET,5.9.252.13,/,812469681,2a01:4f8:212:1362::13,7,False,,Varnish,,,,,https://www.cepol.europa.eu/,,,
cerebro.devel4cph.eea.europa.eu,,503,108,cerebro.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-23T13:41:49Z,2023-09-21T13:41:48Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acd06c0f6d83b1655951947f350ae555,c20571f1e7da6132d2bc59c0b0701ca44692807238f32023fc128de714703e72,ctls,cerebro.devel4cph.eea.europa.eu,443,https://cerebro.devel4cph.eea.europa.eu:443,https,,text/html,GET,87.54.7.180,/,1960059964,87.54.7.180,5,False,,,,,,,,,,
cert.europa.eu,CERT-EU,200,21517,cert.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-01T23:59:59Z,"CN=*.cert.europa.eu, O=CERT-EU, L=Bruxelles, C=BE",*.cert.europa.eu,CERT-EU,cert.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e0100796108c114702c7b5c842cee98c,d05c3a760330f10d2d65496b85a8715965a06a81a0c09d5f1ba29d38591fa0c2,ctls,cert.europa.eu,443,https://cert.europa.eu:443,https,gunicorn,text/html,GET,40.74.12.40,/,560706050,40.74.12.40,377,False,cybersecuritymonth.eu,gunicorn,True,,azure,True,,,,
certauth.adfs.consilium.europa.eu,,404,,certauth.adfs.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-12T23:59:59Z,"CN=adfs.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",adfs.consilium.europa.eu,Council of the European Union,enterpriseregistration.trn.consilium.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d627dd640344666ec203949881584389,f0cdaa8d97cf9a52a2e01f334cf1ebb1b0a2120b4e8919b3decc7b62c208b841,ctls,certauth.adfs.consilium.europa.eu,443,https://certauth.adfs.consilium.europa.eu:443,https,,,GET,170.255.255.195,/,-1840324437,170.255.255.195,1,False,,,,,,,,,,
certauth.sts-uat.esm.europa.eu,Not Found,404,315,certauth.sts-uat.esm.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T00:00:00Z,2024-06-10T23:59:59Z,CN=sts-uat.esm.europa.eu,sts-uat.esm.europa.eu,,certauth.sts-uat.esm.europa.eu,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,b901b4eb7f4c3cdaf60e4ee04a74ab6a,bab337a6b038ad15ebc7c51cce19a0189f7bf0d9992d5485b74d60d95be8c43e,ctls,certauth.sts-uat.esm.europa.eu,443,https://certauth.sts-uat.esm.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,37.157.154.27,/,225052475,37.157.154.27,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
certauth.sts.esm.europa.eu,Not Found,404,315,certauth.sts.esm.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T00:00:00Z,2023-07-23T23:59:59Z,CN=sts.esm.europa.eu,sts.esm.europa.eu,,enterpriseregistration.esm.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",20deb84309c7328077fa535258e71cc2,c6941b91da14bce8f8fdde9ffe8446c314148e5cc79796fbc0eade8d95fbaa00,ctls,certauth.sts.esm.europa.eu,443,https://certauth.sts.esm.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,37.157.154.26,/,225052475,37.157.154.26,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
certauth.t-adfs.consilium.europa.eu,,404,,certauth.t-adfs.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-06-02T23:59:59Z,"CN=t-adfs.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",t-adfs.consilium.europa.eu,Council of the European Union,certauth.t-adfs.consilium.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c2e9d0a6a313f10f1e3c42206077f625,f7e041c128e19cd38655df7cbe3627c81d76e43563f0f7bbcda0d6abb05b6a9c,ctls,certauth.t-adfs.consilium.europa.eu,443,https://certauth.t-adfs.consilium.europa.eu:443,https,,,GET,170.255.255.196,/,-1840324437,170.255.255.196,1,False,,,,,,,,,,
certification.enisa.europa.eu,Cybersecurity Certification,200,43797,certification.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T09:18:43Z,2024-04-06T09:18:43Z,"jurisdictionCountry=GR, businessCategory=Non-Commercial Entity, CN=certification.enisa.europa.eu, serialNumber=Non-Commercial Entity, organizationIdentifier=VATEL-999083483, O=ENISA (the European Union Agency for Cybersecurity), L=Athens, C=GR, jurisdictionCountry=GR, businessCategory=Non-Commercial Entity, organizationIdentifier=VATEL-999083483",certification.enisa.europa.eu,ENISA (the European Union Agency for Cybersecurity),www.certification.enisa.europa.eu,"CN=HARICA QWAC RSA SubCA R1, OU=Hellenic Academic and Research Institutions CA, organizationIdentifier=VATGR-099028220, O=Greek Universities Network (GUnet), L=Athens, C=GR, organizationIdentifier=VATGR-099028220",HARICA QWAC RSA SubCA R1,Greek Universities Network (GUnet),8e1fb5f0f88fe2b9a1b658b85ee98039,e7cce5d378bfa6a3b140e92d5928b86f572614e1771b38d54f675b352748c80c,ctls,certification.enisa.europa.eu,443,https://certification.enisa.europa.eu:443,https,waitress,text/html,GET,212.146.105.104,/,260572118,212.146.105.104,854,False,,HSTS,,,,,,,,
cewe-cluster.eurojust.europa.eu,Not Found on Accelerator,404,297,cewe-cluster.eurojust.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-08T23:59:59Z,"CN=cewe1.eurojust.europa.eu, O=Eurojust, L=Den Haag, ST=Zuid-Holland, C=NL",cewe1.eurojust.europa.eu,Eurojust,conferencing.eurojust.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,97b15961acedfb115b4f3762f7733331,ddea871f84026cf5d7cb63aef931f5c1a00d1790d8bf7325a8c8c4d2c520892a,ctls,cewe-cluster.eurojust.europa.eu,443,https://cewe-cluster.eurojust.europa.eu:443,https,CE_C,text/html,GET,217.166.34.41,/,59098748,217.166.34.42,16,False,,,,,,,,,,
cewe1.eurojust.europa.eu,Not Found on Accelerator,404,297,cewe1.eurojust.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-08T23:59:59Z,"CN=cewe1.eurojust.europa.eu, O=Eurojust, L=Den Haag, ST=Zuid-Holland, C=NL",cewe1.eurojust.europa.eu,Eurojust,conferencing.eurojust.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,97b15961acedfb115b4f3762f7733331,ddea871f84026cf5d7cb63aef931f5c1a00d1790d8bf7325a8c8c4d2c520892a,ctls,cewe1.eurojust.europa.eu,443,https://cewe1.eurojust.europa.eu:443,https,CE_C,text/html,GET,217.166.34.41,/,59098748,217.166.34.41,16,False,,,,,,,,,,
cf18ext.emcdda.europa.eu,,200,38,cf18ext.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T11:04:46Z,2024-06-02T11:04:45Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,d96549ac76521dbadc3f6ad2ad02ddcf,c074159a5e19a4d0e68f9d7fe1441bafe64a41e13153047496ba5cf2195f8b0d,ctls,cf18ext.emcdda.europa.eu,443,https://cf18ext.emcdda.europa.eu:443,https,Apache,text/html,GET,185.41.117.234,/,-366337701,185.41.117.234,2,False,,Apache,True,,,,,,,
