new,host,a,soa,status_code,cname,aaaa,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,mx,caa
,qa.canary.airbnb.com,34.235.171.72,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com",,,,,,,,,
,qa1.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,quantumleben4.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,r.airbnb.com,"3.219.98.98, 54.81.10.132, 34.195.166.128","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,,,,,,,,,
,rabin.dev.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,radar.hoteltonight-test.com,"10.0.2.144, 10.0.3.216","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,internal-staging-radar-web-alb-fargate-1300468531.us-east-1.elb.amazonaws.com,,,,,,True,"10.0.2.144, 10.0.3.216",,
,raffles1.inswww.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rage.1.next.airbnb.com,"104.110.240.75, 104.110.240.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rainbownature.optustvnow.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ran.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,realestate-dev.withairbnb.com,192.0.66.2,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,airbnb-blogs-develop.go-vip.co,,,,,,,,,
,realestate.withairbnb.com,192.0.66.95,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,airbnb-blogs.go-vip.net,2a04:fa87:fffd::c000:425f,,,,,,,,
,refurbishadmin.merchdirect.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,region-covid19.next.airbnb.com,"23.12.147.39, 23.12.147.38","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,renault.next.airbnb.com,"2.16.187.115, 2.16.187.11","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,resources-17.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,resources.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,resources1-7.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,resources35.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,rikunabi.next.airbnb.com,"104.110.240.75, 104.110.240.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,riposte-cc.airbnb.com,34.235.146.217,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-067276319f3ea80ef.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-146-217.compute-1.amazonaws.com",,,,,,,,,
,rita-li-homes-host-loop-airbnb-vercel-bot.airbnb.app,,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,rkai.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ro.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rockordie1.invenio.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,roku.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rpanel.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rto.moodle.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rtpe-euwest1-01.iac.airbnb.com,172.30.18.94,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.94,,
,rtpe-euwest1-02.iac-dev.airbnb.com,172.30.21.94,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.94,,
,rtpe-euwest1-02.iac.airbnb.com,172.30.18.121,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.121,,
,rtpe-euwest1-03.iac-dev.airbnb.com,172.30.21.118,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.118,,
,rtpe-euwest1-03.iac.airbnb.com,172.30.18.76,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.18.76,,
,rtpe-euwest1-04.iac-dev.airbnb.com,172.30.21.72,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.72,,
,rtpe-euwest1-05.iac-dev.airbnb.com,172.30.21.120,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.21.120,,
,rtpe-uswest2-01.iac-dev.airbnb.com,172.30.20.109,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.20.109,,
,rtpe-uswest2-01.iac.airbnb.com,172.30.17.94,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.94,,
,rtpe-uswest2-02.iac-dev.airbnb.com,172.30.20.89,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.20.89,,
,rtpe-uswest2-03.iac-dev.airbnb.com,172.30.20.116,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.20.116,,
,rtpe-uswest2-03.iac.airbnb.com,172.30.17.78,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.17.78,,
,rtpe-uswest2-04.iac-dev.airbnb.com,172.30.20.77,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.30.20.77,,
,ru.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ru.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,rx.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,s.airbnb.com,,,NOERROR,vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,,,,,,,,,
,s1intkthkira.optustvnow.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,s3devw2.apiwww.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,s81.moodle.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,saemartd2.dev.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sakura-cosme-com.dev.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,salesforcesync.luxuryretreats.com,209.15.232.187,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,samara.airbnb.com,"54.81.10.132, 34.195.166.128, 3.219.98.98","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,,,,,,,,,
,samira.mail33.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,santalucia.moodle.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,santhosh.new.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sawhde-com.dev.next.airbnb.com,"2.16.187.11, 2.16.187.115","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,scg-pub.apiwww.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,scholarship.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,sdesign.dev.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,searchportal-qa.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,searchportal.next.airbnb.com,"23.12.147.38, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,secure.luxuryretreats.com,216.220.58.150,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,securitycovid19-zh-t.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,selfemployed.canary.airbnb.com,34.228.189.34,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0ec94fb46ee986e4f.inst.aws.us-east-1.prod.musta.ch, ec2-34-228-189-34.compute-1.amazonaws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com",,,,,,,,,
,september1.new.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,server.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,server0.instwww.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,server1.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,servers.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,serveur.1.next.airbnb.com,"104.110.240.75, 104.110.240.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,shifa.moodle.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,shift.next.airbnb.com,"184.51.149.50, 184.51.149.97","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,shop.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,short.dev.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,signin.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sip-capture-euwest1.iac-dev.airbnb.com,"172.30.21.185, 172.30.21.200","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-sip-capture-dev-ae6346c5935a1fe3.elb.eu-west-1.amazonaws.com,,,,"ns-1243.awsdns-27.org, ns-1566.awsdns-03.co.uk, ns-272.awsdns-34.com, ns-638.awsdns-15.net",,True,"172.30.21.185, 172.30.21.200",,
,sip-capture-uswest2.iac-dev.airbnb.com,"172.30.20.221, 172.30.20.182","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-sip-capture-dev-65375fa2f6f172e2.elb.us-west-2.amazonaws.com,,,,,,True,"172.30.20.221, 172.30.20.182",,
,sip-capture-uswest2.iac.airbnb.com,"172.30.17.164, 172.30.17.205","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-sip-capture-prod-2e824b67b0d6b772.elb.us-west-2.amazonaws.com,,,,,,True,"172.30.17.164, 172.30.17.205",,
,sitecore.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sk.airbnb.com,"173.222.106.167, 173.222.106.151, 173.222.106.146, 173.222.106.137, 173.222.106.188","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,skybell.adapter.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,skywalker.us.isit.airbnb.com,54.83.196.158,"dns-external-master.amazon.com, root.amazon.com",NOERROR,ec2-54-83-196-158.compute-1.amazonaws.com,,,,,,,,,
,sl.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sli.moodle.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sm.next.airbnb.com,"104.126.37.154, 104.126.37.162",,NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,snake.evd.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,spf.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,spf1.airbnb.com,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,v=spf1 include:spf2.airbnb.com ip4:69.72.32.0/20 ip4:72.14.192.0/18 ip4:74.125.0.0/16 ip4:69.169.224.0/20 ip4:66.249.80.0/20 ip4:66.102.0.0/20 ip4:64.233.160.0/19 ip4:54.240.96.0/19 ip4:54.240.64.0/19 ip4:54.240.0.0/18 ip4:52.82.172.0/22 -all,,,,
,springs.uat.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sq.airbnb.com,"96.16.54.122, 96.16.54.179","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,sql.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sqlweb.optustvnow.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sr.airbnb.com,"2.16.187.115, 2.16.187.11","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sriram.evd.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ss13.evd.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ssl.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sslvpn.luxuryretreats.com,216.113.47.12,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,sso.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,stage.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,staging.airbnb.com,"184.72.154.150, 54.147.238.155, 100.24.170.243","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,vpc-nlb-orthrus-75e12ea67b747137.elb.us-east-1.amazonaws.com,,,,,,,,,
,staging.airbnbcitizen.com,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
,staging.next.airbnb.com,"23.12.147.39, 23.12.147.38","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,stargirl.ci.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,starship.api.canary.airbnb.com,34.227.26.97,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com, i-0a95c7f51175fe8ad.inst.aws.us-east-1.prod.musta.ch, ec2-54-167-91-171.compute-1.amazonaws.com, i-0b4153b0f5dd86e4b.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-149-13.compute-1.amazonaws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com",,,,,,,,,
,starship.canary.airbnb.com,44.206.224.209,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0197d51dbeeb6481a.inst.aws.us-east-1.prod.musta.ch, ec2-44-206-224-209.compute-1.amazonaws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-08fa3def747e16227.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-171-72.compute-1.amazonaws.com, i-07a67e3d389c41559.inst.aws.us-east-1.prod.musta.ch, ec2-3-82-209-38.compute-1.amazonaws.com",,,,,,,,,
,statcont.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,static.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,static1-4.luxuryretreats.com,54.144.128.85,,NOERROR,,,,,,,,,,
,static17.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,stg.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,store-3-8.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,store-5-6.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,store-59.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,store-7.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,store.airbnbcitizen.com,,,NOERROR,,,,,,,,,,
,store.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,store06.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,store58.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,storybook.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,stress.merchdirect.next.airbnb.com,"2.16.187.11, 2.16.187.115","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,styles.int.next.airbnb.com,"104.126.37.154, 104.126.37.162",,NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,suntrust-srp.canary.airbnb.com,54.90.167.43,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-007edd9dfdcc8b344.inst.aws.us-east-1.prod.musta.ch, ec2-54-90-167-43.compute-1.amazonaws.com",,,,"ns2.amzndns.co.uk, ns1.amzndns.org, ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.com, ns2.amzndns.org",,,,,
,support-api.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,support.airbnb.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,airbnb.zendesk.com,,True,cloudflare,,v=spf1 include:_netblocks.zdsys.com ~all,,,mail.zendesk.com,
,support.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,surgeryadmin.mail33.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,survey.dev.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sv.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,sw.airbnb.com,"95.101.111.184, 95.101.111.145, 95.101.111.170","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,swapnil.optustvnow.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
