input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,cdn_name,webserver,content_type,tech_,cdn,tls_expired,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,csp_domains_
www.benjamins-test.scrapinghub.com,Sign in - Google Accounts,200,613469,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,443,https://www.benjamins-test.scrapinghub.com:443,https,GET,172.217.18.19,/,-463811570,2a00:1450:4001:80b::2013,76,False,,ESF,text/html,HTTP/3,,,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1626862177%3A1689475119682560&client_id=349412168745-rpcqk9lufvtnvdek6rn2ng9h95c2e20n.apps.googleusercontent.com&code_challenge=HMe3DCCih0y9KeYF9cjGqbED8bcOjk9_RP6yTfaNKEM&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F349412168745-rpcqk9lufvtnvdek6rn2ng9h95c2e20n.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEMjQZbs8HZrvXtl-0mWaq_kqXR-bm5UIaSzPPmv__2PfGwHa6gJXDEGQ9pi9coRRxzXG1eAWFiGrfNZpPcw66v8743NZ2RO1DgWOvhxXzgJGR8vsj06udFptEWd7fMuPXNnbqcrxllAiPSF2QlxWM6TqcMqrhnfsfrPlp5Wb-Bvvw7QdE5iYvyYCqF_SU9_t2hSYF3syzQ8DTiucK52veHq4W8H26hSbUf8L1fsn1TEleIsWfUwYm6vRpSzTGjT19-v_bIhrz2EckRjq-_fi6iMy3lgaOXD4ROoZgr3vxi-5LiN9Aq9_EfHZc5rUJ62X6q8befq_dWC--cuo5zpv8C2MfWxxHoLhg43wTkUncOLBX8qlNn25qvUErsSHD0_5XlNd9EaZqGYqaS1bIf2fMuwJe-65Y_PTPEba-OindngPaZPQVzSM2dVuqPTMM8ixTT4H8rFXjgQi6ScA4AS_l6zgzi7ZflwlOhpcpZDbbpir2FzTzeGAfbVG6fw4-UfGyFgEV40SMZQMK8AZ1cqa_MNS0cqtJQpt8gucs9nT78QX1HaySWoX8xRMcW-dm_c0souwr8Ig3pKlNTRS3c0Q-bxjYXrKsqQQQeir81iLoi_RzA1uoAKRbr2_VMYukd-Jk7Hf3twAqeKPw90EsBIYRm3jYKr84rLvN3_sTFB52UfU6f4y9400X6NVWaN2Tr6RKa6RsHVNxfUXEtLk3S1lgkoKkD49d1GB4itqs-X3swNvbOx3Kb53J6v-7uDgVT6pX0KflZANiw6f3Cra86hJps5fjw-qSzRwCR0p28xRRjqjVQaiUAzyVuKKZ-9gJlR2FrsGapinhEE2qNbk63jN-4A3adi4eDk0t66tfwEeM7yiVNzIpraT58oqyDCIA92yGYAyh311aw8iDH_awbbGoWAj68A7IsC-OpYFMpG_QwVRDW7xf6OL6Dv3DJuMZT7x0jk_od1noYLGVvINGAenMpSTbOouIjRoZ8ysxkO7qe42OwpnwCXMZaGntQMHUw7WJ1BJ5nmLIUe8miUzY4Ug3Yjl3dhyaMQ4G55hf7bhXULJrERJ1dP948CP3UuPzRfN0m_s&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANNUfoS1gqQmortyQbNgX6Pr1lKtTsroMG6TlqrpRPZXZEAR-TCA1F3pWDSivsLtCVx0GUjIvIaqvwokYZS83__oVohWQxJtp46tPyn4I9hG5i8wR7YMklApz7ofpv8Prm_Ut4GXvqnTz59jU9UVGE8Gllly_Ky_SCmve6CYMe-htkdoO12D-_V1fp9ZFua6HcoCVDlvHDI-wnr46Fivh_eIAXZA5deUOaSb8BPkwKGwafcoB61yzM7ruPXGqJhub-YP6muku6WLBk8xqhS2w70CJer9wHG4Sgn_txsRkyL72OAQDXpzanNJRspFaYhXgGp1GK7EzuHY5B0z8A6Khpa-K9eTM1S7vtKx8l0lFDCINjlYwuoFWAl_16KSpvcDF2xwJUCx6Ob1xH6cXaZEqhmZmmXZ7_y9O_adjOBVIoO4V2HIfSAw5YXBEaISsKpDKVEPbwH-Giqt1gIMJssVPOzoAV7HQ%26as%3DS-1626862177%253A1689475119682560%26client_id%3D349412168745-rpcqk9lufvtnvdek6rn2ng9h95c2e20n.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcelCbxJidsJbPOtxJQfKLUJ29tR7kvRgmmtcWRaLF-u5_2bmeIt19NjrUOrD4QX3FEg--B-zbMtCkuLc0cJy-eH-jkFpg,
www.benjamins.scrapinghub.com,Sign in - Google Accounts,200,613162,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,443,https://www.benjamins.scrapinghub.com:443,https,GET,172.217.18.19,/,-1803130274,2a00:1450:4001:80b::2013,76,False,,ESF,text/html,HTTP/3,,,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1173412018%3A1689475119703359&client_id=349412168745-rpcqk9lufvtnvdek6rn2ng9h95c2e20n.apps.googleusercontent.com&code_challenge=AmMoUS8fF9qHPvObWYhTWZhi5CjhHpN8VS9qSPyb-Nw&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F349412168745-rpcqk9lufvtnvdek6rn2ng9h95c2e20n.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEMCkwT6wLKutR3C4yRFPL1bUdN1kM8YT854HBwpJOKElG4FvHEnHkBC1VlE1EmAKMuxUgI3wAh4GxZfhN80wsU7I_IYFIM-U-ZJYVsGGr2n2SVLVa3Veqri-kwujxXA03K9ANn668mjStWeWY1OrmG5ELtQ4X2cxK0a04NXjviy9GezVGFrsxBtdGOl6EAqfWuXmGcruwT7hb-VFAHHsgnEIbak_jRDHrzDozaZgJqIcaayJ3EVhJBgEcy3bNVxNKmCz97HPQpV0iOL9CnbrCa68_WBYIWmzX0nnJ39T3EewOZWmjD0sliQ48Lr__-QivAKtesgkcLXnL1cGd_HeEoyU-cXrd_8T5DggqAwSC9iUzizBrWLBFTRjgnr3yFlrfrDHt0EQrKdsvupe93Pb7SZlv6IdqnpYtJzYc-_QDjDI0DlSoz_sW_TNglAPzNRqNo400iVreXEC5HlnE2zF1ig4UTrQmKNwzQi4JyGe0auH-Kh39-1dGQBcLkV36uTvAiyMuP8zF6makkcwiS4m3FnZjUcXxleUcIEYghu9tqTfXY944d1_BfMJalKUS82D-HYaFdggHVJUpGmR9iyhCmUemYmBqFszvCdPCTSF3yPWtknyDNzhANDFbkEfBkF253ZxA3aQUfHbNc4GCqPXWROvc_0rk2sjHcnMgpvFpAI01ERwHOnYO7OrqzpqpsJk4hxVeIZaKzZKp7UesuTNscGEzqTDqaE42D3dxwtowqI7W6K_83Ju_NuujLQ54R4uI3DIAZd9Pg253a0HtIPRLRy8S7CUpgvxcNQIStKqZDY0peTexpxsdUsQur19EuKnB0O7cowghIjZqoq9HPQ7lrl01x5j5FWKfOos-Rlga1DqAbIxG0-dJJBr1rdiFQGPhMCkDJ_acyZC3sQd3TUvRvNijUJ39zF7BcqvOZPKvM2Lo_sMobIOo-8pQnUW1PWP0abtsJ18e1jIsiTfNcbuNTN4XSWC4MyB4wgqo1xO3O3Kvmjuq2HJrLHHWBefD7GLDhXSHYzjEAQu_VRg7GaEbu-JnLNomn8I-100HlszvVhqqXuig&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPoeeVgVr8SF8ej6AjsHYVLi83fJcnCSBczES9Oe79cY_vfL0N-P59yyc5wuu-f8iFohK-_V6G_A35tbFTL5GFNVml2OT-gPyeApvR2P9CeetjdAJlbl78N_GA4f-UVvniEcqcRkrk_tTiYx6-2ACVOaDdtiaeX9_16T5oeJedOLmWDN-D521LqtoXxw5AEfwsFl1nSatWwG3L6ATm0jhJYWaLWxoTuGdEnFjYSJ4TKgtSqHql1LmDW39Qgz9UO4POg6Q_ri-6diGJi0T79ocMadta5z9c8ae6ip1cBzgVmOGq9aE2fmdEPK2nPEpgyaO1mNjrBzBDw16s9ssqCWAy_lkifG2UzhtH0DiDpcGlITQXLIVn8QxGJbQKh-Bx9iG7f0h5PVOYffXGkrEBiTG3lMl5r80ZPoHz2KW7-XLk3VeqLRxev8WPLSiFIXJaLF6Uqun6Jsi24ybd12tMLDdxGSOypsA%26as%3DS-1173412018%253A1689475119703359%26client_id%3D349412168745-rpcqk9lufvtnvdek6rn2ng9h95c2e20n.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxccUeVt0tO3oIxiwxm9QcMR706-Tt8gFSti35w2D0p6gKPCFYwSnpRv9XVNJMZR0WZy7jPD6thftUAILrRFAhKdmgRLutQ,
www.crawlera.com,Rotating Proxy Solution | Smart Proxy Manager (Cawlera) | Zyte,200,245128,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://www.crawlera.com:443,https,GET,13.32.121.34,/,-619480162,13.32.121.6,153,False,cloudfront,Vercel,text/html,Vercel,True,,,,,https://www.zyte.com/smart-proxy-manager/,
www.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,200,315431,www.intigriti.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-11T07:47:04Z,2023-08-09T07:47:03Z,CN=www.intigriti.com,www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,52afadaf8a009b81f7bfb8b8b88ac50e,d3b2bb482816ab78f90586b09e51f169eb75923c3c970730ab943e1e389c9bec,,ctls,www.intigriti.com,443,https://www.intigriti.com:443,https,GET,76.76.21.9,/,1180620370,76.76.21.123,1,False,,Vercel,text/html,Vercel,,,,,,,https://www.datocms-assets.com
www.scrapinghub.com,World's Leading Web Scraping Service | Zyte,200,133250,www.zyte.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T11:29:24Z,2023-08-30T11:29:23Z,CN=www.zyte.com,www.zyte.com,www.zyte.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,30af875c87764ead5dfff76255a1e272,38e58472f1cebfe38e573786013df43b677c06d4f9ae1a59daf89e68f7f85766,,ctls,www.zyte.com,443,https://www.scrapinghub.com:443,https,GET,3.222.50.157,/,-235067289,3.222.50.157,18,False,,Vercel,text/html,Vercel,,,,,,https://www.zyte.com/,
xod.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://xod.crawlera.com:80,http,GET,64.58.126.175,/,-1840324437,2605:f480:23::27,1,False,,,,Basic,,,,,,,
xod.scrapinghub.com,,401,117,xod.scrapinghub.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-29T04:10:25Z,2023-09-27T04:10:24Z,CN=scrapinghub.com,scrapinghub.com,scrapinghub.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ef8538a150f95f4499dd2f66ca71263,378826ea1fe6daa00835197151b156a517e9ff3a2789a672288e0f92fb9ad8d8,True,ctls,xod.scrapinghub.com,443,https://xod.scrapinghub.com:443,https,GET,35.211.53.19,/,951987444,35.211.53.19,1,False,google,,application/problem+json,HSTS,True,,,,,,
you.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://you.crawlera.com:80,http,GET,64.58.126.186,/,-1840324437,2605:f480:27:1::32,1,False,,,,Basic,,,,,,,
zageno.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://zageno.crawlera.com:80,http,GET,64.58.125.178,/,-1840324437,2605:f480:23::2a,1,False,,,,Basic,,,,,,,
ziprecruiter.crawlera.com,,401,,,,,,,,,,,,,,,,,,,,80,http://ziprecruiter.crawlera.com:80,http,GET,64.58.126.135,/,-1840324437,2605:f480:27:1::4,1,False,,,,Basic,,,,,,,
