input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_expired
ingest.data.api.platform.here.com,,404,82,ingest.data.api.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-07T13:46:57Z,2024-04-07T13:46:56Z,"CN=ingest.data.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",ingest.data.api.platform.here.com,HERE Global BV,sdip-test.cit.olp.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1bbb9ef8e6cd3449384989cce8d1a412,6b42fe5239b8c1f43a1151e72062147c2fc2bbf93f4cf5c893d6af27f24c53e3,True,ctls,ingest.data.api.platform.here.com,,443,https://ingest.data.api.platform.here.com:443,https,openresty,application/json,GET,52.215.132.218,/,773716359,52.211.27.128,OpenResty,2,False,,,,
interactive-eu-west-1.api-gateway.ls.hereapi.com,Welcome to OpenResty!,200,1097,interactive-eu-west-1.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-09-19T14:39:01Z,2023-10-21T12:16:01Z,"CN=interactive.data.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",interactive.data.api.platform.here.com,HERE Global BV,*.interactive.data.api.platform.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3ab7d0c6f882a87a6b67f3053bff0cc9,b558c169a694c58cc8b5b2e1a8ae94a3a3e2e3e6c3742b6a54f49b7cdd0ef8c6,True,ctls,interactive-eu-west-1.api-gateway.ls.hereapi.com,,443,https://interactive-eu-west-1.api-gateway.ls.hereapi.com:443,https,openresty,text/html,GET,52.19.224.95,/,1114301902,34.248.1.199,OpenResty,29,False,,,,
interactive.data.api.platform.here.com,Welcome to OpenResty!,200,1097,interactive.data.api.platform.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-19T14:39:01Z,2023-10-21T12:16:01Z,"CN=interactive.data.api.platform.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",interactive.data.api.platform.here.com,HERE Global BV,*.interactive.data.api.platform.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3ab7d0c6f882a87a6b67f3053bff0cc9,b558c169a694c58cc8b5b2e1a8ae94a3a3e2e3e6c3742b6a54f49b7cdd0ef8c6,True,ctls,interactive.data.api.platform.here.com,,443,https://interactive.data.api.platform.here.com:443,https,openresty,text/html,GET,34.248.1.199,/,-1179026472,54.171.123.62,OpenResty,29,False,,,,
intermodal.api-gateway.ls.hereapi.com,,404,82,intermodal.api-gateway.ls.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T09:26:02Z,2023-10-22T09:26:01Z,"CN=transit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",transit.api.here.com,HERE Global BV,*.mobility.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7fb5afe0f9eb918b9e85a16172d2b812,d69844b2293b49520fc6efa90c931da1ccfe86d45be3d5eb71de08a61c003111,True,ctls,intermodal.api-gateway.ls.hereapi.com,,443,https://intermodal.api-gateway.ls.hereapi.com:443,https,openresty,application/json,GET,54.76.71.28,/,773716359,52.211.24.188,OpenResty,2,False,,,,
intermodal.router.hereapi.com,,404,82,intermodal.router.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T09:26:02Z,2023-10-22T09:26:01Z,"CN=transit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",transit.api.here.com,HERE Global BV,*.mobility.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7fb5afe0f9eb918b9e85a16172d2b812,d69844b2293b49520fc6efa90c931da1ccfe86d45be3d5eb71de08a61c003111,True,ctls,intermodal.router.hereapi.com,,443,https://intermodal.router.hereapi.com:443,https,openresty,application/json,GET,54.76.71.28,/,773716359,52.211.24.188,OpenResty,2,False,,,,
ipaas.borg-int-az-westus2.rd.dpaz.data.here.com,,404,26,ipaas.borg-int-az-westus2.rd.dpaz.data.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-09T15:46:15Z,2023-06-10T15:46:14Z,"CN=ipaas.borg-int-az-westus2.rd.dpaz.data.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",ipaas.borg-int-az-westus2.rd.dpaz.data.here.com,HERE Global BV,ipaas.borg-int-az-westus2.rd.dpaz.data.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,526764e375ff8558eb45869a9918167a,84e1d9cb9bef8e805d927caaa6215778b0dba27072ae8b19c05a924a6406a0b7,,ctls,ipaas.borg-int-az-westus2.rd.dpaz.data.here.com,azure,443,https://ipaas.borg-int-az-westus2.rd.dpaz.data.here.com:443,https,,application/json,GET,20.190.24.118,/,,20.190.24.118,,1,False,True,,,
ipaas.borg-prd-az-westus2.p.dpaz.data.here.com,,404,26,ipaas.borg-prd-az-westus2.p.dpaz.data.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-23T00:16:02Z,2023-08-24T00:16:01Z,"CN=ipaas.borg-prd-az-westus2.p.dpaz.data.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",ipaas.borg-prd-az-westus2.p.dpaz.data.here.com,HERE Global BV,ipaas.borg-prd-az-westus2.p.dpaz.data.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5940f2353f622e8367923e4261a2d07d,64d9a3c2abd3767ad8461a828ee05f2a61a152d54333d36196f3a2c8d8c3b22d,,ctls,ipaas.borg-prd-az-westus2.p.dpaz.data.here.com,azure,443,https://ipaas.borg-prd-az-westus2.p.dpaz.data.here.com:443,https,,application/json,GET,40.64.92.85,/,,40.64.92.85,,1,False,True,,,
isoline.route.api.here.com,,404,82,isoline.route.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-20T04:32:06Z,2024-04-20T04:21:24Z,"CN=routingiso.hls-routing.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routingiso.hls-routing.hereapi.com,HERE Global BV,*.route.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,52a2a0105dd1ed7bb4c27c294a5c8d20,f4c2fcc688bb0ed4cea2484bcc6fcc79b281f141ea4d7deca55a07eea60c8996,True,ctls,isoline.route.api.here.com,,443,https://isoline.route.api.here.com:443,https,openresty,application/json,GET,52.210.216.35,/,773716359,54.194.185.245,OpenResty,2,False,,,,
isoline.route.cc.api.here.com,,404,82,isoline.route.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-20T04:32:06Z,2024-04-20T04:21:24Z,"CN=routingiso.hls-routing.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routingiso.hls-routing.hereapi.com,HERE Global BV,*.route.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,52a2a0105dd1ed7bb4c27c294a5c8d20,f4c2fcc688bb0ed4cea2484bcc6fcc79b281f141ea4d7deca55a07eea60c8996,True,ctls,isoline.route.cc.api.here.com,,443,https://isoline.route.cc.api.here.com:443,https,openresty,application/json,GET,54.229.130.179,/,773716359,52.210.216.35,OpenResty,2,False,,,,
isoline.route.cit.api.here.com,,404,82,isoline.route.cit.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-20T04:32:06Z,2024-04-20T04:21:24Z,"CN=routingiso.hls-routing.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routingiso.hls-routing.hereapi.com,HERE Global BV,*.route.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,52a2a0105dd1ed7bb4c27c294a5c8d20,f4c2fcc688bb0ed4cea2484bcc6fcc79b281f141ea4d7deca55a07eea60c8996,True,ctls,isoline.route.cit.api.here.com,,443,https://isoline.route.cit.api.here.com:443,https,openresty,application/json,GET,54.229.130.179,/,773716359,52.210.216.35,OpenResty,2,False,,,,
isoline.route.hybrid.api.here.com,,404,82,isoline.route.hybrid.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-20T04:32:06Z,2024-04-20T04:21:24Z,"CN=routingiso.hls-routing.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routingiso.hls-routing.hereapi.com,HERE Global BV,*.route.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,52a2a0105dd1ed7bb4c27c294a5c8d20,f4c2fcc688bb0ed4cea2484bcc6fcc79b281f141ea4d7deca55a07eea60c8996,True,ctls,isoline.route.hybrid.api.here.com,,443,https://isoline.route.hybrid.api.here.com:443,https,openresty,application/json,GET,52.210.216.35,/,773716359,54.194.185.245,OpenResty,2,False,,,,
isoline.route.hybrid.cc.api.here.com,,404,82,isoline.route.hybrid.cc.api.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-20T04:32:06Z,2024-04-20T04:21:24Z,"CN=routingiso.hls-routing.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",routingiso.hls-routing.hereapi.com,HERE Global BV,*.route.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,52a2a0105dd1ed7bb4c27c294a5c8d20,f4c2fcc688bb0ed4cea2484bcc6fcc79b281f141ea4d7deca55a07eea60c8996,True,ctls,isoline.route.hybrid.cc.api.here.com,,443,https://isoline.route.hybrid.cc.api.here.com:443,https,openresty,application/json,GET,52.210.216.35,/,773716359,54.229.130.179,OpenResty,2,False,,,,
isoline.router.hereapi.com,,404,82,isoline.router.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-03T18:16:09Z,2024-03-06T18:16:08Z,"CN=router.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",router.hereapi.com,HERE Global BV,*.ols-router.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,60deddf8cf547d8859da5fd5909f99fb,3a8db0d4aa2e19e55038cecf50fe83d9d90727dfe7965ad54adf20816f887ace,True,ctls,isoline.router.hereapi.com,,443,https://isoline.router.hereapi.com:443,https,openresty,application/json,GET,52.49.221.223,/,,34.248.147.134,OpenResty,2,False,,,,
izumi.ext.here.com,Izumi,200,3615,izumi.ext.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-20T12:16:26Z,2024-05-21T12:16:25Z,"CN=izumi.ext.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",izumi.ext.here.com,HERE Global BV,*.izumi.ext.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7e8d7a42446f70b5fe54865428d35a75,8fae4cb9e4faf7f5e1ff08a84760a85dfb532868b781076f660a1c93386d29e3,True,ctls,izumi.ext.here.com,,443,https://izumi.ext.here.com:443,https,nginx,text/html,GET,34.255.187.17,/,,54.73.140.163,Ruby on Rails,71,False,,,,
jamf.here.com,,404,124,jamf.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-27T00:00:00Z,2024-02-24T23:59:59Z,CN=jamf.here.com,jamf.here.com,,jamf.here.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,92720a9c3b9203fc309a3e07551a1edf,efde94abbedaac3aed3c3024652a67ca665b41ba7a2d546f79e037bf9b6a617c,,ctls,jamf.here.com,,443,https://jamf.here.com:443,https,awselb/2.0,text/html,GET,52.39.89.216,/,1039504178,44.239.110.167,,1,False,,,,
jp.developer.here.com,ドキュメント、コード例、API リファレンス - HERE Developer,200,504907,jp.developer.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-04T18:16:07Z,2023-08-05T18:16:06Z,"CN=jp.developer.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",jp.developer.here.com,HERE Global BV,jp.developer.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7d665fb6c7d34342758cf3414a15747a,1806736f4f4cd21a45d83883f6da2eb4078eb66508a6b195aa414084fcc59ac1,,ctls,jp.developer.here.com,,443,https://jp.developer.here.com:443,https,Google Frontend,text/html,GET,142.250.186.147,/,-39087546,2a00:1450:4001:828::2013,UIKit,546,False,,,https://jp.developer.here.com/documentation,
js-examples.developer.here.com,,403,243,js-examples.developer.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.developer.here.com,*.developer.here.com,,*.developer.here.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fb0eda13ea0c908dfef7a16b0f7fbacf,bcd220793d948d0d2c70c8bb651a8c476bbdd8250fef7cc1de94f98d75f727c3,True,ctls,js-examples.developer.here.com,cloudfront,443,https://js-examples.developer.here.com:443,https,AmazonS3,application/xml,GET,143.204.215.61,/,-1051649664,143.204.215.58,Amazon Web Services,2,False,True,,,
js.api.here.com,,403,243,js.api.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-03T20:41:02Z,2024-02-04T20:41:01Z,"CN=js.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",js.api.here.com,HERE Global BV,js.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0959d924cc28e46309cd299f636e9081,f095cd86311588e5aa35a821c0154a76edf8b87c774ee57fc389bdea8350c65f,,ctls,js.api.here.com,cloudfront,443,https://js.api.here.com:443,https,AmazonS3,application/xml,GET,65.9.95.56,/,,2600:9000:2240:a00:18:c421:2880:93a1,Amazon Web Services,2,False,True,,,
js.cit.api.here.com,,403,243,js.cit.api.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-03T11:21:02Z,2024-02-04T11:21:01Z,"CN=js.cit.api.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",js.cit.api.here.com,HERE Global BV,js.cit.api.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d788f98a69af5cce731cb894d948c27e,cb70a71f78b944966afb78947a23185f53024b6f7889ea35f88b8d364032c8fc,,ctls,js.cit.api.here.com,cloudfront,443,https://js.cit.api.here.com:443,https,AmazonS3,application/xml,GET,18.66.122.32,/,2086403233,2600:9000:2250:8200:12:d825:7180:93a1,Amazon Web Services,2,False,True,,,
knowledge.here.com,Public Knowledge Base - Public KB,200,103393,knowledge.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-23T20:35:06Z,2023-06-21T20:35:05Z,CN=support.here.com,support.here.com,,support.here.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff3b12c952e4e00db2d824aa2f0227a1,944ff38feafecebcd664c10e25a45cddf0dd045067503f64aeb6fbc521c87de0,,ctls,knowledge.here.com,,443,https://knowledge.here.com:443,https,snow_adc,text/html,GET,149.96.121.164,/,86919334,149.96.121.164,Java,239,False,,,https://knowledge.here.com/csm_kb,
landmark.hereapi.com,Welcome to OpenResty!,200,1097,landmark.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2021-05-06T09:36:07Z,2022-06-07T09:36:07Z,"CN=landmark.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",landmark.hereapi.com,HERE Global BV,*.landmark.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4c3b99fddbbf5b4aa88df64e7ea82efc,a6b9bd98972fc34850c9a1baa675b3369f1ad9a7a70744efd4b1230875f80b54,True,ctls,landmark.hereapi.com,,443,https://landmark.hereapi.com:443,https,openresty/1.21.4.1,text/html,GET,52.210.240.238,/,1252052806,52.208.200.107,OpenResty:1.21.4.1,29,False,,,,True
landmark.sit.hereapi.com,Welcome to OpenResty!,200,1097,landmark.sit.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2021-05-07T08:51:03Z,2022-06-08T08:51:03Z,"CN=landmark.sit.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",landmark.sit.hereapi.com,HERE Global BV,*.landmark.sit.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ec2ec62aa94e8142338f498a2e49f0dd,0aff628c88b009084ad8c7716acffa7331ab91a108084e40df4eb3560b74a3bd,True,ctls,landmark.sit.hereapi.com,,443,https://landmark.sit.hereapi.com:443,https,openresty/1.21.4.1,text/html,GET,52.16.160.240,/,1785057670,52.19.233.3,OpenResty:1.21.4.1,29,False,,,,True
landrover.here.com,Land Rover Route Planner,200,3014,www.landrover.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-20T12:16:09Z,2024-02-21T12:16:08Z,"CN=landrover.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",landrover.here.com,HERE Global BV,www.landrover.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f93eb345d7b1b6dacc09b2c94e391805,1bf612c056bab4449100c38176c666a23e7aa938b71049eaceec69bd160d4c56,True,ctls,www.landrover.here.com,,443,https://landrover.here.com:443,https,Apache,text/html,GET,54.170.168.186,/,,34.253.66.145,PHP,47,False,,,https://www.landrover.here.com/,
landrovershop.here.com,Page Not Found,404,1623,landrovershop.here.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-15T15:51:08Z,2023-08-16T15:51:07Z,"CN=jaguarshop.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",jaguarshop.here.com,HERE Global BV,landrovershop.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9315d2719c6c19912982264a6cb4fbd8,10631ebe103d1852025331418ba27ad63f6ab15598126167b88439ed3c8511b6,,ctls,landrovershop.here.com,,443,https://landrovershop.here.com:443,https,Apache,text/html,GET,3.89.165.233,/,-1886913641,54.152.93.12,Apache,39,False,,,,
largescalematrix.router.hereapi.com,,404,82,largescalematrix.router.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-14T11:50:07Z,2023-07-16T00:16:06Z,"CN=matrix.router.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",matrix.router.hereapi.com,HERE Global BV,*.matrix-router.api-gateway.ls.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6c1fd021c072d53cd255635af0774a29,a6ef17ff629d39c6e94158cdeeb15143d4c661a303e09b861b7a352580f0bc34,True,ctls,largescalematrix.router.hereapi.com,,443,https://largescalematrix.router.hereapi.com:443,https,openresty,application/json,GET,52.18.177.163,/,,52.51.228.162,OpenResty,2,False,,,,
lastmile.cit.here.com,HERE Last Mile,200,24058,lastmile.cit.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-09T12:56:05Z,2023-07-11T12:56:04Z,"CN=lastmile.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.here.com,HERE Global BV,lastmile.cit.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f40815c37b08ee5f6a6b5db8d8031342,56a87bcc332b13ff22097f971d57602044fd49af4f79a8b11b6cacfa9f6a301d,,ctls,lastmile.cit.here.com,cloudfront,443,https://lastmile.cit.here.com:443,https,AmazonS3,text/html,GET,99.86.4.76,/,,99.86.4.54,HSTS,525,False,True,,,
lastmile.cit.hereapi.com,Swagger UI,200,1687,lastmile.cit.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-21T18:16:02Z,2023-08-22T18:16:01Z,"CN=lastmile.cit.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.cit.hereapi.com,HERE Global BV,lastmile.cit.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,653a5a4bede1a7c0df8ac73929232ed0,c7f051fedfbe16acc4f8c00baf9c4b3763617da7e86ef33522a048a2847fc0d2,,ctls,lastmile.cit.hereapi.com,,443,https://lastmile.cit.hereapi.com:443,https,openresty,text/html,GET,54.217.41.190,/,,52.208.101.224,OpenResty,62,False,,,,
lastmile.here.com,HERE Last Mile,200,24058,lastmile.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-09T12:56:05Z,2023-07-11T12:56:04Z,"CN=lastmile.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.here.com,HERE Global BV,lastmile.cit.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f40815c37b08ee5f6a6b5db8d8031342,56a87bcc332b13ff22097f971d57602044fd49af4f79a8b11b6cacfa9f6a301d,,ctls,lastmile.here.com,cloudfront,443,https://lastmile.here.com:443,https,AmazonS3,text/html,GET,108.138.199.22,/,1395343873,108.138.199.118,HSTS,525,False,True,,,
lastmile.hereapi.com,Swagger UI,200,1687,lastmile.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-21T18:16:10Z,2023-08-22T18:16:09Z,"CN=lastmile.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.hereapi.com,HERE Global BV,lastmile.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,299fa5bf654606bbeac37c3f3d914225,a346cb4538ec4eb30f6fed16f0f962f771c0799dc97690f23ef276d0cc509adf,,ctls,lastmile.hereapi.com,,443,https://lastmile.hereapi.com:443,https,openresty,text/html,GET,52.209.79.210,/,773716359,52.18.151.105,OpenResty,62,False,,,,
lastmile.pit.here.com,ERROR: The request could not be satisfied,403,919,lastmile.pit.here.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-09T12:56:02Z,2023-07-11T12:56:01Z,"CN=lastmile.pit.here.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.pit.here.com,HERE Global BV,lastmile.pit.here.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0f78c144ced903f48620e53edfb77590,6e8a323d37da3746333c18833ed6b9fcc9f60c3712db816476a95d0d7fe6dd8f,,ctls,lastmile.pit.here.com,cloudfront,443,https://lastmile.pit.here.com:443,https,CloudFront,text/html,GET,13.32.99.48,/,-1707464099,13.32.99.33,HSTS,20,False,True,https://traffic.ls.hereapi.com,,
lastmile.pit.hereapi.com,502 Bad Gateway,502,154,lastmile.pit.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-14T16:18:02Z,2023-08-22T18:16:06Z,"CN=lastmile.pit.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.pit.hereapi.com,HERE Global BV,notifications.lastmile.pit.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8c69f3a62647eb15dbb2a87e41b871ab,8c1e044a14466788ec0882b0899911be9ccf01bfdbba6611af2734e7eb2176dd,,ctls,lastmile.pit.hereapi.com,,443,https://lastmile.pit.hereapi.com:443,https,openresty,text/html,GET,52.16.47.101,/,773716359,52.209.164.71,OpenResty,8,False,,,,
lastmile.sit.hereapi.com,502 Bad Gateway,502,556,lastmile.sit.hereapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-21T18:16:22Z,2023-08-22T18:16:21Z,"CN=lastmile.sit.hereapi.com, O=HERE Global BV, L=Eindhoven, ST=Noord-Brabant, C=NL",lastmile.sit.hereapi.com,HERE Global BV,lastmile.sit.hereapi.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f9a0eb8be0e23513c8f28c374bd54422,5929f41c3d6d03878ace21dd35a199765ed6b9bece746480d62efb721479c273,,ctls,lastmile.sit.hereapi.com,,443,https://lastmile.sit.hereapi.com:443,https,openresty,text/html,GET,52.16.112.65,/,,34.242.82.23,OpenResty,14,False,,,,
