new,host,a,cname,soa,txt,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,caa,mx
,static.bundles.stg.hybrid.cc.api.here.com,"13.249.39.97, 13.249.39.129, 13.249.39.5, 13.249.39.108, 205.251.192.228, 205.251.195.184, 205.251.196.162, 205.251.199.21",d2u5vetnlfwwug.cloudfront.net,"ns-1813.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-952.awsdns-55.net, ns-1186.awsdns-20.org, ns-1813.awsdns-34.co.uk, ns-228.awsdns-28.com","2600:9000:2191:9400:15:1640:5200:93a1, 2600:9000:2191:ba00:15:1640:5200:93a1, 2600:9000:2191:4c00:15:1640:5200:93a1, 2600:9000:2191:2e00:15:1640:5200:93a1, 2600:9000:2191:1600:15:1640:5200:93a1, 2600:9000:2191:9000:15:1640:5200:93a1, 2600:9000:2191:bc00:15:1640:5200:93a1, 2600:9000:2191:e000:15:1640:5200:93a1",,,,
,static.here.com,"35.157.85.172, 3.124.22.197, 3.75.127.193",redirect.here.com,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1392.awsdns-46.org, ns-1771.awsdns-29.co.uk, ns-479.awsdns-59.com, ns-995.awsdns-60.net",,,,,
,static.mapcreator.here.com,,d1vmskdbjioaop.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,statistics.data.api.platform.here.com,"52.19.65.203, 34.250.185.140, 52.18.171.132",,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,status.here.com,149.96.121.164,here.service-now.com,"edns140.ultradns.com, root.service-now.com",,NOERROR,,,,,,,,
,status.openlocation.here.com,"18.66.218.62, 18.66.218.116, 18.66.218.87, 18.66.218.34",dkrayhipjnjun.cloudfront.net,"ns-1035.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1035.awsdns-01.org, ns-1914.awsdns-47.co.uk, ns-5.awsdns-00.com, ns-919.awsdns-50.net","2600:9000:2250:400:1c:ff46:cfc0:93a1, 2600:9000:2250:6600:1c:ff46:cfc0:93a1, 2600:9000:2250:1400:1c:ff46:cfc0:93a1, 2600:9000:2250:ae00:1c:ff46:cfc0:93a1, 2600:9000:2250:5e00:1c:ff46:cfc0:93a1, 2600:9000:2250:c800:1c:ff46:cfc0:93a1, 2600:9000:2250:7e00:1c:ff46:cfc0:93a1, 2600:9000:2250:600:1c:ff46:cfc0:93a1",,,,
,stg.account.api.here.com,"54.217.159.244, 54.73.133.219, 52.213.206.172","stg.account.api.here.com.a693.p01.hereglb.com, stg.api.eu-west-1.account.here.com","ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.account.here.com,"52.213.206.172, 54.217.159.244, 54.73.133.219","stg.account.here.com.a693.p01.hereglb.com, stg.eu-west-1.account.here.com","ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.api.ap-southeast-1.account.here.com,"52.220.251.95, 13.251.191.190, 54.251.130.13",,"ns-85.awsdns-10.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.api.eu-west-1.account.here.com,"54.217.159.244, 54.73.133.219, 52.213.206.172",,"ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.api.us-west-2.account.here.com,"34.211.15.222, 44.224.129.188, 54.200.96.3",,"ns-1451.awsdns-53.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.cc.api.here.com,,,"gb-lon99-colo-ucs01ib.as1248.net, hostmaster.here.com, us-qas99-colo-ucs01ib.as1248.net",,NOERROR,,,,,,,,
,stg.clickwork.ext.here.com,"54.211.178.82, 54.227.252.151",,"ns-1872.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.eu-west-1.access.hub.api.here.com,,,"ns-1556.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.eu-west-1.account.here.com,,,"ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.eu-west-1.accounting.cit.api.here.com,"34.243.212.77, 52.214.35.125",,"ns-425.awsdns-53.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.eventbroker.api.here.com,"54.76.56.46, 54.72.232.156",,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.m.here.com,,,"ns-124.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1207.awsdns-22.org, ns-124.awsdns-15.com, ns-1893.awsdns-44.co.uk, ns-948.awsdns-54.net",,,,,
,stg.mapfeedback.here.com,,db4ciu5li6c5u.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,stg.navigation-voice.data.here.com,,,"ns-2043.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.notification.api.here.com,"3.212.102.239, 23.21.39.163",,"ns-1086.awsdns-07.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.openlocation.here.com,35.169.15.35,"olp.dev-heresf.acsitefactory.com, heresf01dev.enterprise-g1.acquia-sites.com","ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.partners.here.com,34.231.86.93,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,stg.placescontent.ext.here.com,66.54.70.234,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,stg.portal.hnod.here.com,"34.249.67.218, 52.30.1.187, 79.125.35.66",,"ns-1094.awsdns-08.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-hnod-prod/hnodportal-stg-sentry",NOERROR,,,,,,,,
,stg.spot.account.here.com,"34.194.158.135, 52.72.143.204",,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-940.awsdns-53.net, ns-1258.awsdns-29.org, ns-1537.awsdns-00.co.uk, ns-434.awsdns-54.com",,,,,
,stg.us-east-1.access.hub.api.here.com,,,"ns-1534.awsdns-63.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.us-east-1.account.here.com,"52.4.129.43, 52.3.8.10, 3.223.42.158",,"ns-624.awsdns-14.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.us-west-2.access.hub.api.here.com,,,"ns-80.awsdns-10.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.us-west-2.account.here.com,"54.200.96.3, 44.224.129.188, 34.211.15.222",,"ns-1451.awsdns-53.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stg.www.here.com,,,"us-qas99-colo-ucs01ib.as1248.net, hostmaster.here.com",,NOERROR,,,,,,,,
,stg2.www.here.com,2.23.138.2,"stg2.www.here.com.edgekey.net, e13668.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,stg3.cms.developer.here.com,"18.64.79.4, 18.64.79.33, 18.64.79.73, 18.64.79.85",d1ynso1u54l9dm.cloudfront.net,"ns-1984.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-107.awsdns-13.com, ns-1098.awsdns-09.org, ns-1984.awsdns-56.co.uk, ns-824.awsdns-39.net","2600:9000:223d:a00:6:6d3e:ae80:93a1, 2600:9000:223d:c200:6:6d3e:ae80:93a1, 2600:9000:223d:8000:6:6d3e:ae80:93a1, 2600:9000:223d:3e00:6:6d3e:ae80:93a1, 2600:9000:223d:c000:6:6d3e:ae80:93a1, 2600:9000:223d:5800:6:6d3e:ae80:93a1, 2600:9000:223d:3200:6:6d3e:ae80:93a1, 2600:9000:223d:f000:6:6d3e:ae80:93a1",,,,
,stg3.www.here.com,"143.204.89.126, 143.204.89.56, 143.204.89.73, 143.204.89.117",d2smd9xigt2c56.cloudfront.net,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-98.awsdns-12.com, ns-1172.awsdns-18.org, ns-2015.awsdns-59.co.uk, ns-790.awsdns-34.net","2600:9000:2156:5000:18:c961:be80:93a1, 2600:9000:2156:f000:18:c961:be80:93a1, 2600:9000:2156:d600:18:c961:be80:93a1, 2600:9000:2156:3200:18:c961:be80:93a1, 2600:9000:2156:9200:18:c961:be80:93a1, 2600:9000:2156:6600:18:c961:be80:93a1, 2600:9000:2156:4800:18:c961:be80:93a1, 2600:9000:2156:c600:18:c961:be80:93a1",,,,
,storage.cc.api.here.com,,,"ns-1485.awsdns-57.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-194.awsdns-24.com, ns-792.awsdns-35.net, ns-1485.awsdns-57.org, ns-1603.awsdns-08.co.uk",,,,,
,storage.cit.cc.api.here.com,,,"ns-1124.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1887.awsdns-43.co.uk, ns-412.awsdns-51.com, ns-757.awsdns-30.net, ns-1124.awsdns-12.org",,,,,
,stream.scbe.api.here.com,"13.32.99.100, 13.32.99.74, 13.32.99.66, 13.32.99.102","stream.scbe.api.here.com.a137.p01.hereglb.com, prd.stream.eu-west-1.scbe.api.here.com","ns-1047.awsdns-02.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,stream.scbe.sit.api.here.com,"18.66.97.51, 18.66.97.47, 18.66.97.5, 18.66.97.124","stream.scbe.sit.api.here.com.a137.p01.hereglb.com, sit.stream.eu-west-1.scbe.api.here.com","ns-1047.awsdns-02.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,stt.ap-southeast-1.scbe.api.here.com,,,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,stt.eu-west-1.scbe.api.here.com,"54.195.121.220, 34.242.187.52, 205.251.193.226, 205.251.194.72, 205.251.197.34, 205.251.198.215",,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-482.awsdns-60.com, ns-584.awsdns-09.net, ns-1314.awsdns-36.org, ns-1751.awsdns-26.co.uk",,,,,
,stt.us-east-1.scbe.api.here.com,,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1400.awsdns-47.org, ns-1724.awsdns-23.co.uk, ns-504.awsdns-63.com, ns-618.awsdns-13.net",,,,,
,stt.us-west-2.scbe.api.here.com,,,"ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1400.awsdns-47.org, ns-1553.awsdns-02.co.uk, ns-201.awsdns-25.com, ns-981.awsdns-58.net",,,,,
,studio.here.com,,xyz-studio-cf.prd.internal.community.nw.ops.here.com,"ns-1092.awsdns-08.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,sub.data.api.platform.here.com,,,"ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-als.matrix.router.hereapi.com,"52.213.39.216, 34.251.192.238, 52.208.38.20",matrixroutingv8-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-als.router.hereapi.com,"44.213.220.90, 54.234.213.38, 54.225.158.152",routingols-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-als.search.hereapi.com,,opensearch-main-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-eu-west-1-sit-opensearch.api-gateway.sit.ls.hereapi.com,"52.213.220.44, 52.209.95.114, 52.50.5.1",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/hgsv7-sit-subp-030405d3-6fae-11eb-b1f9-1246088e78df-sentry",NOERROR,,,,,,,,
,subp-eu-west-1.search.hereapi.com,"52.31.102.93, 34.246.50.32, 52.214.7.5","subp-eu-west-1.search.hereapi.com.a1971.p01.hereglb.com, subp-eu-west-1-prd-opensearch.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-subp-78c9e583-704a-11eb-9dc6-ae2a562f6eca-sentry",NOERROR,,,,,,,,
,subp-geocoder.api.here.com,"54.216.212.196, 52.51.249.67, 54.247.107.58","subp-geocoder.api.here.com.a1971.p01.hereglb.com, subp-eu-west-1-prd-forward.geocoder.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-fgc-prdsub-1677601967755-sentry",NOERROR,,,,,,,,
,subp-geocoder.cit.api.here.com,"63.33.81.30, 52.48.203.117, 34.255.46.87",subp-eu-west-1-cit-forward.geocoder.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-fgc-citsub-1677601851567-sentry",NOERROR,,,,,,,,
,subp-geocoder.cit.bulk.api.here.com,"44.227.239.7, 35.83.83.247, 35.164.173.19",subp-us-west-2-cit-batch.geocoder.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hlsv6-bgc-citsub-1677601858358-sentry",NOERROR,,,,,,,,
,subp-image.maps.api.here.com,"52.209.107.65, 52.210.82.78, 54.72.208.100",image.maps.api.here.com,"ns-352.awsdns-44.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-352.awsdns-44.com, ns-998.awsdns-60.net, ns-1268.awsdns-30.org, ns-1580.awsdns-05.co.uk",,,,,
,subp-image.maps.ls.hereapi.com,,"subp-image.maps.ls.hereapi.com.a324.p01.hereglb.com, subp-eu-west-1.image.maps.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/mia-subp-gw-prd-1669195393398-sentry",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,subp-intermodal.api-gateway.ls.hereapi.com,"34.246.220.90, 34.248.224.177, 54.154.157.192",subp-eu-west-1.intermodal.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/subp-intermodal-1628167752700-sentry",NOERROR,,,,,,,,
,subp-intermodal.router.hereapi.com,"174.129.64.253, 54.236.234.235, 34.193.252.197",intermodal-ols-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-isoline.hls-routing.hereapi.com,"3.248.135.183, 34.248.129.218, 52.215.158.16",hlsrtgiso-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-maps.hereapi.com,"18.66.122.73, 18.66.122.123, 18.66.122.102, 18.66.122.31",d5jtthywre5i0.cloudfront.net,"ns-982.awsdns-58.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1204.awsdns-22.org, ns-122.awsdns-15.com, ns-1753.awsdns-27.co.uk, ns-982.awsdns-58.net","2600:9000:2250:4e00:1c:457b:9600:93a1, 2600:9000:2250:9e00:1c:457b:9600:93a1, 2600:9000:2250:4800:1c:457b:9600:93a1, 2600:9000:2250:dc00:1c:457b:9600:93a1, 2600:9000:2250:3c00:1c:457b:9600:93a1, 2600:9000:2250:c800:1c:457b:9600:93a1, 2600:9000:2250:8000:1c:457b:9600:93a1, 2600:9000:2250:b000:1c:457b:9600:93a1",,,,
,subp-matrix.router.hereapi.com,"34.251.192.238, 52.213.39.216, 52.208.38.20","subp.router.hereapi.com.a2026.p01.hereglb.com, subp-eu-west-1.matrix-router.api-gateway.ls.hereapi.com",,,NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,subp-origin.vector.hereapi.com,"52.214.210.116, 54.194.249.251, 52.48.216.250",vectortileapi-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-places.api.here.com,,places.api.here.com,"ns-1236.awsdns-26.org, awsdns-hostmaster.amazon.com",loaderio=4ff645e0a2acf700085166fbc7a85fd9,NOERROR,,,"ns-1236.awsdns-26.org, ns-1863.awsdns-40.co.uk, ns-91.awsdns-11.com, ns-991.awsdns-59.net",,,,,
,subp-pos.api.here.com,"54.236.134.26, 35.175.36.171, 34.195.207.14","pos.api.here.com, pos.api.here.com.a2298.p01.hereglb.com, us-east-1-positioning-v1.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-v1-prd-1635938543184-sentry",NOERROR,,,,,,,,
,subp-positioning.hereapi.com,"52.215.65.135, 52.30.240.237, 52.211.101.179","positioning.hereapi.com, positioning.hereapi.com.a2298.p01.hereglb.com, eu-west-1-positioning.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/posapi-aws-prd-ddbbd276-2ffc-11eb-a0cf-dec644fd2540-sentry",NOERROR,,,,,,,,
,subp-route.ls.hereapi.com,"52.17.38.188, 52.215.72.38, 54.171.145.17",hlsrtgrest-subp-prd.borg-p.nw.ops.here.com,"ns-1421.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,subp-router.hereapi.com,"52.49.16.36, 52.209.241.56, 52.31.109.160","subp-router.hereapi.com.a2190.p01.hereglb.com, subp-eu-west-1.ols-router.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/prd-2190-rtgvip-1618984090234-sentry",NOERROR,,,,,,,,
,subp-search.hereapi.com,,"subp-search.hereapi.com-v2.a1971.p01.hereglb.com, subp-eu-west-1-prd-opensearch.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-subp-78c9e583-704a-11eb-9dc6-ae2a562f6eca-sentry",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,subp-search.sit.hereapi.com,"52.50.5.1, 52.213.220.44, 52.209.95.114",subp-eu-west-1-sit-opensearch.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-103.awsdns-12.com, ns-1342.awsdns-39.org, ns-1739.awsdns-25.co.uk, ns-849.awsdns-42.net",,,,,
,subp-traffic.api.here.com,"54.75.197.169, 99.81.39.239, 3.248.109.27","subp-traffic.api.here.com.a340.p01.hereglb.com, eu-west-1-tdaflowincv2-prdsubp.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/flowinc-gw-prdsub-1669036630931-sentry",NOERROR,,,,,,,,
,subp-traffic.cit.api.here.com,"54.147.204.87, 3.211.227.94, 35.172.96.221",us-east-1-tdaflowincv2-citsubp.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/flowinc-gw-citsub-1668781071277-sentry",NOERROR,,,,,,,,
,subp-transit.api-gateway.ls.hereapi.com,,subp-eu-west-1.transit.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/subp-um-transit-1628167345340-sentry",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,subp-transit.cit.api.here.com,"205.251.193.181, 205.251.199.33",transit.cit.api.here.com,"ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1825.awsdns-36.co.uk, ns-974.awsdns-57.net, ns-437.awsdns-54.com, ns-1507.awsdns-60.org",,,,,
,subp-us-east-1-prd-opensearch.api-gateway.ls.hereapi.com,"54.161.63.222, 3.224.118.186, 54.209.35.229",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-subp-78c9e583-704a-11eb-9dc6-ae2a562f6eca-sentry",NOERROR,,,,,,,,
,subp-us-east-1.origin.vector.ls.hereapi.com,"3.93.98.245, 54.80.55.205, 54.158.200.97",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/subp-warp-gtw-prd-1626944650177-sentry",NOERROR,,,,,,,,
,subp-us-east-1.search.hereapi.com,"3.224.118.186, 54.209.35.229, 54.161.63.222","subp-us-east-1.search.hereapi.com.a1971.p01.hereglb.com, subp-us-east-1-prd-opensearch.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-subp-78c9e583-704a-11eb-9dc6-ae2a562f6eca-sentry",NOERROR,,,,,,,,
,subp-us-west-2-prd-opensearch.api-gateway.ls.hereapi.com,,,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-subp-78c9e583-704a-11eb-9dc6-ae2a562f6eca-sentry",NOERROR,,,"ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,
,subp-us-west-2.origin.vector.ls.hereapi.com,"35.164.95.140, 100.20.176.233, 35.164.143.117",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/subp-warp-gtw-prd-1626944650177-sentry",NOERROR,,,,,,,,
,subp-us-west-2.search.hereapi.com,"54.148.109.75, 52.39.0.177, 54.186.5.8","subp-us-west-2.search.hereapi.com.a1971.p01.hereglb.com, subp-us-west-2-prd-opensearch.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-2-aws-us-west-2.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/hgsv7-prd-subp-78c9e583-704a-11eb-9dc6-ae2a562f6eca-sentry",NOERROR,,,,,,,,
,subp-vector.hereapi.com,,d1wt38uscc2ntt.cloudfront.net,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1220.awsdns-24.org, ns-1735.awsdns-24.co.uk, ns-355.awsdns-44.com, ns-715.awsdns-25.net",,,,,
,subp-weather.api.here.com,"34.247.42.40, 52.19.99.225, 34.247.65.8","weather.cc.acs-p.nw.ops.here.com.a489.p01.hereglb.com, eu-west-1.weather-prd.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/w-prd-gateway-647774c5-e694-11ea-8498-7210023fe438-sentry",NOERROR,,,,,,,,
,subscription-cit.api-gateway.ls.hereapi.com,"52.212.18.158, 34.247.63.247, 52.51.75.11",,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/mg-subscription-5dfae6d7-029c-11eb-a395-2a5be1d85d64-sentry",NOERROR,,,,,,,,
,subscription.api-gateway.sit.ls.hereapi.com,"34.249.24.246, 54.73.67.101, 52.31.125.227",,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/mg-subscription-c192f816-f809-11ea-a72b-deb01d2f2606-sentry",NOERROR,,,,,,,,
,subscription.mobilitygraph.cit.hereapi.com,"52.212.18.158, 34.247.63.247, 52.51.75.11",subscription-cit.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/mg-subscription-5dfae6d7-029c-11eb-a395-2a5be1d85d64-sentry",NOERROR,,,,,,,,
,subscription.mobilitygraph.sit.hereapi.com,,subscription.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/mg-subscription-c192f816-f809-11ea-a72b-deb01d2f2606-sentry",NOERROR,,,"ns-103.awsdns-12.com, ns-1342.awsdns-39.org, ns-1739.awsdns-25.co.uk, ns-849.awsdns-42.net",,,,,
