new,host,ttl,a,aaaa,mx,soa,ns,txt,status_code,cname,has_internal_ips,internal_ips,caa,cdn,cdn-name
,rest2.cyberghostvpn.com,300,54.75.239.232,,,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,safe.cyberghostvpn.com,300,"104.20.0.14, 104.20.1.14","2606:4700:10::6814:e, 2606:4700:10::6814:10e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,sdns.cyberghostvpn.com,300,82.196.7.178,,,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,security.cyberghostvpn.com,300,"104.20.0.14, 104.20.1.14","2606:4700:10::6814:10e, 2606:4700:10::6814:e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,sentry.cyberghostvpn.com,300,"104.20.0.14, 104.20.1.14","2606:4700:10::6814:10e, 2606:4700:10::6814:e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,staging-adminv2.cyberghostvpn.com,300,54.247.114.122,,,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,staging-api.cyberghostvpn.com,300,"104.20.1.14, 104.20.0.14","2606:4700:10::6814:10e, 2606:4700:10::6814:e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,staging-cms.cyberghostvpn.com,300,"54.77.41.246, 54.76.147.54",,,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",,,NOERROR,cg-cms-openresty-staging-595669947.eu-west-1.elb.amazonaws.com,,,,,
,staging-my.cyberghostvpn.com,1395,,,,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,staging.api.jwks.cyberghostvpn.com,284,,"2606:4700::6811:6356, 2606:4700::6811:e74d",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,static.cyberghostvpn.com,300,"104.20.0.14, 104.20.1.14","2606:4700:10::6814:e, 2606:4700:10::6814:10e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,status.cyberghostvpn.com,300,"104.20.0.14, 104.20.1.14","2606:4700:10::6814:10e, 2606:4700:10::6814:e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,store.cyberghostvpn.com,300,"104.16.243.229, 104.16.242.229",,,"{'name': 'cleverbridge.com', 'ns': 'drew.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357866094, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cleverbridge.com', 'ns': 'drew.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357866094, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cleverbridge.com', 'ns': 'drew.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357866094, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cleverbridge.com', 'ns': 'drew.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357866094, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cleverbridge.com', 'ns': 'drew.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357866094, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,cyberghostvpn-s.cleverbridge.com,,,,,
,support.cyberghostvpn.com,120,"216.198.53.1, 216.198.54.1",,,"{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,,NOERROR,cyberghosthelp.zendesk.com,,,,,
,updater-api.cyberghostvpn.com,300,"104.20.1.14, 104.20.0.14","2606:4700:10::6814:10e, 2606:4700:10::6814:e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,v2-api.cyberghostvpn.com,300,"104.20.1.14, 104.20.0.14","2606:4700:10::6814:e, 2606:4700:10::6814:10e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,v4only.cyberghostvpn.com,300,127.0.0.2,,,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,True,127.0.0.2,,,
,www.cyberghost.com,300,"172.67.205.106, 104.21.61.30","2606:4700:3030::6815:3d1e, 2606:4700:3031::ac43:cd6a",,"{'name': 'cyberghost.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356488620, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghost.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356488620, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghost.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356488620, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghost.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356488620, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghost.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2356488620, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
,www.cyberghostvpn.com,300,"104.20.175.46, 104.20.174.46","2606:4700:10::6814:af2e, 2606:4700:10::6814:ae2e",,"{'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cyberghostvpn.com', 'ns': 'ed.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357930925, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,,NOERROR,,,,,,
