new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,has_internal_ips,internal_ips
,businessportal006.intel.com,192.198.165.137,businessportal006.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportal006cons.cps.intel.com,192.198.167.113,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportal006cons.intel.com,192.198.167.113,businessportal006cons.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalbench.cps.intel.com,192.198.166.136,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalbench.intel.com,192.198.166.136,businessportalbench.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalbenchorigin.intel.com,192.198.166.136,businessportalbench.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalcons.cps.intel.com,192.198.166.132,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalcons.intel.com,23.37.37.239,"intel11.cn.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:6c00:19e::1ea2, 2a02:26f0:6c00:185::1ea2",,,,,
,businessportaldev.cps.intel.com,192.198.166.128,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportaldr.cps.intel.com,198.175.116.22,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogout.cps.intel.com,192.198.164.235,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogout.intel.com,192.198.164.235,businessportallogout.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogoutbench.cps.intel.com,192.198.166.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogoutbench.intel.com,192.198.166.118,businessportallogoutbench.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogoutcons.cps.intel.com,192.198.166.117,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogoutcons.intel.com,192.198.166.117,businessportallogoutcons.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogoutdev.intel.com,192.198.166.116,businessportallogoutdev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportallogoutsupp.intel.com,192.198.166.119,businessportallogoutsupp.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalsupp.cps.intel.com,192.198.166.140,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businessportalsupp.intel.com,192.198.166.140,businessportalsupp.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,businesssupport.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:6c00:19e::1ea2, 2a02:26f0:6c00:185::1ea2",,,,,
,buyfpga.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,c.telemetry.intel.com,"52.40.41.4, 54.149.173.159",c.ats.infra-host.com,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c1.telemetry.intel.com,,c1.ats.infra-host.com,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c2.telemetry.intel.com,54.186.81.143,c2.ats.infra-host.com,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,c2a-dr.intel.com,198.175.98.62,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,c2a-pd.intel.com,,,,NOERROR,,,,,,,,
,c2a-prd.intel.com,192.198.160.101,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,c2a-ps.intel.com,192.198.172.48,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,c2a-psp.intel.com,192.198.167.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ca.pre1-trustedservices.eglb.intel.com,208.39.115.184,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ca.pre1-trustedservices.intel.com,"35.153.115.12, 52.5.119.221, 18.234.5.34",ca-pre1.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ca.test-trustedservices.intel.com,,ca-test.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ca.trustedservices.eglb.intel.com,"208.39.112.103, 216.178.234.148",,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ca.trustedservices.intel.com,"44.209.157.154, 44.215.187.82, 3.230.65.212",ca.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cache-int.api.intel.com,23.67.131.91,"intel19233.edgekey.net, e19233.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:6c00:1b3::4b21, 2a02:26f0:6c00:199::4b21",,,,,
,cache-int2.api.intel.com,104.70.95.212,"intel19233.edgekey.net, e19233.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:88c::4b21, 2a02:26f0:3500:882::4b21",,,,,
,calvin-n2.intel.com,,,,NOERROR,,,,,,,,
,cameracontrolprd.intel.com,192.198.164.216,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,career.intel.com,20.45.1.46,intel-tracking.client.smashfly.com,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,True,azure,,,,,,
,casiss-dev.eglb.intel.com,192.198.167.254,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,casiss-prd.eglb.intel.com,"198.175.96.245, 192.198.164.125",,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbaa.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:89b::1ea2, 2a02:26f0:3500:885::1ea2",,,,,
,cboa.cps.intel.com,198.175.98.36,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cboa.intel.com,,,,NOERROR,,,,,,,,
,cbrd-ext-k0001.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k0002.intel.com,192.55.73.13,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k0003.intel.com,192.55.73.16,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k0004.intel.com,192.55.73.18,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k0007.intel.com,192.55.73.24,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k2003.intel.com,192.55.71.89,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k3002.intel.com,192.55.73.177,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k3003.intel.com,192.55.73.179,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k3005.intel.com,192.55.73.245,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k4008.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5004.intel.com,146.152.243.16,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5006.intel.com,146.152.243.20,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5014.intel.com,146.152.243.36,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5015.intel.com,146.152.243.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5016.intel.com,146.152.243.40,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5017.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-k5018.intel.com,146.152.243.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p0001.intel.com,192.55.73.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p0002.intel.com,192.55.73.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p0003.intel.com,192.55.73.17,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p0004.intel.com,192.55.73.19,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p0006.intel.com,192.55.73.23,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p2003.intel.com,192.55.71.90,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p3007.intel.com,192.55.73.250,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p3021.intel.com,192.55.73.165,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p4005.intel.com,192.102.188.52,,,NOERROR,,,,,,,,
,cbrd-ext-p5013.intel.com,146.152.243.35,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cbrd-ext-p5017.intel.com,146.152.243.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cc-cs.intel.com,54.144.128.85,,,NOERROR,,,,,,,,
,cc-fm-f5.intel.com,192.198.140.25,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cc-fm-sf.intel.com,,,,NOERROR,,,,,,,,
,cc-fm.intel.com,192.198.166.247,citrix-fm-vip.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cc-is.intel.com,134.191.233.47,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ccechina.intel.com,23.222.53.96,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:c900:290::1ea2, 2a02:26f0:c900:29b::1ea2",,,,,
,ccr-content-sync.cps.intel.com,134.191.246.18,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ccr-content-sync.intel.com,134.191.246.18,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ccss-play.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cdaasapi.intel.com,192.198.160.157,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cdiext.intel.com,198.175.96.179,prd-cdi.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cdn-devicemanagment.intel.com,54.144.128.85,,,NOERROR,,,,,,,,
,cdrd.intel.com,104.81.225.45,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:d200:483::1ea2, 2a02:26f0:d200:493::1ea2",,,,,
,cdrdv2.intel.com,198.175.98.149,contentdelivery-ext.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cdrepositoryeglb.eglb.intel.com,192.198.165.72,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cdrservices-dev.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cerberus.jf.intel.com,192.198.129.136,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,certificates.trustedservices.intel.com,,certificates.sgxprod.adsdcsp.com,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,certification-retail.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,certremed.eglb.intel.com,192.198.151.91,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,certremed.intel.com,,certremed.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,channel.intel.com,198.175.96.236,channel.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,channelcommunities.intel.com,,bouncer.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,channelodmcatalog.intel.com,106.2.164.22,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,channelproducts.intel.com,192.198.164.73,lbauto-192-198-164-73.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,charon.intel.com,143.183.152.1,charon.sc.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,chat-gsae-ext.intel.com,54.144.128.85,,,NOERROR,,,,,,,,
,chextweb9.corpint.intel.com,192.198.160.80,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,chi1.intel.com,198.175.96.32,prd-monsoon.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,chinacampus.jobs.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,circuit.intel.com,192.198.165.29,circuitprodf5.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,circuitbenchf5.eglb.intel.com,192.198.144.61,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,circuitprodf5.eglb.intel.com,134.191.246.69,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,classicapps.cps.intel.com,198.175.96.161,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,clf-trxcore.intel.com,192.102.192.17,clf.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,click.newsletter.intel.com,13.111.210.237,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,clota.intel.com,192.102.189.112,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cloud.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:1700:795::1ea2, 2a02:26f0:1700:791::1ea2",,,,,
,cloudbuilders.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,cloudinsider.intel.com,104.122.35.9,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,cloudrebounder.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,cloudsecurity.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,clp.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,clr.telemetry.intel.com,"44.242.123.203, 52.38.169.47",clr.ats.infra-host.com,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,clusterready.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:129:19e::1ea2, 2a02:26f0:129:19a::1ea2",,,,,
,cofluent-forum.intel.com,192.198.165.235,prd1cof2l.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,comfytoews.intel.com,192.198.160.115,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,communities.intel.com,2.23.141.119,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:15:1ab::1ea2, 2001:2030:15:193::1ea2",,,,,
,community-stage.intel.com,"108.138.217.123, 108.138.217.98, 108.138.217.126, 108.138.217.78","cipcp26785.stage.lithium.com, d1t0vwirjq9x3.cloudfront.net","ns-41.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2487:2c00:1b:1bc4:edc0:93a1, 2600:9000:2487:9c00:1b:1bc4:edc0:93a1, 2600:9000:2487:a400:1b:1bc4:edc0:93a1, 2600:9000:2487:600:1b:1bc4:edc0:93a1, 2600:9000:2487:6400:1b:1bc4:edc0:93a1, 2600:9000:2487:3e00:1b:1bc4:edc0:93a1, 2600:9000:2487:f400:1b:1bc4:edc0:93a1, 2600:9000:2487:ca00:1b:1bc4:edc0:93a1",,,"ns-1157.awsdns-16.org, ns-1705.awsdns-21.co.uk, ns-41.awsdns-05.com, ns-554.awsdns-05.net",,
,community.edc.intel.com,198.175.96.32,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,community.intel.com,"18.66.122.124, 18.66.122.70, 18.66.122.46, 18.66.122.120","cipcp26785.lithium.com, d2am37byv21kyw.cloudfront.net","ns-1986.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2250:2400:1e:3b87:9a00:93a1, 2600:9000:2250:2000:1e:3b87:9a00:93a1, 2600:9000:2250:3c00:1e:3b87:9a00:93a1, 2600:9000:2250:8200:1e:3b87:9a00:93a1, 2600:9000:2250:7600:1e:3b87:9a00:93a1, 2600:9000:2250:2600:1e:3b87:9a00:93a1, 2600:9000:2250:3e00:1e:3b87:9a00:93a1, 2600:9000:2250:4a00:1e:3b87:9a00:93a1",,,"ns-719.awsdns-25.net, ns-49.awsdns-06.com, ns-1263.awsdns-29.org, ns-1986.awsdns-56.co.uk",,
,compatibleproducts.intel.com,198.175.98.50,pctweb.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,comwebr2ext.intel.com,192.198.166.217,fmsocsppr2cwa.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,conf.intel.com,104.42.44.168,"pex-wus-c01.intel.com, pex-wus-c01.westus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,configurator-cons.intel.com,192.198.167.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,configurator.intel.com,192.198.160.81,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connect.intel.com,130.35.201.120,"s334284386.hs.eloqua.com, p03h.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,True,oracle,,,,,,
,connectcenter.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connected.intel.com,3.21.109.18,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectimc-mu.intel.com,134.191.220.98,scsamc01.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectimc.intel.com,192.55.54.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectme.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connector.intel.com,134.134.139.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectpilot-jf.intel.com,134.134.139.17,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectpilot-shz.intel.com,192.102.204.138,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectpilot.eglb.intel.com,192.198.151.75,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,connectse.intel.com,192.55.54.12,connectimc.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,consumer.intel.com,"13.107.237.45, 13.107.238.45","afd-b2c-iibozyiouoyi4.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,consumerint.intel.com,"13.107.246.45, 13.107.213.45","afd-b2c-rhhpkfiqatz74.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,consumption-api-dev.intel.com,20.99.152.94,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,consumption-dev.intel.com,20.99.152.94,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,consumption.intel.com,20.69.81.163,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,content-sync.intel.com,192.198.167.168,sync.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,contentdelivery-ext.eglb.intel.com,198.175.98.149,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,contentdelivery-pre-ext.eglb.intel.com,192.198.172.47,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,context-sensing.intel.com,34.209.246.33,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,contextsensing.intel.com,,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:89b::1ea2, 2a02:26f0:3500:885::1ea2",,,,,
,core.intel.com,192.198.165.191,bouncer.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,corpdev.intel.com,192.198.167.93,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,"pSOYZrM4eIaBkOtUV2+4ospwyAMYG+XiC7wOeyDZeN4e9EoRwBDObZoPTImFTxlbsFhsShN/cJOBYP+vEAPu+A==, MS=ms66947759",,,,
,corpredirect-tst.intel.com,,tst-corpredirector-web-glb.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cpmobile.intel.com,198.175.96.209,learn.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cps-staging.intel.com,192.198.160.156,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cpslookup.intel.com,192.198.164.95,fmssoaeprde.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,cqauthors-pre.intel.com,"52.52.203.3, 52.8.227.144",intel-b70-prod1-sites-44015094.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cqauthors.intel.com,"52.8.227.144, 52.52.203.3",intel-b70-prod1-sites-44015094.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
