input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,webserver,tls_self_signed,tls_expired,final_url,csp_domains_,location
nahravani.ictp.t-mobile.cz,Document moved,302,1251,nahravani.ictp.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T12:46:23Z,2024-02-03T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ictp.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ictp.t-mobile.cz,ticket.t-systems.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,f91975f732c54838735baca0f51baac7,2dd7832de201f1b66d7d58f64eb652a6fdf83e6324438cddd03c99b67475f501,ctls,nahravani.ictp.t-mobile.cz,,80,http://nahravani.ictp.t-mobile.cz:80,http,text/html,GET,93.153.116.76,/,1718558177,93.153.116.76,Java,7,False,,,T-Mobile Czech Republic a.s.,,ICTP9,,,https://nahravani.ictp.t-mobile.cz/ICTP/action/Login/?actionId=68919666016699&step=0&ts=1689650809614&hash=YvJKFs8WhIZmasURdzAsSpmQfRRMiXsTq545jfJvrq0=&nbl=true&actionId=1312959526695100&step=0&ts=1689650809347&hash=6tK+5byAOHENn2IVUboTAAL8cXeazMNgBnVc6tXbN+w=&nbl=true&actionId=68919098182799&step=0&ts=1689650809041&hash=3xgf0U3qyv1RkCGjQACiyQTyppwoBlLEbvFiL3ozGdE=&nbl=true&actionId=1312958969965700&step=0&ts=1689650808783&hash=xQk+ttsM8rqbze8up/Q35R5LIGCUC1atZUiIzNAiEnQ=&nbl=true&actionId=1312958706324100&step=0&ts=1689650808517&hash=OEIW+o8d83Wz5RNFRyFTKr1jNxgY53pdbk5A/VsHdJI=&nbl=true&actionId=68918176577499&step=0&ts=1689650808118&hash=YF1QIn2lVic0graNdTPkpJizYr5bVZBjUiC1o42JjxI=&nbl=true&actionId=1312957907269100&step=0&ts=1689650807720&hash=F9BnZ+getS0jb7pYBwy7FEj4nXK1LUuIdLc500v91xo=&nbl=true,,https://nahravani.ictp.t-mobile.cz/ICTP/action/Login/?actionId=68919928107999&step=0&ts=1689650809879&hash=D6+WJQAUhcwHzOhnZ4fkJluMuADmdd+7NqMQaPqGXR4=&nbl=true&actionId=68919666016699&step=0&ts=1689650809614&hash=YvJKFs8WhIZmasURdzAsSpmQfRRMiXsTq545jfJvrq0=&nbl=true&actionId=1312959526695100&step=0&ts=1689650809347&hash=6tK+5byAOHENn2IVUboTAAL8cXeazMNgBnVc6tXbN+w=&nbl=true&actionId=68919098182799&step=0&ts=1689650809041&hash=3xgf0U3qyv1RkCGjQACiyQTyppwoBlLEbvFiL3ozGdE=&nbl=true&actionId=1312958969965700&step=0&ts=1689650808783&hash=xQk+ttsM8rqbze8up/Q35R5LIGCUC1atZUiIzNAiEnQ=&nbl=true&actionId=1312958706324100&step=0&ts=1689650808517&hash=OEIW+o8d83Wz5RNFRyFTKr1jNxgY53pdbk5A/VsHdJI=&nbl=true&actionId=68918176577499&step=0&ts=1689650808118&hash=YF1QIn2lVic0graNdTPkpJizYr5bVZBjUiC1o42JjxI=&nbl=true&actionId=1312957907269100&step=0&ts=1689650807720&hash=F9BnZ+getS0jb7pYBwy7FEj4nXK1LUuIdLc500v91xo=&nbl=true
ocgw.info.t-mobile.cz,,200,1,ocgw.info.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-07T19:18:26Z,2023-10-05T19:18:25Z,CN=xmlsync.e-media.cz,xmlsync.e-media.cz,xmlsync.e-media.cz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9158a3d0803b1fdaf27e2ddeb649f22,7e55aec4e0ddf4c40d19a617ba2807c4c217bddd5af72587c18728624dc3c7c7,ctls,ocgw.info.t-mobile.cz,,443,https://ocgw.info.t-mobile.cz:443,https,text/html,GET,37.157.199.153,/,509258457,37.157.199.153,Debian,1,False,,,,,Apache/2.4.38 (Debian),,,,,
ochranasiti.t-mobile.cz,T-Mobile - Vyjádření k existenci sítě,200,7856,ochranasiti.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T09:27:18Z,2024-04-08T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ochranasiti.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ochranasiti.t-mobile.cz,ochranasiti.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,455739291912b269f058bb9de13b58af,0fd28c624b547ab9b0bc603d0709541b6573881d7daab986e8cf36f3296dae02,ctls,ochranasiti.t-mobile.cz,,443,https://ochranasiti.t-mobile.cz:443,https,text/html,GET,37.46.209.26,/,1631801191,37.46.209.26,Yii,178,False,,,T-Mobile Czech Republic a.s.,,Microsoft-IIS/10.0,,,,,
omni-admin.t-mobile.cz,403 Forbidden,403,153,omni-admin.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:25:06Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=omni-admin.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",omni-admin.t-mobile.cz,omni-admin.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,376419b7bb122707791fa7fc66e91d63,c75760745e64bfb22199f070503b1990a8f39961050efd64eece4a7263207fc2,ctls,omni-admin.t-mobile.cz,,443,https://omni-admin.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,1503975126,195.144.122.168,Nginx:1.20.1,8,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,,,
omni-customer.t-mobile.cz,T-Mobile SDP,200,3061,omni-customer.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:26:17Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=omni-customer.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",omni-customer.t-mobile.cz,omni-customer.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,b9350e80608541b92205d4ed1c1b41e3,a78f9ad846e2129d3d9ff772e89c4e7ece63098b67ea4f473b50fa7cd3d92721,ctls,omni-customer.t-mobile.cz,,443,https://omni-customer.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,1043061221,195.144.122.168,PHP,91,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,https://omni-customer.t-mobile.cz/sign/in?backlink=afv86,,
omni-partner.t-mobile.cz,403 Forbidden,403,153,omni-partner.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:29:30Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=omni-partner.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",omni-partner.t-mobile.cz,omni-partner.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,3a76d3ca1a5fdb58676b0f4903dfadda,9d482ba6272a916c076813db5a132ec132e268fcec20a5f578d1969f0cbe4f6b,ctls,omni-partner.t-mobile.cz,,443,https://omni-partner.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,1503975126,195.144.122.168,Nginx:1.20.1,8,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,,,
omni-pxy-a-ext.t-mobile.cz,403 Forbidden,403,153,omni-pxy-a-ext.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T11:16:05Z,2024-02-11T11:16:05Z,"CN=*.gtssms.cz, O=T-Mobile Czech Republic a.s., L=Praha, C=CZ",*.gtssms.cz,gtssms.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",766b10939ee2db546cac081a07ab27e4,f13c0cda1667624f115340158fc5f1d570be1eecca9d6278c7ebd1ab46ae4f6f,ctls,omni-pxy-a-ext.t-mobile.cz,,443,https://omni-pxy-a-ext.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,1503975126,195.144.122.168,Nginx:1.20.1,8,False,,True,T-Mobile Czech Republic a.s.,True,nginx/1.20.1,,,,,
omni.t-mobile.cz,,404,74,omni.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:24:12Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=omni.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",omni.t-mobile.cz,omni.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,0b880129131a0fe0d762d3be8b133657,4a01a20fd6837f7d8faf7acda839c8f47bb354eee1cdcf499a46463043c9224b,ctls,omni.t-mobile.cz,,443,https://omni.t-mobile.cz:443,https,application/json,GET,195.144.122.160,/,-1333678583,195.144.122.168,Node.js,1,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,,,
oneview.t-mobile.cz,,404,21,oneview.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,oneview.t-mobile.cz,,443,https://oneview.t-mobile.cz:443,https,text/plain,GET,62.141.14.71,/,-1669793162,2001:1ae8:2:4860::18,,1,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
outlet.t-mobile.cz,Outlet telefony - T-Mobile.cz,200,93023,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://outlet.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,1168869082,62.141.14.37,Java,5441,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/outlet-telefony,,
partners.t-mobile.cz,403 Forbidden,403,279,partners.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T08:43:53Z,2024-04-28T23:59:59Z,"L=Prague, ST=capital city Prague, CN=partners.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",partners.t-mobile.cz,partners.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,0ebc8e740c473a385a536d40b0172a97,3334f521ab44a36972a3bd1fcc5fe656dfafee99b29bec0130e163f759251b94,ctls,partners.t-mobile.cz,,443,https://partners.t-mobile.cz:443,https,text/html,GET,195.144.122.45,/,-542063152,195.144.122.45,Ubuntu,12,False,,,T-Mobile Czech Republic a.s.,,nginx/1.14.0 (Ubuntu),,,,,
partnership.t-mobile.cz,Partnerský portál - T-Mobile.cz,200,54488,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://partnership.t-mobile.cz:443,https,text/html,GET,83.167.225.218,/,-648630494,83.167.225.218,Java,3938,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/web/partnersky-portal/t-mobile,,
pda.t-mobile.cz,Spolehlivý operátor pro mobilní i pevné služby - T-Mobile.cz,200,147480,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://pda.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,1500173580,62.141.14.37,Java,8457,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/osobni,,
pdownload.t-mobile.cz,Error 404,200,214,pdownload.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,pdownload.t-mobile.cz,,443,https://pdownload.t-mobile.cz:443,https,text/html,GET,62.141.14.96,/,775544810,62.141.14.96,,11,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
performance.t-mobile.cz,Performance Monitoring,200,71299,performance.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T12:03:45Z,2023-08-15T23:59:59Z,"L=Prague, ST=capital city Prague, CN=performance.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",performance.t-mobile.cz,performance.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,782b4d0bd8d228350d7b25c44c5ed61e,d36310b822b3cb7256defe25c3c805cc09ba81a2ce24a2aa4ace9e4b1466d721,ctls,performance.t-mobile.cz,,443,https://performance.t-mobile.cz:443,https,text/html,GET,62.77.96.26,/,-748255285,62.77.96.166,Nginx,837,False,,,T-Mobile Czech Republic a.s.,,nginx-clojure,,,,,
peshop.t-mobile.cz,,404,,peshop.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-03T23:59:59Z,CN=*.dev.eshop.yo-digital.com,*.dev.eshop.yo-digital.com,*.stagev5.eshop.yo-digital.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c599be731249dd4630399d1d1076ef4,dc17579dd076a945f8081389400905c3daa951439a822247d0806c4b6cd3584b,ctls,peshop.t-mobile.cz,,443,https://peshop.t-mobile.cz:443,https,text/plain,GET,3.127.34.95,/,-1840324437,18.194.84.41,,1,False,,True,,True,awselb/2.0,,,,,
plm.t-mobile.cz,Industry 4.0 Domain - t-plm.cz,200,43595,t-plm.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-03T10:56:36Z,2024-06-02T23:59:59Z,"L=Prague, ST=capital city Prague, CN=t-plm.cz, O=T-Mobile Czech Republic a.s., C=CZ",t-plm.cz,www.t-plm.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,d9164dc654b2f46ae36546bc69d7d53c,2c5edc7e6f5b12f586ed542ed2fb0ba72108191ad17a20a08fd390f7ef2e57cf,ctls,t-plm.cz,,443,https://plm.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,1121070535,62.141.14.37,,2756,False,,,T-Mobile Czech Republic a.s.,,,,,https://t-plm.cz/cs/,,
portal-login.t-mobile.cz,T-Mobile login,200,6790,portal-login.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-08-04T13:11:05Z,2023-08-04T23:59:59Z,"L=Prague, ST=capital city Prague, CN=portal-login.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",portal-login.t-mobile.cz,portal-login.t-systems.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,963242860db18d47867271f6cd7a6f83,f0c5e2e205f2966bf3b80b0397e6c08f535184280e9f46ed6507c8d131bd7021,ctls,portal-login.t-mobile.cz,,443,https://portal-login.t-mobile.cz:443,https,text/html,GET,212.67.80.88,/,1631801191,212.67.80.88,Windows Server,154,False,,,T-Mobile Czech Republic a.s.,,Microsoft-IIS/7.5,,,,,
portal.t-mobile.cz,403 - Forbidden: Access is denied.,403,1233,,,,,,,,,,,,,,,,,,,80,http://portal.t-mobile.cz:80,http,text/html,GET,89.233.173.29,/,-1129303139,2001:1ba0:2a0:5965:0:30:29:1,Windows Server,30,False,,,,,Microsoft-IIS/7.5,,,,,
prodejna.t-mobile.cz,Spolehlivý operátor pro mobilní i pevné služby - T-Mobile.cz,200,146037,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://prodejna.t-mobile.cz:443,https,text/html,GET,62.141.14.33,/,1718558177,62.141.14.33,Java,8411,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/osobni,,
psp.t-mobile.cz,301 Moved Permanently,301,194,psp.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-05-06T12:41:57Z,2021-05-06T23:59:59Z,"L=Prague, ST=Prague, CN=psp.t-mobile.cz, OU=B2B SMSC, OU=TMCZ SSL, OU=ssl2.telekom.com, O=T-Mobile Czech Republic a.s., C=CZ",psp.t-mobile.cz,psp.t-mobile.cz,"CN=TeleSec Business CA 1, OU=T-Systems Trust Center, O=T-Systems International GmbH, C=DE",TeleSec Business CA 1,T-Systems International GmbH,aaf04ab6d353971e7c440753246b4d6c,3ed1603f4576973df62c10b20a7dcab16b07025f05bbfb0ddf58ee6221b58917,ctls,psp.t-mobile.cz,,80,http://psp.t-mobile.cz:80,http,text/html,GET,195.144.122.41,/,956543008,195.144.122.41,Ubuntu,8,False,,,T-Mobile Czech Republic a.s.,,nginx/1.14.0 (Ubuntu),,True,https://psp.t-mobile.cz/,,https://psp.t-mobile.cz/
pt-app.t-mobile.cz,,404,,pt-app.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T12:55:07Z,2024-04-02T12:55:07Z,"CN=t-app.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",t-app.t-mobile.cz,pt-app.t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",eeb67707845750ce942391415f1ee789,04c4e5ebd6416507ab9262a969601f2425779e7d162748dd1dbf602b40d6a171,ctls,pt-app.t-mobile.cz,,443,https://pt-app.t-mobile.cz:443,https,,GET,62.141.14.103,/,-1840324437,2001:1ae8:2:4860::17,HSTS,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
public-analytics.t-mobile.cz,,200,2,public-analytics.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T03:13:28Z,2023-09-16T04:08:02Z,CN=public-analytics.t-mobile.cz,public-analytics.t-mobile.cz,public-analytics.t-mobile.cz,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,79be24fb09763e292347d1c4e8364f9b,d649d3a571f4920dfbfa19dd46eb6294ce6e6874d6fc9df077a1376fc7812a50,ctls,public-analytics.t-mobile.cz,google,443,https://public-analytics.t-mobile.cz:443,https,text/html,GET,34.102.193.26,/,1185329514,34.102.193.26,HTTP/3,1,False,True,,,,,,,,,
pushapp.t-mobile.cz,Error,403,68,pushapp.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,pushapp.t-mobile.cz,,443,https://pushapp.t-mobile.cz:443,https,text/html,GET,62.141.14.44,/,692031878,62.141.14.44,,1,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
quote.t-mobile.cz,,401,182,quote.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,quote.t-mobile.cz,,443,https://quote.t-mobile.cz:443,https,application/json,GET,62.141.14.22,/,-1723865470,62.141.14.22,Java,7,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
ragw1.sdwan.t-mobile.cz,,404,,ragw1.sdwan.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T09:53:38Z,2023-09-14T23:59:59Z,"L=Prague, ST=capital city Prague, CN=raportal.sdwan.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",raportal.sdwan.t-mobile.cz,ragw2.sdwan.telekom.sk,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,e008dd38eb884df2999c45f027526bc0,5bec56c5315060aa88da28cde866e39cd011ead2231b137d5afad5578abc310a,ctls,ragw1.sdwan.t-mobile.cz,,443,https://ragw1.sdwan.t-mobile.cz:443,https,,GET,193.86.179.94,/,-1840324437,193.86.179.94,,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
raportal.sdwan.t-mobile.cz,,404,,raportal.sdwan.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T09:53:38Z,2023-09-14T23:59:59Z,"L=Prague, ST=capital city Prague, CN=raportal.sdwan.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",raportal.sdwan.t-mobile.cz,ragw2.sdwan.telekom.sk,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,e008dd38eb884df2999c45f027526bc0,5bec56c5315060aa88da28cde866e39cd011ead2231b137d5afad5578abc310a,ctls,raportal.sdwan.t-mobile.cz,,443,https://raportal.sdwan.t-mobile.cz:443,https,,GET,194.108.57.119,/,-1840324437,194.108.57.119,,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
reader.t-mobile.cz,Spolehlivý operátor pro mobilní i pevné služby - T-Mobile.cz,200,147480,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://reader.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,-1078750525,62.141.14.37,Java,8457,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/osobni,,
