input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,location,tls_subject_org_,tls_expired,tls_mismatched,final_url,tls_self_signed
ikstaindekrant.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://ikstaindekrant.ad.nl:443,https,,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F,
img-acc.ad.nl,,403,42,img-acc.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,img-acc.ad.nl,,80,http://img-acc.ad.nl:80,http,,application/json,GET,23.11.206.16,/,768769774,2a02:26f0:1700:11::b856:6794,,1,False,,,,DPG Media Services NV,,,https://img-acc.ad.nl/,
ims.ad.nl,,200,113,ims.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,ims.ad.nl,,443,https://ims.ad.nl:443,https,Microsoft-IIS/10.0,text/html,GET,2.21.79.11,/,1631801191,2a02:26f0:7100::210:111,Windows Server,1,False,,,,DPG Media Services NV,,,,
inapp-krant.ad.nl,,200,483,inapp-krant.ad.nl,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-03-31T09:05:28Z,2023-06-29T09:05:27Z,CN=inapp-krant.ad.nl,inapp-krant.ad.nl,inapp-krant.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,814fa7a1a9c18f70c463efba24856531,60174a620b92ff8ae1fb50e3fba5b76b034b2d4d1e85aee334bed28a047807c7,,ctls,inapp-krant.ad.nl,,443,https://inapp-krant.ad.nl:443,https,nginx,text/html,GET,46.30.126.147,/,190856733,46.30.126.156,PHP,4,False,,,,,,,https://inapp-krant.ad.nl/w/dpg2/?solution=inapp-krant.ad.nl&edition=AD01&customer=algemeendagblad&folder=7908&folder_key=42d0c639a21482dcd8e1c447efe87e89&catalog=35988&date=2023-05-23&user_ip=3.76.218.160&user_agent=Mozilla%2F5.0+%28compatible%3B+Konqueror%2F4.5%3B+NetBSD+5.0.2%3B+X11%3B+amd64%3B+en_US%29+KHTML%2F4.5.4+%28like+Gecko%29&secret=d6b4128a27556b556191bae0baf0f52a,
infostrada.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://infostrada.ad.nl:443,https,,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F,
kadinlarietkile.odoo.com,Typo | Odoo,200,42667,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,,443,https://kadinlarietkile.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,2020620534,141.94.74.34,Python,598,False,,,,,,,https://www.odoo.com/typo?domain=kadinlarietkile.odoo.com&autodbname=kadinlarietkile&hosting=eu177a.odoo.com,
kortingscodes.ad.nl,Kortingscodes en deals voor mei 2023 I AD kortingscodes,200,379463,kortingscodes.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-09T23:59:59Z,CN=kortingscodes.ad.nl,kortingscodes.ad.nl,kortingscodes.ad.nl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65a9af00fd16af95a5ff09f548baba35,9ae2a0c4947db966b18ae3ac5c6647f189a5f8d7e19145ed0e5de3ac45abaec2,,ctls,kortingscodes.ad.nl,cloudfront,443,https://kortingscodes.ad.nl:443,https,CloudFront,text/html,GET,18.66.97.128,/,1090126134,18.66.97.49,webpack,1566,False,True,,,,,,,
krant.ad.nl,Inlogpoging geblokkeerd,406,3323,login2.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,login2.ad.nl,,443,https://krant.ad.nl:443,https,AkamaiGHost,text/html,GET,46.30.126.147,/,1506877856,46.30.126.156,,1,False,,,,DPG Media Services NV,,,https://login2.ad.nl/authorize?client_id=ad-visiolinkepaper-web&redirect_uri=https%3A%2F%2Fkrant.ad.nl%2Fw%2Fdpg%2F&response_mode=form_post&response_type=code&scope=openid+profile+email&nonce=5f2bb28fc2b613d2fa86235141746dee&state=dummy123&ui_locales=nl-NL,
landingpage.ad.nl,DPG Media Branded Content -,200,16455,landingpage.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,landingpage.ad.nl,,443,https://landingpage.ad.nl:443,https,Apache,text/html,GET,95.101.111.168,/,-1710656092,2a02:26f0:480:23::1726:6296,Yoast SEO:19.12,114,False,,,,DPG Media Services NV,,,,
live.ad.nl,,404,89,live.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T22:58:08Z,2023-06-27T22:58:07Z,CN=ad.nl,ad.nl,www.gemeentekieswijzer.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e19e528aad2274272273f65aa3c33475,940a5a669f847fee6407cee72a2c4956fe5666b4fb4e87321cd0ac54ae56658f,,ctls,live.ad.nl,,443,https://live.ad.nl:443,https,,application/json,GET,23.11.206.25,/,-1915046185,2a02:26f0:7100::210:113,,1,False,,,,,,,,
login2.ad.nl,Inlogpoging geblokkeerd,406,3323,,,,,,,,,,,,,,,,,,,,80,http://login2.ad.nl:80,http,AkamaiGHost,text/html,GET,95.101.111.168,/,1938303386,2a02:26f0:480:23::1726:62ab,,1,False,,,,,,,,
logupload.nl-centralafrica.deezer.com,Deezer.com,200,34551,logupload.nl-centralafrica.deezer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-06-02T05:41:49Z,2030-05-31T05:41:49Z,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,testexample,9442ef3f2ff45957b8819ddd5c7ee549,db5792efac6d5770c2e0fab4920333beda922e4bb98e589e3e8f07683c5e8973,,ctls,logupload.nl-centralafrica.deezer.com,,443,https://logupload.nl-centralafrica.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,233,False,,,,testexample,,True,,True
m.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://m.ad.nl:443,https,,text/html,GET,146.185.53.23,/,-556680515,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F,
m5-iad.nl-centralafrica.deezer.com,Deezer.com,200,29010,m5-iad.nl-centralafrica.deezer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-06-02T05:41:49Z,2030-05-31T05:41:49Z,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,testexample,9442ef3f2ff45957b8819ddd5c7ee549,db5792efac6d5770c2e0fab4920333beda922e4bb98e589e3e8f07683c5e8973,,ctls,m5-iad.nl-centralafrica.deezer.com,,443,https://m5-iad.nl-centralafrica.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,221,False,,,,testexample,,True,,True
mailagent.ad.nl,DPG Media Privacy Gate,200,9028,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://mailagent.ad.nl:443,https,,text/html,GET,146.185.53.23,/,-872401687,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252Fad%252Fnl%252F1%252Fnietgevonden%252Fintegration%252Fprm%252Fframeset%252F404%252F404.dhtml,
marketingactie.ad.nl,DPG Media Branded Content -,200,16458,marketingactie.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,marketingactie.ad.nl,,443,https://marketingactie.ad.nl:443,https,Apache,text/html,GET,95.101.111.161,/,-1593232853,2a02:26f0:480:23::1726:62ab,Yoast SEO:19.12,114,False,,,,DPG Media Services NV,,,,
mijn.ad.nl,DPG Media Privacy Gate,200,8795,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://mijn.ad.nl:443,https,,text/html,GET,95.101.111.168,/,1641851056,2a02:26f0:480:23::1726:6296,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmijn.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
mijnomgeving-acc.ad.nl,DPG Media Privacy Gate,200,8831,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://mijnomgeving-acc.ad.nl:443,https,,text/html,GET,2.21.79.11,/,-1301046665,2a02:26f0:7100::210:111,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmijnomgeving-acc.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
mobileapi-acc.ad.nl,HTTP Status 404 – Not Found,404,431,mobileapi-acc.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T22:58:08Z,2023-06-27T22:58:07Z,CN=ad.nl,ad.nl,www.gemeentekieswijzer.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e19e528aad2274272273f65aa3c33475,940a5a669f847fee6407cee72a2c4956fe5666b4fb4e87321cd0ac54ae56658f,,ctls,mobileapi-acc.ad.nl,,443,https://mobileapi-acc.ad.nl:443,https,,text/html,GET,95.101.111.170,/,-230353730,2a02:26f0:480:23::1726:62a3,Node.js,1,False,,,,,,,,
mobileapi.ad.nl,HTTP Status 404 – Not Found,404,431,mobileapi.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T22:58:08Z,2023-06-27T22:58:07Z,CN=ad.nl,ad.nl,www.gemeentekieswijzer.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e19e528aad2274272273f65aa3c33475,940a5a669f847fee6407cee72a2c4956fe5666b4fb4e87321cd0ac54ae56658f,,ctls,mobileapi.ad.nl,,443,https://mobileapi.ad.nl:443,https,,text/html,GET,95.101.111.170,/,-230353730,95.101.111.151,Node.js,1,False,,,,,,,,
mobilemoneyreadonly.mtn.co.ug,PARTNER,200,2651,mobilemoneyreadonly.mtn.co.ug,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,"CN=*.mtn.co.ug, O=MTN (U) LTD, L=Kampala, C=UG",*.mtn.co.ug,mtn.co.ug,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3725344437685f8839a2a1d27ff7b654,72dedbb6084690afd00c0a0b3d8d3e75a2b5091b8f65a2e20ff1fc2943a8dc8f,True,ctls,mobilemoneyreadonly.mtn.co.ug,,443,https://mobilemoneyreadonly.mtn.co.ug:443,https,,text/html,GET,212.88.125.23,/,-2089112882,212.88.125.23,Java,40,False,,,,MTN (U) LTD,,,https://mobilemoneyreadonly.mtn.co.ug/partner/,
mooisteshirt.ad.nl,This domain has been registered by TDE,200,6165,mooisteshirt.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-03-29T14:13:47Z,2023-03-29T14:13:47Z,"CN=nocnsf.tdebv.nl, O=TDE B.V., L=Eindhoven, ST=Noord Brabant, C=NL",nocnsf.tdebv.nl,,"CN=nocnsf.tdebv.nl, O=TDE B.V., L=Eindhoven, ST=Noord Brabant, C=NL",nocnsf.tdebv.nl,TDE B.V.,a61ade3b5cc1df296d94844ad58a3fd3,f4ca0b2612e5693c4f6310e3145e4ae48ac546e91e08b76cbd61e1487ae3fa53,,ctls,mooisteshirt.ad.nl,,443,https://mooisteshirt.ad.nl:443,https,Apache,text/html,GET,93.119.11.64,/,-780928015,93.119.11.64,HSTS,1,False,,,,TDE B.V.,True,True,,True
myaccount.ad.nl,DPG Media Privacy Gate,200,8810,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://myaccount.ad.nl:443,https,,text/html,GET,95.101.111.169,/,1274734426,2a02:26f0:480:23::1726:629a,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fmyaccount.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
nieuw.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,80,http://nieuw.ad.nl:80,http,,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F,
opzeggen.ad.nl,DPG Media Privacy Gate,200,8811,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://opzeggen.ad.nl:443,https,,text/html,GET,23.11.206.58,/,-318086011,2a02:26f0:7100::210:119,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=dn139c7xlo9nablj&callbackUrl=https://opzeggen.ad.nl/,
pmail.ad.nl,,200,200,pmail.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T13:00:31Z,2023-06-22T13:00:30Z,CN=pmail.ad.nl,pmail.ad.nl,pmail.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,891b5a1f3673928bb2e1db236e2cb496,0c56b2790af459f17d4c4c1dcfbf186a66663d518d2450950e3637ad8ef1cad2,,ctls,pmail.ad.nl,,443,https://pmail.ad.nl:443,https,nginx,text/html,GET,212.6.132.213,/,1639589770,212.6.132.213,Nginx,10,False,,,,,,,,
prodetskiysad.nl-centralafrica.deezer.com,Deezer.com,200,29003,prodetskiysad.nl-centralafrica.deezer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-06-02T05:41:49Z,2030-05-31T05:41:49Z,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,testexample,9442ef3f2ff45957b8819ddd5c7ee549,db5792efac6d5770c2e0fab4920333beda922e4bb98e589e3e8f07683c5e8973,,ctls,prodetskiysad.nl-centralafrica.deezer.com,,443,https://prodetskiysad.nl-centralafrica.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,221,False,,,,testexample,,True,,True
profcoach.ad.nl,,200,56,,,,,,,,,,,,,,,,,,,,80,http://profcoach.ad.nl:80,http,Apache,text/html,GET,5.22.145.121,/,290258934,2a00:18e0:5:2:7577:4e4d:413b:f507,Apache,1,False,,,,,,,,
readonly.statuswww.tours.accountkit.com,Error,400,1542,readonly.statuswww.tours.accountkit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-05-31T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,68cbda611490690cd229365a5bbdef4f,3c9269f4c3ebfc4d55703017ed6486b901fb93c33174f02d5a094bd74627a99a,True,ctls,readonly.statuswww.tours.accountkit.com,,443,https://readonly.statuswww.tours.accountkit.com:443,https,,text/html,GET,157.240.251.6,/,1756492024,2a03:2880:f083:6:face:b00c:0:2,HTTP/3,14,False,,,,"Meta Platforms, Inc.",,True,,
redirectupload.nl-centralafrica.deezer.com,Deezer.com,200,33583,redirectupload.nl-centralafrica.deezer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-06-02T05:41:49Z,2030-05-31T05:41:49Z,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,testexample,9442ef3f2ff45957b8819ddd5c7ee549,db5792efac6d5770c2e0fab4920333beda922e4bb98e589e3e8f07683c5e8973,,ctls,redirectupload.nl-centralafrica.deezer.com,,443,https://redirectupload.nl-centralafrica.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,233,False,,,,testexample,,True,,True
shop.ad.nl,DPG Media Privacy Gate,200,8816,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,80,http://shop.ad.nl:80,http,,text/html,GET,146.185.53.23,/,-1341875694,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fwebwinkel.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
social.ad.nl,,200,,,,,,,,,,,,,,,,,,,,,80,http://social.ad.nl:80,http,,text/html,GET,52.17.121.244,/,-1516177449,52.17.121.244,,1,False,,,,,,,,
sportquiz.ad.nl,,200,80,sportquiz.ad.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-01T06:00:13Z,2023-06-30T06:00:12Z,CN=affectivity-api.lwmicro.com,affectivity-api.lwmicro.com,affectivity-api.lwmicro.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e3ef9fc47aa8b98f7311832b02a0f3ee,1ebc2eb4de91625d1af7ea9946731c712bf82b1662f1737cad64b945a43b8c09,,ctls,sportquiz.ad.nl,,443,https://sportquiz.ad.nl:443,https,Apache,application/json,GET,37.97.194.107,/,1611599581,37.97.194.107,HSTS,1,False,,,,,,True,,
st13-dm-trailer-readonly-vip.odoo.com,Typo | Odoo,200,42925,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,,443,https://st13-dm-trailer-readonly-vip.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,-1150776618,141.94.74.34,Python,596,False,,,,,,,https://www.odoo.com/typo?domain=st13-dm-trailer-readonly-vip.odoo.com&autodbname=st13-dm-trailer-readonly-vip&hosting=eu177a.odoo.com,
