input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,tls_self_signed,tls_expired,csp_domains_,final_url
final.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://final.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.61,Vercel,4,False,,,,,,,,,
finance-acc.bcc.nl,Sign in to your account,200,204812,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://finance-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=ffdb70aa-b72f-4ad2-8546-a3cb1d8457c7&redirect_uri=https%3A%2F%2Ffinance-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396271391348.OGQxNmFjNWUtNzM1YS00ZGYyLWIwZjktOGZlMzFiOWMxYjgxNzc5NmNmOWQtMDQwMy00NzRhLTkxMzUtYzQyYzZjNTY0Yjc0&state=CfDJ8LEYqW_K20lHrmIANygpXGgh5m961_ISfAl54QFe-niKub6-uUhX3dCqHXVcR7TUA0_p069eaK56qfClstn6ZKprIjkWze67yKzMnMkxUBFy36iDsZzxV7IPjdNIehx4jAPTQDNYl-48xiKxKuAw8wYGEHb-600z5og_i9OeDEjLlOACCQ1Z5WWvTBIf8qAug8R7OEdCyS6IWG1LfmDuVrlfqaTu1j9LtXK4VW9d6hgtXbIVkBxmIcUIy-qyIZ6pujsMgP-dD54_oYqzyx9TBKtvl4nDKB1838djdjOl_UsZqvBS5ux4jb_PcjvM1HuV8w&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
finance-test.bcc.nl,Sign in to your account,200,207032,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://finance-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=9f0dbb3d-5585-4207-b70b-0fe921d0008a&redirect_uri=https%3A%2F%2Ffinance-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396270332708.NTk1YmM5N2YtMTVkNy00NjFkLTk2YTItZmExMjIyOWRjOGYwMjA4ZDY2ZjktMDhiZS00NmM4LWI1YzMtYzJjMGZlNTVkYzMw&state=CfDJ8IWNhkpq9RBIjW-AngT2oSSp9WO4XJ5GEMHRsz3n5hJTxGl4-oUYsGoJnkzW8h0_oFfd3HeCtF_Dob6ZCc7oJGqLEBJxyOcy489XGgZ6_6WkjLaUddUCOB6_wZy3mH9AznOMDP86DXcVGtCgoqem-hopnki9MJYjOBweTEt7e9REbM-BkOHUk-jzCbGn-RRxiMwQtlRjH_ehUiZA_8VM8bvkNPru__nGEiT11HNGFdfXicnSByDdOC9xR3J9Oj26EWglHa9Y_yMinG8bmmOW-ZLK6zO2Msd6jdnScRpL5PjQlwrDLmXtNY45w4WfQqiJ6w&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
finance.bcc.nl,Sign in to your account,200,206044,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://finance.bcc.nl:443,https,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,171,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=f51cae7c-59cd-49cb-8248-6d05ebb35424&redirect_uri=https%3A%2F%2Ffinance.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396270901920.N2I2MjczNTEtOGQyOS00NjQyLWE1NTgtODRmOWQ2YTY2ZjEzMzhmNTM0NmMtZDllMS00OTI1LWI2NDctZmE1NzRhODQ4NzIw&state=CfDJ8FaXILgijWlNtSgzeQJBZh5kowiPL4L2Qb5xdVk3WGUTmCYsq-Lt_QLJxtu5gidE2sRtEs1AqhwG3mu4q4BytSxIpk99_46ykMyu1Z0xZPsS6zduS6vadkflQFQ4QSUBjYaXPla-XpjigoWmrlcJKtlTQJxSDrNrqva4Z3xVNmK_Q2brucqRD02II3HPBxtPrw1PsOWSFwewRGe-NYIZYPdPB7GCN1IBYXEfKA-cuDbzm6-GY0QDPe0e1t6Q9iU2tsiAWTbTUPhoiRfEBY3c4IoY7eqxq12tG5c49kwtshUo&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
folder.bcc.nl,BCC - Oeps! Er gaat iets mis...,404,4977,www.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,www.bcc.nl,443,https://folder.bcc.nl:443,https,,text/html,GET,13.69.68.71,/,-1392865706,13.69.68.71,Google Tag Manager,2,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,,,https://www.bcc.nl/folder
folders-acc.bcc.nl,Web App - Unavailable,403,1892,folders-acc.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-30T00:00:00Z,2023-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Schiphol-Rijk, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,fee2db67588b62173c08f1025a6ac50e,4b27558147dc2ad4a982a8c301820ff6f15342ac4f0ccef36735a569694f5644,ctls,folders-acc.bcc.nl,443,https://folders-acc.bcc.nl:443,https,,text/html,GET,13.95.238.192,/,-237335256,13.95.238.192,,74,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,True,,
freebees-acc.bcc.nl,Sign in to your account,200,206795,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://freebees-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=b0230264-d547-4185-8f8b-8864f4d725c3&redirect_uri=https%3A%2F%2Ffreebees-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396273038629.M2JkNjlmNjAtNDZlMS00ZWNlLTk0ZjUtYmJmNDYwM2M3MjQxYmU5YzIxOWEtNDkyOS00NWQzLTlmNTEtNThlODE3M2U1OTBm&state=CfDJ8HKIxD6_oZZDpkg2-kCnfzhGDD2fa6JYfAs0HVZD3IWz0199R3d93ebKaGCAvG5WiHGSwlk3O_7Yq7OlFytomh8tX53QM2ULWQHI5TWztkWJ51fgozvtj_yZ3wZ9wqQkfhf7w6J8mE_PF7ePQZKOL0S4eRU5anT_eP1NIgwyA16DoxxyOvZazEMYF02O8GTOlHMMrARhQlS8Uz7JZHpqh7wTCcIoAGnblPxtIFHWBt178n1k-6wB376LAUkotDXDw8zbzmNHMY8HRuOGWXIQZLYyf6XSHHxIpBfy6RsrLnCY4HNvOQmIsX02YRpPkQUAhg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
freebees-test.bcc.nl,Sign in to your account,200,206895,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://freebees-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=b0d00326-6f9d-4b64-9d7b-6ce00f848c19&redirect_uri=https%3A%2F%2Ffreebees-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396271122851.ZDgwNTYzYmMtYTM1MS00ZWUxLTg3MzAtYjBhOTYwMzNiMGJiZmZjZDkxNTItZGQ0NS00NWZiLTgyMTUtM2Y0MWM0NWVjODli&state=CfDJ8CRIW4MXIoBMhj66ovvLaRonC7aZqDIuNYHYM6O_uh-1CnYosCa_lHO5X-Id3a7AybSP7TIX7h_XWbYhmmuJSaX6mDPRVe2ryRg4EB5ZhfUsXw-ZHXBWl0-utqfVaemJwGQQn3j4I1a0RHW0rU39MFQCN5qzPOoVUcJEecoQXgFnQUKbjiR9XMBk8NYOD8KvJ-5nHOGFAiNMX-yWg1yFHL71WitCEVSMa79kl0iGffenm4apEbb9V09UKAT3a7tS95tHhEOjG98JDtnI3BFHVql_BhfA6fNkmTqMFSfVb3MEQ5BTUJSn8qaNuX3DfRMAOA&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
freebees.bcc.nl,Sign in to your account,200,206829,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://freebees.bcc.nl:443,https,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=49e449c8-6cc5-4f12-8c85-fa5ea89fc4c7&redirect_uri=https%3A%2F%2Ffreebees.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396271836049.NGFjNjZiYzAtZGExOS00M2NlLTkyODctNjY4N2EyYmQ5ZTFhMTQ1NDg3MGMtZWIyZS00YmQzLWE1NWUtYjA2MTk2ZmQyNzVk&state=CfDJ8G_mb6XuEvVJldXiy62NWLLQPQ60nni0jtqpQwKptkuamAo7UAtZrcyuTmg9J31wi4AwN-2x-hQ-GslevzuLl-EZYBJ1d9oQAP4H7zuWoo4Wiw_8K-ERi3tGGt29483vgnGzZT9cqrN2L2S-ZfTS4qen21eDt28y_7j7Ai3Z12y_CGgRAqHou0PvyOy7p6Vt4Ifgn-MTYd0unmr0G4gJ3FXdG63C1H-cfqVGmpN0Wv9uFSe0LVIeikw5evBjOsUrvEEWKyz-2CbjXuwC7GPjYNzyVpI2LuC1lKdd0-KNV6wUUB8IhtvNeJ0eGFYxDelIPQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
general-acc.bcc.nl,Sign in to your account,200,206850,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://general-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=324ee388-033d-49c0-bedc-341b84d295b7&redirect_uri=https%3A%2F%2Fgeneral-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396271395997.ZWQ0MTQ4NWMtZWUyNy00NTU0LTk0OGUtM2M0ODUxY2E5MDYxZmM1ODJjNWMtMzRhNS00OTMxLThiYzItNjEwMmY2NWZiOWFk&state=CfDJ8Pi1xDcfP4pLjQoCT0x1Sv1ZI0tBGtTwgTd_5QUnWzOmW29Hcg_5OlP87ipU3s_bYmgfym9mMEG7nc7jtr2nOLhN2mnQu24nLf2u4ScZemkQjfNgur-yxSBU7dfGCMaSdyFnANma_EKS1UEMBh_JHrwOoi41CvnulUg3DTfaTHBRoLDVP5BNOe0CoVy7nnpRsvdTXID_HiVVcz8hEWvXNJrwXwj6kSF1jrlcVgFfH_ghNP6rTTeqyYQR83pFL8W4fLNDeZDVWiY8AarO13qK9NV7ivjBUd0YicbPYkc8ws28Lw8VQ-HkxgOHwlyyxPRCnw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
h-135-197-137-42.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://h-135-197-137-42.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,,,,
h-135-207-105-1.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://h-135-207-105-1.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,,,,
h-135-207-28-75.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://h-135-207-28-75.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.9,Vercel,4,False,,,,,,,,,
harmony-acc.bcc.nl,Sign in to your account,200,204812,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://harmony-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=9e595dd9-46fe-491f-8a9b-5a46289037f9&redirect_uri=https%3A%2F%2Fharmony-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272818879.NDE0MmI4ZDQtZjE5YS00YWQyLTlkOWMtNWYyNzQ0ZjQwM2FhZjZjY2Q5MDItZWVjMS00Yjc4LWEyMjAtOTZhMmI2MmQzMWYy&state=CfDJ8H0uzHCg7kNHqej0_oWfB7v1Nzc9_QcQ7-xb0PGCk3iFJngTufxbOj7Th7w22EmrxLpGBziSFz-dV5tywA5W8ityI8GnJdqPpWkS5GpNbklmQNB4TsdqOPmD6dnXUeRPOhYdtD-ZgkNI1FWYVYhhtmX5kMNHo3Qtxre1HqSNkY5AW0aqEvpbHjLePa1K2EUJtecOdsAGQfHqtenzsLAcUIZcs012KS8IDkynsQ08kJNbJGNbAuS1inhZ2ZdmlNvJ0IOgSQKTJB6kzq7WViNvKNLzy5z4A_dyt7NhcebHJJhYlM5mA8bVd74B4PxJGSovQQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
harmony-test.bcc.nl,Sign in to your account,200,206967,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://harmony-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=a9e3927c-98e9-4c46-b831-21cdeb8789b5&redirect_uri=https%3A%2F%2Fharmony-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396273179019.ZGFiYmUzZTgtZTA3OC00NDU3LWEwNmYtNGNiNDg2ZDBkMzNhZmIwYWI5NGUtZjZlOS00NzM2LWJjNDAtZGY2MmRkYzBmMWY4&state=CfDJ8MvSMjjlHy1PpJRIk-r9pcKsm2LAj0eAUqPXi0blPdANW33Tb4BSWtDJNG2VSBBLbLflmkHgL5GA29M9ifkzddsS8I5HTrMmirQ4BNqgZ8n1lJXWZffoWw1o4T0YAKdhIvCRscDvTXM1i4BCF6HkwR0WRkKo5n9gjYBmGV0Idi4pIXgbhaVdSq84emMbFPbHvDCN2KY2c5MRGocNQjbk4e1rKSOHYiahyB7EB2wktjoWxjGcIer-sIsDzzOiaO1hVktFLDUBdHmjJBVwSUvZdrNb8-qnj_agG4YsvmF6lvkcjB0i7QCI-iwjJK4DIDiy7Q&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
homedelivery-acc.bcc.nl,Sign in to your account,200,206826,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://homedelivery-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=8d5ca2d8-f73d-44f6-a4da-2320ec3f28ad&redirect_uri=https%3A%2F%2Fhomedelivery-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396271299086.ZGQ5N2ZhNDYtYzQ5ZC00ZDU4LThlNmYtNWE4OTM5ZTA5OGJmMWM4YTg3MTEtNWE3Yy00NTI5LTk4ZmYtYTk0YTQ4ZDBiMDdk&state=CfDJ8AaeaH31Jq5CsycxLfh6hXmDfOev_QHygeMYKAYbUTogJQdFUY5Jd0e9wDdLgn9MobC24hYOwQc1tqB23kfK7nksA7-5PhoRQlzLaN5PW2CMi-jqBh0QYwI6CwGlWSI3U9CsO4Qs4Q3SjL0Ac06xBLn_4ME9mSTaxMTvbxrjjL-dv9vlNx9N1FhqyQ1sEyCuoiExjP5hKTGOj5ioySH538bROl352w54pdPPeq20VANOKBxA-0iyLZ00qvlruegGwaV7l4ORHhrn1th_7ofkXdDMwc7wHMAshxAqhIvl4r4DYQv6-SgTmmftnxbjar_ANg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
homedelivery-prod.bcc.nl,Sign in to your account,200,208976,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://homedelivery-prod.bcc.nl:443,https,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=a36b35a4-f8f5-4f0a-b9c9-1964f95bdeb8&redirect_uri=https%3A%2F%2Fhomedelivery-prod.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272967708.ZTc3NjE2OWUtMWRlMy00YTQ1LWExOTMtM2RjMGYyNDRmMDBmYWIyZjc4MjUtNGY3Ni00ZTNmLTgxZGUtNmRkODdkYTYzNDAz&state=CfDJ8MypcPBiQEpOoiKsjZSIn131JzH1wPPSBi86Td3JABCqV-dzUa42XhU_vNeIfzSAnP_z22TSEtlZ_jkH4yox1DeT2BSWTq88oBP5G_WT_qkdB6ALSW-CWR3CNCceObMBROgngPPjyIQuzqgJMkMpia1vs62QAhgHMS93r0rtx2ZlJpclNuEdPdYZjZ412Z1d4lIRk7nTh1m2ghDDyFpO82gSIjuqmq3o0O5NB-y2oO8hD6PFqFWGzUgvu0xfWQRvGFtEN_1oZh5-31dmtmCrP4_CAUDRt688zu3hRlnsqc19ZhAji3UN_hJyHPJrApPY_A&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
homedelivery-test.bcc.nl,Sign in to your account,200,208896,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://homedelivery-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=bab7e40a-f53d-41e4-8dd5-bac8c747a881&redirect_uri=https%3A%2F%2Fhomedelivery-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396269905753.NWI1NzhmMWYtMmRmNS00YzgzLTg1NTItNmVmZDllMDNhOGQxZmE5ZjlkNDgtNzE1MS00ZWY5LWE3Y2UtODNkYmQ4OTI1Yzky&state=CfDJ8OK-OIrvPZFEmPavCOlr-_khBUssO9T3vM6KcLzEejRupBTzuGzQT-_uEIjhyvtsrAdqqXJzBDOMLiZJN-R3CVz12YNSdY0AnYVvBInuyNKgBkB_80P5yrH2DbImZ4e5PB2KImrKuHJRGB1WpFRbX0bDhWPjeZayLf7bVlc7uXmMkezR4nl51rMHRKGtJVbN8Y6kJ3qETfqumNXGWhWwNCwzE0FZDzGs_9KBAhRbQQ8dDZvaJ3ZW7nzRcdGrXLmrtPFhFF42e3skUMCv0sk60R9UdHVtBRq8NQKt13rx-ju2wgrrqAazurVbuhvPBrvQ9Q&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
