input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,tls_mismatched,final_url,csp_domains_
signin.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,signin.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,signin.mailfoogae.appspot.com,google,443,https://signin.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:800::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
signup.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,signup.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,signup.mailfoogae.appspot.com,google,443,https://signup.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.84,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80e::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
sip.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,sip.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,sip.mailfoogae.appspot.com,google,443,https://sip.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
siroutoerovideo.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,siroutoerovideo.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,siroutoerovideo.mailfoogae.appspot.com,google,443,https://siroutoerovideo.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:806::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
sitecore.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,sitecore.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,sitecore.mailfoogae.appspot.com,google,443,https://sitecore.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:806::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
skinnyalbert-nwk.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,skinnyalbert-nwk.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,skinnyalbert-nwk.mailfoogae.appspot.com,google,443,https://skinnyalbert-nwk.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.74.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
smtp.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,smtp.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,smtp.mailfoogae.appspot.com,google,443,https://smtp.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:827::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
spf.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,spf.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,spf.mailfoogae.appspot.com,google,443,https://spf.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,216.58.206.84,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
sql.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,sql.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,sql.mailfoogae.appspot.com,google,443,https://sql.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:830::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
ssl.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,ssl.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,ssl.mailfoogae.appspot.com,google,443,https://ssl.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
sslvpn.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,sslvpn.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,sslvpn.mailfoogae.appspot.com,google,443,https://sslvpn.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.180,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:813::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
sso.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,sso.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,sso.mailfoogae.appspot.com,google,443,https://sso.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
stage.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,stage.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,stage.mailfoogae.appspot.com,google,443,https://stage.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.181.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:81d::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
staging.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,staging.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,staging.mailfoogae.appspot.com,google,443,https://staging.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.52,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:812::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
start.streak.com,Streak - CRM for Gmail,200,110128,start.streak.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-11-29T21:28:04Z,2025-02-27T21:28:03Z,CN=start.streak.com,start.streak.com,start.streak.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,01bd48a8f22e4323e1ed0e0119118fc2,b675ef7c97ae3ed9b62c66b86b860890ec7698ead51e3add5ec6055832e769a1,,ctls,start.streak.com,,443,https://start.streak.com,https,,text/html,GET,35.152.117.67,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,15.161.34.42,Linkedin Ads,687,False,,other,0,122795989,,,
static.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,static.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,static.mailfoogae.appspot.com,google,443,https://static.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:831::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
stats.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,stats.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,stats.mailfoogae.appspot.com,google,443,https://stats.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:806::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
status.streak.com,Streak Status,200,213689,status.streak.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T21:46:17Z,2025-03-23T21:46:16Z,CN=streak.com,streak.com,streak.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,ae8d346717a3ea022fd7d395e340787b,a23ae9bee3f7a00e019dbb90596654cdd7029928995a341957985e80ec736489,True,ctls,status.streak.com,cloudflare,443,https://status.streak.com,https,cloudflare,text/html,GET,104.26.8.186,/,/dka575ofm4ao0.cloudfront.net/pages-favicon_logos/original/141317/logomark.png,2606:4700:20::ac43:4bea,HTTP/3,2791,False,True,other,0,,,,
store.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,store.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,store.mailfoogae.appspot.com,google,443,https://store.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.20,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80e::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
storybook.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,storybook.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,storybook.mailfoogae.appspot.com,google,443,https://storybook.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.74.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
streak.com,Streak - CRM for Gmail,200,110165,www.streak.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T21:46:17Z,2025-03-23T21:46:16Z,CN=streak.com,streak.com,streak.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,ae8d346717a3ea022fd7d395e340787b,a23ae9bee3f7a00e019dbb90596654cdd7029928995a341957985e80ec736489,True,ctls,www.streak.com,cloudflare,443,https://streak.com,https,cloudflare,text/html,GET,104.26.9.186,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2606:4700:20::681a:9ba,Linkedin Ads,687,False,True,other,0,122795989,,https://www.streak.com/,
streamingbolaget.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,streamingbolaget.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,streamingbolaget.mailfoogae.appspot.com,google,443,https://streamingbolaget.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.180,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
striketracker1.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,striketracker1.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,striketracker1.mailfoogae.appspot.com,google,443,https://striketracker1.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:812::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
support.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,support.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,support.mailfoogae.appspot.com,google,443,https://support.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:813::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
tch425864.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,tch425864.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,tch425864.mailfoogae.appspot.com,google,443,https://tch425864.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.184.244,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:831::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
test-proj-qa-vp4p1x.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,test-proj-qa-vp4p1x.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,test-proj-qa-vp4p1x.mailfoogae.appspot.com,google,443,https://test-proj-qa-vp4p1x.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:800::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
test.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,test.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,test.mailfoogae.appspot.com,google,443,https://test.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.116,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:813::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
testbed-intl.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,testbed-intl.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,testbed-intl.mailfoogae.appspot.com,google,443,https://testbed-intl.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.20,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
tls.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,tls.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,tls.mailfoogae.appspot.com,google,443,https://tls.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.18.20,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
tools.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,tools.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,tools.mailfoogae.appspot.com,google,443,https://tools.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.212,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82a::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
tor349-381-gre.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,tor349-381-gre.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,tor349-381-gre.mailfoogae.appspot.com,google,443,https://tor349-381-gre.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,172.217.16.148,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:808::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
tor371-425-pdb.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,tor371-425-pdb.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,tor371-425-pdb.mailfoogae.appspot.com,google,443,https://tor371-425-pdb.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.185.84,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:82b::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
tx.mailfoogae.appspot.com,Streak - CRM for Gmail,200,110165,tx.mailfoogae.appspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:08Z,2025-04-21T08:35:07Z,CN=*.appspot-preview.com,*.appspot-preview.com,*.app.google,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,c3ccb5d8bc1b5304d3c0da5e050d50fc,37e90b2b9f04dd7034a6cf0d22c8a8512cae476ac8b5e96f847208d7e851501d,True,ctls,tx.mailfoogae.appspot.com,google,443,https://tx.mailfoogae.appspot.com,https,nginx/1.13.12,text/html,GET,142.250.186.180,/,/5b7f24cc9009731774d7be8e/5ba1051f83f4613795883c4f_logomark_32px.png,2a00:1450:4001:80f::2014,Nginx:1.13.12,687,False,True,other,0,122795989,True,,
