input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,tls_subject_org_,final_url,cdn_name,cdn,tls_expired,tls_self_signed,location
portal-cms.surf.nl,SURF is de ict-coöperatie van onderwijs en onderzoek | SURF.nl,200,168646,www.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",surfnet.nl,www.surfwireless.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fe8ced06e515f3d13a8131c37392be9d,86b6c37ffcae161d13b6e3443d8a5efa6d2dc0d2771aa2758b723d51794b6fce,,ctls,www.surf.nl,443,https://portal-cms.surf.nl:443,https,nginx,text/html,GET,145.100.190.243,/,-1772739177,2001:610:508:108:192:87:108:15,PHP,1774,False,www.linkedin.com,SURF B.V.,https://www.surf.nl,,,,,
portal-dev.cua.surf.nl,,403,9,portal-dev.cua.surf.nl,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=cua-sso01p.ia.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",cua-sso01p.ia.surf.nl,sso.cua.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,3ba32a17dfa8fda9c3fd5c88a650e210,bc12d2db7173bbd46becf1e888de53b677eb2bfe58a1c0724859167eab9b65b2,,ctls,portal-dev.cua.surf.nl,443,https://portal-dev.cua.surf.nl:443,https,,text/plain,GET,145.100.20.45,/,-942874359,2001:610:108:204d:145:100:20:45,HSTS,1,False,,SURF B.V.,,,,,,
portal.exp.sram.lab.surf.nl,,404,19,portal.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:45:03Z,2023-09-09T07:45:02Z,CN=portal.exp.sram.lab.surf.nl,portal.exp.sram.lab.surf.nl,portal.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9b6701e469a722cd2aadc6410e441674,72ecb47af2b26a6ee61844ea8dae34a592a31edcc3b0da123b22425c2ee5239f,,ctls,portal.exp.sram.lab.surf.nl,443,https://portal.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
privacy.surf.nl,Welcome,200,99,privacy.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-06T23:59:59Z,CN=*.savviihq.com,*.savviihq.com,savviihq.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,471406aaa9615cb08be6b5e5e1b941ee,3a16d4a30925438ff2914391d73b11741ced9fe98f81c87ab9c6cefb9224c649,True,ctls,privacy.surf.nl,443,https://privacy.surf.nl:443,https,openresty,text/html,GET,62.221.215.122,/,-1179026472,2a0d:7980:202:1:1c00:eff:fe00:1df4,OpenResty,9,False,,,,,,,,
proxy.rde.filesenderbeta.surf.nl,404 Not Found,404,207,proxy.rde.filesenderbeta.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-06T00:00:00Z,2023-12-06T23:59:59Z,"CN=proxy.rde.filesenderbeta.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",proxy.rde.filesenderbeta.surf.nl,proxy.rde.filesenderbeta.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,72e79f9818dd09820414e03326b9ed78,8465816ab029bef2d8d1940dc036c82597f0d4c1b6d288347100e2fadd64db88,,ctls,proxy.rde.filesenderbeta.surf.nl,443,https://proxy.rde.filesenderbeta.surf.nl:443,https,nginx/1.23.2,text/html,GET,145.100.177.230,/,1185329514,145.100.177.230,Nginx:1.23.2,6,False,,SURF B.V.,,,,,,
pwm.exp.sram.lab.surf.nl,,404,19,pwm.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-13T07:44:54Z,2023-08-11T07:44:53Z,CN=pwm.exp.sram.lab.surf.nl,pwm.exp.sram.lab.surf.nl,pwm.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6b48160c8537a1bfed4e53321f8ba259,8bea3dcffb469cf37ffca2f15d98d15974229e100728c1019bfeb4051ca29f33,,ctls,pwm.exp.sram.lab.surf.nl,443,https://pwm.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
qlik-dev.surf.nl,Sign in to your account,200,38041,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://qlik-dev.surf.nl:443,https,,text/html,GET,20.52.181.225,/,-1138845181,20.52.181.225,HSTS,95,False,,Microsoft Corporation,https://login.microsoftonline.com/8ad04a9f-1a10-4808-9480-b8a2f8a0da14/saml2?SAMLRequest=fVHBasMwDP2V4LsT2zFtappCWRkUNhjr2GGXoaZKa5bYreWUfv6SlI72sotA4j3pvac5QdsczbKLB%2FeOpw4pJutVyb5BSAlqOuFSInCt9JRvdYF8hlrXEqt6WhUs%2BcRA1ruSqVSwZE3U4dpRBBf7kVA5FxOuxIfITa6NytNCqi%2BWrPor1kEcmYcYj2SyrPF769LWVsGTr6N3jXWYVr7NCtgJDbOaS5CC60IUfNZXvi1A1QWIHUidDT4US559qHB0U7IaGsJB1RsQ2TP%2BTZZEGIbrT95R12LYYDjbqpe%2Bw0svvEfEGOy2i3hFWLd%2FhEiWXNrGkRnjK1kXnPFAloyDFsnEymyWry%2Bmj8Ucg4%2B%2B8g1bzAe0GVMKd%2Fz%2F6XATyxa3qE6N%2FeE7PKfUhTp1zWh%2Bnt1tX1y7x8cufgE%3D&RelayState=05ba05c1-42c1-4349-996b-5dbfa09d0375&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=mXctKv8yjnCQNSvzJ%2F%2Fscb9hurU5qzCpu6cOkfI1A7B4S08wiSpx8KBNndKFgKfAId%2FEVQ%2BwrigxWhILYPY1h3kSr6y3QWl3fEyZ3WEeMQxQ02rEIoSLzrpLJD%2F4SYL88ZiESuHOJur2lhqopT5jQcTY3OD2IZ9nDidlFtewsuZvac9KecfMXMGmYZ2A%2BBwRSLrKBRMwQZQprgWBy1W6YqZUo8N7LRy%2BgJxwBXnqxdwBa66wf5I%2BXe62MBy00Qb0KZNrXakCCDUdw0vkHW189D25EuXHiNRxc3Qg6OHzaipKQkgAGiI1Vhl5JPT5mL6ufPGVqKXtTFHPcgfHisL75w%3D%3D,azure,True,,,
queue.exp.sram.lab.surf.nl,,404,19,queue.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:45:50Z,2023-09-09T07:45:49Z,CN=queue.exp.sram.lab.surf.nl,queue.exp.sram.lab.surf.nl,queue.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,943c52394f2794d41661c2b4462511cb,b7d263dce7cdb04259b87ad01606b14cb46011363b033645ae2d2393fc3b79f8,,ctls,queue.exp.sram.lab.surf.nl,443,https://queue.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
rdx-test.lab.surf.nl,Research Data Exchange MVP,200,3950,rdx-test.lab.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-05-28T05:31:18Z,2023-08-26T05:31:17Z,CN=rdx-test.lab.surf.nl,rdx-test.lab.surf.nl,rdx-test.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1822a88f3352482d84428c52161484dc,fc75904c4d150f4629e414d09afdda74efd5af7170c0d709db0fbd7f435d9d00,,ctls,rdx-test.lab.surf.nl,443,https://rdx-test.lab.surf.nl:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,145.38.197.139,/,97188677,145.38.197.139,webpack,1,False,,,,,,,,
receiver.laexp.surf.nl,,200,11,receiver.laexp.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-10T10:34:21Z,2023-08-08T10:34:20Z,CN=receiver.laexp.surf.nl,receiver.laexp.surf.nl,receiver.laexp.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,547812519047aa89c10ec42e8ae2b85f,980f8bee628e27ff838ff0d75a55b6fe789a034873d430cf36a3c3b6526c5c36,,ctls,receiver.laexp.surf.nl,443,https://receiver.laexp.surf.nl:443,https,nginx/1.20.1,text/html,GET,145.100.177.131,/,-110789578,145.100.177.131,Nginx:1.20.1,1,False,,,,,,,,
registry.exp.sram.lab.surf.nl,,404,19,registry.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:46:24Z,2023-09-09T07:46:23Z,CN=registry.exp.sram.lab.surf.nl,registry.exp.sram.lab.surf.nl,registry.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,725f65f99754299f615e8a17c5b374d8,6c9c7bd9712e9378b11b4c29851b850e01ea2016f8e443d0093c28a7cdb0255a,,ctls,registry.exp.sram.lab.surf.nl,443,https://registry.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
sbs.acc.sram.surf.nl,Research Access Management,200,614,acc.sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=acc.sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",acc.sram.surf.nl,www.acc.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,2491d1dc05419fe8799e6b0204918638,ee0d5b72ab20a09811d80313b1a56640eacb82c96cb059c4760cc29c0678411a,,ctls,acc.sram.surf.nl,443,https://sbs.acc.sram.surf.nl:443,https,nginx/1.18.0,text/html,GET,18.157.150.148,/,-1422597385,2a05:d014:81f:be01::20,Nginx:1.18.0,1,False,https://*.acc.sram.surf.nl,SURF B.V.,https://acc.sram.surf.nl/,,,,,
sbs.sram.surf.nl,Research Access Management,200,614,sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",sram.surf.nl,www.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,8b59160276e89eeed0e04fc06424245a,eb20a52b95060ff280fae87857f4a86b6b35ea86eb440ae956d1e00e5869f15d,,ctls,sram.surf.nl,443,https://sbs.sram.surf.nl:443,https,nginx/1.18.0,text/html,GET,3.126.192.219,/,-1422597385,2a05:d014:3c2:1300::20,Nginx:1.18.0,1,False,fonts.gstatic.com,SURF B.V.,https://sram.surf.nl/,,,,,
scim.exp.sram.lab.surf.nl,,404,19,scim.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-29T07:44:50Z,2023-08-27T07:44:49Z,CN=scim.exp.sram.lab.surf.nl,scim.exp.sram.lab.surf.nl,scim.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5cf21aba68c4e2f2f7c96b85458219fb,4668a6e13a8f3ee6e65a21852016a5a67df6b54438e617f2571c5a81c0c25bb0,,ctls,scim.exp.sram.lab.surf.nl,443,https://scim.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
scim2.exp.sram.lab.surf.nl,,404,19,scim2.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-01T07:45:01Z,2023-08-30T07:45:00Z,CN=scim2.exp.sram.lab.surf.nl,scim2.exp.sram.lab.surf.nl,scim2.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3cb99103ce9c081ff77cf6143061bec8,6a25e8c450cc49fbb77e19d6614228c2a780cd484ee5cfef549d206f9b252a5d,,ctls,scim2.exp.sram.lab.surf.nl,443,https://scim2.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
sec.surf.nl,SEC komt eraan - Security Expertise Centrum - by SURF,200,51114,sec.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-14T22:31:02Z,2023-08-12T22:31:01Z,CN=sec.surf.nl,sec.surf.nl,sec.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c06fead997088d988e618446719799e0,97979917ce84fb479586c16eab95cc7e176a2be5aca3b28d5af0a73cd8e4a352,,ctls,sec.surf.nl,443,https://sec.surf.nl:443,https,openresty,text/html,GET,62.221.215.122,/,2144078065,2a0d:7980:202:1:1c00:eff:fe00:1df4,Yoast SEO:20.9,109,False,www.google.com,,,,,,,
sip.surf.nl,,404,75,sip.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.surf.nl,443,https://sip.surf.nl:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,1087285741,2603:1027:0:48::20,HSTS,4,False,,Microsoft Corporation,,,,,,
sp.exp.sram.lab.surf.nl,,404,19,,,,,,,,,,,,,,,,,,,,80,http://sp.exp.sram.lab.surf.nl:80,http,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
sram-conf.lab.surf.nl,,200,83115,ds.sram.surf.nl,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=proxy.sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",proxy.sram.surf.nl,webapp.sram.surf.nl,"CN=GEANT OV ECC CA 4, O=GEANT Vereniging, C=NL",GEANT OV ECC CA 4,GEANT Vereniging,72e15d2b9d5c18e3756fac6eff8a33ab,edca1683fac36dde6ab2e9043dd717186a4a3cf4d18703b26e9decd02279770d,,ctls,ds.sram.surf.nl,443,https://sram-conf.lab.surf.nl:443,https,nginx/1.18.0,text/html,GET,192.87.110.50,/,302148683,192.87.110.50,Nginx:1.18.0,1,False,,SURF B.V.,https://ds.sram.surf.nl/ds/?entityID=https%3A%2F%2Fproxy.sram.surf.nl%2Fmetadata%2Fbackend.xml&return=https%3A%2F%2Fproxy.sram.surf.nl%2Fsaml2sp%2Fdisco,,,,,
sram.surf.nl,Research Access Management,200,614,sram.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=sram.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",sram.surf.nl,www.sram.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,8b59160276e89eeed0e04fc06424245a,eb20a52b95060ff280fae87857f4a86b6b35ea86eb440ae956d1e00e5869f15d,,ctls,sram.surf.nl,443,https://sram.surf.nl:443,https,nginx/1.18.0,text/html,GET,3.126.192.219,/,-1422597385,2a05:d014:3c2:1301::20,Nginx:1.18.0,1,False,fonts.gstatic.com,SURF B.V.,,,,,,
sso.cua.surf.nl,SURFcua SSO,200,202,sso.cua.surf.nl,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=cua-sso01p.ia.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",cua-sso01p.ia.surf.nl,sso.cua.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,3ba32a17dfa8fda9c3fd5c88a650e210,bc12d2db7173bbd46becf1e888de53b677eb2bfe58a1c0724859167eab9b65b2,,ctls,sso.cua.surf.nl,443,https://sso.cua.surf.nl:443,https,,text/html,GET,145.100.20.45,/,-840851485,2001:610:108:204d:145:100:20:45,HSTS,9,False,,SURF B.V.,,,,,,
standaarden.surf.nl,SURF Standaarden Wiki,200,23155,standaarden.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=standaarden.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",standaarden.surf.nl,standaarden.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,3e3ab2284e34429c25790765c632593a,605ad868936a6970777993decaf67982726b530dac2c771b2c5c9de597f05d1c,,ctls,standaarden.surf.nl,443,https://standaarden.surf.nl:443,https,Apache,text/html,GET,84.22.101.57,/,-1105653612,2a02:2770:10::12c:0:4,PHP,222,False,https://*.wikixl.nl,SURF B.V.,https://standaarden.surf.nl/index.php/Hoofdpagina,,,,,
static.surf.nl,Index of /,200,871,static.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=xws2.ia.surfsara.nl, O=SURF B.V., ST=Utrecht, C=NL",xws2.ia.surfsara.nl,xws2.ia.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,7523587ffa905200fd9eb9bf052da0a5,27f99ba4315b1293bcbe3a36d93199d034b1521f38af1cdfd0233e9e4cbbac84,,ctls,static.surf.nl,443,https://static.surf.nl:443,https,Apache,text/html,GET,145.100.11.130,/,-780928015,2001:610:108:200f::130,Apache,16,False,,SURF B.V.,,,,,,
super-d.surf.nl,SURF is de ict-coöperatie van onderwijs en onderzoek | SURF.nl,200,168646,www.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",surfnet.nl,www.surfwireless.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fe8ced06e515f3d13a8131c37392be9d,86b6c37ffcae161d13b6e3443d8a5efa6d2dc0d2771aa2758b723d51794b6fce,,ctls,www.surf.nl,80,http://super-d.surf.nl:80,http,nginx,text/html,GET,145.100.190.243,/,1346825478,2001:610:508:108:192:87:108:15,PHP,1774,False,www.facebook.com,SURF B.V.,https://www.surf.nl,,,,,
superday.surf.nl,SURF Research Day | SURF.nl,200,152059,www.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",surfnet.nl,www.surfwireless.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fe8ced06e515f3d13a8131c37392be9d,86b6c37ffcae161d13b6e3443d8a5efa6d2dc0d2771aa2758b723d51794b6fce,,ctls,www.surf.nl,443,https://superday.surf.nl:443,https,nginx,text/html,GET,192.87.108.15,/,-1873904541,2001:610:508:108:192:87:108:15,PHP,1463,False,syndication.twitter.com,SURF B.V.,https://www.surf.nl/en/researchday,,,,,
surfacademy.surf.nl,SURFacademy: bijeenkomsten over ict in onderwijs en onderzoek | SURF.nl,200,140673,www.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-19T00:00:00Z,2024-05-18T23:59:59Z,"CN=surfnet.nl, O=SURF B.V., ST=Utrecht, C=NL",surfnet.nl,www.surfwireless.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,fe8ced06e515f3d13a8131c37392be9d,86b6c37ffcae161d13b6e3443d8a5efa6d2dc0d2771aa2758b723d51794b6fce,,ctls,www.surf.nl,443,https://surfacademy.surf.nl:443,https,nginx,text/html,GET,145.100.190.243,/,-1931689949,2001:610:508:108:192:87:108:15,PHP,1130,False,surf.mediamission.nl,SURF B.V.,https://www.surf.nl/surfacademy-bijeenkomsten-over-ict-in-onderwijs-en-onderzoek,,,,,
surffilesender.surf.nl,SURFfilesender,200,5365,surffilesender.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=surffilesender.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",surffilesender.surf.nl,filesender2.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,d86250c69676c2f92f627f0f0961b57f,967412f8ee324a7b7792be3ce5ef2e53dd339b21141fcbe63f88fe0e9eecbeaa,,ctls,surffilesender.surf.nl,443,https://surffilesender.surf.nl:443,https,Apache,text/html,GET,145.101.124.6,/,-366337701,2001:610:188:f001:145:101:124:6,HSTS,124,False,https://fonts.gstatic.com,SURF B.V.,,,,,,
survey.surf.nl,SURF Survey,200,49475,survey.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=survey.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",survey.surf.nl,survey.surfnet.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,e97b27cf162083f2541026e204a04667,80f3ded05a7e983e9d7239397632c91c0ae044a1f2b297b2b391ed19553965f0,,ctls,survey.surf.nl,443,https://survey.surf.nl:443,https,Apache,text/html,GET,145.0.7.40,/,-1726260003,145.0.7.40,HSTS,1073,False,,SURF B.V.,,,,,,
token.exp.sram.lab.surf.nl,,404,19,,,,,,,,,,,,,,,,,,,,80,http://token.exp.sram.lab.surf.nl:80,http,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
traefik.sram-conf.lab.surf.nl,Index of /,200,572,traefik.sram-conf.lab.surf.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2021-03-22T15:43:58Z,2031-03-20T15:43:58Z,CN=sram-conf,sram-conf,sram-conf,CN=sram-conf,sram-conf,,e9738146e4631aa22c681ae3ff163db4,bf565f7f6e1440879b74ebf6ac84bb72b773ff406c0d8ac823095267a5bcbc60,,ctls,traefik.sram-conf.lab.surf.nl,443,https://traefik.sram-conf.lab.surf.nl:443,https,Apache/2.4.38 (Debian),text/html,GET,192.87.110.50,/,185671313,192.87.110.50,Debian,15,False,,,,,,,True,
uitleverstraatdashboard.surf.nl,403 - Forbidden: Access is denied.,403,1233,uitleverstraatdashboard.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-10T00:00:00Z,2024-02-10T23:59:59Z,"CN=uitleverstraatdashboard.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",uitleverstraatdashboard.surf.nl,imacs.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,45d9e1f29de86a24e2701cc77625137d,17e588f97b69873a917503691e16f0b5838fb729622d0b3aed31f06dc09c0b25,,ctls,uitleverstraatdashboard.surf.nl,443,https://uitleverstraatdashboard.surf.nl:443,https,Microsoft-IIS/10.0,text/html,GET,145.101.113.38,/,-1129303139,145.101.113.38,Windows Server,30,False,,SURF B.V.,,,,,,
vault.exp.sram.lab.surf.nl,,404,19,vault.exp.sram.lab.surf.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-11T07:45:36Z,2023-09-09T07:45:35Z,CN=vault.exp.sram.lab.surf.nl,vault.exp.sram.lab.surf.nl,vault.exp.sram.lab.surf.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c389ce6592af751abe8283a229df9011,c85762118bf8fbf4da4cbc0cbf162cbc1fc920965459b6fbd982868ff7170f9d,,ctls,vault.exp.sram.lab.surf.nl,443,https://vault.exp.sram.lab.surf.nl:443,https,,text/plain,GET,145.101.114.8,/,-138391155,145.101.114.8,,2,False,,,,,,,,
vpn-utr.surf.nl,Forbidden,403,103,vpn-utr.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=vpn-utr.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",vpn-utr.surf.nl,vpnadmin.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,92d171694d7b341a9089f58945296c97,86f25dccb5cdde6efdffa0d8d5e3888647603398454301e46ae62e79de7d7efc,,ctls,vpn-utr.surf.nl,443,https://vpn-utr.surf.nl:443,https,OpenVPN-AS,text/html,GET,192.87.108.60,/,396533629,192.87.108.60,,1,False,,SURF B.V.,https://vpn-utr.surf.nl/__session_start__/,,,,,
vpn.surf.nl,Forbidden,403,103,vpn.surf.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=vpn-utr.surf.nl, O=SURF B.V., ST=Utrecht, C=NL",vpn-utr.surf.nl,vpnadmin.surf.nl,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,92d171694d7b341a9089f58945296c97,86f25dccb5cdde6efdffa0d8d5e3888647603398454301e46ae62e79de7d7efc,,ctls,vpn.surf.nl,443,https://vpn.surf.nl:443,https,OpenVPN-AS,text/html,GET,192.87.108.60,/,396533629,192.87.108.60,,1,False,,SURF B.V.,https://vpn.surf.nl/__session_start__/,,,,,
