input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_expired,tls_self_signed,content_type,tls_mismatched,csp_domains_,final_url,location
safetyreporting.merck.com,Landing Page MSD | Safety Reporting,200,25447,safetyreporting.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-02T23:59:59Z,CN=safetyreporting.merck.com,safetyreporting.merck.com,safetyreporting.msd.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,abfdcce3fa006f7bf269679917edad2a,8cbb2e524ddef918617132a06a5a24d157d7bc57d598721927985d4725dd66c1,ctls,safetyreporting.msd.com,cloudfront,443,https://safetyreporting.merck.com:443,https,Apache/2.4.37 (Red Hat Enterprise Linux),GET,13.32.121.7,/,-855688948,13.32.121.118,Red Hat,385,False,True,,,,,text/html,,,https://safetyreporting.msd.com/,
sapi-pre-prod.merck.com,,400,67,sapi-pre-prod.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=apigee.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",apigee.merck.com,webapi-prd-ro2.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b933ba4bfbda250f74f776d7ca444de3,4c59b67687b9ec5d2264d026083b1728c9e1290076dc197e7164c029dea293ee,ctls,sapi-pre-prod.merck.com,,443,https://sapi-pre-prod.merck.com:443,https,openresty,GET,76.223.21.18,/,-517215309,13.248.146.140,OpenResty,1,False,,Merck Sharp & Dohme LLC,True,,,application/json,,,,
sapi-qa.merck.com,,400,67,sapi-qa.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=apigee-test.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",apigee-test.merck.com,webapi-tst-ro.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,51a5fb0424b693853cfa56a7deb2c8a1,ac202c92b2d9b976917c95a8f3727101207c47ff272a6c6962ce8bd7b598824e,ctls,sapi-qa.merck.com,,443,https://sapi-qa.merck.com:443,https,openresty,GET,13.248.212.182,/,-517215309,76.223.85.31,OpenResty,1,False,,Merck Sharp & Dohme LLC,True,,,application/json,,,,
search-qa.merck.com,Smart Search,200,32694,search-qa.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-22T00:00:00Z,2024-01-20T23:59:59Z,CN=search-qa.merck.com,search-qa.merck.com,search-qa.merck.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f3201d70d1d63e8ee22eecd7a142dc4b,cafb3a3c376ffe24dd187ac69ee1a5b7706a5ef487066bd54b37989ced2f0a94,ctls,search-qa.merck.com,cloudfront,443,https://search-qa.merck.com:443,https,Microsoft-IIS/10.0,GET,143.204.98.15,/,-1840324437,143.204.98.53,Windows Server,410,False,True,,,,,text/html,,,,
secure.ap.email.msd.com,403 Forbidden,403,174,secure.ap.email.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-06-11T08:22:16Z,2027-06-09T08:22:16Z,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,Kramerica Industries,77ab54f01126e3b6f10973d0671a34aa,db5723e3bf8dafac80baff464d42244e44504b40fccd5ad83cecd41b3c71f0ed,ctls,secure.ap.email.msd.com,google,443,https://secure.ap.email.msd.com:443,https,rhino-core-shield,GET,35.234.140.243,/,991973980,35.234.140.243,,8,False,True,Kramerica Industries,,,True,text/html,True,,,
secure.emeac.email.msd.com,403 Forbidden,403,174,secure.emeac.email.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-06-11T08:22:16Z,2027-06-09T08:22:16Z,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,Kramerica Industries,77ab54f01126e3b6f10973d0671a34aa,db5723e3bf8dafac80baff464d42244e44504b40fccd5ad83cecd41b3c71f0ed,ctls,secure.emeac.email.msd.com,google,443,https://secure.emeac.email.msd.com:443,https,rhino-core-shield,GET,35.234.140.243,/,991973980,35.234.140.243,,8,False,True,Kramerica Industries,,,True,text/html,True,,,
secure.la.email.msd.com,403 Forbidden,403,174,secure.la.email.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-06-11T08:22:16Z,2027-06-09T08:22:16Z,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,Kramerica Industries,77ab54f01126e3b6f10973d0671a34aa,db5723e3bf8dafac80baff464d42244e44504b40fccd5ad83cecd41b3c71f0ed,ctls,secure.la.email.msd.com,google,443,https://secure.la.email.msd.com:443,https,rhino-core-shield,GET,35.234.140.243,/,991973980,35.234.140.243,,8,False,True,Kramerica Industries,,,True,text/html,True,,,
sftpdracoedev.merck.com,Signin,200,6162,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com,auth.us-east-1.amazoncognito.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b09d930df1173b30862078215a8b7af,237844aeb4db1b33c88485478644a3ea1c850c9754c8dc04f9541e252075a54f,ctls,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,cloudfront,443,https://sftpdracoedev.merck.com:443,https,Server,GET,99.86.91.129,/,-362649061,99.86.91.5,HSTS,163,False,True,,True,,,text/html,,,https://mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com/login?redirect_uri=https%3A%2F%2Fsftpdracoedev.merck.com%2Fsignin&response_type=code&client_id=6o1h11jftfljpgjte5u4u3m02r,
sftpdracoedevui.merck.com,Signin,400,2813,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com,auth.us-east-1.amazoncognito.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b09d930df1173b30862078215a8b7af,237844aeb4db1b33c88485478644a3ea1c850c9754c8dc04f9541e252075a54f,ctls,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,cloudfront,443,https://sftpdracoedevui.merck.com:443,https,Server,GET,99.86.91.5,/,1101154029,99.86.91.129,HSTS,85,False,True,,True,,,text/html,,,https://mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com/error?error=redirect_mismatch&client_id=6o1h11jftfljpgjte5u4u3m02r,
share-dev.gin.merck.com,,403,,share-dev.gin.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-02-09T23:59:59Z,CN=share-dev.gin.merck.com,share-dev.gin.merck.com,share-dev.gin.merck.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d340904fa9171171ee31d1f63cf2edb,7b37787ff156f7c7c5f95ce473194c98c3e89a5e7be8899b13919847c95a1545,ctls,share-dev.gin.merck.com,cloudfront,443,https://share-dev.gin.merck.com:443,https,CloudFront,GET,13.225.78.47,/,-1840324437,13.225.78.51,Amazon Web Services,1,False,True,,,,,,,,,
share-testing.merck.com,,403,,share-testing.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-16T00:00:00Z,2024-01-14T23:59:59Z,CN=share-testing.merck.com,share-testing.merck.com,share-testing.merck.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b92ab56bc2a9d36573f55ad1bd2d5689,a0f815a898c0c8933f96b67e483208e55945e6407939797edbe2b0e5c309b076,ctls,share-testing.merck.com,cloudfront,443,https://share-testing.merck.com:443,https,CloudFront,GET,52.222.214.61,/,-1840324437,52.222.214.46,Amazon Web Services,1,False,True,,,,,,,,,
sip.msd.com,Sign in to your account,200,41384,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,,443,https://sip.msd.com:443,https,,GET,13.248.206.15,/,-1992284483,76.223.76.171,HSTS,95,False,,Microsoft Corporation,,,,text/html,,,https://login.microsoftonline.com:443/a00de4ec-48a8-43a6-be74-e31274e2060d/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=BCE1D7574F55E50882A358E0FA3F7B7A6E1B73A4D88F6365%2DECEE1F25E16B10161B08724202C8ADB6A32D88D6CB90D9024F8248ADD31513ED&redirect%5Furi=https%3A%2F%2Fcollaboration%2Emerck%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=7d8ac8a0%2D90fd%2D3000%2Dd18b%2D6e2ada368d52&popupui=1,
stg.trademarks.merck.com,Web App - Unavailable,403,1892,stg.trademarks.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-22T23:59:59Z,"CN=stg.trademarks.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",stg.trademarks.merck.com,www.stg.trademarks.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c32148da2b3eab51c98e3cc8a135ae02,429e433d042a9257b816a994702f84802bda52b2a48895af2e455d2f272bddfd,ctls,stg.trademarks.merck.com,azure,443,https://stg.trademarks.merck.com:443,https,,GET,23.96.114.61,/,-237335256,23.96.114.61,,74,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,,
sustainableaccess.msd.com,Home - Sustainable Access to Innovative Treatments,200,332213,sustainableaccess.msd.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-26T00:00:00Z,2023-11-26T23:59:59Z,"CN=sustainableaccess.msd.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",sustainableaccess.msd.com,www.sustainableaccess.msd.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,61ed8256646d44cd102592e1c8a48a65,0b98119a6051149f3142c671c827937134492e110a962cfd022fc9c4920a98f5,ctls,sustainableaccess.msd.com,google,443,https://sustainableaccess.msd.com:443,https,,GET,34.91.151.1,/,-1840324437,2600:1900:4060:ded9::,Node.js,1254,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://sustainableaccess.msd.com/sustainableaccess/,
swiss.commerce-hh-d1.merck.com,Login | MSD Orders,200,39581,swiss.commerce-hh-d1.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d1.merck.com,germany.commerce-hh-d1.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b2255cdad60a88a670b1416b3a143e3a,4935e6a84cd6356cb3cea4fabee4570abbbc079aaa39f3ae2cd0942f77bf55de,ctls,swiss.commerce-hh-d1.merck.com,azure,443,https://swiss.commerce-hh-d1.merck.com:443,https,*,GET,40.117.123.185,/,-504054758,40.117.123.185,SAP Commerce Cloud,915,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://swiss.commerce-hh-d1.merck.com/login,
swiss.commerce-hh-d2.merck.com,Login | MSD Orders,200,51475,swiss.commerce-hh-d2.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d2.merck.com,germany.commerce-hh-d2.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cdf39a2d1dc17aa1076c5f50f717529,d04e0904dbd2e87d82a0e31532824e5b338036c733953c640db5355667b9ad75,ctls,swiss.commerce-hh-d2.merck.com,azure,443,https://swiss.commerce-hh-d2.merck.com:443,https,*,GET,40.76.6.109,/,1157954670,40.76.6.109,SAP Commerce Cloud,1037,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://swiss.commerce-hh-d2.merck.com/login,
swiss.commerce-hh-d3.merck.com,Login | MSD Orders,200,50891,swiss.commerce-hh-d3.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d3.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d3.merck.com,germany.commerce-hh-d3.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fcba4d4678278f4ba342ca362ac79ad5,1fe97c796bdc93d83cca6b3e994ad5ae83739e90c13e494423ac1b2ded044716,ctls,swiss.commerce-hh-d3.merck.com,azure,443,https://swiss.commerce-hh-d3.merck.com:443,https,*,GET,40.71.88.131,/,1565466160,40.71.88.131,SAP Commerce Cloud,1037,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://swiss.commerce-hh-d3.merck.com/login,
swiss.commerce-hh-s1.merck.com,Login | MSD Orders,200,23846,swiss.commerce-hh-s1.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-06T00:00:00Z,2023-09-06T23:59:59Z,"CN=swiss.commerce-hh-s1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-s1.merck.com,germany.commerce-hh-s1.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,26c84c38ebc34e4ed0e983cbe8571cab,744ab89a06694d8b972b97ad5c13cb565d0e5e526834491a3f3d254307ddabe7,ctls,swiss.commerce-hh-s1.merck.com,azure,443,https://swiss.commerce-hh-s1.merck.com:443,https,*,GET,23.96.41.198,/,-1336314620,23.96.41.198,SAP Commerce Cloud,599,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://swiss.commerce-hh-s1.merck.com/login,
sync.merck.com,Sign in to your account,200,41418,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,,443,https://sync.merck.com:443,https,,GET,76.223.76.171,/,-1821332892,13.248.206.15,HSTS,95,False,,Microsoft Corporation,,,,text/html,,,https://login.microsoftonline.com:443/a00de4ec-48a8-43a6-be74-e31274e2060d/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=19A81F5B6AA39999EFB34AACB2FC77A0D329403188EE9E66%2D661EC46450A8A5624C8D6D174D872460DF9B0F30571171FB02119A33F0FC9125&redirect%5Furi=https%3A%2F%2Fcollaboration%2Emerck%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=7e8ac8a0%2Df0ad%2D3000%2De6ec%2D73a467f14630&popupui=1,
tagging-dev.merck.com,ERROR: The request could not be satisfied,403,919,tagging-dev.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2021-11-19T00:00:00Z,2022-11-19T23:59:59Z,"CN=tagging-dev.merck.com, O=Merck Sharp & Dohme Corp., L=Whitehouse Station, ST=New Jersey, C=US",tagging-dev.merck.com,www.tagging-dev.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d10dd4d935ac4f23f44e0cad23815a9,86b9046b25ba79118ebfba4f79a669dcd87b3fe8942f08e283f84156a1c4edf9,ctls,tagging-dev.merck.com,cloudfront,443,https://tagging-dev.merck.com:443,https,CloudFront,GET,108.138.17.75,/,411423723,2600:9000:2491:7600:2:8b96:c500:93a1,Amazon Web Services,20,False,True,Merck Sharp & Dohme Corp.,,True,,text/html,,,,
trademarks.merck.com,Web App - Unavailable,403,1892,trademarks.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-29T00:00:00Z,2023-12-29T23:59:59Z,"CN=trademarks.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",trademarks.merck.com,www.trademarks.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5afba056fc8c7f415505aaa18552a520,aabed1a6ad4bb1e1651da43f7cd91491808bc219fd4dde0e431b6f943ff73c24,ctls,trademarks.merck.com,azure,443,https://trademarks.merck.com:443,https,,GET,104.41.155.188,/,-237335256,104.41.155.188,,74,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,,
travguide.merck.com,"Tripism | Work Smart, Travel Smarter",200,9398,auth.tripism.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-09T02:26:10Z,2023-10-07T02:26:09Z,CN=tripism.io,tripism.io,tripism.io,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,d50f35b9605280f20a0523b156e1a003,07a7454b5cde458edbacc6feb46f56219e386e6d9733d198a8d5e40814fcb4e4,ctls,auth.tripism.io,,443,https://travguide.merck.com:443,https,cloudflare,GET,13.248.206.15,/,-2065430911,76.223.76.171,HTTP/3,84,False,,,True,,,text/html,,https://stats.g.doubleclick.net/r/collect,https://auth.tripism.io/mrk/sign-in?returnUrl=https%3A%2F%2Fapp.tripism.io%2Fpreferred-program%2Faccommodation-partners%3Fsource%3Dmerck,
uat-mcm.email.msd.com,403 Forbidden,403,174,uat-mcm.email.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-06-11T08:22:16Z,2027-06-09T08:22:16Z,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,,"CN=kramericaindustries.kramericaindustries, L=New York, O=Kramerica Industries, ST=New York, C=US",kramericaindustries.kramericaindustries,Kramerica Industries,77ab54f01126e3b6f10973d0671a34aa,db5723e3bf8dafac80baff464d42244e44504b40fccd5ad83cecd41b3c71f0ed,ctls,uat-mcm.email.msd.com,google,443,https://uat-mcm.email.msd.com:443,https,rhino-core-shield,GET,35.234.140.243,/,991973980,35.234.140.243,,8,False,True,Kramerica Industries,,,True,text/html,True,,,
uat-mma-admin.merck.com,Signin,200,6162,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com,auth.us-east-1.amazoncognito.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b09d930df1173b30862078215a8b7af,237844aeb4db1b33c88485478644a3ea1c850c9754c8dc04f9541e252075a54f,ctls,mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com,cloudfront,443,https://uat-mma-admin.merck.com:443,https,Server,GET,99.86.4.98,/,-1937999304,99.86.4.108,HSTS,163,False,True,,True,,,text/html,,,https://mrk-auth-prototype-s3.auth.us-east-1.amazoncognito.com/login?redirect_uri=https%3A%2F%2Fuat-mma-admin.merck.com%2Fsignin&response_type=code&client_id=53ma0ovclbqj8krnbnqd4h0it0,
uat.dsr.merck.com,DSR Administration,200,3422,uat.dsr.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=*.apps.europe.cf.webappsp.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",*.apps.europe.cf.webappsp.com,www.whatishepatitisa.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,078d5f923570db0c86c03ae18371f681,cf3f1c994de561249b09ab98c6b66f8cfd03886e1e46d35f02186b4f8235c94a,ctls,uat.dsr.merck.com,,443,https://uat.dsr.merck.com:443,https,,GET,13.248.198.0,/,1593207841,76.223.68.176,HSTS,15,False,,Merck Sharp & Dohme LLC,True,,,text/html,,,https://uat.dsr.merck.com/panel/,
uat.dsr.msd.com,DSR Administration,200,3422,uat.dsr.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=*.apps.europe.cf.webappsp.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",*.apps.europe.cf.webappsp.com,www.whatishepatitisa.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,078d5f923570db0c86c03ae18371f681,cf3f1c994de561249b09ab98c6b66f8cfd03886e1e46d35f02186b4f8235c94a,ctls,uat.dsr.msd.com,,443,https://uat.dsr.msd.com:443,https,,GET,76.223.68.176,/,1593207841,13.248.198.0,HSTS,15,False,,Merck Sharp & Dohme LLC,True,,,text/html,,,https://uat.dsr.msd.com/panel/,
uikit.merck.com,Sign On,200,6443,pingfed.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=pingfed.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",pingfed.merck.com,www.pingfed.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ac402a968211649093b8e52da657ff94,642d75a967c92be4a5e4c2283872baed25ccd4f9cee8b63a531e9bcbfdd87b5b,ctls,pingfed.msd.com,cloudfront,443,https://uikit.merck.com:443,https,,GET,18.66.147.40,/,-2127154469,18.66.147.34,,195,False,True,Merck Sharp & Dohme LLC,,,,text/html,,https://merck-promomats-ghh.veevavault.com,https://pingfed.msd.com/as/authorization.oauth2?client_id=AWSMrkCdnEdge&redirect_uri=https%3A%2F%2Fmrk-cdn-edge.auth.us-east-1.amazoncognito.com%2Foauth2%2Fidpresponse&scope=email+openid+profile&response_type=code&state=H4sIAAAAAAAAAD2Sa3OiMBiF_0s-GwsREPymWJXaooIgdWfHyU3CnXKxlJ3975vu7OynnHnznPdk5uQXwGAB-hZy3HZQvemzPlf1XF-CCSDypmgyWCdlfOcM1k3F5JjKsWHFBu27tMC1WQmDNGZJVSUTjSoBJgHRdXW7eHrqkyzppgVvaDalVfHUJnGZlBLiEqIV41LepTw4a1vKGCx-gKrmZfKdxAuc5PKUwfck5-DnBAjJ8q-XniA9vfqO4dgvbog2guzCt0O42gYjQ_4oShLUey9yEA3F4xDR3g3FeCmcLnjOkld7mdAiHNglHNk2zKJZ-IX_7nIeTqnIwESmDEbojSJSL-cjc0h8-bR9Y4Dv6326c5VNphyVpbILbhmLT9KRSoePdEPKTEqtrl7pu92uxVxLyTgfXGjHW01YyqGE541-2GW7feOkF1f01sobZjjfXokv3ghKaxdB67b0bvnpM0_3xzNp0dBXm2d6rtIoLTwFBWvkikOe65C7gRldFW0FO9XztiTbwujk9q7CsUfX-pjPPrwT8erroHdpNdc-5qwtzna3ROzR-HtmB_LF-b-iKSshZzGf4r4T0_-fYooLPFYlrWR1XfVdo_QUYKEapmUploUMWRFY3HHe8glo5DKEiakSnUHDsjjU7pxCTKw5NNhcN7FiWpo2A7__AFrRKiJ8AgAA.H4sIAAAAAAAAAAEgAN__vgfVa8aO2MLwkdhC92KRCq27T2nssFvJxGE875HGc5QcBHGDIAAAAA.4,
