new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cname,mx,txt,cdn,cdn-name,aaaa,caa
[x],rsw3.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw34-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw37-1-flk.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw38-1-rtm.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw39-1-rtm.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw4-1-yst.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw4.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw40.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw41-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw43-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw45-1-flk.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw46.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw47.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw50-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw53-1-rtm.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw53.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw56-1-flk.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw67-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw71-1-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw71-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw71.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw82.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw88-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rsw9-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",,,,,,,,,
[x],rsw94-2-prd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-b-1-hsrp-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-b-2-po-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-b-2-po-6.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-b-2-po-7.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-bt-1-po-4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-bt-1-te-0-0-0-4.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rt-e-1-te-1-2-0.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rtc-realme.myoppo.com,172.16.41.233,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,True,172.16.41.233,,,,,,,
[x],rtc1.myoppo.com,172.16.41.233,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,True,172.16.41.233,,,,,,,
[x],rtc1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rtc2.myoppo.com,172.16.41.233,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,True,172.16.41.233,,,,,,,
[x],rtc2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rtlog16.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rtp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ru-d2s.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ru-upload.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ruac.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ruckuswireless.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rumkin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],runkles.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ruokahommia.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-bom1-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-hkt1-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-kut2-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-mia3-2.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-mxp1-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-ord5-2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rupload-ort2-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rusfs.coloros.com,"114.80.179.209, 114.80.179.213, 114.80.179.172, 114.80.179.211, 114.80.179.215, 114.80.179.231, 114.80.179.242, 114.80.179.238","ns3.kunluncan.com, root.taobao.com",NOERROR,,,,rusfs.coloros.com.w.kunluncan.com,,,,,,
[x],rusfsg.coloros.com,"173.222.107.91, 173.222.107.84","n0dscv.akamai.net, hostmaster.akamai.com",NOERROR,,,,"rusfsg.coloros.com-v1.akamaized.net, a1944.dscv.akamai.net",,,,,"2a02:26f0:1700:e::1737:a10c, 2a02:26f0:1700:e::1737:a11b",
[x],rutasdecuernavaca.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ruv.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rwallet-gray.finzfin.com,106.3.19.197,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rwallet.finzfin.com,106.38.236.194,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rwb-215-62.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rxe-0-1-5.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",,,,,,,,,
[x],rxe-0-1-6.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rxe-0-2-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rxe-5-1-6.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],rxe-6-1-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s-keiji.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s-tv.heytapimage.com,"58.216.14.185, 58.216.14.184, 58.216.14.179, 58.216.14.182, 58.216.14.181, 58.216.14.183, 58.216.14.180, 58.216.14.186","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,s-tv.heytapimage.com.w.alikunlun.com,,,,,,
[x],s1.realme.net,"23.55.161.9, 23.55.161.35","n0v.akamai.net, hostmaster.akamai.com",NOERROR,,,,"s1.realme.net.edgesuite.net, a1971.v.akamai.net",,,,,,
[x],s2.realme.net,"23.55.161.42, 23.55.161.22","n0dscv.akamai.net, hostmaster.akamai.com",NOERROR,,,,"s2.realme.net.akamaized.net, a1986.dscv.akamai.net",,,,,"2a02:26f0:fd00:3::213:758a, 2a02:26f0:fd00:3::213:759e",
[x],s2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-accessftpproxy-vpn.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-api-statcontainer-corporate.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-authcorporate-v2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-authdbms-v2sslvpn-m.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-cockeysville.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-corporate-docs.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-customerspostmasteruat.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-datawiki-confluence-customerspr-live.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-engineeringssh-oceania-mx.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-helpci-helpdesk.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-internal-enassets-defaultproduction.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-render-prd-trops.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-sslvpnclients-stats-corp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-stage-clients-stats-corp.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-statusorigin.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-test.wanyol.com,10.52.128.217,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,True,10.52.128.217,,,,,,,
[x],s3-upgradeusers-intranet-csdockerintra-backups-www-test.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-upload-system-status-jenkinshost-csimgshare.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-video-my.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",,,,,,,,,
[x],s3-web-redirectdevelopment.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3-website-us-east-1.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3alpha-uploads-static-backup-accept-domain.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3alt-acc-backupsauth-antiviruspre.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3api-confluenceapi-webconfaccept-domain.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3b2bus.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3backup.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3betaauth.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3cpexamplesbackup.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3dataupdatevpn.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3gta-img-tool.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3intconfig.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3labs53.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3m.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3proddemo-private-alpha-jirasite.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3trackermaster-backups-www-test.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3ultimate-chicken-horse.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3upgradewebpostmandatabase.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3upload.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3uploadmiembros.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3users.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3userswiki.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3v1-cp-sslpaymentsstorage.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3v2-qos.storage.wanyol.com,119.147.135.20,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s3wikibucketexampledockerintra.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s4.realme.net,"23.55.161.38, 23.55.161.34","n0v.akamai.net, hostmaster.akamai.com",NOERROR,,,,"s4.realme.net.edgesuite.net, a841.v.akamai.net",,,,,,
[x],s5-ode12-edit-idd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s5-prod-render-idd.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],s5.realme.net,"23.199.63.209, 23.199.63.137","n0v.akamai.net, hostmaster.akamai.com",NOERROR,,,,"s5.realme.net.edgesuite.net, a1728.v.akamai.net",,,,,,
[x],s7.realme.net,"23.55.161.39, 23.55.161.30","n0v.akamai.net, hostmaster.akamai.com",NOERROR,,,,"s7.realme.net.edgesuite.net, a761.v.akamai.net",,,,,,
[x],sa-c04.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sa-c15.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,"ns4.dnsv3.com, ns3.dnsv3.com",,,,,,,,,
[x],sa-is-pc1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sa.oppoer.me,10.12.244.219,"f1g1ns1.dnspod.net, freednsadmin.dnspod.com",NOERROR,,True,10.12.244.219,,,,,,,
[x],sa.opposhop.cn,106.3.18.245,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sa3.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sabre.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],safe.heytap.com,127.0.0.1,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,True,127.0.0.1,,,,,,,
[x],safe.oppomobile.com,127.0.0.1,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,True,127.0.0.1,,,,,,,
[x],saku.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sakurasounopetnakanojo.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],salem-ssl.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],salesmy-oceania.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sandbox-portal-eu.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sandbox-remedy.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sandyworkflow-07.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],santinoceriani-varese.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],saopaulo.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],saporoshez-x.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sarmasp-vm.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sas.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sasmobile02.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sastra.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sasvpn-ch04.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sasvpn-pune01.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sathi.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sauapk-auto-cn.coloros.com,"106.3.16.27, 106.39.247.193","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],saucfs-cost.coloros.com,"58.216.14.186, 58.216.14.182, 58.216.14.180, 58.216.14.181, 58.216.14.185, 58.216.14.184, 58.216.14.179, 58.216.14.183","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,saucfs-cost.coloros.com.w.alikunlun.com,,,,,,
[x],saufs-cost.coloros.com,"106.3.16.27, 106.39.247.193","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],saufs.coloros.com,"106.39.247.193, 106.3.16.27","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],saufsg-cost.coloros.com,"23.32.238.48, 23.32.238.81","n0dscz.akamai.net, hostmaster.akamai.com",NOERROR,,,,"saufsg-cost.coloros.com.akamaized.net, a1793.dscz.akamai.net",,,,,"2a02:26f0:ab00::b819:32bb, 2a02:26f0:ab00::b819:32c8",
[x],saufsg.coloros.com,"52.77.124.82, 52.76.241.202","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-allawn-gauss-allawntech-pub-2025553922.ap-southeast-1.elb.amazonaws.com,,,,,,
[x],sawt1.search-test.wanyol.com,,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sb-dip2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sb7.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sb9.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sbattle2.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sbox-gz-weboffice01.myoas.com,119.147.175.115,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sbox-gz-weboffice05.myoas.com,119.147.175.115,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sbox-in.myoas.com,129.227.29.27,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sbox-press.myoas.com,119.147.175.115,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sbox.myoas.com,119.147.175.115,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sc-beta4-async-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sc-beta4-c-async-3.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sc5-chart-1.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],scarlet.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sccesds.search-test.wanyol.com,49.7.60.178,"ns3.dnsv3.com, enterprise1dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],sccf.apps.coloros.com,"18.136.94.127, 52.77.193.134, 52.74.34.243, 52.77.188.39, 18.140.127.95, 52.220.77.255, 18.136.64.250, 54.169.25.177","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,sgp-allawn-gauss-coloros-com-pub-78940157.ap-southeast-1.elb.amazonaws.com,,,,,,
