input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,csp_domains_,location
sbox-in.myoas.com,,404,,sbox-in.myoas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,sbox-in.myoas.com,443,https://sbox-in.myoas.com:443,https,nginx,,GET,129.227.29.27,/,-1840324437,129.227.29.27,Nginx,1,False,,,,,,,,
sbox-press.myoas.com,502 Bad Gateway,502,552,sbox-press.myoas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,sbox-press.myoas.com,443,https://sbox-press.myoas.com:443,https,nginx,text/html,GET,119.147.175.115,/,1172015762,119.147.175.115,Nginx,14,False,,,,,,,,
sbox.myoas.com,,200,1409,sbox.myoas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,sbox.myoas.com,443,https://sbox.myoas.com:443,https,nginx,text/html,GET,119.147.175.115,/,-288994667,119.147.175.115,Nginx,30,False,,,,,,,,
sccf.apps.coloros.com,,404,121,sccf.apps.coloros.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,sccf.apps.coloros.com,443,https://sccf.apps.coloros.com:443,https,nginx,application/json,GET,3.1.224.95,/,1815002347,18.140.127.95,Nginx,1,False,,,,,,,,
sccf.realmemobile.com,,404,121,sccf.realmemobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=www.realmemobile.com, O=深圳市锐尔觅移动通信有限公司, L=深圳市, ST=广东省, C=CN",www.realmemobile.com,深圳市锐尔觅移动通信有限公司,*.realme.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,a11bce1ebc65e96f32768063552bbd79,1224748675da69a2e59e8343912fd5a87716572d92a7bae00978d0f399d679c5,True,ctls,sccf.realmemobile.com,443,https://sccf.realmemobile.com:443,https,nginx,application/json,GET,13.250.200.190,/,-336990388,13.213.143.118,Nginx,1,False,,,,,,,,
sccfsf.coloros.com,,403,243,sccfsf.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-24T23:59:59Z,"CN=www.oppo.com, O=Guangdong Huantai Technology Co.\, Ltd., L=Dongguan, ST=Guangdong Province, C=CN",www.oppo.com,"Guangdong Huantai Technology Co., Ltd.",www.oneplus.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45c9cca69394a1aab5b88aedc6480741,5d3bebd3c415cc9a4c89032085c086058880402c3a952d91215f29eba9978c14,,ctls,sccfsf.coloros.com,443,https://sccfsf.coloros.com:443,https,AmazonS3,application/xml,GET,2.16.241.83,/,352575723,2.16.241.79,Amazon Web Services,2,False,,,,,,,,
scm-auth.myoppo.com,,404,31,scm-auth.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,scm-auth.myoppo.com,443,https://scm-auth.myoppo.com:443,https,nginx,,GET,119.147.175.68,/,1401299030,119.147.175.68,Nginx,1,False,True,,,,,,,
scm-mobile.myoppo.com,...,200,457,scm-mobile.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,scm-mobile.myoppo.com,443,https://scm-mobile.myoppo.com:443,https,nginx,text/html,GET,119.147.175.68,/,-2071003260,119.147.175.68,Nginx,1,False,True,,,,,,,
scm.myoppo.com,,404,24,scm.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,scm.myoppo.com,443,https://scm.myoppo.com:443,https,nginx,,GET,119.147.175.68,/,-1392886021,119.147.175.68,Nginx,1,False,True,,,,,,,
scps.oray.myoas.com,403 Forbidden,403,162,scps.oray.myoas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,scps.oray.myoas.com,443,https://scps.oray.myoas.com:443,https,nginx,text/html,GET,113.105.184.117,/,-551736798,113.105.184.117,Nginx,8,False,True,,,,,,,
scrm.myoppo.com,SCRM,200,968,scrm.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,scrm.myoppo.com,443,https://scrm.myoppo.com:443,https,nginx,text/html,GET,106.38.236.84,/,-2071003260,106.38.236.84,Nginx,24,False,True,,,,,,,
sdk-smarthome.nearme.com.cn,,403,287,,,,,,,,,,,,,,,,,,,,80,http://sdk-smarthome.nearme.com.cn:80,http,Tengine,application/xml,GET,101.226.27.239,/,-272806999,101.226.27.238,Tengine,9,False,,,,,,,,
searchfsf.oppomobile.com,,403,243,searchfsf.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-24T23:59:59Z,"CN=www.oppo.com, O=Guangdong Huantai Technology Co.\, Ltd., L=Dongguan, ST=Guangdong Province, C=CN",www.oppo.com,"Guangdong Huantai Technology Co., Ltd.",www.oneplus.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45c9cca69394a1aab5b88aedc6480741,5d3bebd3c415cc9a4c89032085c086058880402c3a952d91215f29eba9978c14,,ctls,searchfsf.oppomobile.com,443,https://searchfsf.oppomobile.com:443,https,AmazonS3,application/xml,GET,2.20.143.91,/,281046087,2.20.142.10,Amazon Web Services,2,False,,,,,,,,
security.oppo.com,OPPO Security Response Center | OSRC,200,2521,security.oppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,security.oppo.com,443,https://security.oppo.com:443,https,nginx,text/html,GET,13.250.198.23,/,376561520,18.141.96.231,Nginx,1,False,True,,,https://security.oppo.com/en/,,,,
seitsm.nfc.finzfin.com,400 No required SSL certificate was sent,400,246,seitsm.nfc.finzfin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-05-26T07:22:32Z,2030-05-24T07:22:32Z,"emailAddress=tsmserver@oppo.com, CN=seitsm.nfc.finzfin.com, OU=OPPOTSMCA, O=ShenZhen Xunyi Electronic Technology Co.\, Ltd., ST=GuangDong, C=CN, emailAddress=tsmserver@oppo.com",seitsm.nfc.finzfin.com,"ShenZhen Xunyi Electronic Technology Co., Ltd.",,"emailAddress=tsmca@oppo.com, CN=seitsm.nfc.finzfin.com, OU=OPPOTSMCA, O=ShenZhen Xunyi Electronic Technology Co.\, Ltd., L=Dongguan, ST=GuangDong, C=CN, emailAddress=tsmca@oppo.com",seitsm.nfc.finzfin.com,"ShenZhen Xunyi Electronic Technology Co., Ltd.",685f663c109c4bcce52526280b4f1b5c,f78f58b638ab955c401f06e9d55df7e33895e00db143c90c9fb5b7df7d3511f0,,ctls,seitsm.nfc.finzfin.com,443,https://seitsm.nfc.finzfin.com:443,https,nginx,text/html,GET,106.39.247.78,/,773771186,106.39.247.78,Nginx,9,False,,,,,,,,
seitsm.oppopay.com,400 No required SSL certificate was sent,400,246,seitsm.oppopay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2018-12-17T08:05:51Z,2118-11-23T08:05:51Z,"CN=seitsm.oppopay.com, OU=Mobile Internet, O=Dongguan Xunyi Electronic Technology Co.\, Ltd., ST=GuangDong, C=CN",seitsm.oppopay.com,"Dongguan Xunyi Electronic Technology Co., Ltd.",,"CN=seitsm.oppopay.com, OU=Mobile Internet, O=Dongguan Xunyi Electronic Technology Co.\, Ltd., L=DongGuan, ST=GuangDong, C=CN",seitsm.oppopay.com,"Dongguan Xunyi Electronic Technology Co., Ltd.",f558ef5828f0041f8ded456ef6c955f9,a89a365a75a21de02dcebe4b770c67b73212e5de6c9c1da29b0b33c86a992ec8,,ctls,seitsm.oppopay.com,443,https://seitsm.oppopay.com:443,https,nginx,text/html,GET,106.39.247.70,/,773771186,106.39.247.70,Nginx,9,False,,,,,,,,
seller-sg.myoppo.com,商家后台,200,2193,seller-sg.myoppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,seller-sg.myoppo.com,443,https://seller-sg.myoppo.com:443,https,nginx,text/html,GET,18.142.235.239,/,1877967934,13.251.85.240,Nginx,1,False,True,,,,,,,
sentry.myoppo.com,,403,25,sentry.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,sentry.myoppo.com,443,https://sentry.myoppo.com:443,https,nginx,,GET,119.147.175.68,/,211770633,119.147.175.68,Nginx,1,False,True,,,,,,,
service-cms.oppo.com,,404,31,service-cms.oppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,service-cms.oppo.com,443,https://service-cms.oppo.com:443,https,nginx,,GET,119.147.175.98,/,1401299030,119.147.175.98,Nginx,1,False,True,,,,,,,
service-in.myoppo.com,ICSM,200,1249,service-in.myoppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-14T00:00:00Z,2023-06-15T23:59:59Z,"CN=*.myoppo.com, O=广东明创软件科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoppo.com,广东明创软件科技有限公司,myoppo.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,66da815fab15219821505e22b7d26143,40a07aac9cfd90adb92967baa7a655b476058dc9b9db95d2d93ae080f45ff41b,True,ctls,service-in.myoppo.com,443,https://service-in.myoppo.com:443,https,Microsoft-IIS/8.5,text/html,GET,13.232.181.204,/,-1840324437,13.232.181.204,Windows Server,1,False,,,,,,,,
service-show-v2.myoppo.com,400 Bad Request,400,150,,,,,,,,,,,,,,,,,,,,80,http://service-show-v2.myoppo.com:80,http,nginx,text/html,GET,119.147.98.123,/,-206762697,119.147.98.123,Nginx,8,False,,,,,,,,
service.myoppo.com,客户服务管理系统,200,21594,service.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,service.myoppo.com,443,https://service.myoppo.com:443,https,nginx,text/html,GET,119.147.98.56,/,1772087922,119.147.98.56,Nginx,606,False,True,,,https://service.myoppo.com/FLoginNew.aspx,,,,
servicetest-sg-cdn.myoppo.com,,400,185,servicetest-sg-cdn.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=oppomobile.com, O=广东欢太科技有限公司, L=Dongguan, ST=Guangdong Province, C=CN",oppomobile.com,广东欢太科技有限公司,yearparty.myoas.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ba3387b4b60581a87c22f53df639d32b,012b83528fc2b963e06048f0d30a5af878bc6f0a15237e00632812e6c4f0616d,True,ctls,servicetest-sg-cdn.myoppo.com,443,https://servicetest-sg-cdn.myoppo.com:443,https,openresty,application/xml,GET,193.108.153.13,/,819406305,2a02:26f0:7100::1720:ee43,OpenResty,1,False,True,,,,,,,
servicetest-sg.myoppo.com,WCSM,200,2877,servicetest-sg.myoppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-14T00:00:00Z,2023-06-15T23:59:59Z,"CN=*.myoppo.com, O=广东明创软件科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoppo.com,广东明创软件科技有限公司,myoppo.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,66da815fab15219821505e22b7d26143,40a07aac9cfd90adb92967baa7a655b476058dc9b9db95d2d93ae080f45ff41b,True,ctls,servicetest-sg.myoppo.com,443,https://servicetest-sg.myoppo.com:443,https,,text/html,GET,3.0.123.83,/,-126053640,3.0.123.83,,33,False,,,,,,,,
sfa.myoppo.com,,404,31,sfa.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,sfa.myoppo.com,443,https://sfa.myoppo.com:443,https,nginx,,GET,119.147.175.121,/,1401299030,119.147.175.121,Nginx,1,False,True,,,,,,,
shall-cn.play.heytapmobi.com,502 Bad Gateway,502,552,shall-cn.play.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,shall-cn.play.heytapmobi.com,443,https://shall-cn.play.heytapmobi.com:443,https,nginx,text/html,GET,106.3.18.33,/,1172015762,106.3.18.33,Nginx,14,False,True,,,,,,,
share-cn01a.ocloud.heytapmobi.com,,404,31,share-cn01a.ocloud.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,share-cn01a.ocloud.heytapmobi.com,443,https://share-cn01a.ocloud.heytapmobi.com:443,https,nginx,,GET,106.3.18.11,/,1401299030,106.3.18.11,Nginx,1,False,True,,,,,,,
shimo-test.myoas.com,,200,962,shimo-test.myoas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,shimo-test.myoas.com,443,https://shimo-test.myoas.com:443,https,nginx,text/html,GET,125.93.80.38,/,1341592082,125.93.80.38,Nginx,36,False,,,,https://shimo-test.myoas.com/shimo_forbidden/index.html,,,,
shop.oppo.com,,404,,shop.oppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,shop.oppo.com,443,https://shop.oppo.com:443,https,nginx,,GET,13.37.7.204,/,682166221,13.37.19.215,Nginx,1,False,True,,,,,,,
short.push.oppomobile.com,,200,39,short.push.oppomobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,short.push.oppomobile.com,443,https://short.push.oppomobile.com:443,https,nginx,,GET,13.39.140.145,/,-321619163,13.36.141.73,Nginx,1,False,True,,,,,,,
short.sms.heytapmobi.com,,200,2,short.sms.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,short.sms.heytapmobi.com,443,https://short.sms.heytapmobi.com:443,https,nginx,text/plain,GET,106.39.247.7,/,2054719606,106.39.247.7,Nginx,1,False,True,,,,,,,
shorteuex.push.heytapmobile.com,,200,39,shorteuex.push.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,shorteuex.push.heytapmobile.com,443,https://shorteuex.push.heytapmobile.com:443,https,nginx,,GET,13.36.131.7,/,-321619163,13.38.205.159,Nginx,1,False,True,,,,,,,
shortintl.push.oppomobile.com,,200,39,shortintl.push.oppomobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,shortintl.push.oppomobile.com,443,https://shortintl.push.oppomobile.com:443,https,nginx,,GET,52.221.129.123,/,-321619163,54.169.43.210,Nginx,1,False,True,,,,,,,
