new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,mx,txt,ns,has_internal_ips,internal_ips,caa
,prod-transcode-proxy-eu-central-1.pscp.tv,"3.127.117.41, 18.193.49.240",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-eu-west-1.periscope.tv,"54.74.133.163, 52.49.194.240, 52.210.166.231",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-eu-west-1.pscp.tv,"52.213.219.203, 52.51.185.113, 52.209.203.176",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-eu-west-3.periscope.tv,"15.188.245.215, 35.180.4.225",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-eu-west-3.pscp.tv,"15.236.136.5, 52.47.52.99",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-sa-east-1.periscope.tv,"177.71.157.127, 52.67.236.232",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-us-east-1.periscope.tv,"3.231.250.52, 54.145.74.129, 107.21.140.53",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-proxy-us-east-1.pscp.tv,"54.210.77.48, 54.156.127.106, 54.211.81.24",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-sa-east-1.periscope.tv,,,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-sa-east-1.pscp.tv,"54.207.17.146, 54.233.114.182, 52.67.249.126, 18.231.88.124",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-us-east-1.periscope.tv,"100.26.72.170, 18.211.119.53, 44.215.7.45",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-us-east-1.pscp.tv,"34.239.244.20, 54.85.154.136, 23.21.160.131",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-us-west-1.periscope.tv,"52.52.71.133, 52.8.121.112",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-us-west-1.pscp.tv,"52.52.210.145, 52.9.108.248",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-us-west-2.periscope.tv,"35.163.213.244, 52.89.166.237, 35.162.38.159",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-transcode-us-west-2.pscp.tv,"54.191.105.25, 35.167.218.23, 52.37.76.142",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prod-us-east-1.periscope.tv,199.232.36.65,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-us-west-1.periscope.tv,,g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,"ns-1323.awsdns-37.org, ns-1733.awsdns-24.co.uk, ns-506.awsdns-63.com, ns-599.awsdns-10.net",,,
,prod-us-west-2.periscope.tv,"151.101.0.65, 151.101.64.65, 151.101.128.65, 151.101.192.65",g.global-ssl.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-northeast-1.periscope.tv,199.232.190.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-northeast-1.pscp.tv,"151.101.130.164, 151.101.194.164, 151.101.2.164, 151.101.66.164",pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-northeast-2.periscope.tv,199.232.150.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-northeast-2.pscp.tv,151.101.86.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-south-1.periscope.tv,199.232.38.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-southeast-1.periscope.tv,199.232.18.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-southeast-1.pscp.tv,146.75.122.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
,prod-video-ap-southeast-2.periscope.tv,"151.101.2.118, 151.101.66.118, 151.101.130.118, 151.101.194.118",web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-ap-southeast-2.pscp.tv,,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-eu-central-1.pscp.tv,146.75.122.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-eu-west-1.periscope.tv,199.232.150.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-eu-west-1.pscp.tv,199.232.150.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,
,prod-video-eu-west-3.pscp.tv,,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,
,prod-video-sa-east-1.periscope.tv,"151.101.194.118, 151.101.2.118, 151.101.66.118, 151.101.130.118",web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-us-east-1.periscope.tv,"151.101.2.118, 151.101.66.118, 151.101.130.118, 151.101.194.118",web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-us-east-1.pscp.tv,"151.101.2.164, 151.101.66.164, 151.101.130.164, 151.101.194.164",pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-us-west-1.periscope.tv,,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-us-west-1.pscp.tv,146.75.122.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-us-west-2.periscope.tv,151.101.46.118,web.periscope.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,prod-video-us-west-2.pscp.tv,199.232.150.164,pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,proxsee.pscp.tv,"44.240.12.239, 34.217.188.26, 44.241.163.28, 34.208.126.161, 52.89.254.28, 54.186.133.187, 34.210.62.137, 54.186.4.152",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,pscp.tv,"34.249.151.150, 52.18.178.11, 54.76.232.5",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","google-site-verification=uFZ1PSZqPHm85BT1T-KBwmzat8EjBGWEhXjUsz1GMpo, v=spf1 a mx include:spf.mtasv.net ~all","ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,"amazon.com, digicert.com"
,psd2pic.twitter.com,,,,NOERROR,,,,,,,,,
,public-api-ws.periscope.tv,"52.43.143.83, 54.200.98.141, 52.42.83.250",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,public-api.periscope.tv,"54.149.206.25, 52.40.210.172, 35.167.34.31",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,public.fe.master.postgres.mopub.com,10.41.96.102,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,True,10.41.96.102,
,publicis.twitterflightschool.com,"3.210.179.40, 3.219.255.224, 3.210.133.202",exceed-primary-production-lb.intellum.com,"ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,publish.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,pulse.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,puppetserver3.fra2.twitter.com,,,,NOERROR,,,,,,,,,
,radiodisney.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,rainbow6.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,rally.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,rdma.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,read.mongostats.mopub.com,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,records.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,recoverpic.twitter.com,,,,NOERROR,,,,,,,,,
,redbull.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,redcarpet.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,redirect-https-abs-twimg-com-0-0.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,redzone.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,replay.periscope.tv,,,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,reporting.mopub.com,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,research.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,reverb.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,rogueone.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,rule.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,rulespic.twitter.com,,,,NOERROR,,,,,,,,,
,s.mopub.com,"192.48.236.1, 192.48.236.2, 192.48.236.3, 192.48.236.4",,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,s.twitter.com,104.244.42.3,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,s.update.mopub.com,"18.202.153.141, 34.251.154.165, 52.19.145.179, 18.203.213.28, 34.243.93.43, 18.203.209.222, 34.248.176.243, 18.203.130.15, 34.240.117.131, 52.17.239.19",s.brinkow.com,"ns1.brinkow.com, admin.brinkow.com",NOERROR,,,,,,,,,
,s2s-staging.mopub.com,"192.48.236.4, 192.48.236.1, 192.48.236.3, 192.48.236.2",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,sa-bs-o.twimg.com,"104.244.42.73, 104.244.42.201, 104.244.42.137, 104.244.42.9",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,sa.twitter.com,199.16.156.105,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,saastrannualpic.twitter.com,,,,NOERROR,,,,,,,,,
,safety.pscp.tv,"52.42.163.217, 54.187.189.251, 35.82.14.106",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sagawardsredcarpet.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sagredcarpet.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,salessupport-dev.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,salessupport.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,salvatoreferragamo.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,samanthabee.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,sambee.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,sao-api.twitter.com,104.244.45.253,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,scotus.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,scribe.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,sdcc.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,search.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,search2.twitter.com,199.16.156.11,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,secure-ads.mopub.com,"192.48.236.3, 192.48.236.1, 192.48.236.4, 192.48.236.2",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,segmintpic.twitter.com,54.144.128.85,,,NOERROR,,,,,,,,,
,senbatsu.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sentry.mopub.com,"10.46.29.111, 10.46.24.123, 10.46.30.106",,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,True,"10.46.29.111, 10.46.24.123, 10.46.30.106",
,sffilm.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,sg.pscp.tv,"18.140.19.21, 13.251.212.53, 54.255.165.22, 52.76.5.220, 13.215.26.223, 54.254.49.31, 13.250.137.135, 18.142.232.38",vidman-ap-southeast-1.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,shopping.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,showtimeboxing.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,signer-ap-northeast-1.pscp.tv,"52.192.240.4, 54.178.189.17",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-ap-northeast-2.pscp.tv,"52.79.69.30, 13.209.219.202",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-ap-south-1.periscope.tv,"52.95.249.155, 13.234.235.113",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-ap-south-1.pscp.tv,"3.111.62.222, 65.1.72.198",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1333.awsdns-38.org, ns-163.awsdns-20.com, ns-2034.awsdns-62.co.uk, ns-615.awsdns-12.net",,,
,signer-ap-southeast-1.periscope.tv,"54.255.27.68, 13.250.196.108",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-ap-southeast-1.pscp.tv,"13.228.93.29, 13.250.226.114",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-ap-southeast-2.periscope.tv,"3.105.132.201, 52.62.150.231",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-ap-southeast-2.pscp.tv,"13.238.243.69, 3.104.174.18",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-eu-central-1.periscope.tv,"3.121.27.27, 3.122.10.133",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-eu-central-1.pscp.tv,"35.156.117.95, 3.121.13.211",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-eu-west-1.periscope.tv,"34.254.18.24, 52.17.218.246, 34.240.180.169",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-sa-east-1.pscp.tv,"54.232.155.28, 52.67.102.23",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-us-east-1.periscope.tv,"52.4.20.168, 54.225.51.35, 44.208.71.44",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1323.awsdns-37.org, ns-1733.awsdns-24.co.uk, ns-506.awsdns-63.com, ns-599.awsdns-10.net",,,
,signer-us-east-1.pscp.tv,"34.199.134.16, 3.219.179.78, 52.4.67.217",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-us-west-1.periscope.tv,"50.18.193.184, 52.52.145.169",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-us-west-1.pscp.tv,"52.9.89.10, 13.52.3.142",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-us-west-2.periscope.tv,"34.223.168.62, 52.40.166.129, 35.163.83.219",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer-us-west-2.pscp.tv,"35.161.128.166, 52.89.27.59, 52.36.191.68",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer.periscope.tv,"3.121.27.27, 3.122.10.133",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,signer.pscp.tv,"3.121.13.211, 35.156.117.95",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sin-api.twitter.com,104.244.45.250,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,sites.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,sitestream-admin.twitter.com,199.59.148.137,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sitestream.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sitkawriterpic.twitter.com,,,,NOERROR,,,,,,,,,
,sixnations.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,skyboxing.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,skynews.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,smf1-partnerstream1.twitter.com,199.59.148.22,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,smf1-stream-data-api.twitter.com,"199.59.148.125, 199.59.148.22",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sms-be-lab-lyn.twitter.com,68.64.54.26,sms-be-lab-lyn.cloudhopper.com,"a.u07.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sms-be-lab-sfd.twitter.com,74.126.14.154,sms-be-lab-sfd.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.u07.twtrdns.net, b.u07.twtrdns.net, c.u07.twtrdns.net, d.u07.twtrdns.net, a.r07.twtrdns.net, b.r07.twtrdns.net, c.r07.twtrdns.net, d.r07.twtrdns.net",,,
,sms-be-lab.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sms-be-sfd.twitter.com,74.126.14.148,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,sms-be-smf.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sms-be-vip.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,sms-be.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,sms-fe-lab-lyn.twitter.com,68.64.54.33,sms-fe-lab-lyn.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,sms-fe-lab-sfd.twitter.com,74.126.14.159,sms-fe-lab-sfd.cloudhopper.com,"a.u07.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,sms-fe-lyn.twitter.com,68.64.54.17,lyn-twtr-gw.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,sms-fe-sfd.twitter.com,74.126.14.145,sfd-twtr-gw.cloudhopper.com,"a.u07.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,snappic.twitter.com,,,,NOERROR,,,,,,,,,
,snappytv.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,snowpic.twitter.com,,,,NOERROR,,,,,,,,,
,soccer.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,solareclipse.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,spring-chicken-aa.twitter.com,199.16.156.140,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,spring-chicken-ab.twitter.com,199.16.156.141,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.u06.twtrdns.net, b.u06.twtrdns.net, c.u06.twtrdns.net, d.u06.twtrdns.net, b.r06.twtrdns.net, c.r06.twtrdns.net, a.r06.twtrdns.net, d.r06.twtrdns.net",,,
,spring-chicken-ac.twitter.com,,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,spring-chicken-ad.twitter.com,199.16.156.143,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,spring-chicken-ae.twitter.com,199.16.156.144,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,spring-chicken-ag.twitter.com,199.16.156.146,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,spring-chicken-ah.twitter.com,199.16.156.147,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
