input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location,tls_expired,tls_self_signed
secure03b.chase.com,Chase Online,200,133524,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://secure03b.chase.com:443,https,text/html,GET,23.36.162.200,/,1640175934,23.36.162.215,Zipkin,104,False,,,,,,https://secure04ea.chase.com/web/auth/dashboard,,,,
secure03c.chase.com,Chase Online,200,136639,secure01ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-01T16:54:59Z,2024-02-29T16:54:59Z,"CN=secure01ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure01ea.chase.com,JPMorgan Chase and Co.,secure03c.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",f70db7376dc207baa09ffd3869473708,14b5b44fa86c659585aec0e52a3f9a3a1e75d94ea8ed2b75b83aca76c1255723,ctls,secure01ea.chase.com,443,https://secure03c.chase.com:443,https,text/html,GET,104.126.37.147,/,1640175934,104.126.37.144,Zipkin,171,False,,,,,,https://secure01ea.chase.com/web/auth/dashboard,,,,
secure03ea.chase.com,Chase Online,200,136155,secure03ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T01:16:00Z,2024-03-29T01:16:00Z,"CN=secure03ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure03ea.chase.com,JPMorgan Chase and Co.,secure03ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4354fd953ea498a93c7aeb894d0d783c,5639196f5dd687c4a11396ce76c944b865d2899b12dbc629cfe20d4a9a53d84e,ctls,secure03ea.chase.com,443,https://secure03ea.chase.com:443,https,text/html,GET,104.126.37.129,/,1640175934,104.126.37.179,Zipkin,171,False,,,,,,https://secure03ea.chase.com/web/auth/dashboard,,,,
secure05a.chase.com,Access Denied,403,269,,,,,,,,,,,,,,,,,,,80,http://secure05a.chase.com:80,http,text/html,GET,104.126.37.128,/,-1563817500,104.126.37.153,,10,False,,,,,,,,,,
secure05b.chase.com,Chase Online,200,133525,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://secure05b.chase.com:443,https,text/html,GET,95.101.111.131,/,1640175934,95.101.111.175,Zipkin,104,False,,,,,,https://secure04ea.chase.com/web/auth/dashboard,,,,
secure05ea.chase.com,Chase Online,200,133525,secure05ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:27:57Z,2024-04-11T16:27:57Z,"CN=secure05ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure05ea.chase.com,JPMorgan Chase and Co.,secure05ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2140689ef1b8dd4addd0775812439c6e,d92971de11978d66ff44b5cfbe26f8316c9fb07e0f7f041780d76fa99861be8a,ctls,secure05ea.chase.com,443,https://secure05ea.chase.com:443,https,text/html,GET,104.126.37.123,/,1640175934,104.126.37.161,Zipkin,104,False,,,,,,https://secure05ea.chase.com/web/auth/dashboard,,,,
secure06ea.chase.com,Chase Online,200,133493,secure06ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T15:02:58Z,2024-04-20T15:02:58Z,"CN=secure06ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure06ea.chase.com,JPMorgan Chase and Co.,secure06ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",553a83d215251b7191708006b43d75bb,2221e3f3776e13e4c9187166e5c888be5555288a5e0a837a429e3b44cb4b765f,ctls,secure06ea.chase.com,443,https://secure06ea.chase.com:443,https,text/html,GET,95.101.111.132,/,1640175934,95.101.111.168,Zipkin,104,False,,,,,,https://secure06ea.chase.com/web/auth/dashboard,,,,
secure07a.chase.com,Chase Online,200,133525,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://secure07a.chase.com:443,https,text/html,GET,104.126.37.128,/,1640175934,104.126.37.153,Zipkin,104,False,,,,,,https://secure04ea.chase.com/web/auth/dashboard,,,,
secure07b.chase.com,Chase Online,200,133526,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://secure07b.chase.com:443,https,text/html,GET,95.101.111.175,/,1640175934,95.101.111.131,Zipkin,104,False,,,,,,https://secure04ea.chase.com/web/auth/dashboard,,,,
secure07c.chase.com,Access Denied,403,268,,,,,,,,,,,,,,,,,,,80,http://secure07c.chase.com:80,http,text/html,GET,95.101.111.131,/,2058542339,95.101.111.175,,10,False,,,,,,,,,,
secure07ea.chase.com,Chase Online,200,133496,secure07ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T15:03:21Z,2024-04-20T15:03:21Z,"CN=secure07ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure07ea.chase.com,JPMorgan Chase and Co.,secure07ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",c3df76353fb00959042478ad34778b4d,d468a6c3bd7da7ce30b235ad19535cbf45e165e1298a153d19870c00dbe76770,ctls,secure07ea.chase.com,443,https://secure07ea.chase.com:443,https,text/html,GET,23.36.162.217,/,1640175934,23.36.162.214,Zipkin,104,False,,,,,,https://secure07ea.chase.com/web/auth/dashboard,,,,
secure08ea.chase.com,Chase Online,200,133495,secure08ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T18:46:06Z,2024-04-19T18:46:06Z,"CN=secure08ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure08ea.chase.com,JPMorgan Chase and Co.,secure08ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",03578b6690d783906ac577c67759759b,764eafb72679d2a3773680f730fd711ac9938d7b465020847193c7eb58ae1517,ctls,secure08ea.chase.com,443,https://secure08ea.chase.com:443,https,text/html,GET,104.126.37.152,/,1640175934,104.126.37.139,Zipkin,104,False,,,,,,https://secure08ea.chase.com/web/auth/dashboard,,,,
secure25ea.chase.com,Chase Online,200,133523,secure25ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T14:36:18Z,2023-08-14T14:36:18Z,"CN=secure25ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure25ea.chase.com,JPMorgan Chase and Co.,secure25ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b04055689cb383ec07430646ed47b3b4,d0750535743b54a804ba37bef7494a6671d09df9995575ed7c8c790009d7084b,ctls,secure25ea.chase.com,443,https://secure25ea.chase.com:443,https,text/html,GET,95.101.111.169,/,1640175934,95.101.111.184,Zipkin,104,False,,,,,,https://secure25ea.chase.com/web/auth/dashboard,,,,
secure26ea.chase.com,Chase Online,200,133524,secure26ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T14:35:58Z,2023-08-14T14:35:58Z,"CN=secure26ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure26ea.chase.com,JPMorgan Chase and Co.,secure26ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",092967a900e111eb27193a1409e74797,35e0ea99d4d99775a41f0c3d94f1a3cc91f52ce23b11f96c6864b300f834bb9f,ctls,secure26ea.chase.com,443,https://secure26ea.chase.com:443,https,text/html,GET,23.36.162.202,/,1640175934,23.36.162.217,Zipkin,104,False,,,,,,https://secure26ea.chase.com/web/auth/dashboard,,,,
securei.chase.com,Chase Online,200,133524,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://securei.chase.com:443,https,text/html,GET,104.126.37.129,/,1640175934,104.126.37.144,Zipkin,104,False,,,,,,https://secure04ea.chase.com/web/auth/dashboard,,,,
securej.chase.com,,404,73,securej.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T01:01:50Z,2024-02-09T01:01:50Z,"CN=securej.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",securej.chase.com,JPMorgan Chase and Co.,securej.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",299e14d27b0b1e9dca2b0a265b6aa0e6,a1f1bd1716fe78042e78c5f32acc537ac6aa956d7bc4eb49f64325c5c88d3aec,ctls,securej.chase.com,443,https://securej.chase.com:443,https,application/json,GET,159.53.117.80,/,-236244444,159.53.117.80,HTTP/3,2,False,,,,,,,,,,
securep.chase.com,Chase Online,200,133526,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://securep.chase.com:443,https,text/html,GET,104.126.37.153,/,1640175934,104.126.37.128,Zipkin,104,False,,,,,,https://secure04ea.chase.com/web/auth/dashboard,,,,
share.chase.com,Chase Online,200,132704,secure03ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T01:16:00Z,2024-03-29T01:16:00Z,"CN=secure03ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure03ea.chase.com,JPMorgan Chase and Co.,secure03ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4354fd953ea498a93c7aeb894d0d783c,5639196f5dd687c4a11396ce76c944b865d2899b12dbc629cfe20d4a9a53d84e,ctls,secure03ea.chase.com,80,http://share.chase.com:80,http,text/html,GET,159.53.117.119,/,568531761,159.53.117.119,Zipkin,137,False,,,,,,https://secure03ea.chase.com/web/auth/?logoff&TYPE=33554433&REALMOID=06-000a505f-d4e9-1dbb-8588-cce8a9620000&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=$SM$VWmF%2fCkyWCP9SJ4keh7ppP3BuOXpIIY8QEv1r%2fAH2uvOx7KagWM4yl3wielMMMWB&TARGET=$SM$https%3a%2f%2fshare%2echase%2ecom%2f,,,,
sharesmu.chase.com,Privacy Profile Log On,200,10823,smuauth.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T05:47:39Z,2024-03-05T05:47:39Z,"CN=smuauth.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smuauth.jpmorgan.com,JPMorgan Chase and Co.,smuauth.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",783348dd43ab1247dcbd424758ecb706,904b58b777759c147906f13e4113319751c0b50b28e1a0fed5933b94ea1a6473,ctls,smuauth.chase.com,443,https://sharesmu.chase.com:443,https,text/html,GET,159.53.44.9,/,1300535166,159.53.44.9,Java,360,False,,,,,,https://smuauth.chase.com/smuSSWeb/logonController.do?appName=SCD&clientName=Default&TYPE=33554433&REALMOID=06-000d42d7-01d2-1db8-ae45-9296936b0000&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=ag_gaia_scd2&TARGET=$SM$https%3a%2f%2fsharesmu%2echase%2ecom%2f,*.chase.com,,,
sites.chase.com,404 Not Found,404,196,sites.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-22T02:49:47Z,2024-03-21T02:49:47Z,"CN=sites.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",sites.chase.com,JPMorgan Chase and Co.,sites.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",0e86b1af29615c2142a265272f9146fc,3a6cb1cdf6507c4ead23123feb76a1b35eace65a289b1f191ab609395124db89,ctls,sites.chase.com,443,https://sites.chase.com:443,https,text/html,GET,159.53.116.87,/,-1596641190,159.53.116.87,HSTS,8,False,,,,,,,,,,
smetrics.chase.com,,200,,smetrics.chase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-26T00:00:00Z,2024-03-28T23:59:59Z,"CN=smetrics.chase.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.chase.com,Adobe Systems Incorporated,smetrics.chase.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,13be4666323478b36c39fa5965edac66,c1bfaecc8c2a3a71d1e9aca2e646b60074d6e3984d30d4e75077a650cc75c47e,ctls,smetrics.chase.com,80,http://smetrics.chase.com:80,http,,GET,63.140.62.135,/,1936786007,63.140.62.164,HSTS,1,False,,jag,,,,https://smetrics.chase.com/,,,,
smf.chase.com,Financing a Subaru | Subaru Motors Finance,200,64705,subarumotorsfinance.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-27T08:24:00Z,2023-10-27T08:24:00Z,"CN=www.subarumotorsfinance.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.subarumotorsfinance.com,JPMorgan Chase and Co.,smf.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",16b0596e6713fcd529edbf946cd3cd1e,07ababf0efc5f0c6860b65fb36ff397d3cb99c79541e99438c83c59724f9727a,ctls,subarumotorsfinance.com,443,https://smf.chase.com:443,https,text/html,GET,159.53.83.73,/,-1695505983,159.53.83.73,Vue.js,118,False,,,,,,https://subarumotorsfinance.com:443/,,,,
smportal-qa.chase.com,SSO Login Page,200,10715,smportal-qa.bankone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T06:08:06Z,2024-03-02T06:08:06Z,"CN=smportal-qa.bankone.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smportal-qa.bankone.com,JPMorgan Chase and Co.,smportal-qa.bankone.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",cd3c5d7ff4a532e08d1c30341d254080,4e44b6680011e06ce96b8ab318b58d1c3b207e9a19659220a3774de7dcbc820b,ctls,smportal-qa.bankone.com,443,https://smportal-qa.chase.com:443,https,text/html,GET,159.53.43.193,/,-1314943136,159.53.43.193,HSTS,302,False,,,,,,https://smportal-qa.bankone.com/siteminderagent/SSOlogin.fcc?TYPE=33554433&REALMOID=06-0007c188-95db-1e56-9191-831909330000&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=$SM$RIxV7jn%2bCHJzZYyzTnVTdDV9dBGh%2fwrtBLsw1Guo%2fqL7sjq%2bY8I8EMtTfoA7ljGO&TARGET=$SM$HTTPS%3a%2f%2fsmportal-qa%2echase%2ecom%2f,,,,
smportal-qa.jpmorganchase.com,SSO Login Page,200,10795,smportal-qa.bankone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T06:08:06Z,2024-03-02T06:08:06Z,"CN=smportal-qa.bankone.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smportal-qa.bankone.com,JPMorgan Chase and Co.,smportal-qa.bankone.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",cd3c5d7ff4a532e08d1c30341d254080,4e44b6680011e06ce96b8ab318b58d1c3b207e9a19659220a3774de7dcbc820b,ctls,smportal-qa.bankone.com,443,https://smportal-qa.jpmorganchase.com:443,https,text/html,GET,159.53.43.190,/,-780928015,159.53.43.190,HSTS,302,False,,,,,,https://smportal-qa.bankone.com/siteminderagent/SSOlogin.fcc?TYPE=33554433&REALMOID=06-0007c188-95db-1e56-9191-831909330000&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=$SM$YgakfWPqGHlprTCFDaXc74tTaI%2frMw7OzEPTYzhP%2f2VMiwV1nqeZt5Pdx%2fAcjU6OlcBao5SbDswBfV4UxThopUEwGFacIuWQ&TARGET=$SM$HTTPS%3a%2f%2fsmportal-qa%2ejpmorganchase%2ecom%2f,,,,
smportal.chase.com,SSO Login Page,200,10703,smportal.bankone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-13T07:58:00Z,2024-03-12T07:58:00Z,"CN=smportal.bankone.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smportal.bankone.com,JPMorgan Chase and Co.,smportal.bankone.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",473aad3cab847bddd602eab586f2149e,ad6047e16ad5507c81a16f486c65cce232b9ed014996a44c7bdf0bee07284ddb,ctls,smportal.bankone.com,443,https://smportal.chase.com:443,https,text/html,GET,159.53.98.80,/,-415915230,159.53.98.80,HSTS,302,False,,,,,,https://smportal.bankone.com/siteminderagent/SSOlogin.fcc?TYPE=33554433&REALMOID=06-3cf7b835-a84c-001c-0000-014f0000014f&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=$SM$r2so%2bB3SKuBqMm3Qd8v2xO%2fnPjcOdhMlCQr2ugwTTChJajwt6c%2f%2fmJkr%2b7UsbCaE&TARGET=$SM$HTTPS%3a%2f%2fsmportal%2echase%2ecom%2f,,,,
