input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,cdn_name,final_url,cdn,tls_subject_org_,tls_mismatched,tls_expired
internal-cms-elb-april-php-accountswebproxy.cloud.arrival.com,,404,21,internal-cms-elb-april-php-accountswebproxy.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,internal-cms-elb-april-php-accountswebproxy.cloud.arrival.com,443,https://internal-cms-elb-april-php-accountswebproxy.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,52.51.224.239,/,-1669793162,54.171.157.32,Nginx:1.19.1,1,False,,,,,,,
ipv4-c003-mnl001-globetelecom-isp.cloud.arrival.com,,404,21,ipv4-c003-mnl001-globetelecom-isp.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,ipv4-c003-mnl001-globetelecom-isp.cloud.arrival.com,443,https://ipv4-c003-mnl001-globetelecom-isp.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,52.51.224.239,/,-1669793162,54.171.157.32,Nginx:1.19.1,1,False,,,,,,,
it.arrival.co,Sign in ・ Cloudflare Access,200,31877,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://it.arrival.co:443,https,cloudflare,text/html,GET,172.64.150.243,/,-1183121459,2606:4700:4400::6812:250d,HSTS,74,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/it.arrival.co?kid=aa771cf1c6ccc154160c8c416a319e3b7baba722806366c5d4df24c768f3156d&redirect_url=%2F&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2Njg0MSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImFhNzcxY2YxYzZjY2MxNTQxNjBjOGM0MTZhMzE5ZTNiN2JhYmE3MjI4MDYzNjZjNWQ0ZGYyNGM3NjhmMzE1NmQiLCJob3N0bmFtZSI6Iml0LmFycml2YWwuY28iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiNTA4OTIwYmMyOTgxN2MyYjZlNjA4YTBiN2E1MGQ1ODBlOTYxNzA3OGM1MjM4OTQwNzFhZTdmY2IxYmU0YzQ0NSIsIm5iZiI6MTY4NjM2Njg0MSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.iDpl6kWOMrff6Zj5iJW8x3uIsLq5vf6thsNvwMwmDFRCuovb6VBhQ6vxbpX49r2jrXQe9O0s1-F5ZcBx4RNIz14UmKVR3dWIjlxtTcHHKeuz5lRZyXL0QJCftK9JXxRbqyjC7XyOaUjvvJEHr8agwXE1wHtWKrufwZmbncyKuVKA0RFlkMG9iurw7mKMyA10QmP4JbqE3M127W0E8YOPGMIVl8oeld5OIO4yzEdDY7Jqh3DjaOZ9Bt4OyPnxJHg9QXpgkoKLCWkiMV7kvGacOOu7zZcodBc4wJ8KwaiMhhxsKikjiDWHYzodmDg6TxPXZm6o4zeIcnDHyEpO0oM6_g,True,,,
it.arrival.com,Arrival | Zero-emission Mobility Solutions,200,35142,it.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,*.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2fb8d8cfd1fd4efc3f97c288fd5df585,e278c4dd94381834c34f607cb9e61e4ab46580f24f6dffa35ee4d0d8c806080a,True,ctls,it.arrival.com,443,https://it.arrival.com:443,https,cloudflare,text/html,GET,104.18.38.227,/,1381162615,2606:4700:4400::ac40:951d,Cloudflare Bot Management,189,False,,cloudflare,,True,"Cloudflare, Inc.",,
jira-middleware-test.in.arrival.co,Welcome to nginx!,200,612,,,,,,,,,,,,,,,,,,,80,http://jira-middleware-test.in.arrival.co:80,http,nginx/1.14.0 (Ubuntu),text/html,GET,34.89.91.227,/,1514968008,34.89.91.227,Ubuntu,26,False,,google,,True,,,
jira-middleware.in.arrival.co,,200,13,jira-middleware.in.arrival.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-30T14:13:33Z,2023-07-29T14:13:32Z,CN=jira-middleware.in.arrival.co,jira-middleware.in.arrival.co,jira-middleware.in.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c66021b6fbf879d6531ca32bedf303a6,40b73e1fd721b3d54f2e5fa006e51783dd55bc5ae54046423cb199b5b9051d6d,,ctls,jira-middleware.in.arrival.co,443,https://jira-middleware.in.arrival.co:443,https,nginx/1.14.0 (Ubuntu),text/plain,GET,34.89.91.227,/,-1456402987,34.89.91.227,Ubuntu,1,False,,google,,True,,,
jira-middleware.z.gblnd12.in.arrival.co,,200,13,jira-middleware.z.gblnd12.in.arrival.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-30T14:13:33Z,2023-07-29T14:13:32Z,CN=jira-middleware.in.arrival.co,jira-middleware.in.arrival.co,jira-middleware.in.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c66021b6fbf879d6531ca32bedf303a6,40b73e1fd721b3d54f2e5fa006e51783dd55bc5ae54046423cb199b5b9051d6d,,ctls,jira-middleware.z.gblnd12.in.arrival.co,443,https://jira-middleware.z.gblnd12.in.arrival.co:443,https,nginx/1.14.0 (Ubuntu),text/plain,GET,34.89.91.227,/,-1456402987,34.89.91.227,Ubuntu,1,False,,google,,True,,True,
jira-trello-integration.api.arrival.co,Sign in ・ Cloudflare Access,200,31639,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://jira-trello-integration.api.arrival.co:443,https,cloudflare,text/html,GET,104.18.37.13,/,-1086601714,2606:4700:4400::ac40:96f3,HSTS,74,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/stage.jira.arrival.co?kid=615998343962bd4512f673a619b599bca137ff38c20f07e3b2d27fa2d87bf4d1&redirect_url=%2Flogin.jsp%3Fos_destination%3Dhttps%253A%252F%252Fstage.jira.arrival.co%252Ftrello%252F&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2Njg2Miwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjYxNTk5ODM0Mzk2MmJkNDUxMmY2NzNhNjE5YjU5OWJjYTEzN2ZmMzhjMjBmMDdlM2IyZDI3ZmEyZDg3YmY0ZDEiLCJob3N0bmFtZSI6InN0YWdlLmppcmEuYXJyaXZhbC5jbyIsImFwcF9zZXNzaW9uX2hhc2giOiI5MDZiM2FjZGUxYjM4YzA2ZTE3MTcxYThmMzlhZTVjZDY2NDMzN2MwYmFiMjk4YmU3OWEwNWM5NWEyMTE2OGY5IiwibmJmIjoxNjg2MzY2ODYyLCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC9sb2dpbi5qc3A_b3NfZGVzdGluYXRpb249aHR0cHMlM0ElMkYlMkZzdGFnZS5qaXJhLmFycml2YWwuY28lMkZ0cmVsbG8lMkYiLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.NBuFkCEdtdjMZSO4SWZXaoFoqqoh09pq0hCshi1im-bg0odb589RaGCd-61hItSZjwqCwkdQhnQyioJz7YzPCVeXgznPHtk-U6gubDxCUdFaZC0X229VAJNFDnhNnGkBAQ9nyCHYpTBPb-2BS3iWsJfa-BgO6w98sBczv759xj8PJTZ1LYEn2sOBDbwS_UDgaCXkT54ZBPLyKeRQpn578u736XlzzphgQ-7HbvjAyBz-qkqY5paSXMiXKBi8-p4EkR8RpouThQsaJRq6ucoIYOj-5GIE2mnRgG70DoUONRcsdCDGsB5T7_n8D-RCxj_Bgjql0tab6wBvkjC-gmDNsw,True,,,
jira.api.arrival.com,Sign in ・ Cloudflare Access,200,31413,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://jira.api.arrival.com:443,https,cloudflare,text/html,GET,104.18.38.227,/,855273746,2606:4700:4400::6812:26e3,HSTS,67,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/jira.arrival.com?kid=7716ee5e17cf9916af329ccd1f938c442f250b9b511a68110cd35276c35b0a3f&redirect_url=%2Flogin.jsp%3FpermissionViolation%3Dtrue%26os_destination%3Dhttps%253A%252F%252Fjira.arrival.com%252Fplugins%252Fservlet%252Fmobile%2523myjirahome%26page_caps%3D%26user_role%3DUSER&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2Njg2MSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijc3MTZlZTVlMTdjZjk5MTZhZjMyOWNjZDFmOTM4YzQ0MmYyNTBiOWI1MTFhNjgxMTBjZDM1Mjc2YzM1YjBhM2YiLCJob3N0bmFtZSI6ImppcmEuYXJyaXZhbC5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiOGQ0YjkzZmQ2NWVhMjc1MGNjOTIzODk1OThmZjVkMjY1ZWM2ZDJhN2JiOTZlYmE5NmZiOWYyYmIxNmZiMjhkMyIsIm5iZiI6MTY4NjM2Njg2MSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvbG9naW4uanNwP3Blcm1pc3Npb25WaW9sYXRpb249dHJ1ZSZvc19kZXN0aW5hdGlvbj1odHRwcyUzQSUyRiUyRmppcmEuYXJyaXZhbC5jb20lMkZwbHVnaW5zJTJGc2VydmxldCUyRm1vYmlsZSUyM215amlyYWhvbWUmcGFnZV9jYXBzPSZ1c2VyX3JvbGU9VVNFUiIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.N9B8POC5WyRTa5s0hEHExr6J0VVlkBMwfgDEgOzQ2-gX1zSzjIsGMrPTYyrilkJJseGkaoF06yyFR7II67NE8LAX1Qd8Gqjbvu-AVOSK1QxTRnBlAmtmJIcsX6PVyZbgQ43qUE8bW6pxUxQMtu1uQ1egYBLjIhJ5cufcvJhX-xcH2pq0TxzkHpts4JeGhXfVLL-GT_roIX0f5NTIWLqRLNzGJp-ouv4irrRMf1kQHrRJq1UBFswgQbiuFgzIayYR7znqYKgCkzv16ig2OIpkLRKD1lo9WZ-8760GpYktrHnefTyg8NXjfjx7QI0w_pO-DWv7xcDeoo4QURj8Pt8_Tw,True,,,
jira.arrival.com,Sign in ・ Cloudflare Access,200,30917,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://jira.arrival.com:443,https,cloudflare,text/html,GET,104.18.38.227,/,-1797898708,2606:4700:4400::ac40:951d,HSTS,67,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/jira.arrival.com?kid=7716ee5e17cf9916af329ccd1f938c442f250b9b511a68110cd35276c35b0a3f&redirect_url=%2F&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2Njg2MSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6Ijc3MTZlZTVlMTdjZjk5MTZhZjMyOWNjZDFmOTM4YzQ0MmYyNTBiOWI1MTFhNjgxMTBjZDM1Mjc2YzM1YjBhM2YiLCJob3N0bmFtZSI6ImppcmEuYXJyaXZhbC5jb20iLCJhcHBfc2Vzc2lvbl9oYXNoIjoiM2FiNGIxMWVjMGMyMDlmOGFiZWM0MDNmMWVkZjAyODRmYzExYzBjZmJjYmI4OThlNTA4NGZlZTM5ZjJiNGUxNCIsIm5iZiI6MTY4NjM2Njg2MSwiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.PJ0O-iD-Lv9nmeXgE0e6xt48aMraaLONg7m5GSRv4L7JqBFIldZa5X-2-TV8vXKMno8XluPt9eJn8kZi3sK97L-WSKaG4g3S02Hkto2DuzF7pwGhp6pTgxg1JSfs7-9v8DVjLq_K2XNmLx1tpn4QPVso67qTY9Cohy8Qguw6vw_GnPz0hMy9KZadfgCvAez3i1LjNNK5yGL3NA5jzmfLvrKxs0BD65CY8k4YTsn2bMQ2juINFZ3aCoYePSnmhV-RgmMxD8IXRCEW3foZvzilKcx7S_fKnQiVNdVmu_bi5sDNPZaIZNpsWYT9PEw6G_wF3fLjtRLaskUKNlUlsMUpnw,True,,,
k1.z1.gblnd.dev.cloud.arrival.co,,404,21,k1.z1.gblnd.dev.cloud.arrival.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T18:10:35Z,2023-07-10T18:10:34Z,CN=*.dev.cloud.arrival.co,*.dev.cloud.arrival.co,dev.cloud.arrival.co,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,46f2e4e549929759ea0542d335b380f8,86ec3bd809df8eb6c5c68319e05b5593c9f089a2f3ab3957101d46b17b807787,True,ctls,k1.z1.gblnd.dev.cloud.arrival.co,443,https://k1.z1.gblnd.dev.cloud.arrival.co:443,https,nginx/1.19.1,text/plain,GET,20.49.165.186,/,-1669793162,20.49.165.186,Nginx:1.19.1,1,False,,azure,,True,,True,
learn.arrival.co,Sign in ・ Cloudflare Access,200,31481,arrival.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,arrival.cloudflareaccess.com,443,https://learn.arrival.co:443,https,cloudflare,text/html,GET,172.64.150.243,/,268963432,2606:4700:4400::6812:250d,HSTS,74,False,https:,cloudflare,https://arrival.cloudflareaccess.com/cdn-cgi/access/login/service.arrival.co?kid=227871a01b4277ac68711caace4e2e328ddb98c39c78644d39095e7e94dd81f1&redirect_url=%2F&meta=eyJraWQiOiJjYTkyYWEwMGViNTM0MjRlNzM5YjkzNzI4MDQxMDM4NDZiYWMwNzY4MTIwMTgzMTU4ZGVlZTMyZDJkOGI4OWEyIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NjM2NjkwMSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjIyNzg3MWEwMWI0Mjc3YWM2ODcxMWNhYWNlNGUyZTMyOGRkYjk4YzM5Yzc4NjQ0ZDM5MDk1ZTdlOTRkZDgxZjEiLCJob3N0bmFtZSI6InNlcnZpY2UuYXJyaXZhbC5jbyIsImFwcF9zZXNzaW9uX2hhc2giOiIyNjM0MzkyNzhiMDVkZTRlMGU2OGM2MGIwYjE1YWQ1MzJkNmRmNzg0NTU2ZTBhNTNhMDRkN2RlN2YxMDU0NWViIiwibmJmIjoxNjg2MzY2OTAxLCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.ngQbd5xsGnKnfvi6Y_Pc4AANOhacAkkTJUjCa8bj3W9wVERt4oSVtgvclZrOPLjoxn2D9lE9z7F6pk73PkOA83QSJGWBxVt3yELHx2Ex-UWXZvqN38_Qt2EceEMATF8CJOuP7NO5vohhtNvWZfLnECMSs8VCIh4wVJk3_7hNSQjYTBwbiCV5EQ6NiLMRAIzDKPMaAHLUG3IFhKHr2s2U67FzhW-TMFaMAHKJmLxlwFOzWSeq39zUjVHFZT0EP1zTZhhPhhQu_r1VzZZv97yAr0M-cb0qyb07V2dQ1UUN0ZUFQ7Ek40Zj9uggpzde4DXjPp2ieE9IMJgLVBNvqhKwXA,True,,,
lever-webhooks.api.arrival.co,,404,,lever-webhooks.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,True,ctls,lever-webhooks.api.arrival.co,443,https://lever-webhooks.api.arrival.co:443,https,cloudflare,,GET,104.18.37.13,/,-1840324437,2606:4700:4400::6812:250d,Cloudflare Bot Management,1,False,,cloudflare,,True,"Cloudflare, Inc.",,
lever-webhooks.api.arrival.com,,404,,lever-webhooks.api.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T00:00:00Z,2024-06-01T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,*.api.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f9128fd51bb3fa667ad8f98c072d54c,b138d49c8d5aed201a1ddb4d56a35350e084854ca7e514dcd9cbc4ed19c0fa63,True,ctls,lever-webhooks.api.arrival.com,443,https://lever-webhooks.api.arrival.com:443,https,cloudflare,,GET,104.18.38.227,/,-1840324437,2606:4700:4400::ac40:951d,Cloudflare Bot Management,1,False,,cloudflare,,True,"Cloudflare, Inc.",,
lon3-heroicconsumercs-a18.cloud.arrival.com,,404,21,lon3-heroicconsumercs-a18.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,lon3-heroicconsumercs-a18.cloud.arrival.com,443,https://lon3-heroicconsumercs-a18.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,54.171.157.32,/,-1669793162,52.51.224.239,Nginx:1.19.1,1,False,,,,,,,
lyncpoc.cloud.arrival.com,,404,21,lyncpoc.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,lyncpoc.cloud.arrival.com,443,https://lyncpoc.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,54.171.157.32,/,-1669793162,52.51.224.239,Nginx:1.19.1,1,False,,,,,,,
mail.arrival.co,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,80,http://mail.arrival.co:80,http,ghs,text/html,GET,142.250.185.243,/,302920777,2a00:1450:4001:813::2013,,12,False,,,,,,,
mail.arrival.com,Sign in - Google Accounts,200,1339,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:58:13Z,2023-08-11T12:58:12Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a9b90802fa5b6e6c4195301909ae98ad,de323320be6ab0baf76489cc96737ba3816b45e3b0fedd1fd52322421615e027,,ctls,www.google.com,80,http://mail.arrival.com:80,http,GSE,text/html,GET,142.250.185.179,/,-1919029437,2a00:1450:4001:82b::2013,OpenGSE,32,False,url=https://www.google.com/accounts/AccountChooser?hd=arrival.com&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobhgm,,https://www.google.com/a/arrival.com/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobhgm&nui=5&btmpl=mobile&emr=1&osid=1,,,,
met-8-1-2.cloud.arrival.com,,404,21,met-8-1-2.cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,True,ctls,met-8-1-2.cloud.arrival.com,443,https://met-8-1-2.cloud.arrival.com:443,https,nginx/1.19.1,text/plain,GET,52.51.224.239,/,-1669793162,54.171.157.32,Nginx:1.19.1,1,False,,,,,,,
