new,host,cname,soa,txt,status_code,a,mx,ns,aaaa,caa
[x],www.metalfists.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.mexico.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,"198.143.164.106, 198.181.116.10, 198.181.117.10, 192.0.74.10, 192.0.75.10","alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","ns4.wordpress.org, ns1.wordpress.org, ns2.wordpress.org, ns3.wordpress.org","2a04:fa87:ffff::c6b5:740a, 2a04:fa87:ffff::c6b5:750a, 2620:115:c00f::c000:4a0a, 2620:115:c00f::c000:4b0a",
[x],www.mexicocity.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com","ns1.wordpress.org, ns3.wordpress.org, ns4.wordpress.org, ns2.wordpress.org",,
[x],www.miami.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,,,"ns4.wordpress.org, ns3.wordpress.org, ns1.wordpress.org, ns2.wordpress.org",,
[x],www.milwaukee.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com","ns1.wordpress.org, ns4.wordpress.org, ns3.wordpress.org, ns2.wordpress.org",,
[x],www.minneapolis.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","ns1.wordpress.org, ns2.wordpress.org, ns3.wordpress.org, ns4.wordpress.org",,
[x],www.mirfagah.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.modena.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com","ns3.wordpress.org, ns4.wordpress.org, ns1.wordpress.org, ns2.wordpress.org",,
[x],www.mohammadsofyan.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.mombasa.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com","ns4.wordpress.org, ns3.wordpress.org, ns2.wordpress.org, ns1.wordpress.org",,
[x],www.montclair.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com","ns2.wordpress.org, ns3.wordpress.org, ns1.wordpress.org, ns4.wordpress.org",,
[x],www.montreal.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com","ns1.wordpress.org, ns3.wordpress.org, ns4.wordpress.org, ns2.wordpress.org",,
[x],www.mossip.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.motomama.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.mt-export-split.wordpress.net,mt-export-split.wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",,NOERROR,66.155.40.24,mt-export-split.wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.mumbai.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com","ns3.wordpress.org, ns4.wordpress.org, ns1.wordpress.org, ns2.wordpress.org",,
[x],www.mustech.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.mybeautifulife.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.myrtlebeach.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com","ns4.wordpress.org, ns2.wordpress.org, ns3.wordpress.org, ns1.wordpress.org",,
[x],www.nagpur.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com","ns4.wordpress.org, ns2.wordpress.org, ns3.wordpress.org, ns1.wordpress.org",,
[x],www.namewithheld.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.nantucketmassageandyoga.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.nashik.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt3.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","ns4.wordpress.org, ns2.wordpress.org, ns1.wordpress.org, ns3.wordpress.org",,
[x],www.nashville.wordcamp.org,wordcamp.org,,,NOERROR,198.143.164.106,,,,
[x],www.naturalhealthnews.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.nccstudio.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.neko28.wordpress.net,wordpress.net,,,NOERROR,,,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.neo.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,,"ns2.wordpress.org, ns3.wordpress.org, ns4.wordpress.org, ns1.wordpress.org",,
[x],www.nepal.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com","ns3.wordpress.org, ns2.wordpress.org, ns1.wordpress.org, ns4.wordpress.org",,
[x],www.netherlands.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com","ns4.wordpress.org, ns1.wordpress.org, ns3.wordpress.org, ns2.wordpress.org",,
[x],www.newcastle.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",,NOERROR,,,,,
[x],www.newman1971.wordpress.net,wordpress.net,,v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.newyork.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com","ns3.wordpress.org, ns4.wordpress.org, ns2.wordpress.org, ns1.wordpress.org",,
[x],www.newzealand.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com","ns3.wordpress.org, ns4.wordpress.org, ns1.wordpress.org, ns2.wordpress.org",,
[x],www.nhadatphumyhung.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.niagara.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com","ns4.wordpress.org, ns3.wordpress.org, ns2.wordpress.org, ns1.wordpress.org",,
[x],www.nicaragua.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com",,,
[x],www.nice.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com","ns2.wordpress.org, ns4.wordpress.org, ns3.wordpress.org, ns1.wordpress.org",,
[x],www.niigata.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,"198.143.164.106, 198.181.116.10, 198.181.117.10, 192.0.74.10, 192.0.75.10","alt2.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com","ns2.wordpress.org, ns3.wordpress.org, ns4.wordpress.org, ns1.wordpress.org","2a04:fa87:ffff::c6b5:740a, 2a04:fa87:ffff::c6b5:750a, 2620:115:c00f::c000:4a0a, 2620:115:c00f::c000:4b0a",
[x],www.nijmegen.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,"198.143.164.106, 198.181.116.10, 198.181.117.10, 192.0.74.10, 192.0.75.10","aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com","ns1.wordpress.org, ns3.wordpress.org, ns2.wordpress.org, ns4.wordpress.org","2a04:fa87:ffff::c6b5:740a, 2a04:fa87:ffff::c6b5:750a, 2620:115:c00f::c000:4a0a, 2620:115:c00f::c000:4b0a",
[x],www.nis.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,,"alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com",,,
[x],www.nl.wordpress.net,nl.wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",,NOERROR,66.155.40.24,nl.wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.nocontrole.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.noordnederland.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com","ns2.wordpress.org, ns1.wordpress.org, ns4.wordpress.org, ns3.wordpress.org",,
[x],www.nordic.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com",,,
[x],www.norsk.wordpress.net,norsk.wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",,NOERROR,66.155.40.24,,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.northcanton.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","ns1.wordpress.org, ns2.wordpress.org, ns3.wordpress.org, ns4.wordpress.org",,
[x],www.notesfromrumblycottage.wordpress.net,wordpress.net,,v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.nuhaydin.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.okc.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com","ns4.wordpress.org, ns3.wordpress.org, ns2.wordpress.org, ns1.wordpress.org",,
[x],www.omaha.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt1.aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com","ns4.wordpress.org, ns1.wordpress.org, ns3.wordpress.org, ns2.wordpress.org",,
[x],www.omarfaruq121.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
[x],www.onemoreequalsfour.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.onlinebusinessnewsindia.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.organizers.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com","ns3.wordpress.org, ns1.wordpress.org, ns4.wordpress.org, ns2.wordpress.org",,
[x],www.orlando.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,"198.143.164.106, 198.181.116.10, 198.181.117.10, 192.0.74.10, 192.0.75.10","alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com","ns1.wordpress.org, ns4.wordpress.org, ns3.wordpress.org, ns2.wordpress.org","2a04:fa87:ffff::c6b5:740a, 2a04:fa87:ffff::c6b5:750a, 2620:115:c00f::c000:4a0a, 2620:115:c00f::c000:4b0a",
[x],www.oslo.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com","ns4.wordpress.org, ns3.wordpress.org, ns1.wordpress.org, ns2.wordpress.org",,
[x],www.osnabrueck.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,,"alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com",,,
[x],www.ottawa.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,"198.143.164.106, 198.181.116.10, 198.181.117.10, 192.0.74.10, 192.0.75.10","aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com","ns4.wordpress.org, ns1.wordpress.org, ns2.wordpress.org, ns3.wordpress.org","2a04:fa87:ffff::c6b5:740a, 2a04:fa87:ffff::c6b5:750a, 2620:115:c00f::c000:4a0a, 2620:115:c00f::c000:4b0a",
[x],www.panamacity.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,,,"ns1.wordpress.org, ns4.wordpress.org, ns2.wordpress.org, ns3.wordpress.org",,
[x],www.paris.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","ns1.wordpress.org, ns2.wordpress.org, ns3.wordpress.org, ns4.wordpress.org",,
[x],www.pattisherman.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns1.mobiusltd.com, ns2.mobiusltd.com",,
[x],www.peoria.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt3.aspmx.l.google.com","ns4.wordpress.org, ns2.wordpress.org, ns3.wordpress.org, ns1.wordpress.org",,
[x],www.perth.wordcamp.org,wordcamp.org,"ns1.wordpress.org, hostmaster.wordpress.org",v=spf1 ip4:66.155.40.205/32 ip4:66.155.40.24/32 ip4:66.155.40.234/32 ip4:198.143.164.0/24 include:helpscoutemail.com include:_spf.google.com ~all,NOERROR,198.143.164.106,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com","ns3.wordpress.org, ns1.wordpress.org, ns2.wordpress.org, ns4.wordpress.org",,
[x],www.pgaportugal.wordpress.net,wordpress.net,"ns1.mobiusltd.com, sysops.automattic.com",v=spf1 +a +mx +ip4:66.155.40.30 +ip4:66.155.40.164 +include:helpscoutemail.com ~all,NOERROR,66.155.40.164,wordpress.net,"ns2.mobiusltd.com, ns1.mobiusltd.com",,
