new,host,a,cname,soa,ns,status_code,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
,loansales.cbre.com,207.189.124.31,"ci31.actonsoftware.com, forpci30.actonsoftware.com","ns-1205.awsdns-22.org, awsdns-hostmaster.amazon.com","ns-1205.awsdns-22.org, ns-163.awsdns-20.com, ns-1973.awsdns-54.co.uk, ns-650.awsdns-17.net",NOERROR,,,,,,,,
,lockbox-backend-us-east-1.gcso.cbre.com,"44.241.1.237, 52.12.191.9, 54.200.25.215",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lockbox-backend-us-west-2.gcso.cbre.com,"54.200.25.215, 52.12.191.9, 44.241.1.237",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lockbox-backend.gcso.cbre.com,"44.241.1.237, 52.12.191.9, 54.200.25.215",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lockbox-rep-us-west-2.gcso.cbre.com,"44.241.1.237, 52.12.191.9, 54.200.25.215",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lockbox-us-east-1.gcso.cbre.com,"52.12.191.9, 44.241.1.237, 54.200.25.215",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lockbox-us-west-2.gcso.cbre.com,"54.200.25.215, 44.241.1.237, 52.12.191.9",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lockbox.gcsonp.cbre.com,45.223.167.4,pnrtckj.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",,NOERROR,,True,incapsula,,,,,
,log.gcso.cbre.com,"54.200.25.215, 52.12.191.9, 44.241.1.237",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,login-uat.cbre.com,"76.223.106.183, 13.248.236.251","cbre.customdomains.oktapreview.com, op1-custom-crtrs.oktapreview.com, op1-custom-crtrs.oktaedge.oktapreview.com, a9dcaea81ce6d4aa6.awsglobalaccelerator.com","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,login.cbre.com,"15.197.181.212, 3.33.189.110","cbre.customdomains.okta.com, ok11-custom-crtrs.okta.com, ok11-custom-crtrs.oktaedge.okta.com, af77c9e516730cc51.awsglobalaccelerator.com","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,logins.gcso.cbre.com,"54.200.25.215, 44.241.1.237, 52.12.191.9",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,logsauth-mirror-my-oceania.gcso.cbre.com,"54.200.25.215, 44.241.1.237, 52.12.191.9",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lonestar.gcso.cbre.com,"54.200.25.215, 52.12.191.9, 44.241.1.237",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,looplink.akron.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.albany.cbre.com,"23.12.147.6, 23.12.147.13","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.albuquerque.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.anaheim.cbre.com,"104.110.240.136, 104.110.240.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.appleton.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.atlanta.cbre.com,"2.20.142.121, 92.122.215.105","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.austin.cbre.com,"92.122.215.105, 2.20.142.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.auto.cbre.com,"104.110.240.121, 104.110.240.136","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.beverlyhills.cbre.com,"23.12.147.13, 23.12.147.6","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.boston.cbre.com,"2.20.142.121, 92.122.215.105","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.boulos.cbre.com,"88.221.24.72, 88.221.24.26","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.charleston.cbre.com,"80.239.137.160, 62.115.252.50","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.charlotte.cbre.com,"23.199.75.96, 23.199.75.74","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.charlottesville.cbre.com,"104.126.37.170, 104.126.37.163","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.chicago.cbre.com,"104.126.37.170, 104.126.37.163","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.cincinnati.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.cleveland.cbre.com,"23.6.118.35, 23.6.118.59","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.columbus.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.commerce.cbre.com,"104.110.191.34, 104.110.191.26","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.dallas.cbre.com,"95.101.111.140, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.dayton.cbre.com,"104.110.240.121, 104.110.240.136","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.denver.cbre.com,"96.16.54.200, 96.16.54.146","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.detroit.cbre.com,"2.21.67.9, 2.21.67.66","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.distressed.cbre.com,"23.6.118.35, 23.6.118.59","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.elpaso.cbre.com,"80.239.137.160, 62.115.252.50","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.fresno.cbre.com,"2.20.142.121, 92.122.215.105","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.glendale.cbre.com,"2.19.96.184, 2.19.96.144","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.greensboro.cbre.com,"80.239.137.160, 62.115.252.50","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.greenville.cbre.com,"104.110.240.136, 104.110.240.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.grossman.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.harrisburg.cbre.com,"62.115.252.50, 80.239.137.160","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.honolulu.cbre.com,"23.12.147.13, 23.12.147.6","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.houston.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.jacksonville.cbre.com,"88.221.24.72, 88.221.24.26","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.kansascity.cbre.com,"2.21.67.9, 2.21.67.66","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.ladt.cbre.com,"92.122.215.105, 2.20.142.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.lasvegas.cbre.com,"95.101.111.182, 95.101.111.140","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.madison.cbre.com,"2.20.142.121, 92.122.215.105","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.martingr.cbre.com,"2.17.22.27, 2.17.22.56","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.mega.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.memphis.cbre.com,"104.110.240.136, 104.110.240.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.milwaukee.cbre.com,"23.199.75.96, 23.199.75.74","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.minneapolis.cbre.com,"92.122.215.105, 2.20.142.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.nashville.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.natl.cbre.com,"62.115.252.50, 80.239.137.160","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.newportbeach.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.nyc.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.ok.cbre.com,"2.20.142.121, 92.122.215.105","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.orlando.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.paloalto.cbre.com,"80.239.137.160, 62.115.252.50","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.pcg.cbre.com,"104.126.37.170, 104.126.37.163","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.philadelphia.cbre.com,"2.20.142.121, 92.122.215.105","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.phoenix.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.pittsburgh.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.portsmouth.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.raleigh.cbre.com,"2.21.67.66, 2.21.67.9","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.retail.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.richmond.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.sacramento.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.sanantonio.cbre.com,"62.115.252.50, 80.239.137.160","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.sandiego.cbre.com,"104.126.37.170, 104.126.37.163","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.seattle.cbre.com,"23.12.147.13, 23.12.147.6","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.sfdt.cbre.com,"62.115.252.50, 80.239.137.160","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.sfpen.cbre.com,"80.239.137.160, 62.115.252.50","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.soflorida.cbre.com,"104.110.240.136, 104.110.240.121","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.southbay.cbre.com,"104.126.37.170, 104.126.37.163","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.southbend.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.ssg.cbre.com,"2.17.22.56, 2.17.22.27","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.stamford.cbre.com,"104.126.37.170, 104.126.37.163","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.stockton.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.sturges.cbre.com,"23.6.118.59, 23.6.118.35","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.tampa.cbre.com,23.213.161.199,"looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.target.cbre.com,"88.221.24.72, 88.221.24.26","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.teamjwmn.cbre.com,"23.199.75.96, 23.199.75.74","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.tucson.cbre.com,"2.21.67.66, 2.21.67.9","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.ventura.cbre.com,"104.126.37.163, 104.126.37.170","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,looplink.walnutcreek.cbre.com,"96.16.54.146, 96.16.54.200","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,lsexternalapps.uat.cbre.com,208.68.244.20,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,lutil64.gcso.cbre.com,"44.241.1.237, 52.12.191.9, 54.200.25.215",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,luzzword3.gcso.cbre.com,"54.200.25.215, 44.241.1.237, 52.12.191.9",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,lyncdiscover.cbre.com,52.112.64.143,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,NOERROR,2603:1037:0:5::e,,,,,,,
,lyncmsoffice.cbre.com,208.68.246.36,,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
,m.cbre.com,208.68.246.63,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,macc.gcso.cbre.com,"52.12.191.9, 44.241.1.237, 54.200.25.215",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,magazine.gcso.cbre.com,"52.12.191.9, 54.200.25.215, 44.241.1.237",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com","ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",NOERROR,,,,,,,,
,magr01.mydevices.cbre.com,,magr01.mydevices.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",,NOERROR,,,,,,,,
,magr01.mydevices.glb.cbre.com,,,"glb1.cbre.com, hostmaster.glb.cbre.com",,NOERROR,,,,,,,,
,magr01.uatdevices.cbre.com,"208.68.247.69, 208.68.245.54",magr01.uatdevices.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",,NOERROR,,,,,,,,
,magr01.uatdevices.glb.cbre.com,,,"glb1.cbre.com, hostmaster.glb.cbre.com",,NOERROR,,,,,,,,
,mailcan.cbre.com,216.191.216.196,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,maintenance.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,manage.cbre.com,"104.18.21.118, 104.18.20.118",manage.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,"2606:4700::6812:1576, 2606:4700::6812:1476",True,cloudflare,,,,,
,map.cbre.com,208.68.247.58,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,mapapps.cbre.com,208.68.246.38,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,mapappsuat.cbre.com,208.68.247.163,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,maple.cbre.com,208.68.247.159,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,mapping.cbre.com,45.223.160.170,qebuaxv.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",,NOERROR,,True,incapsula,,,,,
,maps.cbre.com,20.65.26.192,li-prod-appgtw.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",,NOERROR,,True,azure,,,,,
,maps.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",,NOERROR,,,,,,,,
,mapsuat.cbre.com,20.96.92.45,li-uat-appgtw.eastus2.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",,NOERROR,,,,,,,,
,marketing.cbre.com,40.76.210.54,"mktftpsvr.azurewebsites.net, waws-prod-blu-025.sip.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",,NOERROR,,True,azure,,,,,
,marketing.trammellcrow.com,40.76.210.54,"trammelcrow.azurewebsites.net, waws-prod-blu-025.sip.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",,NOERROR,,True,azure,,,,,
,marketingapi.cbre.com,20.75.5.92,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,marketinsights-dev.cbre.com,"104.18.21.118, 104.18.20.118",marketinsights-dev.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,"2606:4700::6812:1476, 2606:4700::6812:1576",True,cloudflare,,,,,
,marketinsights-uat.cbre.com,"104.18.20.118, 104.18.21.118",marketinsights-uat.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,"2606:4700::6812:1476, 2606:4700::6812:1576",True,cloudflare,,,,,
,marketinsightsapi-prod.cbre.com,52.249.60.1,,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,True,azure,,,,,
,marketinsightsapi-uat.cbre.com,20.36.236.74,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,True,azure,,,,,
,marketinsightsapi.cbre.com,52.249.60.1,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,True,azure,,,,,
,marketiq.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,marketrentcycle.cbre.com,20.10.162.75,,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
,marketrentcycleapi.cbre.com,20.10.162.75,,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
