input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed,tls_subject_org_
secure430.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,secure430.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,secure430.hostgator.com.br,,443,https://secure430.hostgator.com.br:443,https,Apache,text/html,GET,216.172.161.30,/,-1783708853,216.172.161.30,Bootstrap,44,False,,,,,,,
secure46.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,secure46.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,secure46.hostgator.com.br,,443,https://secure46.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.172,/,-1783708853,192.185.176.172,Bootstrap,44,False,,,,,,,
secure540.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,secure540.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,secure540.hostgator.com.br,,443,https://secure540.hostgator.com.br:443,https,Apache,text/html,GET,108.179.252.180,/,-1783708853,108.179.252.180,Bootstrap,44,False,,,,,,,
secure90.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,secure90.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,secure90.hostgator.com.br,,443,https://secure90.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.150,/,-1783708853,192.185.176.150,Bootstrap,44,False,,,,,,,
secure98.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,secure98.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,secure98.hostgator.com.br,,443,https://secure98.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.179,/,-1783708853,192.185.176.179,Bootstrap,44,False,,,,,,,
seo.hostgator.com.br,Financeiro - HostGator,200,51994,financeiro.hostgator.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,2023-11-05T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,113f252eebaa96e18b03633ba54a6f86,5e281976988c15d19ffbad7a1796758481d7174be465ce6cb9ddc4fb0d8d00db,True,ctls,financeiro.hostgator.com.br,,443,https://seo.hostgator.com.br:443,https,cloudflare,text/html,GET,45.56.64.41,/,190856733,45.56.64.41,HSTS,123,False,,https://financeiro.hostgator.com.br,*.hostgator.cl,,,,
sh-pro100.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro100.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro100.hostgator.com.br,,80,http://sh-pro100.hostgator.com.br:80,http,Apache,text/html,GET,162.241.63.31,/,-1783708853,162.241.63.31,Bootstrap,44,False,,https://sh-pro100.hostgator.com.br/,,,,,
sh-pro102.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro102.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro102.hostgator.com.br,,443,https://sh-pro102.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.36,/,-1783708853,162.241.63.36,Bootstrap,44,False,,,,,,,
sh-pro104.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro104.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro104.hostgator.com.br,,80,http://sh-pro104.hostgator.com.br:80,http,Apache,text/html,GET,162.241.63.41,/,-1783708853,162.241.63.41,Bootstrap,44,False,,https://sh-pro104.hostgator.com.br/,,,,,
sh-pro106.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro106.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro106.hostgator.com.br,,80,http://sh-pro106.hostgator.com.br:80,http,Apache,text/html,GET,162.241.63.46,/,-1783708853,162.241.63.46,Bootstrap,44,False,,https://sh-pro106.hostgator.com.br/,,,,,
sh-pro108.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro108.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro108.hostgator.com.br,,443,https://sh-pro108.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.60,/,-1783708853,108.167.151.60,Bootstrap,44,False,,,,,,,
sh-pro110.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro110.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro110.hostgator.com.br,,443,https://sh-pro110.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.65,/,-1783708853,108.167.151.65,Bootstrap,44,False,,,,,,,
sh-pro114.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro114.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro114.hostgator.com.br,,443,https://sh-pro114.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.75,/,-1783708853,108.167.151.75,Bootstrap,44,False,,,,,,,
sh-pro118.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro118.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro118.hostgator.com.br,,443,https://sh-pro118.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.83,/,-1783708853,162.241.63.83,Bootstrap,44,False,,,,,,,
sh-pro12.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro12.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro12.hostgator.com.br,,443,https://sh-pro12.hostgator.com.br:443,https,Apache,text/html,GET,162.241.60.102,/,-1783708853,162.241.60.102,Bootstrap,44,False,,,,,,,
sh-pro120.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro120.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro120.hostgator.com.br,,443,https://sh-pro120.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.51,/,-1783708853,50.6.138.51,Bootstrap,44,False,,,,,,,
sh-pro122.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro122.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro122.hostgator.com.br,,443,https://sh-pro122.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.56,/,-1783708853,50.6.138.56,Bootstrap,44,False,,,,,,,
sh-pro126.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro126.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro126.hostgator.com.br,,443,https://sh-pro126.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.66,/,-1783708853,50.6.138.66,Bootstrap,44,False,,,,,,,
sh-pro14.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro14.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro14.hostgator.com.br,,443,https://sh-pro14.hostgator.com.br:443,https,Apache,text/html,GET,162.241.60.107,/,-1783708853,162.241.60.107,Bootstrap,44,False,,,,,,,
sh-pro16.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro16.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro16.hostgator.com.br,,80,http://sh-pro16.hostgator.com.br:80,http,Apache,text/html,GET,162.241.60.112,/,-1783708853,162.241.60.112,Bootstrap,44,False,,https://sh-pro16.hostgator.com.br/,,,,,
sh-pro20.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro20.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro20.hostgator.com.br,,443,https://sh-pro20.hostgator.com.br:443,https,Apache,text/html,GET,162.241.60.154,/,-1783708853,162.241.60.154,Bootstrap,44,False,,,,,,,
sh-pro22.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro22.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro22.hostgator.com.br,,443,https://sh-pro22.hostgator.com.br:443,https,Apache,text/html,GET,162.241.60.159,/,-1783708853,162.241.60.159,Bootstrap,44,False,,,,,,,
sh-pro24.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro24.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro24.hostgator.com.br,,443,https://sh-pro24.hostgator.com.br:443,https,Apache,text/html,GET,162.241.60.215,/,-1783708853,162.241.60.215,Bootstrap,44,False,,,,,,,
sh-pro26.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro26.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro26.hostgator.com.br,,443,https://sh-pro26.hostgator.com.br:443,https,Apache,text/html,GET,162.241.60.220,/,-1783708853,162.241.60.220,Bootstrap,44,False,,,,,,,
sh-pro32.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro32.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro32.hostgator.com.br,,443,https://sh-pro32.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.20,/,-1783708853,162.241.61.20,Bootstrap,44,False,,,,,,,
sh-pro34.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro34.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro34.hostgator.com.br,,443,https://sh-pro34.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.25,/,-1783708853,162.241.61.25,Bootstrap,44,False,,,,,,,
sh-pro36.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro36.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro36.hostgator.com.br,,80,http://sh-pro36.hostgator.com.br:80,http,Apache,text/html,GET,162.241.61.30,/,-1783708853,162.241.61.30,Bootstrap,44,False,,https://sh-pro36.hostgator.com.br/,,,,,
sh-pro38.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro38.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro38.hostgator.com.br,,443,https://sh-pro38.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.35,/,-1783708853,162.241.61.35,Bootstrap,44,False,,,,,,,
sh-pro40.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro40.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro40.hostgator.com.br,,443,https://sh-pro40.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.80,/,-1783708853,162.241.61.80,Bootstrap,44,False,,,,,,,
sh-pro42.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro42.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro42.hostgator.com.br,,443,https://sh-pro42.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.85,/,-1783708853,162.241.61.85,Bootstrap,44,False,,,,,,,
sh-pro46.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro46.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro46.hostgator.com.br,,443,https://sh-pro46.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.95,/,-1783708853,162.241.61.95,Bootstrap,44,False,,,,,,,
sh-pro48.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro48.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro48.hostgator.com.br,,443,https://sh-pro48.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.180,/,-1783708853,162.241.61.180,Bootstrap,44,False,,,,,,,
sh-pro50.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,sh-pro50.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,sh-pro50.hostgator.com.br,,443,https://sh-pro50.hostgator.com.br:443,https,Apache,text/html,GET,162.241.61.185,/,-1783708853,162.241.61.185,Bootstrap,44,False,,,,,,,
