input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,csp_domains_,tls_mismatched,final_url
pilasters.dashboard.omise.co,403 Forbidden,403,118,pilasters.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,pilasters.dashboard.omise.co,,443,https://pilasters.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
primmr-zmcdq5hxjbibbwxo.dashboard.omise.co,403 Forbidden,403,118,primmr-zmcdq5hxjbibbwxo.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,primmr-zmcdq5hxjbibbwxo.dashboard.omise.co,,443,https://primmr-zmcdq5hxjbibbwxo.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
pucminas.dashboard.omise.co,403 Forbidden,403,118,pucminas.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,pucminas.dashboard.omise.co,,443,https://pucminas.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
rbaprcec02.dashboard.omise.co,403 Forbidden,403,118,rbaprcec02.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,rbaprcec02.dashboard.omise.co,,443,https://rbaprcec02.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
s3-novedejulho.dashboard.omise.co,403 Forbidden,403,118,s3-novedejulho.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,s3-novedejulho.dashboard.omise.co,,443,https://s3-novedejulho.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
sales.omise.co,Not Found,404,2556,,,,,,,,,,,,,,,,,,,80,http://sales.omise.co:80,http,cloudflare,text/html,GET,199.60.103.30,/,1639955260,2606:2c40::c73c:67e2,HTTP/3,91,False,,,,,,
sdtrnw-mx1.dashboard.omise.co,403 Forbidden,403,118,sdtrnw-mx1.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,sdtrnw-mx1.dashboard.omise.co,,443,https://sdtrnw-mx1.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
seostandard.dashboard.omise.co,403 Forbidden,403,118,seostandard.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,seostandard.dashboard.omise.co,,443,https://seostandard.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
serviceruletheearthjwxt1h21-chdings.dashboard.omise.co,403 Forbidden,403,118,serviceruletheearthjwxt1h21-chdings.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,serviceruletheearthjwxt1h21-chdings.dashboard.omise.co,,443,https://serviceruletheearthjwxt1h21-chdings.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
sftp-admin-catalog-development.dashboard.omise.co,403 Forbidden,403,118,sftp-admin-catalog-development.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,sftp-admin-catalog-development.dashboard.omise.co,,443,https://sftp-admin-catalog-development.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
smartlink.omise.co,Error,404,139,smartlink.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-08T23:59:59Z,CN=*.omise.co,*.omise.co,omise.co,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,8b49df999065a15134f7612aee92bebd,fabb5075af2fc3f61537c034952168c20ef92957b14e9158682641fa95a9ec55,ctls,smartlink.omise.co,,443,https://smartlink.omise.co:443,https,,text/html,GET,18.141.80.33,/,1593207841,52.74.23.100,Node.js,11,False,,True,,,,
spn51-pdb.dashboard.omise.co,403 Forbidden,403,118,spn51-pdb.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,spn51-pdb.dashboard.omise.co,,443,https://spn51-pdb.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
status.omise.co,Opn Payments Status,200,1075740,status.omise.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-19T22:07:46Z,2023-10-17T22:07:45Z,CN=khtrust.kinnser.com,khtrust.kinnser.com,www.mindsaystatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dbe9e6eb20e4eab762c73c74223f098e,df1b0904d607efc94423885c5b097575ae58a10f15d623b4f37f1b4ef4aef24a,ctls,status.omise.co,cloudfront,443,https://status.omise.co:443,https,AtlassianEdge,text/html,GET,65.9.66.8,/,-1840324437,65.9.66.62,HSTS,9770,False,True,,,,,
sto3-riemann-a22.dashboard.omise.co,403 Forbidden,403,118,sto3-riemann-a22.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,sto3-riemann-a22.dashboard.omise.co,,443,https://sto3-riemann-a22.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
team0.dashboard.omise.co,403 Forbidden,403,118,team0.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,team0.dashboard.omise.co,,443,https://team0.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
test.omise.co,,404,19,test.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-08T23:59:59Z,CN=*.omise.co,*.omise.co,omise.co,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,8b49df999065a15134f7612aee92bebd,fabb5075af2fc3f61537c034952168c20ef92957b14e9158682641fa95a9ec55,ctls,test.omise.co,,443,https://test.omise.co:443,https,,text/plain,GET,54.169.149.153,/,-138391155,13.250.82.221,,2,False,,True,,,,
tor144-pdb.dashboard.omise.co,403 Forbidden,403,118,tor144-pdb.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,tor144-pdb.dashboard.omise.co,,443,https://tor144-pdb.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
tpe-antivirus.dashboard.omise.co,403 Forbidden,403,118,tpe-antivirus.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,tpe-antivirus.dashboard.omise.co,,443,https://tpe-antivirus.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
truemoney.omise.co,,404,19,truemoney.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-08T23:59:59Z,CN=*.omise.co,*.omise.co,omise.co,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,8b49df999065a15134f7612aee92bebd,fabb5075af2fc3f61537c034952168c20ef92957b14e9158682641fa95a9ec55,ctls,truemoney.omise.co,,443,https://truemoney.omise.co:443,https,,text/plain,GET,3.0.123.163,/,-138391155,18.141.93.233,,2,False,,True,,,,
txx3aspusa.dashboard.omise.co,403 Forbidden,403,118,txx3aspusa.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,txx3aspusa.dashboard.omise.co,,443,https://txx3aspusa.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
upload-error-hosting-corporatemysqlbackups-www-test.dashboard.omise.co,403 Forbidden,403,118,upload-error-hosting-corporatemysqlbackups-www-test.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,upload-error-hosting-corporatemysqlbackups-www-test.dashboard.omise.co,,443,https://upload-error-hosting-corporatemysqlbackups-www-test.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
uqdu.dashboard.omise.co,403 Forbidden,403,118,uqdu.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,uqdu.dashboard.omise.co,,443,https://uqdu.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
ussdisokta02.dashboard.omise.co,403 Forbidden,403,118,ussdisokta02.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,ussdisokta02.dashboard.omise.co,,443,https://ussdisokta02.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
v4-vpnmediaconfig-helpdesk.dashboard.omise.co,403 Forbidden,403,118,v4-vpnmediaconfig-helpdesk.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,v4-vpnmediaconfig-helpdesk.dashboard.omise.co,,443,https://v4-vpnmediaconfig-helpdesk.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
vcard.issuing.omise.co,Opn Virtual Payment Card,200,1201,vcard.issuing.omise.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-13T00:00:00Z,2024-01-12T23:59:59Z,CN=vcard.issuing.opn.ooo,vcard.issuing.opn.ooo,vcard.issuing.omise.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da142fde0fd9387720b8d49cd7a9339d,5069f5662f8a705342cd7cfeefbc87612a93126829a16e47c9310ed8044e0219,ctls,vcard.issuing.omise.co,cloudfront,443,https://vcard.issuing.omise.co:443,https,AmazonS3,text/html,GET,99.86.4.47,/,-1633347113,99.86.4.122,React,1,False,True,,,,,
visa.3ds.omise.co,,404,,visa.3ds.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T23:46:17Z,2023-10-03T23:46:16Z,"CN=visa.3ds.omise.co, O=Omise Company Limited, C=TH, ST=Bangkok, L=Bang Kapi",visa.3ds.omise.co,visa.3ds.omise.co,"CN=Visa eCommerce Issuing CA - G2, OU=Visa International Service Association, O=VISA, C=US",Visa eCommerce Issuing CA - G2,VISA,df5acdc20f5514097eeea22501c63270,cb03d459c435e15329fea88a9207328fe919ad2e8723efb5f00ee176b1184139,ctls,visa.3ds.omise.co,,443,https://visa.3ds.omise.co:443,https,awselb/2.0,text/plain,GET,52.76.128.35,/,-1840324437,13.228.226.11,,1,False,,,Omise Company Limited,,,
wanbaijialeruhebisheng.dashboard.omise.co,403 Forbidden,403,118,wanbaijialeruhebisheng.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,wanbaijialeruhebisheng.dashboard.omise.co,,443,https://wanbaijialeruhebisheng.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
www.omise.co,Omise: Payment Gateway for Asia,200,22345,www.omise.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2024-01-10T23:59:59Z,CN=omise.co,omise.co,www.omise.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,01e7a2f1df8f28fb5458e9ead97e2bc4,6a6acad9ad61af86326b5ae8e301aac49877a1ab98a52a8875b57900944832bb,ctls,www.omise.co,cloudfront,443,https://www.omise.co:443,https,,text/html,GET,18.66.97.108,/,-1840324437,2600:9000:223c:e200:1e:940e:2280:93a1,Ruby on Rails,379,False,True,,,https://fonts.googleapis.com,,
www.paymentsapp.omise.co,,404,,www.paymentsapp.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-10T00:00:00Z,2024-02-08T23:59:59Z,CN=www.paymentsapp.omise.co,www.paymentsapp.omise.co,www.paymentsapp.omise.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,db9db0ed60636513ad4eb9c877b1e1db,88d98dab0bd5ed8b52f9f6a808e5d9e569c7321b652dcb78b8f8844ec1af6f35,ctls,www.paymentsapp.omise.co,,443,https://www.paymentsapp.omise.co:443,https,awselb/2.0,text/plain,GET,54.254.176.23,/,-1840324437,46.51.217.56,,1,False,,,,,,
www1-9login.dashboard.omise.co,403 Forbidden,403,118,www1-9login.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,www1-9login.dashboard.omise.co,,443,https://www1-9login.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,99.83.137.20,/,1344368402,75.2.26.122,,7,False,,True,,,,
y2.dashboard.omise.co,403 Forbidden,403,118,y2.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,y2.dashboard.omise.co,,443,https://y2.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
zhucesongtiyanjinyulecheng.dashboard.omise.co,403 Forbidden,403,118,zhucesongtiyanjinyulecheng.dashboard.omise.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-27T23:59:59Z,CN=dashboard.omise.co,dashboard.omise.co,*.dashboard.omise.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b08e9bf11fd278e2ff48436718af2de6,113f6bf952b72160865ef0fe59b404c0e5fc952e90fc235c3bc27cc3c84a5608,ctls,zhucesongtiyanjinyulecheng.dashboard.omise.co,,443,https://zhucesongtiyanjinyulecheng.dashboard.omise.co:443,https,awselb/2.0,text/html,GET,75.2.26.122,/,1344368402,99.83.137.20,,7,False,,True,,,,
