input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,final_url,tls_self_signed,tls_expired
sdk.peppermint.samsung.com,,404,71,sdk.peppermint.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-30T23:59:59Z,"CN=*.pushmessage.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.pushmessage.samsung.com,"Samsung Electronics Co., Ltd.",pushmessage.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,63255f6e39e522a4062b6b42c9beaefe,3a1a073801d68941c9739a6c42b9507e839b68a0e375df3a2aa68c332e6f5cc0,True,ctls,sdk.peppermint.samsung.com,,443,https://sdk.peppermint.samsung.com:443,https,application/json,GET,108.128.84.82,/,866065884,99.81.255.30,,1,False,,,True,,,,
sdk.pushmessage.samsung.com,,404,71,sdk.pushmessage.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-30T23:59:59Z,"CN=*.pushmessage.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.pushmessage.samsung.com,"Samsung Electronics Co., Ltd.",pushmessage.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,63255f6e39e522a4062b6b42c9beaefe,3a1a073801d68941c9739a6c42b9507e839b68a0e375df3a2aa68c332e6f5cc0,True,ctls,sdk.pushmessage.samsung.com,,443,https://sdk.pushmessage.samsung.com:443,https,application/json,GET,52.208.158.83,/,906841857,108.128.211.162,,1,False,,,,,,,
sds.samsung.com,Samsung SDS | Enterprise IT Solutions,200,80160,,,,,,,,,,,,,,,,,,,,,80,http://sds.samsung.com:80,http,text/html,GET,123.37.4.85,/,1420673388,123.37.4.85,YouTube,1531,False,,,,,http://www.samsungsds.com/en/index.html,,
search.led.samsung.com,,404,131,search.led.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,search.led.samsung.com,,443,https://search.led.samsung.com:443,https,application/json,GET,72.246.168.51,/,2006960240,72.246.168.51,,8,False,,,,,,,
search.semiconductor.samsung.com,,404,131,search.semiconductor.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,search.semiconductor.samsung.com,,443,https://search.semiconductor.samsung.com:443,https,application/json,GET,23.3.108.66,/,2006960240,2a02:26f0:1700:38c::6ba,,8,False,,,,,,,
secappapi.local.samsung.com,503 Service Unavailable,503,1927,secappapi.local.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T01:31:54Z,2024-03-27T01:31:53Z,"CN=support100.cdnetworks.net, O=CDNetworks Inc., L=Diamond Bar, ST=California, C=US",support100.cdnetworks.net,CDNetworks Inc.,*.sericeo.org,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,35177ae43fe034b59e57e98193de4ed8,4c26d0d33802acc47d528784206ffb681a6c86444093df573fe987383ccb4cae,True,ctls,secappapi.local.samsung.com,,443,https://secappapi.local.samsung.com:443,https,text/html,GET,14.0.113.17,/,1916037607,14.0.113.17,,1,False,,PWS/8.3.1.0.8,True,,,,
sem.samsung.com,삼성전기,200,55636,sem.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T05:30:10Z,2024-03-16T05:30:09Z,"CN=*.samsungsem.com, O=Samsung Electro-Mechanics Co.\, Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.samsungsem.com,"Samsung Electro-Mechanics Co., Ltd.",samsungsem.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2bc5716387f4503249a85e21243fa376,fdc7b6bcb4b9b0c711978d450397d78100c449c202024bd1369f99b4cb76ee60,True,ctls,sem.samsung.com,,443,https://sem.samsung.com:443,https,text/html,GET,112.108.160.20,/,,112.108.160.20,Java,1203,False,,,True,,,,
share.apps.samsung.com,Private Share,200,11424,share.apps.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,2023-12-04T23:59:59Z,"CN=*.share.apps.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.share.apps.samsung.com,"Samsung Electronics Co., Ltd.",share.apps.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f2be755922e66d3fc894adae33be146d,a9ce4bdeae9a73a44ba0d163f3d3629bc0c1602a2849c1ec55a85afc89d1d101,True,ctls,share.apps.samsung.com,cloudfront,443,https://share.apps.samsung.com:443,https,text/html,GET,99.86.4.22,/,1500077694,2600:9000:2057:b800:8:5b3e:3700:93a1,Amazon Web Services,349,False,True,AmazonS3,,,,,
shealth.samsung.com,Samsung Health,200,998,samsunghealth.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-04T23:59:59Z,"CN=*.samsunghealth.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsunghealth.com,"Samsung Electronics Co., Ltd.",samsunghealth.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fbd8def897ad68d27d26fa785797332e,00d10ef5ce11cb4d5758567d1394ff0ac2f7ab3f1f0ff649ed7b7d00b2595165,True,ctls,samsunghealth.com,cloudfront,443,https://shealth.samsung.com:443,https,text/html,GET,65.9.66.23,/,1328320365,2600:9000:206f:5000:5:8ed2:6d80:93a1,Amazon Web Services,1,False,True,AmazonS3,,,https://samsunghealth.com/,,
shop.ca.samsung.com,,404,863,,,,,,,,,,,,,,,,,,,,,80,http://shop.ca.samsung.com:80,http,text/html,GET,138.197.225.200,/,-780928015,138.197.225.200,Apache,17,False,,Apache,,,,,
shop.samsung.com,Samsung Deutschland | Smartphone | TV | Haushaltsgeräte,200,505018,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,80,http://shop.samsung.com:80,http,text/html,GET,23.37.57.190,/,-110664978,23.37.57.190,Java,9878,False,,,,,https://www.samsung.com/de/,,
sip.ssi.samsung.com,,404,75,sip.ssi.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.ssi.samsung.com,,443,https://sip.ssi.samsung.com:443,https,text/plain,GET,52.112.192.11,/,-1104979356,2603:1027:0:2::b,HSTS,4,False,,RTC/7.0,True,,,,
sma.sra.samsung.com,403 Forbidden,403,199,sma.sra.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-10-24T23:59:59Z,"CN=sma.sra.samsung.com, O=Samsung SDS America\, Inc., L=Ridgefield Park, ST=New Jersey, C=US, serialNumber=C1906508, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",sma.sra.samsung.com,"Samsung SDS America, Inc.",sma.sra.samsung.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,bf0a5cd4cd46a41bc504182f73937970,ff9076d2d691e50c5eb1525094b5f5ccd0279a492cb04d698ee25e38a7f4b73f,,ctls,sma.sra.samsung.com,,443,https://sma.sra.samsung.com:443,https,text/html,GET,8.35.94.107,/,-855688948,8.35.94.107,Apache,8,False,,Apache,,,,,
smartthings.developer.samsung.com,SmartThings Developers,200,43060,developer.smartthings.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-22T23:59:59Z,CN=*.smartthings.com,*.smartthings.com,,smartthings.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,abcb91673386f830f8d4ac70c70e86ed,0659fad37eabdf877123b992390232798c02038aa119758a855f138e6f64df05,True,ctls,developer.smartthings.com,cloudfront,443,https://smartthings.developer.samsung.com:443,https,text/html,GET,13.224.189.28,/,1492882766,13.224.189.121,HSTS,7,False,True,istio-envoy,,,https://developer.smartthings.com:443/,,
smartthingsfind.samsung.com,SmartThings Find,200,1909,smartthingsfind.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-17T00:00:00Z,2024-01-17T23:59:59Z,CN=findmymobile.samsung.com,findmymobile.samsung.com,,us.up.samsungdive.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d8836d406b55a289a74bc547c660a16a,ac9fcd4eb2b426065d1f5dbd8968bf22f0773db590e94c14b25a444b70bdf555,True,ctls,smartthingsfind.samsung.com,,443,https://smartthingsfind.samsung.com:443,https,text/html,GET,178.79.242.5,/,287325361,178.79.242.5,,1,False,,,True,,,,
smarttools.ssi.samsung.com,Login,200,9331,smarttools.ssi.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-23T00:00:00Z,2023-09-09T23:59:59Z,"CN=smarttools.ssi.samsung.com, O=Samsung SDS America\, Inc., L=Ridgefield Park, ST=New Jersey, C=US",smarttools.ssi.samsung.com,"Samsung SDS America, Inc.",smarttools.ssi.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,035a82ffadb594388e49874a05134777,e45fc4a03b2248601a4aaf78b30201e7485a8f4235a5af8adf63d678948f8f99,,ctls,smarttools.ssi.samsung.com,,443,https://smarttools.ssi.samsung.com:443,https,text/html,GET,203.246.192.82,/,-1343797365,203.246.192.82,Microsoft ASP.NET,160,False,,,,,https://smarttools.ssi.samsung.com/LoginPage.aspx?ReturnUrl=https://smarttools.ssi.samsung.com/default.aspx,,
smetrics.samsung.com,,200,,smetrics.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=smetrics.samsung.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.samsung.com,Adobe Systems Incorporated,smetrics.samsung.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5380e84337d69ee6ed7c2c3876b9e4fb,471241c19649825efa8d44aeedd976efeedc0fd759b7ff63f735d548ee4f0149,,ctls,smetrics.samsung.com,,443,https://smetrics.samsung.com:443,https,,GET,63.140.62.164,/,1936786007,63.140.62.160,HSTS,1,False,,jag,,,,,
spla.sec.samsung.com,,200,1088,spla.sec.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.sec.samsung.com, O=SAMSUNG SDS LATIN AMERICA TECNOLOGIA E LOGISTICA LTDA, L=Sao Paulo, ST=Sao Paulo, C=BR",*.sec.samsung.com,SAMSUNG SDS LATIN AMERICA TECNOLOGIA E LOGISTICA LTDA,sec.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,f4faaefa227133e53d27067b2be16df4,49308233f7b891347cae226ca8c3959ea6470807556a0f03850c6290f4c3a948,True,ctls,spla.sec.samsung.com,,443,https://spla.sec.samsung.com:443,https,text/html,GET,189.2.134.88,/,-1725142621,189.2.134.88,,33,False,,,,,,,
spna.sec.samsung.com,,200,1088,spna.sec.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-11-16T00:00:00Z,2023-11-21T23:59:59Z,"CN=spna.sec.samsung.com, O=Samsung SDS America\, Inc., L=Ridgefield Park, ST=New Jersey, C=US, serialNumber=C1906508, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",spna.sec.samsung.com,"Samsung SDS America, Inc.",spna.sec.samsung.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,03e8bb290a60679de299ae8f0cbb4897,ccf61c5ba3178acc84b52dfe8abb776f092dca47f1d81136f08c276b7a3fed9d,,ctls,spna.sec.samsung.com,,443,https://spna.sec.samsung.com:443,https,text/html,GET,210.118.88.185,/,1007498639,210.118.88.185,,33,False,,,,,,,
spwa.sec.samsung.com,SAMSUNG Sales Portal,200,11414,spwa.sec.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=spwa.sec.samsung.com, O=Samsung India Electronics Private Limited, L=Gurugram, ST=Haryana, C=IN",spwa.sec.samsung.com,Samsung India Electronics Private Limited,spwa.sec.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,869bc389b4d84b1c717f1dbcb8cbfc7a,744ecfd905d20ba58dffc0d55b692fb8b59e83cc6e3c6d19e1badb3dcca961d4,,ctls,spwa.sec.samsung.com,,443,https://spwa.sec.samsung.com:443,https,text/html,GET,103.58.233.20,/,-1642152185,103.58.233.20,Java,292,False,,,,,https://spwa.sec.samsung.com/login.do,,
sra.corpmail.samsung.com,,403,,sra.corpmail.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-03-02T23:59:59Z,"CN=sra.corpmail.samsung.com, O=Samsung Research America\, Inc., L=Mountain View, ST=California, C=US",sra.corpmail.samsung.com,"Samsung Research America, Inc.",autodiscover.sra.corpmail.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f20bcf2e4b5f66c5ecfe3540667656e8,2230159a72438c939dd902e8cf310abdb97ddd7236b78fc2e309f15a9ab2cd5d,,ctls,sra.corpmail.samsung.com,,443,https://sra.corpmail.samsung.com:443,https,,GET,162.246.216.43,/,-1840324437,162.246.216.43,Windows Server,1,False,,Microsoft-IIS/10.0,,,https://sra.corpmail.samsung.com/owa/,,
sso-us.samsung.com,Forbidden,403,142,sso-us.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,sso-us.samsung.com,,443,https://sso-us.samsung.com:443,https,text/html,GET,206.67.236.160,/,-601188306,206.67.236.160,,4,False,,,,,,,
static.account.samsung.com,,403,243,static.account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-05T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.account.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.account.samsung.com,"Samsung Electronics Co.,Ltd.",*.account.samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,a7d1c31aa5e5428f81c7c90f86f09d83,e8017ba99e24fa0e0dd5fe58dcc603d445df31feed672a05f563d3bc49cfffbb,True,ctls,static.account.samsung.com,cloudfront,443,https://static.account.samsung.com:443,https,application/xml,GET,18.66.122.8,/,1210765680,18.66.122.56,Amazon Web Services,2,False,True,AmazonS3,,,,,
stg-account.samsung.com,Samsung Account,200,1112,stg-account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-11T00:00:00Z,2023-09-09T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co.,Ltd.",samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,7d60991646ea5aebc5d506ad1a5f00f0,23586e8e7712a9813f7727eb8a64d0d3222cc5046c32a760715d708dd1370a89,True,ctls,stg-account.samsung.com,cloudfront,443,https://stg-account.samsung.com:443,https,text/html,GET,108.138.7.16,/,1374457300,108.138.7.52,HSTS,25,False,True,Apache,,https://stgwwwus.samsung.com,https://stg-account.samsung.com/membership,,
stg-am-images.shop.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://stg-am-images.shop.samsung.com:443,https,text/html,GET,23.3.108.66,/,676954042,23.3.108.66,Java,1721,False,,,,,https://www.samsung.com/shop/,,
stg-au2-images.shop.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://stg-au2-images.shop.samsung.com:443,https,text/html,GET,104.79.90.109,/,676954042,104.79.90.109,Java,1721,False,,,,,https://www.samsung.com/shop/,,
stg-eu.community.samsung.com,401 Authorization Required,401,167,stg-eu.community.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-04-19T23:59:59Z,"CN=secure06.stage.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure06.stage.lithium.com,"Khoros, LLC",forums.stage.cox.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,019cec72a08a007cd8ad3199c2406bf7,12663bb23e36bb198460e2f1289a128cad4c1b6486a04c5e1ead5585fcf16e1a,True,ctls,stg-eu.community.samsung.com,cloudfront,443,https://stg-eu.community.samsung.com:443,https,text/html,GET,18.66.122.92,/,-1840324437,2600:9000:2250:5e00:17:1cb:6100:93a1,Basic,7,False,True,Apache,True,,,,
stg-eu2-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://stg-eu2-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.56.201.142,/,676954042,23.56.201.142,Java,1721,False,,,,,https://www.samsung.com/shop/,,
stg-images.samsung.com,,404,10,stg-images.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",*.samsung.com,"Samsung SDS Co., Ltd.",samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,85b5da115b56f40b1a0a8e82e15ae38f,3e89f6d5617e797562a206673b8d8cfb45115b0bcb32806446c1d3e83c17d931,True,ctls,stg-images.samsung.com,,443,https://stg-images.samsung.com:443,https,,GET,23.37.36.147,/,1864250944,23.37.36.147,,2,False,,AkamaiNetStorage,,,,,
stg-mena-images.shop.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://stg-mena-images.shop.samsung.com:443,https,text/html,GET,72.246.168.51,/,676954042,72.246.168.51,Java,1721,False,,,,,https://www.samsung.com/shop/,,
stg-r1.community.samsung.com,401 Authorization Required,401,167,stg-r1.community.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-10T23:59:59Z,"CN=secure05.stage.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure05.stage.lithium.com,"Khoros, LLC",stage.sincerely-food.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,281d0d5cdce47dd115ac7b6e2d2b869b,197b525c7b8516b8c2b456f6453f0b626e754e963a6860e4e2e1df729287d4c2,True,ctls,stg-r1.community.samsung.com,cloudfront,443,https://stg-r1.community.samsung.com:443,https,text/html,GET,13.225.78.80,/,-1840324437,2600:9000:21f3:fc00:7:176d:9400:93a1,Basic,7,False,True,Apache,True,,,,
stg-r2.community.samsung.com,401 Authorization Required,401,167,stg-r2.community.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-10T23:59:59Z,"CN=secure05.stage.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure05.stage.lithium.com,"Khoros, LLC",stage.sincerely-food.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,281d0d5cdce47dd115ac7b6e2d2b869b,197b525c7b8516b8c2b456f6453f0b626e754e963a6860e4e2e1df729287d4c2,True,ctls,stg-r2.community.samsung.com,cloudfront,443,https://stg-r2.community.samsung.com:443,https,text/html,GET,108.138.7.67,/,-1840324437,2600:9000:2490:be00:10:273c:4280:93a1,Basic,7,False,True,Apache,True,,,,
stg-ru-images.shop.samsung.com,Service Unavailable,503,269,stg-ru-images.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,stg-ru-images.shop.samsung.com,,443,https://stg-ru-images.shop.samsung.com:443,https,text/html,GET,184.30.20.55,/,-1248670038,184.30.20.55,,9,False,,AkamaiGHost,,,,,
