new,host,ttl,a,aaaa,soa,status_code,cname,caa,mx,ns,txt,has_internal_ips,internal_ips
,sas4.dlc.api-staging.ninjakiwi.com,300,,"2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,sas4.dlc.api.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static-api-staging.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static-api-staging.nkstatic.com,300,"172.64.146.64, 104.18.41.192","2606:4700:4400::ac40:9240, 2606:4700:4400::6812:29c0","{'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static-api.ninjakiwi.com,300,,"2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static-api.nkstatic.com,300,"172.64.146.64, 104.18.41.192","2606:4700:4400::6812:29c0, 2606:4700:4400::ac40:9240","{'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static.api-staging.ninjakiwi.com,242,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static.api.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,static.nkstatic.com,300,"104.18.41.192, 172.64.146.64","2606:4700:4400::6812:29c0, 2606:4700:4400::ac40:9240","{'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,stats.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,status.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,store.ninjakiwi.com,300,23.227.38.74,2620:127:f00f:e::,"{'name': 'myshopify.com', 'ns': 'ns1.dnsimple.com', 'mailbox': 'admin.dnsimple.com', 'serial': 1477078236, 'refresh': 86400, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'myshopify.com', 'ns': 'ns1.dnsimple.com', 'mailbox': 'admin.dnsimple.com', 'serial': 1477078236, 'refresh': 86400, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'myshopify.com', 'ns': 'ns1.dnsimple.com', 'mailbox': 'admin.dnsimple.com', 'serial': 1477078236, 'refresh': 86400, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,"store-ninjakiwi.myshopify.com, shops.myshopify.com","pki.goog, digicert.com, globalsign.com, letsencrypt.org",,,,,
,thumbs.nkstatic.com,300,"104.18.41.192, 172.64.146.64",,"{'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nkstatic.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352960047, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,time.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,validate.ninjakiwi.com,300,,"2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,verify.ninjakiwi.com,154,,"2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,web-monkey-city.ninjakiwi.com,300,"104.18.201.19, 104.18.200.19","2606:4700::6812:c913, 2606:4700::6812:c813","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,webview-staging.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,webview.ninjakiwi.com,300,"104.18.200.19, 104.18.201.19","2606:4700::6812:c813, 2606:4700::6812:c913","{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,www.ninjakiwi.com,232,"104.18.201.19, 104.18.200.19",,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
,www.store.ninjakiwi.com,300,23.227.38.74,2620:127:f00f:e::,"{'name': 'myshopify.com', 'ns': 'ns1.dnsimple.com', 'mailbox': 'admin.dnsimple.com', 'serial': 1477078236, 'refresh': 86400, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'myshopify.com', 'ns': 'dns1.p06.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655907027, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'myshopify.com', 'ns': 'ns1.dnsimple.com', 'mailbox': 'admin.dnsimple.com', 'serial': 1477078236, 'refresh': 86400, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'myshopify.com', 'ns': 'dns1.p06.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1655907027, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,"store-ninjakiwi.myshopify.com, shops.myshopify.com","letsencrypt.org, digicert.com, globalsign.com, pki.goog",,,,,
,zendesk1.ninjakiwi.com,300,"162.159.128.7, 162.159.138.6",,"{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,mail1.zendesk.com,,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,
,zendesk2.ninjakiwi.com,300,"162.159.138.6, 162.159.128.7",,"{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,mail2.zendesk.com,,mail.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",v=spf1 include:_netblocks.zdsys.com ~all,,
,zendesk3.ninjakiwi.com,300,"162.159.138.6, 162.159.128.7",,"{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,mail3.zendesk.com,,mail.zendesk.com,,,,
,zomg.ninjakiwi.com,1181,,,"{'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'ninjakiwi.com', 'ns': 'coby.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352845141, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
