input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,webserver,tech_,cdn,tls_subject_org_,final_url,tls_expired,tls_self_signed,tls_emails_,location
testlds-ontwikkel.omgeving.vlaanderen.be,UnderConstruction,200,164,,,,,,,,,,,,,,,,,,,,80,http://testlds-ontwikkel.omgeving.vlaanderen.be:80,http,text/html,GET,193.58.156.234,/,-2144967296,193.58.156.234,11,False,,,nginx/1.18.0 (Ubuntu),Ubuntu,,,,,,,
themis.vlaanderen.be,Themis | Ontdek gestructureerde informatie over de besluitvorming van de Vlaamse Regering,200,3017,themis.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-11T03:29:01Z,2023-10-09T03:29:00Z,CN=themis.vlaanderen.be,themis.vlaanderen.be,themis.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,336a5572f594a8c05061204890c3568a,7e8e800618230dce9d67d569d2d593fc42a5981cbc6ac0222430b6db504f211e,,ctls,themis.vlaanderen.be,443,https://themis.vlaanderen.be:443,https,text/html,GET,116.202.184.187,/,-1840324437,116.202.184.187,30,False,,,nginx/1.21.1,Nginx:1.21.1,,,,,,,
ti-beheer-subsidies.veka.vlaanderen.be,VEKA Back-office,200,621,ti-beheer-subsidies.veka.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2024-01-29T23:59:59Z,CN=ti-beheer-subsidies.veka.vlaanderen.be,ti-beheer-subsidies.veka.vlaanderen.be,ti-subsidies.veka.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,91b57af23270f2f64ea3dbb100f235a4,524021184137218773ec34b8c84b5550b42dea6e476beb0538772c971c988997,,ctls,ti-beheer-subsidies.veka.vlaanderen.be,443,https://ti-beheer-subsidies.veka.vlaanderen.be:443,https,text/html,GET,13.225.78.34,/,715692111,13.225.78.82,1,False,,cloudfront,,Java,True,,,,,,
ti-hoppa.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,918,authenticatie-ti.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie-ti.vlaanderen.be,443,https://ti-hoppa.vlaanderen.be:443,https,text/html,GET,18.66.112.102,/,-780928015,18.66.112.42,18,False,,cloudfront,nginx,Nginx,True,Ministeries van de Vlaamse Gemeenschap,https://authenticatie-ti.vlaanderen.be/op/v1/auth?client_id=a1503a4d-8ee9-48fb-9d31-f47084376218&response_type=code&scope=openid%20vo%20profile%20hfb_hoppa&redirect_uri=https%3A//ti-hoppa.vlaanderen.be/openid-connect/acm-idm&state=D-4ScSwzU5-VWlrY5GxZWrxqDDQoRwsJt56OxPXMLJ0,,,,
ti-jobbonus-bezwaar.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,942,authenticatie-ti.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie-ti.vlaanderen.be,443,https://ti-jobbonus-bezwaar.vlaanderen.be:443,https,text/html,GET,99.86.4.94,/,-780928015,99.86.4.118,18,False,,cloudfront,nginx,Nginx,True,Ministeries van de Vlaamse Gemeenschap,https://authenticatie-ti.vlaanderen.be/op/v1/auth?client_id=c243df5e-9f0d-4977-8b20-6489699b6a23&response_type=code&scope=openid%20profile%20vo%20rrn%20vlabel_jobbonus&redirect_uri=https%3A//ti-jobbonus-bezwaar.vlaanderen.be/openid-connect/acm-idm&state=SUe8eU_R9UTRynP83LpjzVpIfJMFyASxRXFM-9GCQd8,,,,
ti-plaatsingpubliekelaadpalen.vlaanderen.be,Eloket,200,707,ti-plaatsingpubliekelaadpalen.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-28T00:00:00Z,2024-07-27T23:59:59Z,CN=*.ti-plaatsingpubliekelaadpalen.vlaanderen.be,*.ti-plaatsingpubliekelaadpalen.vlaanderen.be,ti-plaatsingpubliekelaadpalen.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c9ba517bcdf1ea1d9908b52a8ba3b71a,cc33bff348051a1e245055e67d0525063f9304584d7c94b50ec0e9a1952afa46,True,ctls,ti-plaatsingpubliekelaadpalen.vlaanderen.be,443,https://ti-plaatsingpubliekelaadpalen.vlaanderen.be:443,https,text/html,GET,52.222.236.76,/,1928495318,52.222.236.60,1,False,,cloudfront,,Java,True,,,,,,
toevla.vlaanderen.be,,200,197,toevla.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2022-12-02T13:55:19Z,2024-01-03T13:55:18Z,CN=toevla.vlaanderen.be,toevla.vlaanderen.be,toevla.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,ae9b0141e133600d2eef6ca45fff6067,10b3e548ebea34e681fca89a9ca4997f20515244781d8b5cbad433c157c9500b,,ctls,toevla.vlaanderen.be,443,https://toevla.vlaanderen.be:443,https,text/html,GET,206.164.36.72,/,1631801191,206.164.36.72,9,False,url=https://toevla.vlaanderen.be/publiek/nl/register/start,,,,,,,,,,
topstukken.vlaanderen.be,CJM Zoeken,200,106218,topstukken.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-10T00:00:00Z,2024-02-08T23:59:59Z,CN=topstukken.vlaanderen.be,topstukken.vlaanderen.be,topstukken.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a8d44eae3d493a03501204eb63f3dd5c,567e57e76dd6ce44b8e553a4411eebe19c88b6a87c0ba3ccfe3c01a5605d7d5f,,ctls,topstukken.vlaanderen.be,443,https://topstukken.vlaanderen.be:443,https,text/html,GET,18.66.112.21,/,-780928015,2600:9000:223f:7200:c:da2a:b140:93a1,285,False,,cloudfront,JBoss-EAP/7,Java,True,,https://topstukken.vlaanderen.be/topstukken/,,,,
tp.wse.vlaanderen.be,404 Not Found,404,146,tp.wse.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-30T00:00:00Z,2024-02-28T23:59:59Z,CN=tp.wse.vlaanderen.be,tp.wse.vlaanderen.be,tp.wse.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0856d826b63a1e97431e7ddd51cb1881,c00852dbe2cce0e67f4b61aab17212e0dd6d572fd52be54f2285e986a251ba63,,ctls,tp.wse.vlaanderen.be,443,https://tp.wse.vlaanderen.be:443,https,text/html,GET,52.208.34.182,/,1494302000,34.241.107.54,8,False,,,,,,,,,,,
twp.vlaanderen.be,Vlaanderen.be,200,1033,twp.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,twp.vlaanderen.be,443,https://twp.vlaanderen.be:443,https,text/html,GET,34.246.113.218,/,1720527922,34.245.249.0,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://twp.vlaanderen.be/stb/html/pages?TAM_OP=login&USERNAME=unauthenticated&ERROR_CODE=0x00000000&ERROR_TEXT=HPDBA0521I%20%20%20Successful%20completion&URL=%2Fapps%2Ftwp%2F&HOSTNAME=twp.vlaanderen.be&AUTHNLEVEL=20&PROTOCOL=http,,,,
ucaccess.ilvo.vlaanderen.be,,404,66,ucaccess.ilvo.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2023-06-21T04:15:15Z,2024-07-22T04:15:14Z,"CN=UCAccess.ilvo.vlaanderen.be, O=EV-ILVO, L=Merelbeke, ST=Oost-Vlaanderen, C=BE",UCAccess.ilvo.vlaanderen.be,ucav.ilvo.vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9ec99445d21a95c6929f8ef99df60b35,6c533c3dc4a464caf2ab650f9507d07077f3a98a053817f1139d5e664dda6215,,ctls,ucaccess.ilvo.vlaanderen.be,443,https://ucaccess.ilvo.vlaanderen.be:443,https,text/plain,GET,193.190.112.81,/,-1858074968,193.190.112.81,4,False,,,RTC/6.0,HSTS,,EV-ILVO,,,,,
ucwacext.ilvo.vlaanderen.be,403 - Forbidden: Access is denied.,403,1233,ucwacext.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-21T04:25:18Z,2024-07-22T04:25:17Z,"CN=UCWebExt.ilvo.vlaanderen.be, O=EV-ILVO, L=Merelbeke, ST=Oost-Vlaanderen, C=BE",UCWebExt.ilvo.vlaanderen.be,lyncdiscover.agrolink-vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3652f3f85e10dbe58cbb31a78e0f8ab3,dd6e77846d7e2e90a0afa57397e2a52fdb4dfe4994dd3938e3a81f64a9a76341,,ctls,ucwacext.ilvo.vlaanderen.be,443,https://ucwacext.ilvo.vlaanderen.be:443,https,text/html,GET,193.190.112.84,/,-1807411396,193.190.112.84,30,False,,,Microsoft-IIS/10.0,Windows Server,,EV-ILVO,,,,,
ucwebext.ilvo.vlaanderen.be,403 - Forbidden: Access is denied.,403,1233,ucwebext.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-21T04:25:18Z,2024-07-22T04:25:17Z,"CN=UCWebExt.ilvo.vlaanderen.be, O=EV-ILVO, L=Merelbeke, ST=Oost-Vlaanderen, C=BE",UCWebExt.ilvo.vlaanderen.be,lyncdiscover.agrolink-vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3652f3f85e10dbe58cbb31a78e0f8ab3,dd6e77846d7e2e90a0afa57397e2a52fdb4dfe4994dd3938e3a81f64a9a76341,,ctls,ucwebext.ilvo.vlaanderen.be,443,https://ucwebext.ilvo.vlaanderen.be:443,https,text/html,GET,193.190.112.84,/,-1807411396,193.190.112.84,30,False,,,Microsoft-IIS/10.0,Windows Server,,EV-ILVO,,,,,
ui.vlaanderen.be,,403,243,ui.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2024-02-03T23:59:59Z,CN=ui.vlaanderen.be,ui.vlaanderen.be,ui.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8fc766b7266fb188e3f538643e09d049,41fd3647a6771b4e8080908f2bd1a6223a1f71ce29714df83c8127b8c1b28c74,,ctls,ui.vlaanderen.be,443,https://ui.vlaanderen.be:443,https,application/xml,GET,99.86.4.104,/,899275807,2600:9000:2057:a000:1d:7847:f940:93a1,2,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
uje.ipdc.vlaanderen.be,,404,173,uje.ipdc.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,uje.ipdc.vlaanderen.be,443,https://uje.ipdc.vlaanderen.be:443,https,application/json,GET,2.23.209.38,/,-247631702,2a02:26f0:480:186::9af5,1,False,,,,HSTS,,,,,,,
vepd-dms.vlaanderen.be,Vlaanderen.be,200,1053,vepd-dms.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,vepd-dms.vlaanderen.be,443,https://vepd-dms.vlaanderen.be:443,https,text/html,GET,34.245.249.0,/,-1609857052,176.34.218.216,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://vepd-dms.vlaanderen.be/stb/html/pages?TAM_OP=login&USERNAME=unauthenticated&ERROR_CODE=0x00000000&ERROR_TEXT=HPDBA0521I%20%20%20Successful%20completion&URL=%2Fvepd%2F&HOSTNAME=vepd-dms.vlaanderen.be&AUTHNLEVEL=12&PROTOCOL=https,,,,
vepd2-dms.vlaanderen.be,Vlaanderen.be,200,1053,vepd2-dms.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,vepd2-dms.vlaanderen.be,443,https://vepd2-dms.vlaanderen.be:443,https,text/html,GET,176.34.218.216,/,-903207303,34.245.249.0,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://vepd2-dms.vlaanderen.be/stb/html/pages?TAM_OP=login&USERNAME=unauthenticated&ERROR_CODE=0x00000000&ERROR_TEXT=HPDBA0521I%20%20%20Successful%20completion&URL=%2Fvepd%2F&HOSTNAME=vepd2-dms.vlaanderen.be&AUTHNLEVEL=12&PROTOCOL=https,,,,
vergunningenwoningpas-oefen.omgeving.vlaanderen.be,502 Proxy Error,502,495,vergunningenwoningpas-oefen.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-20T14:01:16Z,2023-09-18T14:01:15Z,CN=vergunningenwoningpas-oefen.omgeving.vlaanderen.be,vergunningenwoningpas-oefen.omgeving.vlaanderen.be,vergunningenwoningpas-oefen.omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e06f4cec7719599563868a3fef508e57,9f2b771888070039e19d816db5f65c325732d5915cceb63147d6f0255bc3bcad,,ctls,vergunningenwoningpas-oefen.omgeving.vlaanderen.be,443,https://vergunningenwoningpas-oefen.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.212,/,-579602219,193.58.156.212,12,False,,,Apache,Apache,,,,,,,
vergunningenwoningpas.omgeving.vlaanderen.be,502 Proxy Error,502,495,vergunningenwoningpas.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-07T11:01:32Z,2023-09-05T11:01:31Z,CN=vergunningenwoningpas.omgeving.vlaanderen.be,vergunningenwoningpas.omgeving.vlaanderen.be,vergunningenwoningpas.omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8035f51fac92ff829f6634a1d768e147,157c7248705e9d3be01041fdc5c1bd6f0a3921d797a2345a9f400e1869a3f602,,ctls,vergunningenwoningpas.omgeving.vlaanderen.be,443,https://vergunningenwoningpas.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.213,/,717315877,193.58.156.213,12,False,,,Apache,Apache,,,,,,,
via.vlaanderen.be,Vlaanderen.be,404,39102,www.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,www.vlaanderen.be,443,https://via.vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,-1835500977,185.61.72.66,22,False,,,,Vue.js,,,https://www.vlaanderen.be/nl/vlaamse-regering/visie-2050,,,,
vitalink.api.vlaanderen.be,,404,161,vitalink.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,vitalink.api.vlaanderen.be,443,https://vitalink.api.vlaanderen.be:443,https,application/json,GET,185.61.72.25,/,-74082031,185.61.72.25,1,False,,,,HSTS,,,,,,,
vlaanderen.be,Vlaanderen.be | De officiële website van Vlaanderen,200,73742,www.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,www.vlaanderen.be,443,https://vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,102855332,185.61.72.66,22,False,,,,Vue.js,,,https://www.vlaanderen.be/,,,,
vlam-mail.vlaanderen.be,,200,7267,vlam-mail.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,1970-01-01T00:00:00Z,2038-01-19T03:14:07Z,"emailAddress=your email, OU=your unit, L=your location, ST=your state, CN=your name, O=your organisation, C=AT, emailAddress=your email",your name,,"emailAddress=your email, OU=your unit, L=your location, ST=your state, CN=your name, O=your organisation, C=AT, emailAddress=your email",your name,your organisation,0b05a6faa69836974613b4461380b1ef,4f626d3ccd9357f7f731ad71b9be5e5daaa56369ba94bbddbaf83bf11402c67a,,ctls,vlam-mail.vlaanderen.be,443,https://vlam-mail.vlaanderen.be:443,https,text/html,GET,185.61.75.128,/,-1840324437,185.61.75.128,106,False,https:,,Barracuda CloudGen Firewall,HSTS,,your organisation,https://vlam-mail.vlaanderen.be/portal/index.html,,True,,
vlam-mail2.vlaanderen.be,,200,7267,vlam-mail2.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,1970-01-01T00:00:00Z,2038-01-19T03:14:07Z,"emailAddress=your email, OU=your unit, L=your location, ST=your state, CN=your name, O=your organisation, C=AT, emailAddress=your email",your name,,"emailAddress=your email, OU=your unit, L=your location, ST=your state, CN=your name, O=your organisation, C=AT, emailAddress=your email",your name,your organisation,0b05a6faa69836974613b4461380b1ef,4f626d3ccd9357f7f731ad71b9be5e5daaa56369ba94bbddbaf83bf11402c67a,,ctls,vlam-mail2.vlaanderen.be,443,https://vlam-mail2.vlaanderen.be:443,https,text/html,GET,185.61.75.129,/,-1840324437,185.61.75.129,106,False,https:,,Barracuda CloudGen Firewall,HSTS,,your organisation,https://vlam-mail2.vlaanderen.be/portal/index.html,,True,,
vlimpers.vlaanderen.be,SAML Authentication Request,200,3526,vlaamseoverheid.csod.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-06T00:00:00Z,2024-05-06T23:59:59Z,"CN=*.csod.com, O=Cornerstone OnDemand\, Inc., L=Santa Monica, ST=California, C=US",*.csod.com,csod.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8dc25d60e96939962440fe704bc2e27d,8561586aaec035db428ce16d8972bc6e718d6b5c540894d7c9cbe63a080345f0,True,ctls,vlaamseoverheid.csod.com,443,https://vlimpers.vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,56263995,185.61.72.66,39,False,,,edge-ls,Microsoft ASP.NET,,"Cornerstone OnDemand, Inc.",https://vlaamseoverheid.csod.com/samldefault.aspx,,,,
vloca.vlaanderen.be,VLOCA | Vlaamse Open City Architectuur,200,33499,vloca.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-31T00:00:00Z,2024-05-31T23:59:59Z,"CN=vloca.vlaanderen.be, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",vloca.vlaanderen.be,vloca.vlaanderen.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7a69bbb5d98e8b8cda33418c4248b15e,ca48aa9e4ea469eb04d7c23c0facf1afa7aa3150d46035688f14d7e40f49368c,,ctls,vloca.vlaanderen.be,443,https://vloca.vlaanderen.be:443,https,text/html,GET,13.107.246.45,/,1744428214,2620:1ec:46::45,694,False,,,,YouTube,,Microsoft Corporation,,,,,
vlok-aip.vlaanderen.be,VLOK,200,16461,vlok-aip.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-16T00:00:00Z,2023-10-16T23:59:59Z,CN=vlok-aip.vlaanderen.be,vlok-aip.vlaanderen.be,www.vlok-aip.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,304eddc2b0c4b384bcea977257633571,f757c93a86637e0742f895849d06140e8eca91015f6f9913aeb70b543e524f0a,,ctls,vlok-aip.vlaanderen.be,443,https://vlok-aip.vlaanderen.be:443,https,text/html,GET,20.73.125.50,/,1631801191,20.73.125.50,300,False,,,Microsoft-IIS/8.5,Windows Server,,,,,,,
vlok.vlaanderen.be,VLOK,200,16225,vlok.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-01T23:59:59Z,CN=vlok.vlaanderen.be,vlok.vlaanderen.be,www.vlok.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,e6c4f88903ffadee7c43f8c5f4b75c03,899f936217794b3e4b87c09eaadf1dc9cf58a75617121873d5fcab76fdc18205,,ctls,vlok.vlaanderen.be,443,https://vlok.vlaanderen.be:443,https,text/html,GET,20.73.125.50,/,-2143436605,20.73.125.50,298,False,,,Microsoft-IIS/10.0,Windows Server,,,,,,,
vls.vlaanderen.be,401 Authorization Required,401,176,vls.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,vls.vlaanderen.be,443,https://vls.vlaanderen.be:443,https,text/html,GET,2.16.1.25,/,-172989243,2a02:26f0:3500:987::9af5,8,False,,,,Lagoon,,,,,,,
vodemo-acc.api.vlaanderen.be,,404,155,vodemo-acc.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,vodemo-acc.api.vlaanderen.be,443,https://vodemo-acc.api.vlaanderen.be:443,https,application/json,GET,185.61.72.25,/,244609073,185.61.72.25,1,False,,,,HSTS,,,,,,,
vodemo-int.api.vlaanderen.be,,404,155,vodemo-int.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,vodemo-int.api.vlaanderen.be,443,https://vodemo-int.api.vlaanderen.be:443,https,application/json,GET,185.61.72.25,/,244609073,185.61.72.25,1,False,,,,HSTS,,,,,,,
