new,host,a,cname,mx,soa,status_code,cdn,cdn-name,ns,aaaa,txt,caa,has_internal_ips,internal_ips
,av-maps-flow.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,avengers-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,avlogs.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,avmapexplorer-qa.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,avmapexplorer.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,avmaps-wave-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,avmaptriage.uberinternal.com,,"frontends-primary.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,
,avrouting.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,aws-staging-michelangelo.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,aws-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,aws.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",,,NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,awscorp.uberinternal.com,,,,"ns-928.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-928.awsdns-52.net, ns-1271.awsdns-30.org, ns-1925.awsdns-48.co.uk, ns-311.awsdns-38.com",,,,,
,backstage.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,backup.uber.com,207.231.168.151,,,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,backup.uberinternal.com,"64.207.222.16, 64.207.222.177, 64.207.222.153, 64.207.222.154","central.crashplan.com, clients.us2.crashplan.com",,"ns-1670.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,bamboo-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bamboo.uberinternal.com,10.31.2.60,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,True,10.31.2.60
,banker.uberinternal.com,,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,base-design-docs-controller.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,base.uber.com,"63.33.17.94, 54.195.237.234, 52.51.23.169",zeroheight.com,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1002.awsdns-61.net, ns-103.awsdns-12.com, ns-1439.awsdns-51.org, ns-1991.awsdns-56.co.uk, edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,"MS=ms44942321, detectify-verification=969838a510dd75807234eecda55b8edc, google-site-verification=4umc_CvDaQxDND9zzPeTDBna58WZAJv4eJQVA76409Y, google-site-verification=mkBHGAPOxlk6pIgaGoEaFmHT3LRsGp7XjtZSWnztvDM, google-site-verification=t_LCpWzpUE0xslgqAe-ypZAk6mTXVIvHd5hmPoIcofU, v=spf1 include:_spf.google.com include:mail.zendesk.com include:19492330.spf04.hubspotemail.net include:sendgrid.net mx:amplemarket.com ~all",,,
,bastion-all.uber.com,"104.36.195.187, 104.36.195.186, 104.36.195.188, 104.36.197.130, 104.36.197.128, 104.36.197.131, 104.36.197.129, 104.36.197.230, 104.36.197.232, 104.36.197.233, 104.36.197.231, 104.36.196.134, 104.36.196.133, 104.36.196.132",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,bastion-crane.uberinternal.com,"104.36.192.137, 104.36.192.138, 104.36.192.139, 104.36.192.136","bastion.uberinternal.com, geo.bastion.uberinternal.com, dca22.bastion.uberinternal.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-dca.uber.com,"104.36.195.188, 104.36.195.186, 104.36.195.187",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-dca8.prod.uber.com,"104.36.195.187, 104.36.195.188, 104.36.195.186",bastion-dca.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-geo.uber.com,"104.36.195.186, 104.36.195.188, 104.36.195.187",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-oob01-dca8.prod.uber.com,76.74.9.114,bastion-oob01-dca8.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-oob01-dca8.uber.com,76.74.9.114,,,"dns1.p04.nsone.net, hostmaster.nsone.net, edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-oob01-phx4.uber.com,38.142.107.50,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-phx.prod.uber.com,"104.36.197.131, 104.36.196.132, 104.36.196.134, 104.36.196.133, 104.36.197.230, 104.36.197.232, 104.36.197.231, 104.36.197.233, 104.36.197.128, 104.36.197.130, 104.36.197.129",bastion-phx.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion-phx.uber.com,"104.36.197.128, 104.36.197.131, 104.36.197.130, 104.36.197.129, 104.36.196.134, 104.36.196.132, 104.36.196.133, 104.36.197.233, 104.36.197.230, 104.36.197.232, 104.36.197.231",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,bastion-phx2.uber.com,"104.36.196.132, 104.36.196.133, 104.36.196.134",,,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,bastion-phx3.uber.com,"104.36.197.130, 104.36.197.131, 104.36.197.129, 104.36.197.128",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,bastion-phx4.prod.uber.com,"104.36.197.130, 104.36.196.134, 104.36.196.133, 104.36.196.132, 104.36.197.230, 104.36.197.233, 104.36.197.232, 104.36.197.231, 104.36.197.131, 104.36.197.128, 104.36.197.129","bastion-phx.uber.com, bastion-phx2.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,bastion-phx4.uber.com,"104.36.197.233, 104.36.197.231, 104.36.197.230, 104.36.197.232",,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion.prod.uber.com,"104.36.195.186, 104.36.195.187, 104.36.195.188","bastion.uber.com, bastion-geo.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion.uber.com,"104.36.197.233, 104.36.197.231, 104.36.197.128, 104.36.197.129, 104.36.197.131, 104.36.197.130, 104.36.196.134, 104.36.196.132, 104.36.196.133, 104.36.197.232, 104.36.197.230",bastion-geo.uber.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion.uberinternal.com,"104.36.192.136, 104.36.192.137, 104.36.192.138, 104.36.192.139","geo.bastion.uberinternal.com, dca22.bastion.uberinternal.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion01-dca8.uber.com,104.36.195.186,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion01-phx2.uber.com,104.36.196.131,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion01-phx3.uber.com,104.36.197.128,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion03-phx2.uber.com,104.36.196.133,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion03-phx4.uber.com,104.36.197.232,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion04-dca8.uber.com,,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion04-phx2.uber.com,104.36.196.134,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion04-phx3.uber.com,104.36.197.131,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bastion04-phx4.uber.com,104.36.197.233,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,batch-api-staging.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,bb-sjc1.uber.com,104.36.192.148,"cn-sjc1.uber.com, cn-dc1.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bbdeploy.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,be-geo.cfe.uber.com,34.98.127.226,cn-ecg.cfe.uber.com,mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,be1.cfe.uber.com,34.98.127.226,cn-ecg.cfe.uber.com,mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,beacon.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,beats-coordinator.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,beta.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
,bigid.uberinternal.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,bill-faq.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
,bill-help.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,bits-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bits.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,biz-beta.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,biz-eats.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,biz.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bizblog.uber.com,35.184.61.224,uber4b.wpengine.com,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,
,bizblog.uberinternal.com,,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,
,bizconductguide.uberinternal.com,35.184.61.224,cobc.wpengine.com,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,
,bizsys.uber.com,,b90xt4.usa-w1.cloudhub.io,,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,blackbird.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
,blackbox.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,blacksmith.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,blackswan-mitigator.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,blackswan.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.com, edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org",,,,,
,bliss-dev-two.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bliss-events-stage.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bliss-events.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bliss-glh.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bliss-independant.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,bliss-stage.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bliss.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,blissnxt.uberinternal.com,,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,NOERROR,,,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,
,bloc-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bloc.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,blog.uber.com,35.184.61.224,ubernewblog.wpengine.com,,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,
,blogadmin.uberinternal.com,,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,blogapi.uber.com,208.93.16.10,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bloodhound-sjc1.uberinternal.com,,,,,NOERROR,,,,,,,,
,boffin.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bond.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bonjour-proxy.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bonjour-qa.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bonjour-sandbox.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bonjour.uber.com,34.98.127.226,"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,True,google,,,,,,
,boost.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"dns1.p04.nsone.net, hostmaster.nsone.net, edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,boulder-web-tools-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,boulder-web-tools.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,bounce.uber.com,192.28.144.217,,bounce.uber.com,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,v=spf1 ip4:192.28.144.217 -all,,,
,brand-private.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,brand-web-staging.uber.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,brand-web-staging.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,brandarchive.uber.com,104.130.42.190,,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,breeze.uberinternal.com,34.111.231.200,,,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,
,brezel.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,bricks.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buck-build-cache-android.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buck-cache-android.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buck-cache-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buck-cache.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com, dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,bugatti-sky-9.dev.uber.com,54.144.128.85,,,,NOERROR,,,,,,,,
,bui-staging.uberinternal.com,104.36.192.148,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buildanalyzer-staging.uberinternal.com,104.36.192.148,"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buildanalyzer.uberinternal.com,,"frontends-primary.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buildfarm-staging.uberinternal.com,104.36.197.136,"frontends-dc.uber.com, geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,,,,,,
,buildfarm.uberinternal.com,,"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,,,"edns126.ultradns.net, edns126.ultradns.biz, edns126.ultradns.org, edns126.ultradns.com",,,,,
