new,host,ttl,a,cname,soa,status_code,txt,mx,ns,caa,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,ptr
,tmobile-partner-lab.t-mobile.com,300.0,66.94.3.193,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tmobile-partner-lab2-api.t-mobile.com,300.0,66.94.3.204,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tmobile-partner-lab2-msg.t-mobile.com,300.0,66.94.3.206,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tmobile-partner-lab2.t-mobile.com,300.0,66.94.3.205,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tmobile-partner-mi-msg.t-mobile.com,300.0,66.94.27.104,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tmobile-partner-mi.t-mobile.com,300.0,66.94.27.103,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tmobile-partner-msg.t-mobile.com,300.0,,tmobile-partner-msg.geo.t-mobile.com,"{'name': 'geo.t-mobile.com', 'ns': 'geo3.t-mobile.com', 'mailbox': 'hostmaster.geo3.t-mobile.com', 'serial': 2022041202, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'geo.t-mobile.com', 'ns': 'geo3.t-mobile.com', 'mailbox': 'hostmaster.geo3.t-mobile.com', 'serial': 2022041202, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}, {'name': 'geo.t-mobile.com', 'ns': 'geo3.t-mobile.com', 'mailbox': 'hostmaster.geo3.t-mobile.com', 'serial': 2022041202, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 60}",NOERROR,tmobile-partner-msg.geo.t-mobile.com,,,,,,,,,
,tmobiz.t-mobile.com,3600.0,"66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78",,"{'name': 'tmobiz.t-mobile.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2023050800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'tmobiz.t-mobile.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2023050800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'tmobiz.t-mobile.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2023050800, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,,reply.s12.exacttarget.com,"ns4.exacttarget.com, ns2.exacttarget.com, ns1.exacttarget.com, ns3.exacttarget.com",,,,,,,
,tnation.t-mobile.com,300.0,45.60.87.180,sck4lsq.impervadns.net,"{'name': 'impervadns.net', 'ns': 'ns1.impervadns.net', 'mailbox': 'hostmaster.incapsula.com', 'serial': 3001, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'impervadns.net', 'ns': 'ns1.impervadns.net', 'mailbox': 'hostmaster.incapsula.com', 'serial': 3001, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'impervadns.net', 'ns': 'ns1.impervadns.net', 'mailbox': 'hostmaster.incapsula.com', 'serial': 3001, 'refresh': 86400, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",NOERROR,,,,,,,,,,
,tokenizer.t-mobile.com,25.0,,,"{'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}, {'name': 't-mobile.com', 'ns': 'anppol31.gsm1900.org', 'mailbox': 'admin.t-mobile.com', 'serial': 3334552501, 'refresh': 28800, 'retry': 1800, 'expire': 3600000, 'minttl': 900}",NOERROR,,,,,,,,,,
,tos-metro-stg-ext.dd-stg.kube.t-mobile.com,300.0,,83h6fsf.x.incapdns.net,"{'name': 'incapdns.net', 'ns': 'ns1.incapdns.net', 'mailbox': 'hostmaster.incapsula.com', 'serial': 1001, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 300}, {'name': 'x.incapdns.net', 'ns': 'ns1.x.incapdns.net', 'mailbox': 'hostmaster.incapsula.com', 'serial': 5, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 60}, {'name': 'x.incapdns.net', 'ns': 'ns1.x.incapdns.net', 'mailbox': 'hostmaster.incapsula.com', 'serial': 5, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,2a02:e980:10d::b4,,,
,tpas-domain-ext.duck-stg-w2.kube.t-mobile.com,60.0,"54.68.247.0, 44.230.208.40, 44.230.60.116",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-eastprodtest-ext.duck-cde-e1.kube.t-mobile.com,180.0,"52.20.242.46, 52.86.190.15, 54.210.76.17",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-eastproduction-ext.duck-cde-e1.kube.t-mobile.com,900.0,,,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"heritage=external-dns,external-dns/owner=ccp-duk-cde-e1-,external-dns/resource=ingress/pel-tpaseastproduction-duck-cde-e1/address-validation-ext",,,,,,,,,
,tpas-ilab03-ext.duck-stg-w2.kube.t-mobile.com,60.0,"54.68.247.0, 44.230.208.40, 44.230.60.116",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-pit01-ext.duck-stg-w2.kube.t-mobile.com,60.0,"44.230.60.116, 54.68.247.0, 44.230.208.40",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-1190.awsdns-20.org, ns-1685.awsdns-18.co.uk, ns-277.awsdns-34.com, ns-805.awsdns-36.net",,,,,,,
,tpas-pit02-ext.duck-stg-w2.kube.t-mobile.com,60.0,"44.230.208.40, 54.68.247.0, 44.230.60.116",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-pit03-ext.duck-stg-w2.kube.t-mobile.com,60.0,"44.230.208.40, 54.68.247.0, 44.230.60.116",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-prodtest-ext.duck-cde-prd-w2.kube.t-mobile.com,900.0,,,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-qlab01-ext.duck-stg-w2.kube.t-mobile.com,900.0,,,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,tpas-service-portal-ui-eastproduction.duck-cde-e1.kube.t-mobile.com,60.0,"54.210.76.17, 52.86.190.15, 52.20.242.46",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"heritage=external-dns,external-dns/owner=ccp-duk-cde-e1-,external-dns/resource=ingress/pel-tpaseastproduction-duck-cde-e1/service-portal-ui-ext-waf",,"ns-1190.awsdns-20.org, ns-1685.awsdns-18.co.uk, ns-277.awsdns-34.com, ns-805.awsdns-36.net",,,,,,,
,tpas-service-portal-ui-ext-eastproduction.duck-cde-e1.kube.t-mobile.com,900.0,,,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"heritage=external-dns,external-dns/owner=ccp-duk-cde-e1-,external-dns/resource=ingress/pel-tpaseastproduction-duck-cde-e1/service-portal-ui-ext",,,,,,,,,
,tpas-service-portal-ui-ext-pit02.duck-stg-w2.kube.t-mobile.com,60.0,"44.230.60.116, 44.230.208.40, 54.68.247.0",,"{'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'kube.t-mobile.com', 'ns': 'ns-1190.awsdns-20.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
