new,host,a,cname,soa,caa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,has_internal_ips,internal_ips
,mi.underarmour.com,"52.222.236.104, 52.222.236.29, 52.222.236.76, 52.222.236.34",d25tro63an750f.cloudfront.net,"ns-976.awsdns-58.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1415.awsdns-48.org, ns-182.awsdns-22.com, ns-2020.awsdns-60.co.uk, ns-976.awsdns-58.net",,,,
,miller.myfitnesspal.com,,secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,"ns-120.awsdns-15.com, ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net",,,,
,missfit.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,mobile-cdn.ua.com,"13.224.189.115, 13.224.189.2, 13.224.189.12, 13.224.189.28",d2w68fuf3cvonr.cloudfront.net,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-442.awsdns-55.com, ns-730.awsdns-27.net, ns-1340.awsdns-39.org, ns-1959.awsdns-52.co.uk",,"2600:9000:20eb:400:a:a99d:a5c0:93a1, 2600:9000:20eb:2e00:a:a99d:a5c0:93a1, 2600:9000:20eb:5800:a:a99d:a5c0:93a1, 2600:9000:20eb:7600:a:a99d:a5c0:93a1, 2600:9000:20eb:7c00:a:a99d:a5c0:93a1, 2600:9000:20eb:8c00:a:a99d:a5c0:93a1, 2600:9000:20eb:b400:a:a99d:a5c0:93a1, 2600:9000:20eb:ce00:a:a99d:a5c0:93a1",,
,mobile-config.api.ua.com,"13.227.219.63, 13.227.219.37, 13.227.219.14, 13.227.219.94",,,,NOERROR,True,cloudfront,,,,,,
,mobile-sync-api.myfitnesspal.com,"34.202.74.239, 54.208.105.64, 34.230.104.53",ingress.external.us.mfp.dev,"ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mobilesync.api.ua.com,"108.138.51.50, 108.138.51.99, 108.138.51.53, 108.138.51.129",d2hazghdfb6m8o.cloudfront.net,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1258.awsdns-29.org, ns-130.awsdns-16.com, ns-552.awsdns-05.net, ns-1895.awsdns-44.co.uk",,"2600:9000:2436:5000:12:6013:4600:93a1, 2600:9000:2436:ce00:12:6013:4600:93a1, 2600:9000:2436:1600:12:6013:4600:93a1, 2600:9000:2436:aa00:12:6013:4600:93a1, 2600:9000:2436:3400:12:6013:4600:93a1, 2600:9000:2436:7e00:12:6013:4600:93a1, 2600:9000:2436:8800:12:6013:4600:93a1, 2600:9000:2436:ea00:12:6013:4600:93a1",,
,mssql.ua.com,192.168.40.249,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,True,192.168.40.249
,mta.emails.underarmour.com,13.111.29.141,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta.endomondo.underarmour.com,13.111.29.216,,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta.mapmyfitness.underarmour.com,13.111.24.48,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta.teammatecomms.underarmour.com,13.111.29.217,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta.uarecord.underarmour.com,13.111.24.47,,"ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta10.emails.underarmour.com,13.111.29.214,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta10.mfp.underarmour.com,13.111.29.140,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta2.em.underarmour.com,13.111.24.53,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta2.mapmyfitness.underarmour.com,13.111.24.49,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-1242.awsdns-27.org, ns-1573.awsdns-04.co.uk, ns-166.awsdns-20.com, ns-752.awsdns-30.net",,,,
,mta2.mfp.underarmour.com,13.111.24.55,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta3.emails.underarmour.com,13.111.29.143,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta3.mapmyfitness.underarmour.com,13.111.24.50,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta3.mfp.underarmour.com,13.111.24.56,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-1313.awsdns-36.org, ns-1686.awsdns-18.co.uk, ns-491.awsdns-61.com, ns-977.awsdns-58.net",,,,
,mta4.emails.underarmour.com,13.111.29.144,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta4.mapmyfitness.underarmour.com,13.111.24.51,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta4.mfp.underarmour.com,13.111.24.57,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta5.emails.underarmour.com,13.111.29.145,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta5.mfp.underarmour.com,13.111.24.58,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta6.emails.underarmour.com,13.111.29.146,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta6.mfp.underarmour.com,,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta7.emails.underarmour.com,13.111.29.147,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta8.emails.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mta8.mfp.underarmour.com,,,"ns-1686.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mta9.emails.underarmour.com,13.111.29.213,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,mto.underarmour.com,35.241.48.201,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,True,google,,,,,,
,multi.mapmyfitness.com,,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mvp.mapmyfitness.com,"54.156.89.220, 34.197.36.59",,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mvp.mapmyrun.com,"34.197.36.59, 54.156.89.220",,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mvp.mapmywalk.com,,,"ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,myapps.underarmour.com,204.29.196.134,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,myfitnesspal.com,"52.85.242.90, 52.85.242.41, 52.85.242.116, 52.85.242.115",,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com","ns-120.awsdns-15.com, ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net","MS=ms95772151, Pv0TLiWeowXZIsAw68NzAb3SgjY, atlassian-domain-verification=vRVlNNYB4Ta6QoLCQtsmdBc6emoab1Jsldy9az8E47tQW4cHajZHsi4rTq4HM0PE, docusign=70668272-5104-4868-af0d-389211541998, facebook-domain-verification=ckr53ulsmy1vs2dwppppt6xwhtc5fk, google-site-verification=gB6gRbVH-PkcwwblYYT_s6peEZ-uOCU4SCN-m6t2-0Q, google-site-verification=kHACMEqbYV5qgu3tprf-GnXzWeHvWVHgVncFCiQKlb4, have-i-been-pwned-verification=37c31c95ebc27a82104fd378e23c6f3e, logmein-verification-code=25ce4838-7980-4719-b4c5-e76450a6066f, segment-site-verification=xopGmJnxbn2rPzZXsS2fMLslPYUndBeJ, status-page-domain-verification=qh3cfw6syrg3, v=spf1 include:mail.zendesk.com include:_u.myfitnesspal.com._spf.dmarclb.com ~all, 0r4UVQn/K1PldOhFrE9MoJLiJXfQLSKU+uLPm4Z1uGfGrxtPLbQ+ymZcnBCVIkemqdAFahKrsLodU2cqFkkbtA==, 7aff834813804a3ea18721b6bce7740d, GUID=9928b8b1-f83f-4518-bf35-ac7504f9b417, MS=ms15058904","2600:9000:21c3:7200:1e:f4a8:3140:93a1, 2600:9000:21c3:2c00:1e:f4a8:3140:93a1, 2600:9000:21c3:7a00:1e:f4a8:3140:93a1, 2600:9000:21c3:400:1e:f4a8:3140:93a1, 2600:9000:21c3:a000:1e:f4a8:3140:93a1, 2600:9000:21c3:ca00:1e:f4a8:3140:93a1, 2600:9000:21c3:2000:1e:f4a8:3140:93a1, 2600:9000:21c3:6000:1e:f4a8:3140:93a1",,
,nbashow.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,ne1-cipol12-clu.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,nedapd.underarmour.com,204.29.196.143,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,nedapq.underarmour.com,204.29.196.144,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,newhire.underarmour.com,64.106.245.231,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,newrelic.mapmyfitness.com,,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,news.ua.com,"96.45.82.74, 96.45.83.103, 96.45.83.195, 96.45.82.161",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,nl.mapmyfitness.com,"13.224.189.41, 13.224.189.49, 13.224.189.31, 13.224.189.52",mapmyfitness.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net, ns-1108.awsdns-10.org","o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, MS=ms37790606",,,
,nl.mapmyride.com,,mapmyride.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.emailsrvr.com, mx2.emailsrvr.com","ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",,,,
,nl.mapmyrun.com,"108.138.51.113, 108.138.51.51, 108.138.51.3, 108.138.51.44, 205.251.193.184",mapmyrun.com,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,inbound-smtp.us-east-1.amazonaws.com,"ns-748.awsdns-29.net, ns-440.awsdns-55.com, ns-1621.awsdns-10.co.uk, ns-1360.awsdns-42.org","v=spf1 a mx include:spf.mtasv.net ~all, v=spf1 include:sendgrid.net ~all, v=spf1 include:mail.zendesk.com ~all, facebook-domain-verification=qvbnlgsph3fvcvuzw08eflxidi94cm, v=spf1 mx include:_spf.salesforce.com ~all",,,
,nochaser.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,nonprod-api-gw.underarmour.com,"3.215.236.65, 23.21.2.137, 107.22.91.191, 54.147.80.121, 23.23.45.63, 54.243.74.243",ua-mule-nonprod-dlb.lb.anypointdns.net,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,o1.mailgrid.myfitnesspal.com,167.89.64.7,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,o1.ptr6327.mapmyfitness.com,149.72.78.79,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,o2.mailgrid.myfitnesspal.com,167.89.64.70,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-120.awsdns-15.com, ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net",,,,
,o2.ptr6735.mapmyrun.com,167.89.85.10,,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,o271.us.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o272.us.underarmour.com,168.245.115.31,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o273.us.underarmour.com,168.245.121.252,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o274.us.underarmour.com,167.89.14.175,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o3.sendgrid.underarmour.com,167.89.0.159,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o4.mailgrid.myfitnesspal.com,167.89.71.63,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,o5.sendgrid.mapmyfitness.com,167.89.100.144,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,o590.us.underarmour.com,149.72.1.54,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o591.us.underarmour.com,149.72.186.132,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o6.sendgrid.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o653.us.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o654.us.underarmour.com,149.72.133.11,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o656.us.underarmour.com,149.72.134.30,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,o657.us.underarmour.com,149.72.134.70,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,obe.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,obefitness.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,officewa.underarmour.com,204.29.196.115,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,officewadev.underarmour.com,204.29.196.100,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,onemedical.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,onlinepaymentstest.underarmour.com,204.29.196.102,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,open.cf.underarmour.com,"108.156.60.68, 108.156.60.108, 108.156.60.109, 108.156.60.57","open.mkt41.net, d1wamff7ji4ji3.cloudfront.net","ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-944.awsdns-54.net, ns-1262.awsdns-29.org, ns-1578.awsdns-05.co.uk, ns-347.awsdns-43.com",,,,
,open.pth.underarmour.com,"18.66.97.22, 18.66.97.83, 18.66.97.57, 18.66.97.52","open.mkt41.net, d1wamff7ji4ji3.cloudfront.net","ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1262.awsdns-29.org, ns-1578.awsdns-05.co.uk, ns-347.awsdns-43.com, ns-944.awsdns-54.net",,,,
,open.record.underarmour.com,"18.66.97.52, 18.66.97.83, 18.66.97.57, 18.66.97.22","open.mkt41.net, d1wamff7ji4ji3.cloudfront.net","ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1262.awsdns-29.org, ns-1578.awsdns-05.co.uk, ns-347.awsdns-43.com, ns-944.awsdns-54.net",,,,
,origin-partner.underarmour.com,204.29.196.11,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,ourhouse.underarmour.com,35.245.193.153,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,True,google,"mx1.ua.iphmx.com, mx2.ua.iphmx.com",,,,,
,ourhouseqas.underarmour.com,204.29.196.100,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,outlook.underarmour.com,204.29.196.128,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,outrayray.ua.com,216.70.87.52,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,p360-q.underarmour.com,204.29.196.58,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,p360.underarmour.com,204.29.196.59,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,p360d.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,p360q.underarmour.com,204.29.196.56,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,pages.e.underarmour.co.uk,198.245.89.41,,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,pages.em.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,pages.emails.underarmour.com,13.111.23.203,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,pages.mapmyfitness.underarmour.com,13.111.227.74,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pages.uarecord.underarmour.com,136.147.129.25,pages.virt.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,partners.api.ua.com,"18.244.146.120, 18.244.146.33, 18.244.146.106, 18.244.146.115, 205.251.194.149",dnmqv8li6pjrl.cloudfront.net,"ns-661.awsdns-18.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-661.awsdns-18.net, ns-393.awsdns-49.com, ns-1610.awsdns-09.co.uk, ns-1111.awsdns-10.org",,"2600:9000:26de:b400:1a:b433:9440:93a1, 2600:9000:26de:ec00:1a:b433:9440:93a1, 2600:9000:26de:6800:1a:b433:9440:93a1, 2600:9000:26de:9e00:1a:b433:9440:93a1, 2600:9000:26de:4000:1a:b433:9440:93a1, 2600:9000:26de:6e00:1a:b433:9440:93a1, 2600:9000:26de:7400:1a:b433:9440:93a1, 2600:9000:26de:e000:1a:b433:9440:93a1",,
,partners.myfitnesspal.com,"54.87.102.222, 52.2.200.77, 50.19.251.83",ingress.external.us.mfp.dev,"ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,passwordreset.underarmour.com,204.29.196.30,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,performanceacademy.ua.com,,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,persona.api.ua.com,"54.85.19.3, 54.80.69.143, 35.172.152.119",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-1155.awsdns-16.org, ns-1946.awsdns-51.co.uk, ns-383.awsdns-47.com, ns-562.awsdns-06.net",,,,
,pid.hec.underarmour.com,169.145.98.110,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,pidev.underarmour.com,204.29.196.143,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,piprd.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,piqapihub.underarmour.com,204.29.196.15,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,piqas.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,pivotal-dev.mapmyfitness.com,67.192.12.205,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pix.hec.underarmour.com,,,,,NOERROR,,,,,,,,
,plans-api.myfitnesspal.com,"54.198.42.175, 54.83.243.46, 52.4.84.228",ingress.external.us.mfp.dev,"ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,playbook.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,po-tandc.ua.com,"96.45.82.161, 96.45.83.103, 96.45.83.195, 96.45.82.74",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,podcast.myfitnesspal.com,"188.114.99.229, 188.114.98.229",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",,
,powerinpink.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,preferences.myfitnesspal.com,"65.9.66.68, 65.9.66.48, 65.9.66.83, 65.9.66.80",myfitnesspal.datagrail.io,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,premium-api.myfitnesspal.com,"54.83.243.46, 52.4.84.228, 54.198.42.175",ingress.external.us.mfp.dev,"ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,premium.api.ua.com,"13.224.189.129, 13.224.189.31, 13.224.189.12, 13.224.189.22",d2hazghdfb6m8o.cloudfront.net,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1258.awsdns-29.org, ns-130.awsdns-16.com, ns-1895.awsdns-44.co.uk, ns-552.awsdns-05.net",,"2600:9000:2204:6600:12:6013:4600:93a1, 2600:9000:2204:c00:12:6013:4600:93a1, 2600:9000:2204:7200:12:6013:4600:93a1, 2600:9000:2204:ac00:12:6013:4600:93a1, 2600:9000:2204:1e00:12:6013:4600:93a1, 2600:9000:2204:fe00:12:6013:4600:93a1, 2600:9000:2204:4200:12:6013:4600:93a1, 2600:9000:2204:9c00:12:6013:4600:93a1",,
,preprod.mapmyfitness.com,72.3.205.135,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,preview.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,privacy.underarmour.com,"85.222.140.6, 85.222.140.13, 85.222.140.11","privacy.underarmour.com.00d6g000005jfl0eaa.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,prod-configuration.api.ua.com,"35.172.152.119, 54.80.69.143, 54.85.19.3",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prod-fs-jwt-auth.api.ua.com,"108.138.51.129, 108.138.51.50, 108.138.51.53, 108.138.51.99",d2hazghdfb6m8o.cloudfront.net,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-552.awsdns-05.net, ns-130.awsdns-16.com, ns-1895.awsdns-44.co.uk, ns-1258.awsdns-29.org",,"2600:9000:2436:8800:12:6013:4600:93a1, 2600:9000:2436:5000:12:6013:4600:93a1, 2600:9000:2436:1600:12:6013:4600:93a1, 2600:9000:2436:ea00:12:6013:4600:93a1, 2600:9000:2436:3400:12:6013:4600:93a1, 2600:9000:2436:7e00:12:6013:4600:93a1, 2600:9000:2436:ce00:12:6013:4600:93a1, 2600:9000:2436:aa00:12:6013:4600:93a1",,
,prod-na04-vercel.ecm.underarmour.com,"76.76.21.61, 76.76.21.9",cname-underarmour.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net","digicert.com, letsencrypt.org",NOERROR,,,,,,,,
,prod-plans.api.ua.com,"34.202.74.239, 54.208.105.64, 34.230.104.53","plans-api.myfitnesspal.com, ingress.external.us.mfp.dev","ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,prod-ua03-vercel.ecm.underarmour.com,"76.76.21.22, 76.76.21.98",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,prod-ua03.ecm.underarmour.com,146.75.121.91,n.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,True,fastly,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,prod.vivaelagua.com.mx,54.209.86.38,,"dns04.unilever.com, postmaster.dns04.unilever.com",,NOERROR,,,,,,,,
