input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,cdn_name,cdn,tls_expired,tls_self_signed,tls_mismatched,csp_domains_,final_url
es.apollo-v2.k8s-prod.getaws.arubanetworks.com,,404,21,es.apollo-v2.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:24:20Z,2024-04-26T13:24:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,54aab23f868d681508e81930f6ace0ca,dfdc5fb7f074fd938709dd8c1335daab2ed99142eb9721fbd3ba57388d576325,,ctls,es.apollo-v2.k8s-prod.getaws.arubanetworks.com,443,https://es.apollo-v2.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.apollo.k8s-prod.getaws.arubanetworks.com,,404,21,es.apollo.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,2024-04-26T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,1b9343d340e901ed2bd22139d588adcb,3a99c0d6b1deb3ebbebca9e3bcdd1b1d9388c6aa56bb0398cdb1495757f4e3b9,,ctls,es.apollo.k8s-prod.getaws.arubanetworks.com,443,https://es.apollo.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.develop.k8s-prod.getaws.arubanetworks.com,403 Forbidden,403,153,es.develop.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T08:53:20Z,2023-08-06T08:53:19Z,CN=es.develop.k8s-prod.getaws.arubanetworks.com,es.develop.k8s-prod.getaws.arubanetworks.com,es.develop.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b674cbd43b7ce45871d4f3881775a939,1519555d04da2fdfc2d450707384567482d9e331a6436b71adfb05e5be9e7db1,,ctls,es.develop.k8s-prod.getaws.arubanetworks.com,443,https://es.develop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.193.199.202,/,1556969654,54.177.224.32,8,False,,Nginx:1.21.6,,,,,,,
es.develop.k8s-stg.getaws.arubanetworks.com,,404,21,es.develop.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:32:19Z,2024-04-17T10:32:19Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d00d823fff768d2de4d7a29d0e6582ef,daa237eaa79b77bbf9d1d61981b176b69e69681edbbd96de409a4428edd6eeb2,,ctls,es.develop.k8s-stg.getaws.arubanetworks.com,443,https://es.develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,/,-1669793162,54.177.145.51,1,False,Acme Co,Nginx:1.19.1,,,,True,True,,
es.entitlement.k8s-prod.getaws.arubanetworks.com,,404,21,es.entitlement.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,2024-04-26T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,eec8712bdd488998d2cda2266ba4aa7b,776443f72cb7fb4b39356708441db89b310ab748a580de1b33326a1fb2b09aaa,,ctls,es.entitlement.k8s-prod.getaws.arubanetworks.com,443,https://es.entitlement.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-1134-es-restore.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-1134-es-restore.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,2024-04-26T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,050ac20c6ca7e795b404d8d280701e46,ae9cad9cb39b8105750445ef0924b5a7a243a1a9739a622c8367c5a0c235aa9a,,ctls,es.feature-1134-es-restore.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-1134-es-restore.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-bulk-cron.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-bulk-cron.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:41:54Z,2024-04-26T11:41:54Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,db344e59158db9aacfad15fb7797df6e,4ae83ce8de57add92a0fb584f557c53da958b7801961ac6c7c5044f53a08fa37,,ctls,es.feature-bulk-cron.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-bulk-cron.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-jimmy-3013-3.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-jimmy-3013-3.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,2024-04-30T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,a4f50232ac7bedce3ec1f4378ebaad50,ba5921825e7bb9113ef5b4123a8215eea9c8e66d01861a13ea5d98502247e447,,ctls,es.feature-jimmy-3013-3.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-jimmy-3013-3.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-ravi-1313-es-cron.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-ravi-1313-es-cron.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T07:54:35Z,2024-06-14T07:54:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d76fad7571d8957219c67ed31ef66511,6f712c3a964187bcb45b6e050b4888c76592b0e5dd7c8cdf800f5455381a0997,,ctls,es.feature-ravi-1313-es-cron.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-ravi-1313-es-cron.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-ravi-209-search-v2.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-ravi-209-search-v2.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:07:43Z,2024-04-26T13:07:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d8f482ec5147546ac583979d96962b75,edcabe6c70bda9361314f7ad52d5181710d3d034c093d148d1b05ad1efa532c5,,ctls,es.feature-ravi-209-search-v2.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-ravi-209-search-v2.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-reindex-cronjob.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-reindex-cronjob.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,2024-04-26T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d6d88d803aebfc489fada2f22aa0747b,17e48e0231d3e3a0e65d237baa4e98a2ad2e416f4246c9a63d09cc3b7b406d3d,,ctls,es.feature-reindex-cronjob.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-reindex-cronjob.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-s4-ngit-colus.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-s4-ngit-colus.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,2024-04-26T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d6d88d803aebfc489fada2f22aa0747b,17e48e0231d3e3a0e65d237baa4e98a2ad2e416f4246c9a63d09cc3b7b406d3d,,ctls,es.feature-s4-ngit-colus.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-s4-ngit-colus.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-s4-ngit.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-s4-ngit.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,2024-04-26T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,050ac20c6ca7e795b404d8d280701e46,ae9cad9cb39b8105750445ef0924b5a7a243a1a9739a622c8367c5a0c235aa9a,,ctls,es.feature-s4-ngit.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-s4-ngit.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.feature-search-fixes.k8s-prod.getaws.arubanetworks.com,,404,21,es.feature-search-fixes.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T05:56:13Z,2024-06-12T05:56:13Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,6fd3665aff8f69416018b927f8d68906,a7755485837f60afd212c3dcc4e897c831714040526c6010edcf401c0fa1203b,,ctls,es.feature-search-fixes.k8s-prod.getaws.arubanetworks.com,443,https://es.feature-search-fixes.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.global-trade.k8s-prod.getaws.arubanetworks.com,,404,21,es.global-trade.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:47:59Z,2024-04-26T13:47:59Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,af5a5afbdaaa070f66c5f59c88f56825,5196b6b539050ad64d38fdc3fc62f9e8c43269a1cec94cb7297615a8ecfe6b46,,ctls,es.global-trade.k8s-prod.getaws.arubanetworks.com,443,https://es.global-trade.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.hotfix-2-6-0-a.k8s-prod.getaws.arubanetworks.com,,404,21,es.hotfix-2-6-0-a.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,2024-04-26T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,eec8712bdd488998d2cda2266ba4aa7b,776443f72cb7fb4b39356708441db89b310ab748a580de1b33326a1fb2b09aaa,,ctls,es.hotfix-2-6-0-a.k8s-prod.getaws.arubanetworks.com,443,https://es.hotfix-2-6-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.hotfix-2-6-0-c.k8s-prod.getaws.arubanetworks.com,,404,21,es.hotfix-2-6-0-c.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:18:08Z,2024-04-26T13:18:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,94d4780efcf0bc4b2d6477ca595a84cd,0e22b4fc24b518acec37ce95ff09d5aad4bb34176adcfe10eb5b6af0d8097b81,,ctls,es.hotfix-2-6-0-c.k8s-prod.getaws.arubanetworks.com,443,https://es.hotfix-2-6-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.hotfix-2-7-0-b.k8s-prod.getaws.arubanetworks.com,,404,21,es.hotfix-2-7-0-b.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:35:54Z,2024-04-30T08:35:54Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ae706849a968ba2425d5b2dde446f4dd,8ceef099d9c674c6e14375656aa38c1842dea5ec226ae35413ca8aa20d5f802f,,ctls,es.hotfix-2-7-0-b.k8s-prod.getaws.arubanetworks.com,443,https://es.hotfix-2-7-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.hotfix-2-7-0-c.k8s-prod.getaws.arubanetworks.com,,404,21,es.hotfix-2-7-0-c.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-24T07:31:06Z,2024-06-23T07:31:06Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,00a145a4276241e52b94e61737aaf801,30942e63839081251619067ee0ca3fe3269e5c639683634dd8f36050dd28c4d7,,ctls,es.hotfix-2-7-0-c.k8s-prod.getaws.arubanetworks.com,443,https://es.hotfix-2-7-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.hotfix-2-8-0-c.k8s-prod.getaws.arubanetworks.com,,404,21,es.hotfix-2-8-0-c.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:54:26Z,2024-04-26T13:54:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,27415777f2b93791be2f7597ce45da5b,f5ea061132d00a0a93bda88e75cbbc259e76c846ea37c244d713a95e3e1eefda,,ctls,es.hotfix-2-8-0-c.k8s-prod.getaws.arubanetworks.com,443,https://es.hotfix-2-8-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.hotfix-3-8-0-a.k8s-prod.getaws.arubanetworks.com,,404,21,es.hotfix-3-8-0-a.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:49:39Z,2024-04-26T14:49:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,e2e480a9bbbd5b2f6abe2b3b13c0e09e,1e71441a8fbb7184628ba950b2053337e146cd9fe5bee4334fb7d10b9c807c2c,,ctls,es.hotfix-3-8-0-a.k8s-prod.getaws.arubanetworks.com,443,https://es.hotfix-3-8-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.landing.k8s-prod.getaws.arubanetworks.com,,404,21,es.landing.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,2024-04-26T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,45e519a9607f9121b6c72efef954152b,02fa3082470d6bf64733822a1ae25a373032cba319a1930fb9f8fe87d7400301,,ctls,es.landing.k8s-prod.getaws.arubanetworks.com,443,https://es.landing.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.master.k8s-stg.getaws.arubanetworks.com,,404,21,es.master.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T04:14:28Z,2023-07-13T04:14:27Z,CN=es.master.k8s-stg.getaws.arubanetworks.com,es.master.k8s-stg.getaws.arubanetworks.com,es.master.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86532566e9998326e95051b984d04353,04520df75891e3972a73116ef2956d183ed41a1257fffbbb03a0c42568000d47,,ctls,es.master.k8s-stg.getaws.arubanetworks.com,443,https://es.master.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,/,-1669793162,184.169.129.136,1,False,,Nginx:1.19.1,,,,,,,
es.notif.k8s-prod.getaws.arubanetworks.com,,404,21,es.notif.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:18:08Z,2024-04-26T13:18:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,94d4780efcf0bc4b2d6477ca595a84cd,0e22b4fc24b518acec37ce95ff09d5aad4bb34176adcfe10eb5b6af0d8097b81,,ctls,es.notif.k8s-prod.getaws.arubanetworks.com,443,https://es.notif.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.partner-login.k8s-prod.getaws.arubanetworks.com,,404,21,es.partner-login.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,2024-04-26T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,cf27377e55f8274b9fc47d7733a1d676,7b756ef1c5f21e7f4edbf6532e7cf7c28ac8ef0bdd42ad51d8f44ea2576c430a,,ctls,es.partner-login.k8s-prod.getaws.arubanetworks.com,443,https://es.partner-login.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.refresh-apollo.k8s-prod.getaws.arubanetworks.com,,404,21,es.refresh-apollo.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,2024-04-26T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,eec8712bdd488998d2cda2266ba4aa7b,776443f72cb7fb4b39356708441db89b310ab748a580de1b33326a1fb2b09aaa,,ctls,es.refresh-apollo.k8s-prod.getaws.arubanetworks.com,443,https://es.refresh-apollo.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.release-2-0-0.k8s-prod.getaws.arubanetworks.com,,404,21,es.release-2-0-0.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:54:26Z,2024-04-26T13:54:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,27415777f2b93791be2f7597ce45da5b,f5ea061132d00a0a93bda88e75cbbc259e76c846ea37c244d713a95e3e1eefda,,ctls,es.release-2-0-0.k8s-prod.getaws.arubanetworks.com,443,https://es.release-2-0-0.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.rma-jan.k8s-prod.getaws.arubanetworks.com,,404,21,es.rma-jan.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T09:03:00Z,2024-05-16T09:03:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2be9a977828e092fbf35d8ce604a2c3d,07c0823ba3a324b665a42fb35e10e41c5c0823251ad7d9bcd1e3db09875c6441,,ctls,es.rma-jan.k8s-prod.getaws.arubanetworks.com,443,https://es.rma-jan.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.rma-march.k8s-prod.getaws.arubanetworks.com,,404,21,es.rma-march.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:48:30Z,2024-04-26T11:48:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b5be83ebf2a423ea5e0a8d2944364a42,42ff01f39f980010f6cc761c8b95914baf0cba4528bf7ffac04d219903248edf,,ctls,es.rma-march.k8s-prod.getaws.arubanetworks.com,443,https://es.rma-march.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
es.rma-notif.k8s-prod.getaws.arubanetworks.com,,404,21,es.rma-notif.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T07:54:35Z,2024-06-14T07:54:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d76fad7571d8957219c67ed31ef66511,6f712c3a964187bcb45b6e050b4888c76592b0e5dd7c8cdf800f5455381a0997,,ctls,es.rma-notif.k8s-prod.getaws.arubanetworks.com,443,https://es.rma-notif.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
