input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,tls_self_signed
ideas.zynga.com,Sign in - Google Accounts,200,25546,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,ctls,www.google.com,,80,http://ideas.zynga.com:80,http,GSE,text/html,GET,172.217.16.211,/,-1709261603,2a00:1450:4001:808::2013,OpenGSE,946,False,,,,,,https://www.google.com/a/zynga.com/ServiceLogin?service=jotspot&passive=1209600&continue=https://sites.google.com/a/zynga.com/gameideas/home&followup=https://sites.google.com/a/zynga.com/gameideas/home&ul=1,,
internal.farm2.zynga.com,Apache HTTP Server Test Page powered by CentOS,403,5043,internal.farm2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-04T23:59:59Z,CN=*.farm2.zynga.com,*.farm2.zynga.com,farm2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,dee792aeae20e09854ad2ab9d5be84d9,c64851fbcd324dd37c955d6c9f25fc720d677e0f18ac21478eb7829217cba3c6,ctls,internal.farm2.zynga.com,,443,https://internal.farm2.zynga.com:443,https,Apache,text/html,GET,44.239.247.233,/,-1510540111,44.240.3.209,Apache,119,False,,True,,,,,,
ip70.api.zynga.com,,200,,ip70.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,ip70.api.zynga.com,,443,https://ip70.api.zynga.com:443,https,,,GET,44.236.210.4,/,-845834622,54.68.80.97,HSTS,1,False,,True,,,,,,
ipv4-c054-mci001-ix.api.zynga.com,,200,,ipv4-c054-mci001-ix.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,ipv4-c054-mci001-ix.api.zynga.com,,80,http://ipv4-c054-mci001-ix.api.zynga.com:80,http,,,GET,35.155.45.202,/,-845834622,35.82.109.105,HSTS,1,False,,True,,,,https://ipv4-c054-mci001-ix.api.zynga.com:443/,,
ipv4-c070-lax009-ix.api.zynga.com,,200,,ipv4-c070-lax009-ix.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,ipv4-c070-lax009-ix.api.zynga.com,,443,https://ipv4-c070-lax009-ix.api.zynga.com:443,https,,,GET,35.155.45.202,/,-845834622,52.88.117.164,HSTS,1,False,,True,,,,,,
jobs.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://jobs.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.44,/,2017193705,2600:9000:223c:d600:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
kyujin.api.zynga.com,,200,,kyujin.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,kyujin.api.zynga.com,,443,https://kyujin.api.zynga.com:443,https,,,GET,44.236.210.4,/,-845834622,100.21.1.74,HSTS,1,False,,True,,,,,,
labbeta.api.zynga.com,,200,,labbeta.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,labbeta.api.zynga.com,,443,https://labbeta.api.zynga.com:443,https,,,GET,54.200.233.59,/,-845834622,52.33.109.39,HSTS,1,False,,True,,,,,,
link.store-develop.willywonkaslots.zynga.com,,403,16,link.store-develop.willywonkaslots.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-06T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2ed50abe3cf8fd6fef90add824f6cd69,07974760b627a8272d39b9213eac2fc11df0b335aee9a18b7a3208ecf43357e5,ctls,link.store-develop.willywonkaslots.zynga.com,cloudflare,443,https://link.store-develop.willywonkaslots.zynga.com:443,https,cloudflare,text/plain,GET,104.18.14.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,"Cloudflare, Inc.",,,,,
link.store-integration.gotslotscasino.zynga.com,,403,16,link.store-integration.gotslotscasino.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-22T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",10b8aa40aec24ffd95920d76feeaea27,56f871e6a9522a6e7f1547d9e51efa9081e53c2e5d6d0dea34babbf487b9fb9a,ctls,link.store-integration.gotslotscasino.zynga.com,cloudflare,443,https://link.store-integration.gotslotscasino.zynga.com:443,https,cloudflare,text/plain,GET,104.18.14.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,"Cloudflare, Inc.",,,,,
link.store-staging.gotslotscasino.zynga.com,,403,16,link.store-staging.gotslotscasino.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-22T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3337db74bae9f9c045ee1fc73dd4b68c,d882c16bc9a9c47341af6efe51555873ccca771c6aee12ae38ae4a00c2fe741a,ctls,link.store-staging.gotslotscasino.zynga.com,cloudflare,443,https://link.store-staging.gotslotscasino.zynga.com:443,https,cloudflare,text/plain,GET,104.18.15.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,"Cloudflare, Inc.",,,,,
log-collector.svctr.zynga.com,,200,41,log-collector.svctr.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.svctr.zynga.com, O=Zynga\, Inc., L=San Mateo, ST=California, C=US",*.svctr.zynga.com,svctr.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94449263ead24da4ac92c1ec3221c932,219552570bbb7d4d59dbd5aeecf6023ac25e8e88bd74d154a4ffdce11b943441,ctls,log-collector.svctr.zynga.com,,443,https://log-collector.svctr.zynga.com:443,https,,application/json,GET,52.71.22.254,/,1037087226,34.200.178.175,,1,False,,True,"Zynga, Inc.",,,,,
lotto.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://lotto.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.102,/,2017193705,2600:9000:223c:4000:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
lyncdiscover.zynga.com,,200,354,lyncdiscover.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.zynga.com,,443,https://lyncdiscover.zynga.com:443,https,,application/json,GET,52.112.192.14,/,-698815424,2603:1027:0:48::21,Azure,1,False,,True,Microsoft Corporation,True,,,,
m.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://m.zynga.com:443,https,CloudFront,text/html,GET,108.157.177.72,/,2017193705,2600:9000:25e9:8400:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
media.tenor.com,,404,43,media.tenor.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:06Z,2023-09-11T08:20:05Z,CN=c.tenor.com,c.tenor.com,*.riffsy.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c99a6f1efe25877d32e364b491673694,0447052ad6c6e5b18cc55e110d78e533c252154dbffcadba42a461d39b608f82,ctls,media.tenor.com,,443,https://media.tenor.com:443,https,sffe,image/gif,GET,142.250.184.234,/,-446793542,2a00:1450:4001:806::200a,HTTP/3,1,False,,True,,,,,,
media.zynga.com,,412,26,media.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-07T23:59:59Z,CN=*.zynga.com,*.zynga.com,zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5082ade640a67af540de6c06a95d1e8f,b92daf23d8cc696799f0fd0fb30a98886c0b5e7de2363ff890ccf410156e8def,ctls,media.zynga.com,,443,https://media.zynga.com:443,https,Apache,application/json,GET,52.24.181.54,/,-1840324437,44.236.194.65,PHP:7.4.33,1,False,,True,,,,,,
milcom.api.zynga.com,,200,,milcom.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,milcom.api.zynga.com,,443,https://milcom.api.zynga.com:443,https,,,GET,44.238.216.206,/,-845834622,44.242.86.8,HSTS,1,False,,True,,,,,,
miscompute.api.zynga.com,,200,,miscompute.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,miscompute.api.zynga.com,,443,https://miscompute.api.zynga.com:443,https,,,GET,34.209.102.180,/,-845834622,44.238.216.206,HSTS,1,False,,True,,,,,,
mixcomputer.api.zynga.com,,200,,mixcomputer.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,mixcomputer.api.zynga.com,,80,http://mixcomputer.api.zynga.com:80,http,,,GET,54.189.102.99,/,-845834622,34.223.151.114,HSTS,1,False,,True,,,,https://mixcomputer.api.zynga.com:443/,,
mkyle.ep.zynga.com,MKyle Prototypes,200,909,mkyle.ep.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-03T23:59:59Z,CN=mkyle.ep.zynga.com,mkyle.ep.zynga.com,mkyle.ep.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95e9247bdc11353fef256c5bc231048,30b68603d49eaded3e62c7770d9991e68edc6fa1761a1a11d6c10d7f3031ac83,ctls,mkyle.ep.zynga.com,cloudfront,443,https://mkyle.ep.zynga.com:443,https,AmazonS3,text/html,GET,13.224.189.52,/,754928029,13.224.189.16,Amazon Web Services,26,False,True,,,,,,,
msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com,,200,,msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com,,443,https://msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com:443,https,,,GET,54.70.71.130,/,-845834622,35.155.45.202,HSTS,1,False,,True,,,,,,
nk.staging.gotslots.zynga.com,Nakama Console,200,4814,nk.staging.gotslots.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-11-28T23:59:59Z,CN=nk.gotslots.zynga.com,nk.gotslots.zynga.com,nk.development.gotslots.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,69299e96b48eb4574100b005605782f1,34b7c7eda7d26dba460bb804d6ea56947f20f67e7720ee153af26dd449f8519f,ctls,nk.staging.gotslots.zynga.com,,443,https://nk.staging.gotslots.zynga.com:443,https,,text/html,GET,35.165.39.142,/,573780865,2600:1f14:45:7904:23e1:f892:29a2:28bf,,15,False,,,,,,,,
np.api.zynga.com,,200,,np.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,np.api.zynga.com,,443,https://np.api.zynga.com:443,https,,,GET,18.246.28.2,/,-845834622,44.236.210.4,HSTS,1,False,,True,,,,,,
okeyplus-1.cdn.zynga.com,,403,243,okeyplus-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=okeyplus.cdn.zynga.com,okeyplus.cdn.zynga.com,okeyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9a8056c583b86c1c9d5d68925417fe66,048f90fbc69d3e29c67fe4078d308cfd00ad1f997259e80a14b104b1ed718515,ctls,okeyplus-1.cdn.zynga.com,cloudfront,443,https://okeyplus-1.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.50,/,1627977894,2600:9000:2251:f200:1c:9ee7:e600:93a1,Amazon Web Services,2,False,True,,,,,,,
okeyplus-2.cdn.zynga.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://okeyplus-2.cdn.zynga.com:80,http,CloudFront,text/html,GET,13.32.99.103,/,1226731613,2600:9000:2251:c600:1c:9ee7:e600:93a1,Amazon Web Services,20,False,True,,,,,,,
okeyplus.cdn.zynga.com,,403,243,okeyplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=okeyplus.cdn.zynga.com,okeyplus.cdn.zynga.com,okeyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9a8056c583b86c1c9d5d68925417fe66,048f90fbc69d3e29c67fe4078d308cfd00ad1f997259e80a14b104b1ed718515,ctls,okeyplus.cdn.zynga.com,cloudfront,443,https://okeyplus.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.103,/,1509825678,2600:9000:2251:5800:1c:9ee7:e600:93a1,Amazon Web Services,2,False,True,,,,,,,
okta-region-games.smokebaml.api.zynga.com,,200,,okta-region-games.smokebaml.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,okta-region-games.smokebaml.api.zynga.com,,443,https://okta-region-games.smokebaml.api.zynga.com:443,https,,,GET,34.209.102.180,/,-845834622,44.236.210.4,HSTS,1,False,,True,,True,,,,
origin.zyngagames.com,Zynga | Farmville 2,200,6485,origin.zyngagames.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-05T23:59:59Z,CN=*.zyngagames.com,*.zyngagames.com,zyngagames.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fdeea0715fbc35a586d257ca0335bb1b,43ed13be6585d19f64a3451940b8088de6eee68fc7553532d874ebbfb880c32d,ctls,origin.zyngagames.com,,443,https://origin.zyngagames.com:443,https,nginx,text/html,GET,54.148.212.251,/,-845834622,35.80.126.55,Nginx,5,False,,True,,,,,,
outreach.zynga.com,404 Not Found,404,146,outreach.zynga.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T04:05:11Z,2024-07-11T04:05:11Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,dc4a7db1a39867119040b2b5bb7e652d,bd641babe4597b8d0e00b6f3f3dd4821580d923158417a32066bcf31f4213ded,ctls,outreach.zynga.com,,443,https://outreach.zynga.com:443,https,,text/html,GET,54.152.90.23,/,1494302000,44.207.116.214,HSTS,8,False,,,Acme Co,True,,,,True
page.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://page.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.72,/,2017193705,2600:9000:223c:1400:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
payments.zynga.com,,200,3654,payments.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-06T23:59:59Z,CN=*.payments.zynga.com,*.payments.zynga.com,*.smoke.economy.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,987781a3abd4ea69686afd10bf9663ed,3cc64af20b0806989fa53972f99c42b081198fa25a8131140111077836a49a74,ctls,payments.zynga.com,cloudfront,443,https://payments.zynga.com:443,https,AmazonS3,text/html,GET,99.86.4.66,/,-1673244129,99.86.4.49,Font Awesome,71,False,True,True,,,,,,
platform.cdn.zynga.com,,403,243,platform.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-28T23:59:59Z,CN=platform.cdn.zynga.com,platform.cdn.zynga.com,platform.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,68b07dded765b272b3d310fd5e75fdb9,b19787ef1b2334410f48ff35d79f2633c8e010903ce969d7ead5ac40099ac7d8,ctls,platform.cdn.zynga.com,cloudfront,443,https://platform.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.7.85,/,-1491614332,2600:9000:2490:8c00:0:268d:e80:93a1,Amazon Web Services,2,False,True,,,,,,,
poker.static.zynga.com,Service Unavailable,503,267,poker.static.zynga.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,poker.static.zynga.com,,443,https://poker.static.zynga.com:443,https,AkamaiGHost,text/html,GET,23.32.238.90,/,-1586907962,23.32.238.162,HTTP/3,9,False,,True,"Akamai Technologies, Inc.",True,,,,
poker9.zynga.com,,406,,poker9.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T17:22:20Z,2023-10-10T17:21:20Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=*.webex.com",*.webex.com,www.webex.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ca298c781792d96b05b447b627b017ba,03894e53b5c0acc2b6e1e52be9a9847ba14c73a3576ca72dec671961dffcb53c,ctls,poker9.zynga.com,,443,https://poker9.zynga.com:443,https,,,GET,216.151.149.126,/,-1840324437,216.151.149.126,,1,False,,True,Cisco Systems Inc.,True,,,,
pre-global-shop.api.zynga.com,,200,,pre-global-shop.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,pre-global-shop.api.zynga.com,,443,https://pre-global-shop.api.zynga.com:443,https,,,GET,35.164.99.215,/,-845834622,54.69.108.165,HSTS,1,False,,True,,,,,,
privacy.zynga.com,Zynga Personal Data Request,200,1010,privacy.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-25T23:59:59Z,CN=*.privacy.zynga.com,*.privacy.zynga.com,privacy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c4adf5e2d523d52021085dc890b13dd5,56049c0dba6db0d810bf68fa3249e20bba98917f4d4e193574ee61ecbbd08748,ctls,privacy.zynga.com,cloudfront,443,https://privacy.zynga.com:443,https,nginx/1.25.1,text/html,GET,52.222.174.94,/,-1800445419,52.222.174.22,Nginx:1.25.1,29,False,True,True,,,,https://privacy.zynga.com/portal/,,
